ถนน,เลขที่,ซอย,FID,แรงม้า,เงินทุนรวม,_id,เลขทะเบียนเดิม,ลำดับ,ชื่อโรงงาน,โทรศัพท์,ประกอบกิจการ,คนงาน,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
เศรษฐกิจ,เลขที่ 8/8,,10740006225600,60,17600000,2086,3-105-62/60สค,2086,ไทยหยูหลง พลาสติก,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,8,10160,ดอนไก่ดี,กระทุ่มแบน,สมุทรสาคร,5.0
-,เลขที่ 73/3,-,10740006325533,90,5200000,2087,3-105-63/53สค,2087,เอกประเสริฐ,,คัดแยกวัสดุที่ไม่ใช้แล้วซึ่งไม่เป็นอันตราย เช่น เศษเหล็ก เศษกระดาษ เศษพลาสติก เศษอลูมิเนียม เศษทองแดง ทองเหลือง ขวด,20,74110,สวนหลวง,กระทุ่มแบน,สมุทรสาคร,8.0
เอกชัย-เศรษฐกิจ,เลขที่ 68/11,บ่อดิน,10740006425531,180,1040000,2088,3-105-64/53สค,2088,บริษัท ที.โอ.พี. (กระดาษหมุนเวียน) จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เศษพลาสติก เศษยาง เศษกระดาษ เศษโฟม เศษเหล็ก เศษทองแดง เศษทองเหลือง เศษอลูมิเนียม,18,74000,คอกกระบือ,เมืองสมุทรสาคร,สมุทรสาคร,4.0
เพชรเกษม,เลขที่ 271,เลียบคลองศรีสำราญ,10740006525546,15,7700000,2089,3-105-65/54สค,2089,ห้างหุ้นส่วนจำกัด พี.ซี.โอ.พลาสติก,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,20,74110,สวนหลวง,กระทุ่มแบน,สมุทรสาคร,13.0
เศรษฐกิจ 1,เลขที่ 6, -,10740006925480,348,51000000,2090,3-105-69/48สค,2090,ห้างหุ้นส่วนจำกัด สมนึกธุรกิจ,,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),27,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,5.0
-,เลขที่ 89/90,-,10740100725539,485,37500000,2091,3-105-7/53สค,2091,บริษัท อิมหลีจั่น อิมปอร์ต เอ็กซ์ปอร์ต จำกัด,081 6115468,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,11,74000,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,5.0
,เลขที่ 2/5,,10740007625618,77.5,11000000,2092,3-105-76/61สค,2092,บริษัท เจิงฉิว (ประเทศไทย) จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,29,74000,นาโคก,เมืองสมุทรสาคร,สมุทรสาคร,6.0
-,เลขที่ 108/2,-,10740008125535,1953.82,120000000,2093,3-105-81/53สค,2093,บริษัท สยามรอแยล สตีล จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วจากโรงงานที่ไม่เป็นอันตราย เช่น เหล็ก อลูมิเนียม และโลหะอื่นๆ และรีไซเคิลเพื่อใช้เป็นวัตถุดิบด้วยการหลอมโลหะ,41,74000,บางน้ำจืด,เมืองสมุทรสาคร,สมุทรสาคร,6.0
,เลขที่ 75,,10740008125618,20,2000000,2094,3-105-81/61สค,2094,นางสาวศิโรรัตน์ รอดเสม,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,74110,บางยาง,กระทุ่มแบน,สมุทรสาคร,13.0
เศรษฐกิจ1,เลขที่ 245/18,,10740008225590,46.53,5500000,2095,3-105-82/59สค,2095,มีถาวรการค้า,02-8109055  ,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,2.0
พระรามที่ 2,เลขที่ 92-92/1,-,10740008525486,32.38,30700000,2096,3-105-85/48สค,2096,จิ้งเซ้ง เมททีเรียล,,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),10,74000,คอกกระบือ,เมืองสมุทรสาคร,สมุทรสาคร,2.0
-,เลขที่ 99/7,-,10740008725532,28,7000000,2097,3-105-87/53สค,2097,บริษัท ชัยสยาม พลาสติก จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วจากโรงงานที่ไม่เป็นอันตราย เช่น เศษพลาสติก เหล็ก กระดาษ ไม้,15,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,6.0
เศรษฐกิจ 1,"เลขที่ โฉนดที่ดินเลขที่ 17063, 17062",นวลทอง(แยก 10),10740008925603,96,6000000,2098,3-105-89/60สค,2098,บริษัท ซิกเนเจอร์ รียูส จำกัด,09 4824 5466,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย       ,5,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,
พระรามที่ 2,เลขที่ 122,-,10740000925551,1278,12000000,2099,3-105-9/55สค,2099,บริษัท เอเชีย ไบโอแมส จำกัด (มหาชน),,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น เศษไม้ เศษเปลือกไม้ เปลือกกะลาปาล์ม,190,74000,บางน้ำจืด,เมืองสมุทรสาคร,สมุทรสาคร,1.0
-,เลขที่ โฉนดที่ดินเลขที่ 143549,-,10740100925584,0,3000000,2100,3-105-9/58สค,2100,บริษัท นภา เอ็นเนอร์ยี่ จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,12,10150,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,3.0
,เลขที่ 49/9,,10740000925619,630,30000000,2101,3-105-9/61สค,2101,บริษัท จินฮุ้ย นอนเฟอรัส เมทัล จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,74000,นาโคก,เมืองสมุทรสาคร,สมุทรสาคร,2.0
,"เลขที่ 2/26,2/43",,10740009425611,391,30000000,2102,3-105-94/61สค,2102,บริษัท พัชรอุตสาหการ จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,14,74000,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,8.0
,เลขที่ 18/7,,10741500125460,111.8,2500000,2103,3-106-1/46สค,2103,บริษัท เอส พี วี ปิโตรเลียม จำกัด,,ทำน้ำมันผสมสีทาบ้าน,10,74000,นาโคก,เมืองสมุทรสาคร,สมุทรสาคร,6.0
เศรษฐกิจ 1,เลขที่ 18/15,-,10740400125471,92,1650000,2104,3-106-1/47สค,2104,ห้างหุ้นส่วนจำกัด วัน พลัส วัน อิมปอร์ต เอ็กซ์ปอร์ต,,ผลิตน้ำมันหยอดทิ้งและเลี้ยงโซ่,3,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,5.0
เศรษฐกิจ 1,เลขที่ 300/2,นวลทอง,10740100125540,398.79,21000000,2105,3-106-1/54สค,2105,บริษัท ดี.ซี.ซี.เอ็นเตอร์ไพรซ์ จำกัด,,สกัดโลหะมีค่าจากวัสดุที่ไม่ใช้แล้ว,10,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,2.0
-,เลขที่ 76/8,-,10740100125565,844.52,4200000,2106,3-106-1/56สค,2106,บริษัท พัฒนปพน ปิโตรเคมีคอล จำกัด,,กลั่นตัวทำละลายที่ใช้แล้ว,11,74110,ดอนไก่ดี,กระทุ่มแบน,สมุทรสาคร,3.0
-,เลขที่ โฉนดเลขที่ 143549,-,10740001025583,70,7500000,2107,3-106-10/58สค,2107,บริษัท นภา เอ็นเนอร์ยี่ จำกัด,,ปรับปรุงคุณภาพผลิตภัณฑ์ปิโตรเลียมที่ปนเปื้อนน้ำมันเตาที่ปนเปื้อน น้ำมันหล่อลื่นที่ใช้แล้ว ตัวทำละลายอินทรีย์ที่ีใช้แล้ว และกากตะกอนน้ำมันจากเรือเดินสมุทร รวมทั้งของเสียจากการสำรวจและผลิตปิโตรเลียม และของเสียที่เกิดขึ้นจากการทำความสะอาดแท็งก์ฟาร์ม ทั้งทางบกและทางทะเล เพื่อมาผลิตเป็นวัตถุดิบทดแทน เชื้อเพลิงทดแทนและเชื้อเพลิงผสม,8,10150,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,3.0
,เลขที่ โฉนดที่ดินเลขที่ 78558,,10740010225604,310.11,9000000,2108,3-106-102/60สค,2108,บริษัท เค.พี.เอ็น. เมททัลเวิร์ค จำกัด,,หลอมหล่อเศษและตะกรันอลูมิเนียม,70,74000,บางน้ำจืด,เมืองสมุทรสาคร,สมุทรสาคร,6.0
,เลขที่ โฉนดที่ดินเลขที่ 68104,,10740010625605,310.11,11000000,2109,3-106-106/60สค,2109,นางสาวธนศวรรณ ยิ่งยง,,หลอมหล่อเศษและตะกรันอลูมิเนียม,7,74000,แคราย,กระทุ่มแบน,สมุทรสาคร,4.0
พระราม 2,เลขที่ 73/4,-,10740101125473,127.5,29500000,2110,3-106-11/47สค,2110,ห้างหุ้นส่วนจำกัด เอ็ม แอล เค สตีล ดรัม,0 2897 3251,ซ่อมล้างถังบรรจุ ขนาด 200 ลิตร,13,74000,คอกกระบือ,เมืองสมุทรสาคร,สมุทรสาคร,1.0
เศรษฐกิจ 1,เลขที่ 367/1,วปอ.11,10740001125490,124,15000000,2111,3-106-11/49สค,2111,ห้างหุ้นส่วนจำกัด ลืออุไร,,รีไซเคิลน้ำมันใช้แล้วทำความสะอาดภาชนะบรรจุ คัดแยกวัสดุที่ไม่ใช้แล้ว เช่น โลหะต่างๆ กระดาษ ไม้ พลาสติก ไนลอน ผ้า กระสอบ ถังทุกชนิด และบดย่อยพลาสติก,45,74110,ท่าไม้,กระทุ่มแบน,สมุทรสาคร,4.0
พุทธสาคร,เลขที่ 25/18,,10740001125573,174.2,5500000,2112,3-106-11/57สค,2112,บริษัท บี แอนด์ เจ ว่าน อี้ จำกัด,,บดย่อยเศษตะกรันอลูมิเนียมและโลหะผสม,3,74110,สวนหลวง,กระทุ่มแบน,สมุทรสาคร,12.0
เลียบคลองเทพกาญจนา,เลขที่ 39/28,-,10740001125599,495.5,49600000,2113,3-106-11/59สค,2113,บริษัท เฉิง ชาง เอ็นเตอร์ไพรส์ จำกัด,0 3485 4838,บดย่อย ขอบแผงวงจรอิเล็กทรอนิกส์ แผ่นตัดลามิเนต ชิ้นส่วนอุปกรณ์ไฟฟ้า และอิเล็กทรอนิกส์,14,74000,คอกกระบือ,เมืองสมุทรสาคร,สมุทรสาคร,5.0
,"เลขที่ โฉนดที่ดินเลขที่ 123819,123820,123822",,10740011625604,364.8,188000000,2114,3-106-116/60สค,2114,บริษัท รีไซเคิล (ไทยแลนด์) จำกัด,08 1813 5458,บดย่อยชิ้นส่วนอุปกรณ์อิเล็กทรอนิกส์ ไอซี แผงวงจรไฟฟ้าทุกชนิด สกัดโลหะมีค่าจากชิ้นส่วนอุปกรณ์ไฟฟ้าอิเล็กทรอนิกส์ที่บดย่อยแล้ว ถอดแยกมอเตอร์ คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,50,10150,กาหลง,เมืองสมุทรสาคร,สมุทรสาคร,2.0
พระรามที่ 2,เลขที่ 116/1,-,10740001225506,62,43200000,2115,3-106-12/50สค,2115,บริษัท ธนกร เมตัลเวอร์คโปรดิวเซอร์ จำกัด,,นำน้ำมันหล่อลื่นที่ใช้แล้ว และตัวทำละลายที่ใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อผลิตเป็นเชื้อเพลิงทดแทน,7,74000,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,5.0
-,เลขที่ 51/5,-,10740101225521,53,15500000,2116,3-106-12/52สค,2116,ห้างหุ้นส่วนจำกัด อารยา รีไซเคิล,,ซ่อมและล้างบรรจุภัณฑ์,30,74110,สวนหลวง,กระทุ่มแบน,สมุทรสาคร,4.0
เลียบคลองสี่วา,เลขที่ 23/5,,10740001225571,25,7000000,2117,3-106-12/57สค,2117,เจริญชัยอินดัสตรี้,34830449.0,ผลิดเชื้อเพลิงทดแทน เชื้อเพลิงผสม และน้ำมันทาไม้แบบ,10,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,9.0
,เลขที่ 84/15,,10740082025627,815.29,2500000,2118,3-106-12/62สค,2118,บริษัท  ไท้ชาง รับเบอร์  จำกัด,,ทำผลิตภัณฑ์ยางจากยางที่ใช้แล้ว,10,74110,ท่าเสา,กระทุ่มแบน,สมุทรสาคร,3.0
-,เลขที่ 99/3,-,10740001325546,689.06,156000000,2119,3-106-13/54สค,2119,บริษัท เอส.ที.อาร์ (1990) จำกัด,02 8969147,ซ่อมแซมและล้างถังโลหะ,30,74000,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,2.0
-,เลขที่ 88/5,-,10740001325587,316,82000000,2120,3-106-13/58สค,2120,บริษัท รังสิตรีไซเคิล จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ล้างบรรจุภัณฑ์ด้วยตัวทำละลาย,45,12120,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,3.0
,เลขที่ โฉนดที่ดินเลขที่ 152883,,10740001325611,502.46,12000000,2121,3-106-13/61สค,2121,บริษัท บี แอนด์ เจ ว่าน อี้ จำกัด,,บดย่อยเศษตะกรันอลูมิเนียมและโลหะผสม หลอมหล่อเศษและตะกรันโลหะผลิตโพลีอลูมิเนียมคลอไรด์ (Polyaluminium Chloride : PAC) ชนิดน้ำ จากผงอลูมิน่ากรดไฮโดรคลอริกที่ใช้แล้ว (Hydrochloride Acid: HCl) นำเฟอร์รัสซัลเฟตที่ใช้แล้ว มาผ่านกระบวนการทางอุตสาหกรรมเพื่อนำกลับมาใช้ประโยชน์ใหม่,10,74110,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,7.0
ธนบุรี-ปากท่อ,เลขที่ 3/22,,10740101525482,36874.77,19800000,2122,3-106-15/48สค,2122,นายประพัฒน์ จิราวรรณสถิตย์,0 1636 2878,คัดแยกเศษโลหะต่าง ๆ หลอมโลหะจากเศษโลหะและตะกรันโลหะต่าง ๆ,20,74000,กาหลง,เมืองสมุทรสาคร,สมุทรสาคร,2.0
เอกชัยสายเก่า,เลขที่ 94/5,-,10740001625473,178.4,5100000,2123,3-106-16/47สค,2123,บริษัท วันไทย เคมีคอล อินดัสตรี่ จำกัด,,หลอมหล่อโลหะจำพวกทองแดง ทองเหลืองและอลูมิเนียม,10,74000,นาโคก,เมืองสมุทรสาคร,สมุทรสาคร,2.0
-,เลขที่ 27,-,10740001625515,72.22,19987785,2124,3-106-16/51สค,2124,บริษัท สุนทร รีไฟน์เนอร์ จำกัด,,หลอมหล่อเศษ และตะกรันโลหะ เช่น ทองคำ เงิน เศษผงตะไบ เศษวัสดุที่ปนเปื้อนทอง ขี้ตะกรัน เศษทองเค,27,74000,ชัยมงคล,เมืองสมุทรสาคร,สมุทรสาคร,1.0
,เลขที่ 65/1,,10740130225625,156,205000000,2125,3-106-17/62สค,2125,บริษัท สมุทรสาคร เนเชอรัล คลีนเอนเนอร์จี จำกัด,,ผลิตเชื้อเพลิงแข็งจากสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,111,10240,บางโทรัด,เมืองสมุทรสาคร,สมุทรสาคร,3.0
-,เลขที่ 89/10,-,10740001825545,1666,19010000,2126,3-106-18/54สค,2126,บริษัท กรุงเทพครีเอทีฟวาล์ว จำกัด,,นำ PVC Sludge ที่ไม่เป็นของเสียอันตรายมาผ่านกระบวนการอบแห้งเพื่อนำกลับมาใช้ใหม่เป็นวัตถุดิบ คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,74110,สวนหลวง,กระทุ่มแบน,สมุทรสาคร,9.0
,"เลขที่ 54/5, 54/6",,10740001825610,1300.92,15660000,2127,3-106-18/61สค,2127,บริษัท ไอบีเค รับเบอร์ เทคโนโลยี ดีเวลลอปเม้นท์ (ประเทศไทย) จำกัด,0 3487 9388,รีไซเคิลยางโดยผ่านกระบวนการทางอุตสาหกรรม เพื่อเป็นวัตถุดิบในอุตสาหกรรม คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น พลาสติกและยางสังเคราะห์ ,32,74000,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,1.0
,เลขที่ 6/7,,10740101925476,302,24000000,2128,3-106-19/47สค,2128,ห้างหุ้นส่วนจำกัด สหวิน เมทัลดรัม,,นำน้ำมันใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรม เพื่อนำกลับไปใช้ประโยชน์ใหม่ ผลิตภาชนะบรรจุซ่อมและล้างถังบรรจุสารเคมี คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น เศษทองเหลือง เศษทองแดง เศษกระดาษ และเศษพลาสติก,30,74110,ดอนไก่ดี,กระทุ่มแบน,สมุทรสาคร,6.0
   บางปลา,เลขที่ 64/1,วัดศรีเมือง,10740400225453,3775.42,6000000,2129,3-106-2/45สค,2129,บริษัท ส.เจริญไทยรีไซเคิล จำกัด,034-422132,รีไซเคิลกากน้ำมันเครื่องใช้แล้วและน้ำมันหล่อลื่นใช้แล้วเพื่อนำไปใช้ผลิตเป็น รับเบอร์ออยส์ซีเมนต์ น้ำมันทาแบบหยอดทิ้ง จารบีและน้ำมันผสมสีทาบ้าน/คัดแยกสิ่งปฏิกูลหรือวัสดุไม่ใช้แล้วตามประกาศกระทรวงอุตสาหกรรมฉบับที่ 1 (พ.ศ.2541) หมวด 1 อัดเศษกระดาษ บดย่อยพลาสติกและล้างซ่อมแซมถังน้ำมันเก่า ไส้กรองน้ำมันเครื่อง/น้ำมันเครื่องใช้แล้วและน้ำมันหล่อลื่นใช้แล้ว เพื่อนำไปผลิตเป็นรับเบอร์ออยล์ซีเมนต์ น้ำมันทาแบบหยอดทิ้ง และน้ำมันผสมสีทาบ้าน,10,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,3.0
เศรษฐกิจ 1,เลขที่ 225,วปอ.พิเศษ 11,10740800225467,340.5,0,2130,3-106-2/46สค,2130,สยามวัฒนาออยล์,,ทำน้ำมันผสมสีจากน้ำมันใช้แล้ว,0,74110,ท่าไม้,กระทุ่มแบน,สมุทรสาคร,4.0
 -,เลขที่ 63/63, -,10740300225504,22,2500000,2131,3-106-2/50สค,2131,บริษัท สยามมิตร ปิโตรเลียม จำกัด,,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นใช้แล้ว และตัวทำละลายที่ใช้แล้ว,6,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,2.0
พระรามที่ 2,เลขที่ 20/25,วัดปากบ่อ,10740000225556,273,4550000,2132,3-106-2/55สค,2132,บริษัท เซิ้นฟา จำกัด,,ทำเม็ดพลาสติกเกรดบีจากเศษพลาสติกเก่าที่ไม่เป็นของเสียอันตราย และคัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,20,74000,ชัยมงคล,เมืองสมุทรสาคร,สมุทรสาคร,4.0
-,เลขที่ -,-,10740100225571,15,12500000,2133,3-106-2/57สค,2133,บริษัท เวิลด์ ออฟ เอนเนอร์จี จำกัด,,ผลิตน้ำมันเชื้อเพลิงทดแทนจากน้ำมันใช้แล้ว,6,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,9.0
พระรามที่ 2,เลขที่ 23/8,-,10740002125523,561.98,26800000,2134,3-106-21/52สค,2134,บริษัท เอ็น.บี.เจ.โพลิเมอร์ (ประเทศไทย) จำกัด,,ทำเม็ดพลาสติกเกรดบี,20,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,3.0
-,เลขที่ 58,-,10740102125530,534.8,19500000,2135,3-106-21/53สค,2135,บริษัท มิราเคิล เคมีภัณฑ์ จำกัด,,ทำเม็ดพลาสติกเกรดบีจากพลาสติกเก่า,12,74000,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,9.0
-,เลขที่ โฉนดเลขที่ 143549,-,10740002125580,70,7500000,2136,3-106-21/58สค,2136,บริษัท พีทีเอสเอ็น ซัพพลาย จำกัด,,ปรับปรุงคุณภาพผลิตภัณฑ์ปิโตรเลียมที่ปนเปื้อน น้ำมันเตาที่ปนเปื้อน น้ำมันหล่อลื่นที่ใช้แล้ว ตัวทำละลายอินทรีย์ ที่ใช้แล้ว และกากตะกอน น้ำมันจากเรือเดินสมุทร รวมทั้งของเสียจากการสำรวจและผลิตปิโตรเลียม และของเสียที่เกิดขึ้นจากการ ทำความสะอาดแท็งก์ฟาร์ม ทั้งทางบกและทางทะเล เพื่อมาผลิตเป็นวัตถุดิบทดแทน เชื้อเพลิงทดแทนและเชื้อเพลิงผสม,8,10150,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,3.0
เศรษฐกิจ-เอกชัย,เลขที่ 93,-,10740102325478,95.5,2800000,2137,3-106-23/47สค,2137,ร้านเอกชัย,,นำน้ำมันหล่อลื่นใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อนำกลับไปใช้ประโยชน์ใหม่,9,74110,แคราย,กระทุ่มแบน,สมุทรสาคร,4.0
เพชรเกษม-สาทร,เลขที่ 97/8,นวลทอง,10740002425527,53,7500000,2138,3-106-24/52สค,2138,ห้างหุ้นส่วนจำกัด เอส.พี.สตีลดรัม,,ซ่อมและล้างบรรจุภัณฑ์,27,74110,สวนหลวง,กระทุ่มแบน,สมุทรสาคร,9.0
,เลขที่ 49/9,,10740002425618,800,55000000,2139,3-106-24/61สค,2139,บริษัท จินฮุ้ย นอนเฟอรัส เมทัล จำกัด,,หลอมหล่อเศษโลหะ เช่น ทองแดง ตะกรันทองแดง และตะกอนทองแดงจากระบบบำบัดน้ำเสีย,10,74000,นาโคก,เมืองสมุทรสาคร,สมุทรสาคร,2.0
เศรษฐกิจ 1,เลขที่ 109/14-15,คลองมะเดื่อ 13,10740002625480,16.21,23800000,2140,3-106-26/48สค,2140,ห้างหุ้นส่วนจำกัด ธนโชคน้ำมันพืช (2012),034 849 740-3,นำน้ำมันพืชใช้แล้วมาผ่านกระบวนการกรองเพื่อใช้ผสมอาหารสัตว์,20,74110,คลองมะเดื่อ,กระทุ่มแบน,สมุทรสาคร,5.0
-,เลขที่ 122/2,-,10740002625506,1682.17,12520000,2141,3-106-26/50สค,2141,บริษัท เอส.เจ ออยล์ จำกัด,,นำน้ำมันหล่อลื่นใช้แล้วมาผ่านกระบวนการทางอุตสาหกรรม เพื่อใช้เป็นเชื้อเพลิงทดแทน และทำน้ำมันหยอดทิ้ง น้ำมันทาแบบ น้ำมันผสมสีทาบ้าน,7,74000,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,1.0
-,เลขที่ 12/9-10,-,10740002625563,7870.18,135000000,2142,3-106-26/56สค,2142,บริษัท ฮั้วไทยเฮง ใยสังเคราะห์ จำกัด,,ผลิตเส้นใย เม็ด แท่งจากพลาสติกรีไซเคิล,50,74000,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,8.0
-,เลขที่ 99/126 ,-,10740102625588,89.4,8000000,2143,3-106-26/58สค,2143,บริษัท อีโค่เทรด กรุ๊ป (ประเทศไทย) จำกัด,,นำโลหะมีค่าจากแคทาลิติกคอนเวอร์เตอร์ (Catalytic Converter) กลับมาใช้ประโยชน์ใหม่,5,74000,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,2.0
 -,เลขที่ 2/32, -,10740002725504,131,7000000,2144,3-106-27/50สค,2144,บริษัท เอสซีที (ประเทศไทย) จำกัด,,นำน้ำมันหล่อลื่นที่ใช้แล้ว มาผ่านกรรมวิธีการทางอุตสาหกรรม เพื่อผลิตเป็นน้ำมันอเนกประสงค์ ทำเชื้อเพลิงทดแทนจากน้ำมันเตาปนเปื้อน และตัวทำละลายใช้แล้ว ทำเชื้อเพลิงผสมจาก Coolant Oil เศษผ้าปนเปื้อนและกากสี,12,74000,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,8.0
สุชัย,เลขที่ 52/4,รามัญอุดม,10740102725578,132,36972407,2145,3-106-27/57สค,2145,บริษัท วิทย์คอร์ป โปรดักส์ จำกัด,,ล้างบรรจุภัณฑ์ปนเปื้อนสารเคมี,10,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,6.0
,เลขที่ 25/58,,10740002725587,25,9000000,2146,3-106-27/58สค,2146,บริษัท ก้องเพชร จำกัด,034-466242,นำน้ำมันใช้แล้วมาผ่านกรรมวิธีการผลิตทางอุตสาหกรรมเพื่อนำกลับมาใช้ประโยชน์ใหม่เป็นเชื้อเพลิงทดแทน,7,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,3.0
เอกชัย,เลขที่ 2/2,คลองพรมแดน,10740002925518,549.79,16000000,2147,3-106-29/51สค,2147,นางสาวอรสา แซ่ม้า,,ทำเม็ดพลาสติกเกรดบี และทำผลิตภัณฑ์พลาสติก,20,74000,นาโคก,เมืองสมุทรสาคร,สมุทรสาคร,6.0
พระรามที่ 2,เลขที่ 58/3,-,10740002925526,335.5,91000000,2148,3-106-29/52สค,2148,บริษัท เอี่ยม ค้าถัง จำกัด,,ซ่อมและล้างบรรจุภัณฑ์,38,74000,คอกกระบือ,เมืองสมุทรสาคร,สมุทรสาคร,1.0
เศรษฐกิจ,เลขที่ 111/9,นวลทอง,10740400325469,205,15500000,2149,3-106-3/46สค,2149,ห้างหุ้นส่วนจำกัด ล.โลหะการธุรกิจ,,ซ่อมและล้างภาชนะบรรจุ,20,74110,สวนหลวง,กระทุ่มแบน,สมุทรสาคร,9.0
เศรษฐกิจ,เลขที่ 18/31,-,10740500325476,9,1000000,2150,3-106-3/47สค,2150,บริษัท ศรีสมัย ปิโตรเลียม จำกัด,,ผลิตเชื้อเพลิงทดแทนจากน้ำมันใช้แล้ว,5,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,5.0
 -,เลขที่ 56/4, -,10740100325504,244.98,1350000,2151,3-106-3/50สค,2151,บริษัท ทาร์โก้ ออยล์ เพาเวอร์ จำกัด,,ผลิตเชื้อเพลิงทดแทน น้ำมันหยอดทิ้ง น้ำมันทาไม้แบบ น้ำมันผสมสี จากน้ำมันที่ใช้แล้วและตัวทำละลายที่ใช้แล้ว,5,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,6.0
