เงินทุนรวม,ประกอบกิจการ,อำเภอ,ถนน,ซอย,FID,คนงาน,ลำดับ,ไปรษณีย์,จังหวัด,หมู่,เลขที่,แรงม้า,โทรศัพท์,ตำบล,ผู้ประกอบการ,_id,เลขทะเบียนเดิม,ชื่อโรงงาน
25650000,เผาขยะติดเชื้อและขยะมูลฝอยทั่วไป,เมืองนครสวรรค์,-,-,10600000525514,8,1893,60240,นครสวรรค์,1,เลขที่ 15/5,59.83,081-8888292,หนองกรด,บริษัท โชติฐกรณ์พิบูลย์ จำกัด,1893,3-101-5/51นว,บริษัท โชติฐกรณ์พิบูลย์ จำกัด
6000000,"คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น เศษเหล็ก, เศษพลาสติก,เศษกระดาษ,ทองแดง,ทองเหลือง,อโลหะและโลหะต่างๆ",ตากฟ้า,อินทร์บุรี-เขาทราย,,10600001325575,4,1894,60190,นครสวรรค์,5,เลขที่ 156,104,,สุขสำราญ,ห้างหุ้นส่วนจำกัด อาร์ เอส พี 2003 รีไซเคิล,1894,3-105-13/57นว,ห้างหุ้นส่วนจำกัด อาร์ เอส พี 2003 รีไซเคิล
14000000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วตามท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) หมวด 1 ข้อ 1 ของภาคผนวกที่ 1 อัดเศษโลหะ เศษกระดาษ และบดย่อยพลาสติก,เมืองนครสวรรค์, -, -,10600002925498,15,1895,60000,นครสวรรค์,1,เลขที่ 311/1,175,,หนองปลิง,นางวราภรณ์ ตั้งอาภรณ์,1895,3-105-29/49นว,นางวราภรณ์ ตั้งอาภรณ์
30500000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,เมืองนครสวรรค์,,,10600000725601,10,1896,60000,นครสวรรค์,10,เลขที่ 1287/32,212.5,,นครสวรรค์ตก,นางสาวรุ่งทิวา ฝัดศิริ,1896,3-105-7/60นว,-
12716000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เมืองนครสวรรค์,,,10600007325611,7,1897,60240,นครสวรรค์,1,เลขที่ โฉนดที่ดินเลขที่ 101411 เลขที่ดิน 98 ,197,08 6446 6292,หนองกรด,บริษัท ซี.ที.เค. อุตสาหกรรม จำกัด,1897,3-105-73/61นว,บริษัท ซี.ที.เค. อุตสาหกรรม จำกัด
6000000,คัดแยกสิ่งปฏิกูลและวัสดุที่ไม่ใช้แล้วที่ไม่ใช่ของเสียอันตราย อัดกระดาษ และอัดเศษโลหะ,ตาคลี, -, -,10600009025490,15,1898,60260,นครสวรรค์,4,เลขที่ 67/1,75,,ลาดทิพรส,บริษัท ดับเบิลยูทีรีไซเคิล จำกัด,1898,3-105-90/49นว,บริษัท ดับเบิลยูที รีไซเคิล จำกัด
8000000,คัดแยกวัสดุเหลือใช้ที่ไม่เป็นของเสียอันตราย เช่น โลหะ เศษกระดาษ พลาสติก,พยุหะคีรี,,,20600006225505,10,1899,60130,นครสวรรค์,5,เลขที่ 88,105,,เขาทอง,นายศิริพงศ์ คงคาสวรรค์,1899,จ3-105-62/50นว,โค้วจินง้วน
6000000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น พลาสติก ทองเหลือง ทองแดง เศษเหล็ก เศษกระดาษ เศษแก้ว เศษไม้ เศษผ้า ล้าง บดย่อยพลาสติก และทำเม็ดพลาสติก,ตาคลี,,,20600108025522,7,1900,60260,นครสวรรค์,2,เลขที่ 38,241,,ลาดทิพรส,นายฉัตรพล กุมพล,1900,จ3-105-80/52นว,คณิพลพลาสติก
5800000,นำน้ำมันหล่อลื่นและตัวทำลายที่ใช้แล้วมาผลิตเป็นเชื้อเพลิงทดแทน นำน้ำมันพืชและน้ำมันสัตว์ที่ใช้แล้วมาผลิตไบโอดีเซล สกัดโลหะมีค่าจากแผงวงอิเล็กทรอนิกส์ เช่น เงิน ทองคำขาว ดีบุก,เมืองอุทัยธานี,ทางหลวงหมายเลข 333,-,10610000125520,6,1901,61000,อุทัยธานี,5,เลขที่ 45,126.48,,สะแกกรัง,บริษัท ชลธาร เอ็นเตอร์ไพรส์ จำกัด,1901,3-106-1/52อน,บริษัท ชลธาร เอ็นเตอร์ไพรส์ จำกัด
5800000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย,เมืองอุทัยธานี,ทางหลวงหมายเลข 333,-,20610007025507,6,1902,61000,อุทัยธานี,5,เลขที่ 45,119,,สะแกกรัง,บริษัท ชลธาร เอ็นเตอร์ไพรส์ จำกัด,1902,จ3-105-70/50อน,บริษัท ชลธาร เอ็นเตอร์ไพรส์ จำกัด
2600000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ขาณุวรลักษบุรี,บ่อถ้ำ-ปางมะค่า,-,10620002925546,22,1903,62140,กำแพงเพชร,23,เลขที่ 37,47.6,,ปางมะค่า,บริษัท เลมอน ทวีเจริญ จำกัด,1903,3-105-29/54กพ,บริษัท เลมอน ทวีเจริญ จำกัด
50000000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย อัดเศษกระดาษ อัดเศษโลหะ อัดเศษพลาสติก,คลองขลุง,,,10620005725596,15,1904,62120,กำแพงเพชร,7,เลขที่ 250,215,055-728-302,คลองขลุง,บริษัท บางกอกเอ็นไวรอนเมนท์ จำกัด,1904,3-105-57/59กพ,บริษัท บางกอกเอ็นไวรอนเมนท์ จำกัด
20000000,ผลิตสารประกอบซิลิเกตจากขี้เถ้าแกลบ,คลองขลุง,,,10620000925597,3,1905,62120,กำแพงเพชร,1,เลขที่ 672/1,979.6,055-781039,คลองขลุง,บริษัท ไทยเสรีไรซ์ จำกัด,1905,3-106-9/59กพ,บริษัท ไทยเสรีไรซ์ จำกัด
3300000,"คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วไม่เป็นอันตราย เช่น เศษโลหะ , พลาสติก , กระดาษ , ขวดแก้ว",สวรรคโลก,บายพาส ก.ม.6,,20640003625513,10,1906,64110,สุโขทัย,,เลขที่ -,0,,ในเมือง,นางนวลจันทร์ ลิ้มปัญญาเลิศ,1906,จ3-105-36/51สท,ลิ้มเอี่ยมหลี
97100000,ทำน้ำมันเชื้อเพลิงทดแทนจากยางรถยนต์และพลาสติกที่ไม่ใช้แล้ว,เมืองพิษณุโลก,-,-,10650001425560,12,1907,65000,พิษณุโลก,9,เลขที่ -,331.76,,บ้านป่า,บริษัท ซันไชน์ พีจีแอล กรุ๊ป จำกัด,1907,3-106-14/56พล,บริษัท ซันไซน์ พีจีแอล กรุ๊ป จำกัด
600000,คัดแยกสิ่งปฏิกูลหรือวัสดุไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น เศษกระดาษ เศษพลาสติก เศษโลหะ,วังทอง,,,20650200225520,10,1908,65130,พิษณุโลก,11,เลขที่ 442,0,,หนองพระ,ห้างหุ้นส่วนจำกัด ป.ปราพานิช,1908,จ3-105-2/52พล,
14800000,คัดแยก เก็บรวบรวม วัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่นเศษโลหะ กระดาษ พลาสติก ขวดแก้ว และอัดเศษโลหะ บดย่อยพลาสติก,เมืองพิษณุโลก,,,20650004625503,12,1909,65000,พิษณุโลก,10,เลขที่ 247/30,169,,ท่าทอง,บริษัท ท่าทองรีไซเคิล (2007) จำกัด,1909,จ3-105-46/50พล,บริษัท ท่าทองรีไซเคิล (2007) จำกัด
3250000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย อัดเศษโลหะ เศษกระดาษ และบดย่อยพลาสติก,ตะพานหิน,ตะพานหิน-พิจิตร, -,10660006725492,4,1910,66110,พิจิตร,5,เลขที่ 145,152,,ห้วยเกตุ,บริษัท เคยใหม่ รีไซเคิล จำกัด,1910,3-105-67/49พจ,บริษัท เคยใหม่ รีไซเคิล จำกัด
0,ผลิตเชื้อเพลิงแข็ง(SolidRecoveredFuel:SRF)จากขยะอุตสาหกรรมที่ไม่เป็นอันตรายและผลิตเม็ดพลาสติกจากพลาสติกที่ผ่านการใช้งานแล้ว,วชิรบารมี,-,-,72200000225614,0,1911,66220,พิจิตร,,เลขที่ -,0,-,หนองหลุม,บริษัท ศแบงยั่งยืน อุบล จำกัด,1911,น.106-2/2561-ญนจ.,บริษัท ศแบงยั่งยืน อุบล จำกัด
0,สกัดโลหะสังกะสีจากน้ำยาชุบโลหะ กากตะกอนที่มีองค์ประกอบของสังกะสีจากระบบบำบัดน้ำเสียและฝุ่นจากระบบบำบัดอากาศที่มีสังกะสีเป็นองค์ประกอบ,วชิรบารมี,พิษณุโลก-นครสวรรค์,-,72200000325612,0,1912,66220,พิจิตร,1,เลขที่ 11,0,-,หนองหลุม,บริษัท แอล.เอส. อิโค่เทคโนโลยี จำกัด,1912,น.106-3/2561-ญนจ.,บริษัท แอล.เอส. อิโค่เทคโนโลยี จำกัด
1803781500,บำบัดน้ำเสียรวม,บึงสามพัน,นครสวรรค์-ชัยภูมิ,-,10670100625472,30,1913,67160,เพชรบูรณ์,4,เลขที่ 99,189,,กันจุ,บริษัท โกลเด้น ไลน์ บิสซิเนส จำกัด,1913,3-101-6/47พช,บริษัท โกลเด้น ไลน์ บิสซิเนส จำกัด
6000000,การคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,ศรีเทพ,,,10670000125458,6,1914,67170,เพชรบูรณ์,4,เลขที่ 39,440,056-713993,คลองกระจัง,บริษัท เอกอุทัย จำกัด,1914,3-105-1/45พช,บริษัท เอกอุทัย จำกัด
40000000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เฉพาะเศษโลหะ เศษกระดาษ เศษพลาสติก เศษแก้ว และอัดเศษโลหะ อัดเศษกระดาษ บดย่อยพลาสติก และขวดแก้ว,วิเชียรบุรี,สระบุรี-หล่มสัก, -,10670002525499,98,1915,67180,เพชรบูรณ์,3,เลขที่ 53/3,393,,พุขาม,ห้างหุ้นส่วนจำกัด แก้วจำลอง,1915,3-105-25/49พช,ห้างหุ้นส่วนจำกัด แก้วจำลอง
19300000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,เมืองเพชรบูรณ์,สระบุรี-หล่มสัก,,20670013525510,9,1916,67000,เพชรบูรณ์,8,เลขที่ 88,370,081-8871783,บ้านโตก,ห้างหุ้นส่วนจำกัด ทับทิมดีรีไซเคิล,1916,จ3-105-135/51พช,ห้างหุ้นส่วนจำกัด ทับทิมดีรีไซเคิล
940000000,บำบัดน้ำเสียรวม,บ้านโป่ง,แสงชูโต,,10700700125399,15,1917,70110,ราชบุรี,19,เลขที่ 19,8297.87,032-200746,ท่าผา,บริษัท ผลิตภัณฑ์กระดาษไทย จำกัด,1917,3-101-1/39รบ,บริษัท ผลิตภัณฑ์กระดาษไทย จำกัด
24000000,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไวในหมวด 1 ข้อ 1 ของภาคผวกที่ 1 ของบญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบบที่ 1 (พ.ศ.2541) อัดเศษกระดาษ และนำน้ำมันเครื่องใช้แล้วมาผลิตเป็นเชื้อเพลิงทดแทน น้ำมันผสมยางและน้ำมันน้ำมันหยอดทิ้ง,ปากท่อ,ห้วยยางโทน-ปากท่อ,-,10700001025470,34,1918,70140,ราชบุรี,3,เลขที่ 105/5,1686,,ห้วยยางโทน,บริษัท สุวรรณภูมิ เอ็นจิเนียริ่ง จำกัด,1918,3-105-10/47รบ,บริษัท สุวรรณภูมิ เอ็นจิเนียริ่ง จำกัด
1650000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,ปากท่อ,-,-,10700010825597,5,1919,70140,ราชบุรี,7,เลขที่ 43,455,0 3273 7569,วังมะนาว,ห้างหุ้นส่วนจำกัด จ่าเลิศรีไซเคิล,1919,3-105-108/59รบ,ห้างหุ้นส่วนจำกัด จ่าเลิศรีไซเคิล
17000000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย และทำเชื้อเพลิงแข็ง ,โพธาราม,,,10700012225606,10,1920,70120,ราชบุรี,9,เลขที่ 100,395,09 2248 4744,ดอนทราย,นางสาววลิสา สายโกสินทร์,1920,3-105-122/60รบ,วงษ์พาณิชย์ อุตสาหกรรมราชบุรี
393306000,ฝังกลบสิ่งปฏิกูลและวัสดุที่ไม่ใช้แล้วที่เป็นของเสียอันตราย และไม่อันตราย,เมืองราชบุรี,-,-,10700001425472,10,1921,70000,ราชบุรี,8,เลขที่ ,275.5,0 1210 1689,หินกอง,บริษัท บริหารและพัฒนาเพื่อการอนุรักษ์สิ่งแวดล้อม จำกัด (มหาชน),1921,3-105-14/47รบ,บริษัท บริหารและพัฒนาเพื่อการอนุรักษ์สิ่งแวดล้อม จำกัด (มหาชน)
5000000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น เศษพลาสติก เศษกระดาษ เศษยาง เศษโลหะต่างๆ,เมืองราชบุรี,-,-,10700001825549,16,1922,70000,ราชบุรี,3,เลขที่ 120,0,081-7635587,ท่าราบ,นางสาวศิริมาศ คงสว่าง,1922,3-105-18/54รบ,
2000000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น เศษพลาสติก เศษกระดาษ เศษยาง เศษโลหะต่างๆ,โพธาราม,-,-,10700001925547,13,1923,70120,ราชบุรี,9,เลขที่ โฉนดที่ดินเลขที่ 25541,0,,ดอนทราย,นางสาวอุษา เงินโสภา,1923,3-105-19/54รบ,
2800000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เฉพาะเศษกระดาษ เศษพลาสติก และเศษเหล็ก,บ้านโป่ง, -, -,10700002425497,10,1924,70190,ราชบุรี,5,เลขที่ 81,118,,กรับใหญ่,นางสาวนิธิยา อภิวัฒน์ตั้งสกุล,1924,3-105-24/49รบ,นายวีระศักดิ์ อภิวัฒน์ตั้งสกุล
1000000,คัคแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,โพธาราม,-,-,10700002825530,10,1925,70120,ราชบุรี,7,เลขที่ 54,90,,คลองตาคต,ห้างหุ้นส่วนจำกัด บี เจ รุ่งเรืองทรัพย์,1925,3-105-28/53รบ,ห้างหุ้นส่วนจำกัด บี เจ รุ่งเรืองทรัพย์
4800000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ปากท่อ,-,-,10700005325603,23,1926,74000,ราชบุรี,1,เลขที่ 103/1,295,,ดอนทราย,บริษัท ไทยจงพลาสติก จำกัด,1926,3-105-53/60รบ,บริษัท ไทยจงพลาสติก จำกัด
6500000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เมืองราชบุรี,เพชรเกษม,,10700007025615,8,1927,70000,ราชบุรี,5,เลขที่ 52/1,166.68,,สามเรือน,บริษัท วาสุ รีไซเคิล สมายล์ จำกัด,1927,3-105-70/61รบ,บริษัท วาสุ รีไซเคิล สมายล์ จำกัด
8300000,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),บ้านโป่ง,เลียบคลองชลประทาน,-,10700007525473,10,1928,70110,ราชบุรี,7,เลขที่ 29/4,105,01-8571294,หนองอ้อ,ห้างหุ้นส่วนจำกัด บ้านโป่งรีไซเคิล,1928,3-105-75/47รบ,ห้างหุ้นส่วนจำกัด บ้านโป่งรีไซเคิล
4550000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ตามประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),บ้านโป่ง, -, -,10700007625489,13,1929,70110,ราชบุรี,8,เลขที่ 104,113,,หนองปลาหมอ,บริษัท น้องมังกร รีไซเคิล จำกัด,1929,3-105-76/48รบ,บริษัท น้องมังกร รีไซเคิล จำกัด
6200000,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) เช่น เศษกระดาษ เศษพลาสติก เศษยางไม้ โลหะ ขวดแก้ว เศษแก้ว,บ้านโป่ง, -, -,10700000825490,5,1930,70110,ราชบุรี,11,เลขที่ 149,120,,นครชุมน์,ห้างหุ้นส่วนจำกัด ศิริสยาม รีไซเคิล,1930,3-105-8/49รบ,ห้างหุ้นส่วนจำกัด ศิริสยาม รีไซเคิล
5000000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บ้านโป่ง,,,10700008025606,7,1931,70110,ราชบุรี,4,เลขที่ โฉนดที่ดินเลขที่ 14475,3,09 7194 5559,ปากแรต,บริษัท โชติอนันต์ ๙๙ จำกัด,1931,3-105-80/60รบ,บริษัท โชติอนันต์ ๙๙ จำกัด
3500000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เมืองราชบุรี,,,10700008325618,6,1932,70000,ราชบุรี,7,"เลขที่ โฉนดที่ดินเลขที่ 87090, 85817",84.68,08 5600 5410,ห้วยไผ่,นางสาวกษมาพร ภาช่างประดิษฐ์,1932,3-105-83/61รบ,-
43000000,นำของเสียหรือผลิตภัณฑ์ที่ไม่ใช้แล้วที่เป็นเคมีภัณฑ์ ได้แก่ สารลดแรงตึงผิวเข้มข้น (Off-specification Surfactants) มารีไซเคิลเป็นน้ำยาล้างรถหรือน้ำยาล้างพื้น นำของเสียที่ไม่ใช้แล้วตามประกาศกระทรวง ฯ ฉบับที่ 1 (พ.ศ.2541) มาผลิตเป็นอิฐบล็อคตัวหนอน,จอมบึง,-,-,10700600125465,5,1933,70150,ราชบุรี,8,เลขที่ 83,47,(032)261691-9,รางบัว,บริษัท แวกซ์ กาเบ็จ รีไซเคิล เซ็นเตอร์ จำกัด,1933,3-106-1/46รบ,บริษัท แวกซ์ กาเบ็จ รีไซเคิล เซ็นเตอร์ จำกัด
2350000,รีไซเคิลน้ำยาล้างฟิล์ม และน้ำยาชุบโลหะทุกชนิด,จอมบึง,-,-,10700101025479,4,1934,70150,ราชบุรี,8,เลขที่ 54/1,20.6,(032) 228-144-5,รางบัว,บริษัท แวกซ์ กาเบ็จ รีไซเคิล เซ็นเตอร์ จำกัด,1934,3-106-10/47รบ,บริษัท แวกซ์ กาเบ็จ รีไซเคิล เซ็นเตอร์ จำกัด
4300000,นำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วมาผลิตเป็นผลิตภัณฑ์ใหม่ โดยผ่านกรรมวิธีการผลิตทางอุตสาหกรรม เช่น การผลิตเฟอร์ริก คลอไรด์ คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เมืองราชบุรี,-,-,10700001425480,13,1935,70000,ราชบุรี,11,เลขที่ -,138,0 1840 9574,หินกอง,บริษัท วาสินีอุตสาหกรรม จำกัด,1935,3-106-14/48รบ,บริษัท วาสินีอุตสาหกรรม จำกัด
190000,ล้างบรรจุภัณฑ์ด้วยตัวทำละลาย,โพธาราม,บ้านหนองกวาง-บ้านหนองตรึง,-,10700001425522,5,1936,70120,ราชบุรี,7,เลขที่ -,9.5,,หนองกวาง,ห้างหุ้นส่วนจำกัด สิริสมหมายโลหะกิจ,1936,3-106-14/52รบ,ห้างหุ้นส่วนจำกัด สิริสมหมายโลหะกิจ
13400000,ทำน้ำมันผสมสีทาบ้านจากน้ำมันเครื่องเก่าที่ผ่านการใช้งานแล้ว ซ่อมถังบรรจุน้ำมัน สารเคมี คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นสารอันตราย เช่น เศษกระดาษ เศษพลาสติก เศษโลหะ,เมืองราชบุรี, -, -,10700001525495,3,1937,70000,ราชบุรี,3,เลขที่ 101,948.6,0 2420 3117,น้ำพุ,นางกิมเอ็ง ยิ่งแจ่มจันทร์,1937,3-106-15/49รบ,น้ำมันไทย
12000000,รับวัสดุเหลือใช้และเคมีภัณฑ์ที่ไม่ใช้แล้วมารีไซเคิลผลิตเป็นผลิตภัณฑ์ใหม่ เช่น สีทาบ้าน สีน้ำมัน น้ำมันทาแบบ และเชื้อเพลิงทดแทน,จอมบึง,-,-,10700100225468,6,1938,70150,ราชบุรี,8,เลขที่ 83,245,032-711131-2,รางบัว,บริษัท แวกซ์ กาเบ็จ รีไซเคิล เซ็นเตอร์ จำกัด,1938,3-106-2/46รบ,บริษัท แวกซ์ กาเบ็จ รีไซเคิล เซ็นเตอร์ จำกัด
17800000,ผลิตเชื้อเพลิงทดแทนจากยางรถยนต์,โพธาราม,,,10700002525577,40,1939,70120,ราชบุรี,5,"เลขที่ โฉนดที่ดินเลขที่ 33468,33469,1774",199,,ดอนทราย,บริษัท ธุวพลังงาน จำกัด,1939,3-106-25/57รบ,นายนพดล
3500000,คัดแยกและรีไซเคิล เศษวัสดุอุปกรณ์อีเล็กทรอนิกส์,จอมบึง,-,-,10700000325467,7,1940,70150,ราชบุรี,8,เลขที่ 54/1,90.5,(032) 228-144-5,รางบัว,บริษัท แวกซ์ กาเบ็จ รีไซเคิล เซ็นเตอร์ จำกัด,1940,3-106-3/46รบ,บริษัท แวกซ์ กาเบ็จ รีไซเคิล เซ็นเตอร์ จำกัด
12500000,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นที่ใช้แล้ว,บ้านโป่ง,-,-,10700003525527,8,1941,70110,ราชบุรี,11,เลขที่ 54,185,,ท่าผา,บริษัท เอว่า เอ็นเนอยี อินเตอร์เนชั่นแนล จำกัด,1941,3-106-35/52รบ,เอว่า ราชบุรี
10000000,ซ่อมและล้างถังด้วยตัวทำละลาย,จอมบึง,-,-,10700000425465,11,1942,70150,ราชบุรี,8,เลขที่ 54/1,82.5,(032) 228-144-5,รางบัว,บริษัท แวกซ์ กาเบ็จ รีไซเคิล เซ็นเตอร์ จำกัด,1942,3-106-4/46รบ,บริษัท แวกซ์ กาเบ็จ รีไซเคิล เซ็นเตอร์ จำกัด
96000000,นำวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตรายมาเป็นวัตถุดิบเพื่อผลิตเป็นอิฐ,บ้านโป่ง,แสงชูโต,-,10700004425602,13,1943,70110,ราชบุรี,19,เลขที่ 19,797.04,0 3233 9800-20,ท่าผา,บริษัท สยามคราฟท์อุตสาหกรรม จำกัด,1943,3-106-44/60รบ,บริษัท สยามคราฟท์อุตสาหกรรม จำกัด
1000000000,รีไซเคิลฝุ่นจากเตาหลอมอาร์คไฟฟ้า (ฝุ่นแดง),เมืองราชบุรี,,,10700007925608,25,1944,70000,ราชบุรี,8,เลขที่ -,21933.82,08 1819 3128,หินกอง,บริษัท โกลบอล สตีล ดัสท์ (ประเทศไทย) จำกัด,1944,3-106-79/60รบ,บริษัท โกลบอล สตีล ดัสท์ (ประเทศไทย) จำกัด
10000000,"คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่ใช่วัตถุอันตราย เช่น โลหะ,กระดาษ,พลาสติก เป็นต้น",เมืองราชบุรี,-,-,20700019625517,10,1945,70000,ราชบุรี,7,เลขที่ 159/18,91,0-3230-0292,อ่างทอง,นางศศิธร ไมตระรัตน์,1945,จ3-105-196/51รบ,ชินสีห์ไซเคิล
3400000,คัดแยกสิ่งปฏิกูลและวัสดุที่ไม่ใช้แล้วเฉพาะส่วนที่มีองค์ประกอบหรือคุณลักษณะไม่เป็นอันตราย,บ้านโป่ง,-,-,20700020725504,15,1946,70110,ราชบุรี,12,เลขที่ 84/3,10,0-3226-8262,ท่าผา,นางอารีย์ อภัยจิต,1946,จ3-105-207/50รบ,ตั้งเฮงเจริญ
3100000,คัดแยกวัสดุที่ไม่ใช้แล้วจากโรงงานเฉพาะที่ไม่ใช่ชนิดอันตราย,โพธาราม,-,-,20700020825502,3,1947,70120,ราชบุรี,5,เลขที่ 70/1,270,-,บ้านสิงห์,ห้างหุ้นส่วนจำกัด โพธารามรวมทรัพย์,1947,จ3-105-208/50รบ,ห้างหุ้นส่วนจำกัด โพธารามรวมทรัพย์
1650000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วชนิดที่ไม่อันตราย เช่น เศษแป้ง เศษอาหาร ที่ไม่ใช้แล้ว,บางแพ,-,-,20700021525515,4,1948,70160,ราชบุรี,9,เลขที่ 1/2,73,-,ดอนใหญ่,นายสมศักดิ์ พิสิฐกานต์กุล,1948,จ3-105-215/51รบ,
6000000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย และบดย่อยเศษพลาสติก,บ้านโป่ง,-,-,20700022225503,20,1949,70190,ราชบุรี,5,เลขที่ 157,46,-,กรับใหญ่,บริษัท ไชน่าอีสต์ รีไซเคิล จำกัด,1949,จ3-105-222/50รบ,บริษัท ไชน่าอีสต์ รีไซเคิล จำกัด
5250000,"คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่ใช่วัสดุอันตรายจากโรงงานอุตสาหกรรม เช่น เศษพลาสติก,เศษกระดาษฯ",ปากท่อ,-,-,20700002825520,11,1950,70140,ราชบุรี,11,เลขที่ 91/1,90,0-3486-5596,ทุ่งหลวง,บริษัท เอส.ซี.ออยล์ อินเตอร์ เซอร์วิส จำกัด,1950,จ3-105-28/52รบ,บริษัท เอส.ซี.ออยล์ อินเตอร์ เซอร์วิส จำกัด
5750000,"คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่ใช่วัตถุอันตราย เช่น โลหะ,กระดาษ,พลาสติก เป็นต้น",ปากท่อ,-,-,20700004625522,10,1951,70140,ราชบุรี,5,เลขที่ 32/2,47,089 8376605,ดอนทราย,บริษัท รวยพูนทรัพย์ จำกัด,1951,จ3-105-46/52รบ,บริษัท รวยพูนทรัพย์ จำกัด
5900000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ชนิดไม่อันตราย,บ้านโป่ง,-,-,20700005025516,9,1952,70110,ราชบุรี,15,เลขที่ 25/3,40,-,ท่าผา,นายสุชาติ ต้อมคำ,1952,จ3-105-50/51รบ,
12000000,"คัดแยกวัสดุที่ไม่ใช้แล้ว,อัดเศษพลาสติก,กระดาษ,โลหะ",บ้านโป่ง,-,-,20700007325518,11,1953,70110,ราชบุรี,,เลขที่ ,496,,หนองกบ,นางพรรณี มีสินภิญโญ,1953,จ3-105-73/51รบ,สมศักดิ์ค้าเหล็ก
