ถนน,เลขที่,ซอย,แรงม้า,เงินทุนรวม,_id,คนงาน,เลขทะเบียนโรงงาน,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,โทรศัพท์,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
พระรามที่ 2,เลขที่ 84/2,-,925.75,30000000,2144,22,3-106-43/58สค,2145,บริษัท อีออส ไซเอนทิฟิค จำกัด,กลั่นตัวทำละลายที่ใช้แล้วเพื่อนำกลับมาใช้ประโยชน์ใหม่,0 3483 9467,10330,บางโทรัด,เมืองสมุทรสาคร,สมุทรสาคร,4
-,เลขที่ 9/9,-,50,18000000,2145,10,3-106-44/53สค,2146,บริษัท เจ แอล เชมโทนิค จำกัด,ผลิตเฟอร์ริคคลอไรด์ (Ferric Chloride) ผลิตเฟอร์รัสซัลเฟต (Ferrous) ผลิตสารส้ม (Aluminium Sulphate) และผลิต Poly Aluminium Chloride,,74000,ชัยมงคล,เมืองสมุทรสาคร,สมุทรสาคร,1
-,เลขที่ 56/12,-,170,16500000,2146,12,3-106-45/51สค,2147,บริษัท วี แอนด์ บี มาร์เก็ตติ้งกรุ๊ป จำกัด,นำน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรม เพื่อใช้เป็นน้ำมันทาแบบ น้ำมันหยอดทิ้ง และเชื้อเพลิงทดแทน ล้างบรรจุภัณฑ์ด้วยตัวทำละลาย,,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,6
เอกชัย,เลขที่ 132,กองพนันพล,1456.11,200000000,2147,46,3-106-45/57สค,2148,บริษัท เจ แอนด์ บี เมททอล จำกัด,หลอมหล่ออลูมิเนียมแท่ง อลูมิเนียมเม็ด จากเศษอลูมิเนียมและตะกรันอลูมิเนียม (Scrap and Dross),,74000,บางน้ำจืด,เมืองสมุทรสาคร,สมุทรสาคร,2
-,เลขที่ 11/6,-,6,2400000,2148,6,3-106-46/47สค,2149,เพชรฤดีออยล์,นำน้ำมันหล่อลื่นใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรม เพื่อผลิตน้ำมันทาแบบไม้ น้ำมันหยอดทิ้ง น้ำมันเลี้ยงโซ่ และเชื้อเพลิงทดแทน,-,74110,สวนหลวง,กระทุ่มแบน,สมุทรสาคร,5
เลียบคลองสี่วา,เลขที่ 25/4,-,1284,0,2149,22,3-106-5/46สค,2150,บริษัท มหาชัยเอกศิริออลย์ จำกัด,ทำเชื้อเพลิงผสมจากวัสดุปนเปื้อนต่าง ๆ เศษผ้าปนเปื้อน น้ำมันหล่อเย็น กากตะกอนน้ำมัน ดินปนเปื้อนน้ำมัน นำน้ำมันใช้แล้วและตัวทำละลายใช้แล้วมาผ่านกรรมวิธีการทางอุตสาหกรรม เพื่อนำกลับมาใช้ประโยชน์ใหม่เก็บรวบรวมวัสดุที่ไม่ใช้แล้ว เช่น แบตเตอรี่และหม้อแปลงไฟฟ้า,034-854704,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,3
เศรษฐกิจ 1,เลขที่ 56/126,วัดศรีเมือง,94.25,0,2150,10,3-106-5/53สค,2151,บริษัท อาร์ เอ ที จำกัด,รีไซเคิลกรดกำมะถันที่ใช้แล้ว,034 468701,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,3
-,เลขที่ 111/1,-,862.22,6000000,2151,44,3-106-5/59สค,2152,บริษัท ซิน ไท่ หลง อินดัสตรี จำกัด,ทำผลิตภัณฑ์จากยางรถยนต์ที่ใช้แล้ว เช่น ล้อรถเข็น ชิ้นส่วนอุปกรณ์เครื่องจักร เครื่องยนต์,,74000,ท่าจีน,เมืองสมุทรสาคร,สมุทรสาคร,2
-,เลขที่ โฉนดที่ดินเลขที่ 143552,-,411,88000000,2152,50,3-106-51/60สค,2153,บริษัท อินโนเวสท์ จำกัด,นำตัวทำละลาย (Solvent) กาว เศษกระดาษ เศษพลาสติก ห่อพลาสติก น้ำมันไฮโดรลิก และเศษผ้าปนเปื้อนที่เป็นวัสดุที่ไม่ใช้แล้ว มาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อผลิตเชื้อเพลิงทดแทนและเชื้อเพลิงผสม,,74000,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,3
เลียบคลองหมื่นปรารมย์,เลขที่ 119,-,1274.7,8500000,2153,10,3-106-52/60สค,2154,บริษัท เอ.ซี.ซี เม็ททอล จำกัด,หลอมตะกรันและอลูมิเนียมดรอส (Aluminium Dross),0 3487 6055-6,74000,บางน้ำจืด,เมืองสมุทรสาคร,สมุทรสาคร,6
พระรามที่ 2,เลขที่ -,,176.8,9100000,2154,10,3-106-6/46สค,2155,ส.เจริญไทยกรุ๊ป,ทำน้ำมันผสมสีทาบ้าน,,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,1
-,เลขที่ 40/8,-,400.01,28000000,2155,11,3-106-6/54สค,2156,นางสาวสมใจ ครองสกุลสุข,ผลิตเม็ดพลาสติกเกรดบี ผลิตภัณฑ์พลาสติกอื่นๆ จากพลาสติกใช้แล้ว,,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,9
พระรามที่ 2,เลขที่ 111/8,-,360.88,12400000,2156,10,3-106-65/60สค,2157,บริษัท ออลไรส์กรุ๊ป จำกัด,ผลิตน้ำมันไบโอดีเซลจากน้ำมันปาล์ม น้ำมันที่ได้จากสัตว์ และน้ำมันพืชใช้แล้ว,08 1828 6440,74000,ท่าจีน,เมืองสมุทรสาคร,สมุทรสาคร,2
-,เลขที่ 93/3,-,196,7000000,2157,10,3-106-66/53สค,2158,บริษัท เจทีเอส เมทัล สแครป เทรดดิ้ง จำกัด,หลอมเศษและตะกรันโลหะที่ไม่เป็นของเสียอันตราย คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย ผลิตภัณฑ์เกี่ยวกับโลหะ เช่น บานประตู หน้าต่างและชิ้นส่วนโคมไฟ,,74000,บางน้ำจืด,เมืองสมุทรสาคร,สมุทรสาคร,2
เศรษฐกิจ 1,เลขที่ 109/14,คลองมะเดื่อ 13,476,90000000,2158,16,3-106-69/60สค,2159,บริษัท ธนโชค ออยล์ ไลท์ จำกัด,นำน้ำมันพืชทุกชนิดและน้ำมันพืชที่ใช้แล้วมาผ่านกระบวนการกรองและกลั่นให้สะอาดเพื่อนำไปเป็นวัตถุดิบในการผลิตอาหารสัตว์และไบโอดีเซล,03484 9470-3,74110,คลองมะเดื่อ,กระทุ่มแบน,สมุทรสาคร,5
เศรษฐกิจ1,เลขที่ 109/5,วปอ.11,510.74,32000000,2159,35,3-106-7/46สค,2160,บริษัท อันซิ่ง อินดัสทรี จำกัด,"นำสารเคมีเสื่อมคุณภาพ สารเคมีจำพวกกรดหรือด่างที่ไม่ใช้แล้วมาผ่านกรรมวิธีการผลิตทางอุตสาหกรรม เพื่อนำกลับมาใช้ประโยชน์ใหม่ ล้างบรรจุภัณฑ์ที่ผ่านการบรรจุเคมีภัณฑ์แล้ว คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย สกัดโลหะมีค่า จากแผงวงจรอิเล็กทรอนิกส์ อบกากตะกอนที่มีองค์ประกอบของโลหะมีค่าจากอุตสาหกรรมชุบโลหะและอุตสาหกรรมอิเล็กทรอนิกส์
",,74110,สวนหลวง,กระทุ่มแบน,สมุทรสาคร,9
เอกชัย,เลขที่ 48/174,-,27.28,5700000,2160,7,3-106-7/53สค,2161,บริษัท ดินเทคซ์ เอ.จี. จำกัด,กลั่นตัวทำละลายใช้งานแล้วกลับมาใช้ใหม่,,74000,คอกกระบือ,เมืองสมุทรสาคร,สมุทรสาคร,1
บางปลา,เลขที่ 79/1,ร่มเย็นพัฒนา,3650,22000000,2161,25,3-106-7/58สค,2162,บริษัท ทีเค กรีนโนลูชั่น จำกัด,นำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผ่านกรรมวิธีการผลิตทางอุตสาหกรรมเพื่อผลิตเป็นผลสารสีเซรามิก (Ceramic pigment) สีต่าง ๆ เพื่อจำหน่าย,034-827170,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,3
เอกชัย,เลขที่ 24/6,-,720,31000000,2162,15,3-106-72/53สค,2163,บริษัท บางกอก โตโย อินดัสเตรียล จำกัด,ผลิตเม็ดพลาสติกเกรดบี ผลิตภัณฑ์พลาสติกอื่นๆ จากพลาสติกที่ใช้แล้ว,,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,9
เศรษฐกิจ 1,เลขที่ 18/11,-,12,2500000,2163,5,3-106-8/47สค,2164,บริษัท เอ็นเอ็นอาร์ คอร์ปอเรชั่น จำกัด,ปรับปรุงคุณภาพน้ำมันปิโตรเลียมและสารละลายเพื่อเป็นพลังงานทดแทนและน้ำมันทาแบบ,,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,5
,"เลขที่ โฉนดที่ดินเลขที่ 96155,96156,96146",,3372.32,61000000,2164,40,3-106-8/57สค,2165,บริษัท ซีโนไทย มารีน โปรดักส์ จำกัด,บดย่อยชิ้นส่วนอิเล็กทรอนิกส์ที่ใช้แล้วและเครื่องใช้ไฟฟ้าเก่า,,74000,บางหญ้าแพรก,เมืองสมุทรสาคร,สมุทรสาคร,4
,เลขที่ 119,,429.38,45000000,2165,21,3-106-86/60สค,2166,บริษัท หัวจง อุตสาหกรรม จำกัด,ผลิตสังกะสีออกไซด์จากวัสดุที่ไม่ใช้แล้ว ที่มีสังกะสีเป็นองค์ประกอบ,,74110,คลองมะเดื่อ,กระทุ่มแบน,สมุทรสาคร,7
,เลขที่ 168/1,,45,16000000,2166,30,3-106-89/60สค,2167,ห้างหุ้นส่วนจำกัด ธนะไพศาลโลหะ,บดหรือย่อยตะกรันทองเหลือง ตะกรันซิงค์ ตะกรันอลูมิเนียม และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,,74110,แคราย,กระทุ่มแบน,สมุทรสาคร,4
พระราม 2,เลขที่ 99/8, -,153.6,12500000,2167,11,3-106-9/51สค,2168,เอกชัยค้าถังพลาสติก,ซ่อมและล้างถังเหล็กด้วยตัวทำละลาย,02 4513402,74000,นาโคก,เมืองสมุทรสาคร,สมุทรสาคร,2
เพชรเกษม,เลขที่ 107,,61.5,7780000,2168,3,3-106-91/60สค,2169,บริษัท บีสไพพ์ฟิตติ้งอินดัสตรี จำกัด,ผลิตอิฐประสานจากทรายหล่อแบบที่ไม่เป็นของเสียอันตราย,0 2431 0006,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,4
เศรษฐกิจ,เลขที่ 49/6,วัดทองธรรมิการาม,148,19580000,2169,5,จ3-101-1/37สค,2170,บริษัท เกรทฟู๊ด (ดิไฮเดรชั่น) จำกัด,ระบบบำบัดน้ำเสียรวม (CENTRAL WATER TREATMENT PLANT),423190,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,7
เอกชัย,เลขที่ 44/5,,60,1250000,2170,2,จ3-101-1/40สค,2171,บริษัท ต้าหมิงเอ็นเตอร์ไพรส์ จำกัด,บำบัดน้ำเสียรวม,034-421577,74000,โคกขาม,เมืองสมุทรสาคร,สมุทรสาคร,4
พระราม2,เลขที่ 63/2,,23,50000000,2171,2,จ3-101-1/41สค,2172,บริษัท ลัคกี้แคนเนอรี่ จำกัด,บำบัดน้ำเสียรวม,,74000,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,6
พระรามที่ 2,เลขที่ 57/5,,23,0,2172,12,จ3-105-1/52สค,2173,นางอารีย์ กำจินดา,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,08-1926-5896,74000,คอกกระบือ,เมืองสมุทรสาคร,สมุทรสาคร,1
พระรามที่ 2 (กม.43),เลขที่ 89/13,,10,3700000,2173,12,จ3-105-105/52สค,2174,บริษัท แอคเซนท์ แมนูแฟคเจอริ่ง จำกัด,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้ว ซึ่งไม่เป็นอันตราย เช่น เศษพลาสติก เศษกระดาษ เศษเหล็ก เศษทองแดง เศษทองเหลืองฯลฯ,,74000,กาหลง,เมืองสมุทรสาคร,สมุทรสาคร,2
เพชรเกษม 91,เลขที่ 62/7,ศรทอง,33,1500000,2174,6,จ3-105-106/52สค,2175,บริษัท โพลีเทค รีคอฟเวอรี่ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วจากโรงงานอุตสาหกรรม ที่ไม่เป็นของเสียอันตราย เช่น แผงวงจรอิเลคทรอนิกส์ ชิ้นส่วนอิเลคทรอนิกส์ เศษโลหะ เศษพลาสติก เศษกระดาษ ไม้พาเลท,,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,3
พระรามที่ 2,เลขที่ 46/75,,20,3700000,2175,10,จ3-105-11/52สค,2176,บริษัท ซินเนอร์จี เทรด จำกัด,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วซึ่งไม่เป็นอันตราย เช่น เศษทองแดง เศษทองเหลือง เศษอลูมิเนียม เศษเหล็ก เศษพลาสติก เศษกระดาษ เศษไม้ ฯลฯ,,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,8
,เลขที่ 54/19,,40,5700000,2176,6,จ3-105-110/51สค,2177,นางสาวอารีย์ พุ่มมณี,การคัดแยกวัสดุที่ไม่ใช้แล้วซึ่งไม่เป็นอันตราย เช่น เศษพลาสติก เศษกระดาษ เศษเหล็ก เศษทองแดง เศษไม้,,74000,บางน้ำจืด,เมืองสมุทรสาคร,สมุทรสาคร,6
พระรามที่ 2,เลขที่ 46/75,,20,7000000,2177,10,จ3-105-12/52สค,2178,บริษัท แอล.ที.โททัล เมททัลส์ จำกัด,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วซึ่งไม่เป็นอันตราย เช่น เศษทองแดง เศษทองเหลือง เศษอลูมิเนียม เสษเหล็ก เศษพลาสติก เศษกระดาษ เศษไม้ ฯลฯ,,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,8
,เลขที่ 45/4,,53,2270000,2178,14,จ3-105-121/52สค,2179,ส.รุ่งเจริญ,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เหล็ก กระดาษ พลาสติกฯ,,74000,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,9
เศรษฐกิจ 1,เลขที่ 18/23,,469,46000000,2179,50,จ3-105-130/50สค,2180,นายวิเชียร วิวัฒนขจรสุข,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น พลาสติก กระดาษ โลหะ ไม้ ยาง และบดย่อยพลาสติก,,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,5
,เลขที่ 89/51,,488.24,28800000,2180,25,จ3-105-134/50สค,2181,บริษัท เอส.พี.พี อินเตอร์พลาสท์ จำกัด,การคัดแยกสิ่งปฏิกูลซึ่งไมใช้แล้วซึ่งไม่เป็นอันตราย เช่น เศษพลาสติก เศษเหล็ก ทองแดง ทองเหลือง และการทำผลิตภัณฑ์พลาสติก,,74000,กาหลง,เมืองสมุทรสาคร,สมุทรสาคร,2
,เลขที่ 44/2,,27,3600000,2181,9,จ3-105-14/52สค,2182,นางสาวอารมย์ สำเภาเงิน,ซื้อและคัดแยกวัสดุเหลือใช้จากโรงงานที่ไม่เป็นอันตราย,,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,7
พระรามที่ 2,เลขที่ 63/10,,60.5,10500000,2182,10,จ3-105-15/52สค,2183,นายสิริชัย เลิศอมรสกุลชัย,คัดแยกวัสดุเหลือใช้จากโรงงานที่ไม่เป็นอันตราย,08-1815-4627,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,3
,เลขที่ 96/18,,45,2500000,2183,10,จ3-105-18/52สค,2184,บริษัท ซิน หงส์ เฉิง อินเตอร์ เทค (2008) จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74000,บางน้ำจืด,เมืองสมุทรสาคร,สมุทรสาคร,6
พระรามที่ 2,เลขที่ 90,,468,9000000,2184,20,จ3-105-199/51สค,2185,บริษัท เหล็กแสงเจริญ (2016) จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วซึ่งไม่เป็นอันตราย เช่น เศษเหล็ก เศษทองเหลือง เศษทองแดง เศษพลาสติกฯลฯ,,74000,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,8
พระรามที่ 2,เลขที่ 116/1,,315.18,45000000,2185,10,จ3-105-21/50สค,2186,บริษัท ธนกรเมตัลเวอร์คโปรดิวเซอร์ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อยพลาสติก ทำเม็ดพลาสติก และผลิตภัณฑ์พลาสติก ,,74000,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,5
เอกชัย,เลขที่ 52/16,เทพฤกษ์,35,13000000,2186,10,จ3-105-22/52สค,2187,นางสาวลักษณา อารยะเดโช,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น พลาสติก ฯลฯ,,74000,คอกกระบือ,เมืองสมุทรสาคร,สมุทรสาคร,3
,เลขที่ 2/14,,23,7240000,2187,12,จ3-105-237/51สค,2188,บริษัท ไทปิงยัง ไทยแลนด์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74000,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,8
เอกชัย-แคราย,เลขที่ 42/23,,190,9000000,2188,10,จ3-105-250/51สค,2189,มหาโชคไพบูลย์,คัดแยกวัสดุเหลือใช้ที่ไม่เป็นอันตราย เช่น เศษโลหะ เศษพลาสติก เศษกระดาษ เศษแก้ว เศษยางไม้ และบดพลาสติก,,74000,บางน้ำจืด,เมืองสมุทรสาคร,สมุทรสาคร,6
พระรามที่ 2,เลขที่ 138,,260,18000000,2189,15,จ3-105-31/52สค,2190,บริษัท อังประภาสตีล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น พลาสติก ทองแดง ทองเหลือง เศษเหล็ก เศษกระดาษ เศษแก้ว เศษไม้ และอัดเศษโลหะ,,74000,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,5
,เลขที่ -,,221.08,9000000,2190,12,จ3-105-32/50สค,2191,บริษัท วี แกรนด์ พลาสติก จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อยพลาสติก และทำเม็ดพลาสติก,,74000,นาโคก,เมืองสมุทรสาคร,สมุทรสาคร,2
,เลขที่ 9/9,,10,4000000,2191,5,จ3-105-42/52สค,2192,บริษัท เจ แอล เชมโทนิค จำกัด,คัดแยกวัสดุรีไซเคิล กระดาษ ไม้ พลาสติก โลหะ เช่น สแตนเลส ทองแดง เหล็ก อลูมิเนียม,,74000,ชัยมงคล,เมืองสมุทรสาคร,สมุทรสาคร,1
,เลขที่ 40,,40,6500000,2192,5,จ3-105-44/52สค,2193,บริษัท ซี.เค.เค.ทอย จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74110,ท่าเสา,กระทุ่มแบน,สมุทรสาคร,5
,เลขที่ 379/18,,37,250000,2193,9,จ3-105-50/50สค,2194,บริษัท เอสเอ็มอี รีไซเคิล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น กระดาษ พลาสติก เหล็ก,,74110,ท่าไม้,กระทุ่มแบน,สมุทรสาคร,4
,เลขที่ 35/3,,6.5,2800000,2194,10,จ3-105-51/52สค,2195,นายประพันธ์ แสงอรุณ,คัดแยกวัสดุที่ใช้แล้วที่ไม่เป็นอันตราย เช่น ถังโลหะชนิดต่างๆ เศษเหล็ก เศษกระดาษ เศษพลาสติก,,74110,ดอนไก่ดี,กระทุ่มแบน,สมุทรสาคร,2
พระรามที่ 2,เลขที่ 58/3,,100,2500000,2195,10,จ3-105-54/53สค,2196,บริษัท อี่ยม ค้าถัง จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น พลาสติก ทองแดง ทองเหลือง เศษเหล็ก เศษกระดาษ เศษแก้ว เศษไม้ เศษผ้า และอัดเศษโลหะ,,74000,คอกกระบือ,เมืองสมุทรสาคร,สมุทรสาคร,1
,เลขที่ 54,,90,7000000,2196,32,จ3-105-57/51สค,2197,บริษัท โกลบอล เวนเจอร์ โซลูชั่นส์ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เศษสายไฟฟ้า เศษทองแดง เศษทองเหลือง เศษอลูมิเนียม เศษเหล็ก เศษพลาสติก เศษไม้ ฯลฯ,,74000,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,3
-,เลขที่ 88/1,-,230,66000000,2197,30,จ3-105-63/52สค,2198,บริษัท เมืองกระดาษ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น กระดาษ,,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,3
เอกชัย,เลขที่ 48/166,,7.5,9100000,2198,15,จ3-105-64/50สค,2199,บริษัท โกลเด้นเซอร์ส (ไทยแลนด์) จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น พลาสติก และอัดพลาสติกเป็นแท่งเพื่อส่งออก,0-2381-7887,74000,คอกกระบือ,เมืองสมุทรสาคร,สมุทรสาคร,1
,เลขที่ 100/013,,120.02,700000,2199,20,จ3-105-67/50สค,2200,วันทนาพลาสติก,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น กระดาษ เหล็ก แก้ว ผ้า พลาสติก และผลิตเม็ดพลาสติก,,74000,บางหญ้าแพรก,เมืองสมุทรสาคร,สมุทรสาคร,6
เอกชัย,เลขที่ 136/2,,489.99,9500000,2200,20,จ3-105-67/52สค,2201,บริษัท โคลอสแซลพลาสติก อินเตอร์เนชั่นแนล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย และทำผลิตภัณฑ์พลาสติก,,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,1
เศรษฐกิจ 1,เลขที่ 66,,100,2800000,2201,25,จ3-105-70/52สค,2202,ชงค์รีไซเคิล,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น พลาสติก ทองแดง ทองเหลือง เศษเหล็ก เศษกระดาษ เศษแก้ว เศษไม้ เศษผ้า,,74110,คลองมะเดื่อ,กระทุ่มแบน,สมุทรสาคร,6
เศรษฐกิจ,เลขที่ 2/9,-,589,15000000,2202,10,จ3-105-72/51สค,2203,บริษัท ทองใหญ่ โลหกรรม จำกัด,คัดแยกวัสดุเหลือใช้ที่ไม่เป็นอันตราย เช่น เศษโลหะ เศษพลาสติก เศษกระดาษ เศษแก้ว และไม้,,74110,คลองมะเดื่อ,กระทุ่มแบน,สมุทรสาคร,5
พระรามที่ 2,เลขที่ 41,,30,8150000,2203,25,จ3-105-87/51สค,2204,บริษัท ประพรรณพัฒน์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เศษพลาสติก เศษกระดาษ เศษเหล็ก เศษทองแดงฯ,,74000,กาหลง,เมืองสมุทรสาคร,สมุทรสาคร,4
พระรามที่ 2,เลขที่ 21/7,,177,12000000,2204,14,จ3-105-94/52สค,2205,ห้างหุ้นส่วนจำกัด ยูนิคอปเปอร์เทรด,คัดแยกวัสดุที่ไม่ใช้แล้วจากโรงงานอุตสาหกรรม ที่ไม่เป็นของเสียอันตราย เช่น แผงวงจรอิเลคทรอนิกส์ ชิ้นส่วนอิเลคทรอนิกส์ เศษโลหะ เศษพลาสติก ไม้พาเลท,,74000,คอกกระบือ,เมืองสมุทรสาคร,สมุทรสาคร,6
พระราม2,เลขที่ 36/67,,630,12870643,2205,21,น.105-1/2551-นนส.,2206,บริษัท ทรานส์เทคนิคโพลีเมอร์ จำกัด,ผลิตเกี่ยวกับนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบหรือผลิตภัณฑ์ใหม่โดยผ่านกระบวนการ(ของเสียประเภทยาง),,74000,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,2
พระราม2,เลขที่ ,,311.5,55199999,2206,91,น.105-1/2555-นนส.,2207,บริษัท โกบอล เวนเจอร์ โซลูชั่น จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,
,เลขที่ 1/20 นิคมอุตสาหกรรมสมุทรสาคร,,408.93,0,2207,37,น.106-1/2550-นนส.,2208,บริษัท ไทย ซี ซิง จำกัด,รีไซเคิลตัวทำละลายและเคมีภัณฑ์ที่ใช้งานแล้ว,,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,2
วิธานวิถี,เลขที่ 208/1,,134,1500000,2208,2,3-101-1/39สส,2209,บริษัท สหชัย ซีฟู้ด จำกัด,ปรับคุณภาพของเสียรวม,,75000,บางจะเกร็ง,เมืองสมุทรสงคราม,สมุทรสงคราม,1
พระราม2(กม.71),เลขที่ 69/5,,45.25,18000000,2209,2,3-101-2/39สส,2210,บริษัท พีพี ไพร์ม จำกัด (มหาชน),บำบัดน้ำเสียรวม,034-771444,75000,บางขันแตก,เมืองสมุทรสงคราม,สมุทรสงคราม,5
สมุทรสงคราม-บางแพ,เลขที่ 148/15,-,255,21000000,2210,12,3-105-103/48สส,2211,ธวัชโลหะกิจ,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) เช่น เศษกระดาษ เศษพลาสติก เศษโลหะ,034-715371,75000,แม่กลอง,เมืองสมุทรสงคราม,สมุทรสงคราม,0
พระราม 2,เลขที่ 111,-,0,40000000,2211,7,3-105-2/53สส,2212,บริษัท สยาม เซ็นทรัล กล๊าส จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,034-772053,75110,แพรกหนามแดง,อัมพวา,สมุทรสงคราม,6
เอกชัย,เลขที่ 171,เทพพิทักษ์,19.84,1400000,2212,12,3-105-83/53สส,2213,นิตยา ค้าไม้,คัดแยกเศษไม้,034-713194,75000,ลาดใหญ่,เมืองสมุทรสงคราม,สมุทรสงคราม,5
