มยส-เคยผ่านเมื่อ,มยส-ลูกจ้าง,มยส-วันที่ผ่าน,รง.สีขาว-ลูกจ้าง,รง.สีขาว-ระดับ,รง.สีขาว-เคยผ่านเมื่อ,รง.สีขาว-วันที่ผ่าน,อำเภอ,รง.สีขาว-เข้าร่วม/จัด,รง.สีขาว-ระดับ-2,จังหวัด,มยส-วันหมดอายุ,ชื่อบริษัท,ตำบล,ปีงบประมาณ,รง.สีขาว-เข้าส่งเสริม,มยส-เข้าร่วม/จัด,_id,มยส-เข้าส่งเสริม
,,,18,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด พารุ่ง อินเตอร์เนชั่นแนล,ตำบลทับกวาง,2568,2024-12-20T00:00:00,,335,
,,,24,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด ท.วิลาวรรณ์ (รับเหมา ปูนซีเมนต์นครหลวง),ตำบลทับกวาง,2568,2024-12-18T00:00:00,,336,
,,,17,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด ธนาคูณการช่าง,ตำบลทับกวาง,2568,2024-12-13T00:00:00,,337,
,,,24,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด เนตรทองดี รีแฟคทอรี่,ตำบลทับกวาง,2568,2024-03-12T00:00:00,,338,
,,,75,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด เอช. อาร์. คอนเวเยนซ์ (รับเหมาในบจก.สยามไฟเบอร์ ซีเมนต์กรุ๊ป(โรงงานสระบุรี)),ตำบลตะกุด,2568,2025-02-07T00:00:00,,339,
,,,11,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด เคอรี่ เอ็กซ์เพรส เซอร์วิส,ตำบลปากเพรียว,2568,2024-12-13T00:00:00,,340,
,74,,,,,,อำเภอบ้านหมอ,,,จังหวัดสระบุรี,,บริษัทจำกัด เอช อาร์.เอ (รับเหมา บกด.ท่าหลวง),ตำบลบางโขมด,2568,,,341,2025-03-06T00:00:00
,,,14,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด  เจจีเจดี(ก่อสร้างโรงไฟฟ้าบมจ.ทีพีไอ โพลีน),ตำบลทับกวาง,2568,2024-09-12T00:00:00,,342,
,,,12,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,นาย นายไชยา  สัญญากร (โครงการก่อสร้างห้างสรรพสินค้าบิ๊กซีไฮเปอร์มาร์เก็ต),ถนนพหลโยธิน,2568,2025-04-03T00:00:00,,343,
,,,19,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,นาย นายยุทธนา  สุภาวหา (โครงการก่อสร้างห้างสรรพสินค้าบิ๊กซีไฮเปอร์มาร์เก็ต),ถนนพหลโยธิน,2568,2024-12-13T00:00:00,,344,
,,,13,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,นางสาว นางสาวขนิษฐา  จำปา (โครงการก่อสร้างห้างสรรพสินค้าบิ๊กซีไฮเปอร์มาร์เก็ต),ถนนพหโยธิน,2568,2025-04-03T00:00:00,,345,
,9,2025-07-23T00:00:00,,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,2028-07-22T00:00:00,บริษัทจำกัด แปซิฟิค ห้องเย็น (สาขาสระบุรี),ตำบลหนองปลาหมอ,2568,,2025-07-15T00:00:00,346,2025-08-07T00:00:00
,,,13,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ทีพีไอ โพลีน เพาเวอร์ (สาขาปากข้าวสาร),ตำบลปากข้าวสาร,2568,2025-06-03T00:00:00,,347,
,,,13,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพี ออลล์ (ร้านสาขา หินกอง),ตำบลโคกแย้,2568,2025-04-03T00:00:00,,348,
,,,13,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด บิซิเนส เซอร์วิสเซส อัลไลแอนซ์ (ประจำบมจ.ปตท.น้ำมันและการค้าปลีก ร้านเซเว่นอีเลฟเว่น PTTOR สาขาสระบุรีแก่งคอย),ตำบลตลิ่งชัน,2568,2025-07-03T00:00:00,,349,
,,,6,1,,2025-01-13T00:00:00,อำเภอหนองแค,2025-09-01T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพี ออลล์ (ร้านสาขาหมู่บ้านสุวรรณศร หินกอง),ตำบลโคกแย้,2568,2025-09-01T00:00:00,,350,
,,,18,1,,2025-01-14T00:00:00,อำเภอเมืองสระบุรี,2025-01-13T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพี ออลล์ (ร้านสาขา ชุมชนแยกพระฉาย(สระบุรี)),ตำบลหนองปลาไหล,2568,2025-10-01T00:00:00,,351,
,,,117,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซิโน-ไทย เอ็นจีเนียริ่ง แอนด์ คอนสตรัคชั่น (โครงการทางหลวงพิเศษระหว่างเมืองหมายเลข 6 สายบางปะอิน-นครราชสีมา (M6)),ตำบลหนองยาว,2568,2025-05-13T00:00:00,,352,
,,,150,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ไทยโพลีคอนส์ (โครงการก่อสร้างอาคารสถานพยาบาลธาราเวชคลินิก),ตำบลปากเพรียว,2568,2025-12-06T00:00:00,,353,
,74,,,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพี แอ็กซ์ตร้า (สาขาไฮเปอร์มาร์เก็ต_แก่งคอย),ตำบลตาลเดี่ยว,2568,,,354,2025-01-07T00:00:00
,,,150,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด เอกภาพซุปเปอร์ซัพพลาย (สำนักงานใหญ่),ตำบลห้วยขมิ้น,2568,2025-12-06T00:00:00,,355,
,,,9,1,,2025-08-01T00:00:00,อำเภอแก่งคอย,2025-06-01T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพี ออลล์ (ร้านสาขา ชุมชุนบ้านธาตุ แก่งคอย),ตำบลบ้านธาตุ,2568,2025-06-01T00:00:00,,356,
,,,13,,,,อำเภอพระพุทธบาท,2025-01-13T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพี ออลล์ (ร้านสาขา ท้ายพิกุล (พระพุทธบาท)),ตำบลพระพุทธบาท,2568,2025-10-01T00:00:00,,357,
,,,9,1,,2025-01-13T00:00:00,อำเภอเมืองสระบุรี,2025-01-13T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพี ออลล์ (ร้านสาขา ตลาดพิชัยรณรงค์สงคราม),ตำบลปากเพรียว,2568,2025-01-13T00:00:00,,358,
,,,9,1,,2025-01-13T00:00:00,อำเภอเมืองสระบุรี,2025-10-01T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพี ออลล์ (ร้านสาขา เทศบาลหน้าพระลาน),[ยกเลิก]ตำบลหน้าพระลาน,2568,2025-09-01T00:00:00,,359,
,,,12,1,,2025-06-20T00:00:00,อำเภอหนองแค,2025-03-06T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพี ออลล์ (ร้านสาขา เหมราช-หนองปลาหมอ),ตำบลหนองปลาหมอ,2568,2025-08-01T00:00:00,,360,
,,,11,1,,2025-01-13T00:00:00,อำเภอวังม่วง,2025-10-01T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพี ออลล์ (ร้านสาขา หน้าโรงงานซันฟู้ด (วังม่วง)),ตำบลคำพราน,2568,2025-03-01T00:00:00,,361,
,,,9,1,,2025-08-01T00:00:00,อำเภอพระพุทธบาท,2025-07-01T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพี ออลล์ (ร้านสาขา เทศบาลพุกร่าง),ตำบลพุกร่าง,2568,2025-06-01T00:00:00,,362,
,,,68,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด นิคอน (ประเทศไทย) จำกัด (ในพื้นที่ บจก.เบสโก้ พลัส),ตำบลหนองไข่น้ำ,2569,2025-10-17T00:00:00,,363,
,,,16,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด ยูนิเวอร์แซลปูนซิเมนต์ขาว,ตำบลดาวเรือง,2569,2026-03-02T00:00:00,,364,
,,,5,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด กิติภพ,ตำบลดาวเรือง,2569,2026-01-15T00:00:00,,365,
,101,,,,2019-11-12T00:00:00,,อำเภอเมืองสระบุรี,,3,จังหวัดสระบุรี,,บริษัทจำกัด สระบุรีฮอนด้าคาร์ส,ตำบลปากข้าวสาร,2569,,,366,2026-01-16T00:00:00
,,,21,3,,2026-10-02T00:00:00,อำเภอเมืองสระบุรี,2026-03-02T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด กรุงเทพโปรดิ๊วส์,ตำบลตะกุด,2569,2026-03-02T00:00:00,,367,
,,,5,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด อ.อุปกรณ์ไฮโดรลิค,ตำบลดาวเรือง,2569,2026-06-01T00:00:00,,368,
,1452,,,,,,อำเภอวิหารแดง,,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) อิตาเลียนไทย ดีเวลลอปเมนต์  (โรงงานคอนกรีต) J.1404,ตำบลวิหารแดง,2569,,,369,2026-06-01T00:00:00
42802,598,,,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ไฟน์ เม็ททัล เทคโนโลยีส์,ตำบลทับกวาง,2569,,,370,2026-07-01T00:00:00
,1003,,,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ทีพีไอ โพลีน เพาเวอร์,ตำบลทับกวาง,2569,,,371,2026-07-01T00:00:00
,,,9,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,นาย อุดม  ฮุปฮาด (รับเหมาใน บจก.ลีพัฒนาอาหารสัตว์),ตำบลดาวเรือง,2569,2025-12-25T00:00:00,,372,
,,,68,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด ไทยเจีย,ตำบลโคกตูม,2569,2025-10-14T00:00:00,,373,
,,,5,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด ดี.ซี.อาร์.สระบุรีเอ็นจิเนียริ่ง กรุ๊ป 1999,ตำบลดาวเรือง,2569,2026-01-13T00:00:00,,374,
,,,5,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด โสภณคอนซูเมอร์ กรุ๊ป,ตำบลนาโฉง,2569,2025-12-12T00:00:00,,375,
,,,8,,2020-12-29T00:00:00,,อำเภอเมืองสระบุรี,,3,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ไมด้าแอสเซ็ท สาขาสระบุรี,ตำบลดาวเรือง,2569,2025-12-22T00:00:00,,376,
,,,5,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด โชคพัฒนาสระบุรีเซอร์วิส (สาขาบายพาส),ตำบลดาวเรือง,2569,2025-12-18T00:00:00,,377,
45168,326,,,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด ฟูจิโคคิ (ประเทศไทย) โรงงานในเขตประกอบการ WHA,ตำบลบัวลอย,2569,,2026-04-02T00:00:00,378,2026-07-01T00:00:00
,,,60,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด เอ็กซ์เพิททีม (รับเหมา บมจ. ปูนซีเมนต์นครหลวง),ตำบลทับกวาง,2569,2025-10-15T00:00:00,,379,
,,,4,,2020-12-29T00:00:00,,อำเภอเมืองสระบุรี,,3,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด ปัญญาเลิศศรี,ตำบลดาวเรือง,2569,2026-03-02T00:00:00,,380,
,,,22,,,,อำเภอเมืองสระบุรี,2026-05-02T00:00:00,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด จี.อี.ที.วิศวกรรม,ตำบลตะกุด,2569,2026-05-02T00:00:00,,381,
,,,22,3,,2026-05-02T00:00:00,อำเภอเมืองสระบุรี,2026-04-02T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพีเอฟ (ประเทศไทย) (ฟาร์มบ้านม่วง),ตำบลตะกุด,2569,2026-02-02T00:00:00,,382,
,,,21,3,,2026-10-02T00:00:00,อำเภอแก่งคอย,2026-10-02T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด น้ำแพง เอ็นจิเนียริ่ง(รับเหมาใน บมจ.ปูนซีเมนต์นครหลวง),ตำบลทับกวาง,2569,2026-03-02T00:00:00,,383,
43998,,,63,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด แก่งคอย เพาเวอร์ เจเนอเรชั่น,ตำบลบ้านป่า,2569,2025-10-16T00:00:00,,384,
45168,132,,,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด ฟูจิโคคิ(ประเทศไทย) โรงงานนิคมหนองแค,ตำบลห้วยทราย,2569,,,385,2026-04-02T00:00:00
,,,60,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด พรหมเจริญกิจ (รับเหมา บจก.สยามซานิทารีแวร์ฯ หนองแค),ตำบลบัวลอย,2569,2025-10-16T00:00:00,,386,
,583,,,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) รอยัล ปอร์ซเลน (โรงงาน 2),ตำบลตาลเดี่ยว,2569,,,387,2025-05-12T00:00:00
,,,62,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด เอื้อกิจรุ่งเรือง,ตำบลทับกวาง,2569,2025-10-15T00:00:00,,388,
,,,63,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด พันธุ์สุกรไทยพัฒนา(ฟาร์ม 1),ตำบลสองคอน,2569,2025-10-15T00:00:00,,389,
,,,4,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด ก้องเกียรติเทคนิคชั่นเซอร์วิส 2001,ตำบลดาวเรือง,2569,2026-02-02T00:00:00,,390,
,,,7,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด คณิน การช่าง,ตำบลดาวเรือง,2569,2025-12-17T00:00:00,,391,
,,,22,3,,2026-12-02T00:00:00,อำเภอเมืองสระบุรี,2026-01-15T00:00:00,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด วี.เอ.พี.บอดี้เซอร์วิส,ตำบลหนองยาว,2569,2026-01-15T00:00:00,,392,
,,,10,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด เค.ซี.ออยล์ แอนด์ แก๊ส,ตำบลดาวเรือง,2569,2026-06-01T00:00:00,,393,
,,,2,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด ตระกูล เอ็นจีวี,ตำบลดาวเรือง,2569,2026-04-02T00:00:00,,394,
,,,8,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด สามชาย ก๊าซ (ดาวเรือง),ตำบลดาวเรือง,2569,2025-12-19T00:00:00,,395,
,,,2,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,นางสาว สุภาณี กิจพันธ์ศิริกุล,ตำบลดาวเรือง,2569,2026-03-02T00:00:00,,396,
,,,4,3,,2026-02-16T00:00:00,อำเภอเมืองสระบุรี,2026-04-02T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด สตาร์เวิลด์ เอ็นเตอร์เทนเม้นท์ เทเลวิชั่น,ตำบลดาวเรือง,2569,2026-04-02T00:00:00,,397,
,,,3,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด เอส แอนด์ พี ซินดิเคท - สาขา ปตท.สามชายดาวเรือง,ตำบลดาวเรือง,2569,2026-02-02T00:00:00,,398,
,,,62,,2018-06-20T00:00:00,,อำเภอแก่งคอย,,3,จังหวัดสระบุรี,,บริษัทจำกัด พรีคาสท์ แอนด์ จี อาร์ ซี เทค,ตำบลห้วยแห้ง,2569,2025-10-21T00:00:00,,399,
,,,67,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) โฮม โปรดักส์ เซ็นเตอร์ (สาขาที่ 58 สระบุรี),ตำบลตะกุด,2569,2025-10-14T00:00:00,,400,
,,,22,3,,2026-01-14T00:00:00,อำเภอเมืองสระบุรี,2026-09-01T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด ซูกิชิ อินเตอร์กรุ๊ป สาขาโรบินสันสระบุรี,ตำบลตลิ่งชัน,2569,2026-06-01T00:00:00,,401,
,,,22,3,,2026-06-02T00:00:00,อำเภอเมืองสระบุรี,2026-04-02T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด เอส เค ฟู้ด อินเตอร์เนชั่นแนล - เดอะพิซซ่าคอมปะนี สาขาโรบินสันสระบุรี,ตำบลตลิ่งชัน,2569,2026-08-01T00:00:00,,402,
,,,2,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด สุคนธ์ทิพย์ สิงห์บุรี,ตำบลดาวเรือง,2569,2026-05-02T00:00:00,,403,
,,,66,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด ไทยโซเคน,ตำบลโคกแย้,2569,2025-10-20T00:00:00,,404,
,,,21,3,,2026-11-02T00:00:00,อำเภอเมืองสระบุรี,2026-03-02T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด บี-ควิก จำกัด สาขา 100 โรบินสัน-สระบุรี,ตำบลตลิ่งชัน,2569,2026-02-02T00:00:00,,405,
,,,60,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) เสริมสุข,ตำบลดาวเรือง,2569,2025-08-10T00:00:00,,406,
,,,67,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด ที.เอ็น.ซี.(1999 ) รับเหมาใน บมจ.ผลิตภัณฑ์ตราเพชร,ตำบลตลิ่งชัน,2569,2025-10-14T00:00:00,,407,
,,,3,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ร้าน สามพี่น้องคาร์แคร์,ตำบลดาวเรือง,2569,2026-06-02T00:00:00,,408,
,,,9,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด ดี.ซี.อาร์.คอมเพรสเซอร์ เอ็นจิเนียริ่ง(ปูนซิเมนต์ไทยท่าหลวง),ตำบลดาวเรือง,2569,2026-06-01T00:00:00,,409,
,,,66,,2017-05-05T00:00:00,,อำเภอเมืองสระบุรี,,2,จังหวัดสระบุรี,,บริษัทจำกัด เอคเซลเล็นซี ออโต้ บิซิเนส,ตำบลหนองปลาไหล,2569,2025-10-10T00:00:00,,410,
,,,6,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด วงศ์สิทธาวิศวกรรม,ตำบลดาวเรือง,2569,2026-05-01T00:00:00,,411,
,,,66,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด เอส.เค. เวิร์คเกอร์ ซัพพลาย (รับเหมาใน บจก.มุโตะ (ประเทศไทย)),ตำบลบัวลอย,2569,2025-10-14T00:00:00,,412,
,,,60,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด อินทรี อีโคไซเคิล,ตำบลทับกวาง,2569,2025-10-15T00:00:00,,413,
,,,60,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด เอิร์ธ เท็ค เอน ไวรอนเมนท์,ตำบลบ้านธาตุ,2569,2025-10-14T00:00:00,,414,
,,,2,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,โรงแรม ต้นปาล์มหอมรีสอร์ท (ม่านรูด),ตำบลดาวเรือง,2569,2026-04-02T00:00:00,,415,
,,,21,3,,2026-02-16T00:00:00,อำเภอแก่งคอย,2026-05-02T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) หาญ เอ็นจิเนียริ่ง โซลูชั่นส์ (รับเหมา บมจ.ทีพีไอโพลีน),ตำบลทับกวาง,2569,2026-02-02T00:00:00,,416,
,,,68,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด สมายล์ พี (รับเหมาในบจก.เอสทีเอสเอส (ไทยแลนด์),ตำบลโคกแย้,2569,2025-10-13T00:00:00,,417,
,,,8,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,นาย สมชาย วารี(ก่อสร้างม.บ้านแสนสุข),ตำบลดาวเรือง,2569,2026-06-01T00:00:00,,418,
,,,7,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด บ.ไพโรจน์ สระบุรี,ตำบลดาวเรือง,2569,2026-08-01T00:00:00,,419,
,,,3,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด บี.โฮม เฮ้าส์ซิ่ง,ตำบลดาวเรือง,2569,2026-04-02T00:00:00,,420,
,,,5,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ร้าน เคียงเดือน,ตำบลนาโฉง,2569,2025-02-12T00:00:00,,421,
,,,2,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด เดอะ คิวเอสอาร์ ออฟ เอเชีย,ตำบลดาวเรือง,2569,2026-02-02T00:00:00,,422,
,,,64,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด แอล.พี.เอ็น. อินเตอร์ เซอร์วิส (รับเหมาใน บจก.เอสซีจี แลนด์สเคป),ตำบลบัวลอย,2569,2025-10-15T00:00:00,,423,
,,,8,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด เอสซีจี ยามาโตะ เอ็กซ์เพรส,ตำบลดาวเรือง,2569,2025-11-12T00:00:00,,424,
,,,62,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด ปัญญากร คอนซัลแตนท์(รับเหมาบจก.เอลล์บา บางกอก),ตำบลโคกแย้,2569,2025-10-15T00:00:00,,425,
,,,8,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,อื่นๆ การรถไฟแห่งประเทศไทย (โครงการรถไฟความเร็วสูง กรงเทพ-หนองคาย),ตำบลดาวเรือง,2569,2026-01-13T00:00:00,,426,
,,,60,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด วาย.แอล.ดี ซัพพลาย แอนด์ เซอร์วิส (รับเหมาในบจก.ผลิตภัณฑ์ตราเพชร),ตำบลตลิ่งชัน,2569,2025-10-14T00:00:00,,427,
,,,21,3,,2026-11-02T00:00:00,อำเภอแก่งคอย,2026-05-02T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด พารากอน แมชีนเนอรี่ จำกัด (รับเหมา บมจ.ปูนซีเมนต์นครหลวง),ตำบลทับกวาง,2569,2026-01-14T00:00:00,,428,
,500,,,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด เทราฮอป (ไทยแลนด์),ตำบลหนองปลาหมอ,2569,,,429,2026-01-13T00:00:00
,,,63,,2024-02-14T00:00:00,,อำเภอแก่งคอย,,1,จังหวัดสระบุรี,,บริษัทจำกัด เอ.ซี.ที.แมชีนเนอรี่,ตำบลทับกวาง,2569,2025-10-14T00:00:00,,430,
,,,65,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด ไอคิวโปร อินเตอร์ชั่นแนล จำกัด,ตำบลตาลเดี่ยว,2569,2025-10-10T00:00:00,,431,
,,,67,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด เด็มโก้ (โครงการมอเตอร์เวย์ M6 บางปะอิน-นครราชสีมา ไซต์งานชั่วคราว),ตำบลห้วยแห้ง,2569,2025-10-15T00:00:00,,432,
,,,2,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด สามชายมาร์ท (ดาวเรือง2),ตำบลดาวเรือง,2569,2026-04-02T00:00:00,,433,
,,,60,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด ไทยทาเคนาคา สากล ก่อสร้าง,ตำบลบัวลอย,2569,2025-10-14T00:00:00,,434,
,,,9,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,นาย นายชิดชัย เสนารินทร์ (โครงการก่อสร้างห้างสรรพสินค้าบิ๊กซีไฮเปอร์มาร์เก็ต),ถนนพหลโยธิน,2569,2025-12-18T00:00:00,,435,
,,,10,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,นาย นายอภิสิทธิ์  สีดาแจ่ม (โครงการก่อสร้างห้างสรรพสินค้าบิ๊กซีไฮเปอร์มาร์เก็ต),ถนนพหลโยธิน,2569,2025-12-17T00:00:00,,436,
,,,9,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,นาย นายก้อน  วงศ์สิงห์ (โครงการก่อสร้างห้างสรรพสินค้าบิ๊กซีไฮเปอร์มาร์เก็ต),ถนนพหลโยธิน,2569,2026-12-01T00:00:00,,437,
,,,10,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,นาย นายประสิทธิ์  มาชา (โครงการก่อสร้างห้างสรรพสินค้าบิ๊กซีไฮเปอร์มาร์เก็ต),ถนนพหลโยธิน,2569,2025-12-16T00:00:00,,438,
,,,7,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,นาย ตี๋  นิลทะราช (โครงการก่อสร้างห้างสรรพสินค้าบิ๊กซีไฮเปอร์มาร์เก็ต),ถนน,2569,2025-12-12T00:00:00,,439,
,,,10,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,นาย สุดใจ  สนทวิน (โครงการก่อสร้างห้างสรรพสินค้าบิ๊กซีไฮเปอร์มาร์เก็ต),ถนน,2569,2025-11-12T00:00:00,,440,
,,,21,3,,2026-04-02T00:00:00,อำเภอเมืองสระบุรี,2026-01-22T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด  เอ็น เค เอส เอ็นจิเนียริ่ง แอนด์ คอนสตรัคชั่น (ก่อสร้างสถานีรถไฟบริการน้ำมัน PT (บายพาส อ.เมืองสระบุรี)),ตำบลกุดนกเปล้า,2569,2026-01-14T00:00:00,,441,
