ถนน,เลขที่,ซอย,แรงม้า,เงินทุนรวม,_id,เลขทะเบียนเดิม,ลำดับ,ชื่อโรงงาน,โทรศัพท์,ประกอบกิจการ,คนงาน,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
   บางปลา,เลขที่ 64/1,วัดศรีเมือง,3775.42,6000000,2100,3-106-2/45สค,2100,บริษัท ส.เจริญไทยรีไซเคิล จำกัด,034-422132,รีไซเคิลกากน้ำมันเครื่องใช้แล้วและน้ำมันหล่อลื่นใช้แล้วเพื่อนำไปใช้ผลิตเป็น รับเบอร์ออยส์ซีเมนต์ น้ำมันทาแบบหยอดทิ้ง จารบีและน้ำมันผสมสีทาบ้าน/คัดแยกสิ่งปฏิกูลหรือวัสดุไม่ใช้แล้วตามประกาศกระทรวงอุตสาหกรรมฉบับที่ 1 (พ.ศ.2541) หมวด 1 อัดเศษกระดาษ บดย่อยพลาสติกและล้างซ่อมแซมถังน้ำมันเก่า ไส้กรองน้ำมันเครื่อง/น้ำมันเครื่องใช้แล้วและน้ำมันหล่อลื่นใช้แล้ว เพื่อนำไปผลิตเป็นรับเบอร์ออยล์ซีเมนต์ น้ำมันทาแบบหยอดทิ้ง และน้ำมันผสมสีทาบ้าน,10,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,3
เศรษฐกิจ 1,เลขที่ 225,วปอ.พิเศษ 11,340.5,0,2101,3-106-2/46สค,2101,สยามวัฒนาออยล์,,ทำน้ำมันผสมสีจากน้ำมันใช้แล้ว,0,74110,ท่าไม้,กระทุ่มแบน,สมุทรสาคร,4
 -,เลขที่ 63/63, -,22,2500000,2102,3-106-2/50สค,2102,บริษัท สยามมิตร ปิโตรเลียม จำกัด,,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นใช้แล้ว และตัวทำละลายที่ใช้แล้ว,6,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,2
พระรามที่ 2,เลขที่ 20/25,วัดปากบ่อ,273,4550000,2103,3-106-2/55สค,2103,บริษัท เซิ้นฟา จำกัด,,ทำเม็ดพลาสติกเกรดบีจากเศษพลาสติกเก่าที่ไม่เป็นของเสียอันตราย และคัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,20,74000,ชัยมงคล,เมืองสมุทรสาคร,สมุทรสาคร,4
-,เลขที่ -,-,15,12500000,2104,3-106-2/57สค,2104,บริษัท เวิลด์ ออฟ เอนเนอร์จี จำกัด,,ผลิตน้ำมันเชื้อเพลิงทดแทนจากน้ำมันใช้แล้ว,6,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,9
พระรามที่ 2,เลขที่ 23/8,-,561.98,26800000,2105,3-106-21/52สค,2105,บริษัท เอ็น.บี.เจ.โพลิเมอร์ (ประเทศไทย) จำกัด,,ทำเม็ดพลาสติกเกรดบี,20,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,3
-,เลขที่ 58,-,534.8,19500000,2106,3-106-21/53สค,2106,บริษัท มิราเคิล เคมีภัณฑ์ จำกัด,,ทำเม็ดพลาสติกเกรดบีจากพลาสติกเก่า,12,74000,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,9
-,เลขที่ โฉนดเลขที่ 143549,-,70,7500000,2107,3-106-21/58สค,2107,บริษัท พีทีเอสเอ็น ซัพพลาย จำกัด,,ปรับปรุงคุณภาพผลิตภัณฑ์ปิโตรเลียมที่ปนเปื้อน น้ำมันเตาที่ปนเปื้อน น้ำมันหล่อลื่นที่ใช้แล้ว ตัวทำละลายอินทรีย์ ที่ใช้แล้ว และกากตะกอน น้ำมันจากเรือเดินสมุทร รวมทั้งของเสียจากการสำรวจและผลิตปิโตรเลียม และของเสียที่เกิดขึ้นจากการ ทำความสะอาดแท็งก์ฟาร์ม ทั้งทางบกและทางทะเล เพื่อมาผลิตเป็นวัตถุดิบทดแทน เชื้อเพลิงทดแทนและเชื้อเพลิงผสม,8,10150,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,3
เศรษฐกิจ-เอกชัย,เลขที่ 93,-,95.5,2800000,2108,3-106-23/47สค,2108,ร้านเอกชัย,,นำน้ำมันหล่อลื่นใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อนำกลับไปใช้ประโยชน์ใหม่,9,74110,แคราย,กระทุ่มแบน,สมุทรสาคร,4
เพชรเกษม-สาทร,เลขที่ 97/8,นวลทอง,53,7500000,2109,3-106-24/52สค,2109,ห้างหุ้นส่วนจำกัด เอส.พี.สตีลดรัม,,ซ่อมและล้างบรรจุภัณฑ์,27,74110,สวนหลวง,กระทุ่มแบน,สมุทรสาคร,9
,เลขที่ 49/9,,800,55000000,2110,3-106-24/61สค,2110,บริษัท จินฮุ้ย นอนเฟอรัส เมทัล จำกัด,,หลอมหล่อเศษโลหะ เช่น ทองแดง ตะกรันทองแดง และตะกอนทองแดงจากระบบบำบัดน้ำเสีย,10,74000,นาโคก,เมืองสมุทรสาคร,สมุทรสาคร,2
เศรษฐกิจ 1,เลขที่ 109/14-15,คลองมะเดื่อ 13,16.21,23800000,2111,3-106-26/48สค,2111,ห้างหุ้นส่วนจำกัด ธนโชคน้ำมันพืช (2012),034 849 740-3,นำน้ำมันพืชใช้แล้วมาผ่านกระบวนการกรองเพื่อใช้ผสมอาหารสัตว์,20,74110,คลองมะเดื่อ,กระทุ่มแบน,สมุทรสาคร,5
-,เลขที่ 122/2,-,175,12520000,2112,3-106-26/50สค,2112,บริษัท เอส.เจ ออยล์ จำกัด,,นำน้ำมันหล่อลื่นใช้แล้วมาผ่านกระบวนการทางอุตสาหกรรม เพื่อใช้เป็นเชื้อเพลิงทดแทน และทำน้ำมันหยอดทิ้ง น้ำมันทาแบบ น้ำมันผสมสีทาบ้าน,7,74000,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,1
-,เลขที่ 12/9-10,-,7870.18,135000000,2113,3-106-26/56สค,2113,บริษัท ฮั้วไทยเฮง ใยสังเคราะห์ จำกัด,,ผลิตเส้นใย เม็ด แท่งจากพลาสติกรีไซเคิล,50,74000,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,8
-,เลขที่ 99/126 ,-,89.4,8000000,2114,3-106-26/58สค,2114,บริษัท อีโค่เทรด กรุ๊ป (ประเทศไทย) จำกัด,,นำโลหะมีค่าจากแคทาลิติกคอนเวอร์เตอร์ (Catalytic Converter) กลับมาใช้ประโยชน์ใหม่,5,74000,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,2
 -,เลขที่ 2/32, -,131,7000000,2115,3-106-27/50สค,2115,บริษัท เอสซีที (ประเทศไทย) จำกัด,,นำน้ำมันหล่อลื่นที่ใช้แล้ว มาผ่านกรรมวิธีการทางอุตสาหกรรม เพื่อผลิตเป็นน้ำมันอเนกประสงค์ ทำเชื้อเพลิงทดแทนจากน้ำมันเตาปนเปื้อน และตัวทำละลายใช้แล้ว ทำเชื้อเพลิงผสมจาก Coolant Oil เศษผ้าปนเปื้อนและกากสี,12,74000,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,8
สุชัย,เลขที่ 52/4,รามัญอุดม,132,36972407,2116,3-106-27/57สค,2116,บริษัท วิทย์คอร์ป โปรดักส์ จำกัด,,ล้างบรรจุภัณฑ์ปนเปื้อนสารเคมี,10,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,6
,เลขที่ 25/58,,25,9000000,2117,3-106-27/58สค,2117,บริษัท ก้องเพชร จำกัด,034-466242,นำน้ำมันใช้แล้วมาผ่านกรรมวิธีการผลิตทางอุตสาหกรรมเพื่อนำกลับมาใช้ประโยชน์ใหม่เป็นเชื้อเพลิงทดแทน,7,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,3
เอกชัย,เลขที่ 2/2,คลองพรมแดน,549.79,16000000,2118,3-106-29/51สค,2118,นางสาวอรสา แซ่ม้า,,ทำเม็ดพลาสติกเกรดบี และทำผลิตภัณฑ์พลาสติก,20,74000,นาโคก,เมืองสมุทรสาคร,สมุทรสาคร,6
พระรามที่ 2,เลขที่ 58/3,-,335.5,91000000,2119,3-106-29/52สค,2119,บริษัท เอี่ยม ค้าถัง จำกัด,,ซ่อมและล้างบรรจุภัณฑ์,38,74000,คอกกระบือ,เมืองสมุทรสาคร,สมุทรสาคร,1
เศรษฐกิจ,เลขที่ 111/9,นวลทอง,71,15500000,2120,3-106-3/46สค,2120,ห้างหุ้นส่วนจำกัด ล.โลหะการธุรกิจ,,ซ่อมและล้างภาชนะบรรจุ,20,74110,สวนหลวง,กระทุ่มแบน,สมุทรสาคร,9
เศรษฐกิจ,เลขที่ 18/31,-,9,1000000,2121,3-106-3/47สค,2121,บริษัท ศรีสมัย ปิโตรเลียม จำกัด,,ผลิตเชื้อเพลิงทดแทนจากน้ำมันใช้แล้ว,5,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,5
 -,เลขที่ 56/4, -,244.98,1350000,2122,3-106-3/50สค,2122,บริษัท ทาร์โก้ ออยล์ เพาเวอร์ จำกัด,,ผลิตเชื้อเพลิงทดแทน น้ำมันหยอดทิ้ง น้ำมันทาไม้แบบ น้ำมันผสมสี จากน้ำมันที่ใช้แล้วและตัวทำละลายที่ใช้แล้ว,5,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,6
พุทธสาคร,เลขที่ 188,,989.48,30000000,2123,3-106-3/58สค,2123,บริษัท เอเค ออยล์ ซัพพลาย จำกัด,,ทำเชื้อเพลิงทดแทนจากน้ำมันเตาปนเปื้อน,6,74110,สวนหลวง,กระทุ่มแบน,สมุทรสาคร,6
เอกชัย,เลขที่ 35/137, -,10,1000000,2124,3-106-31/49สค,2124,บริษัท ชัยสถิตย์ รีไซเคิล เคมีคอลส์ จำกัด,,นำน้ำมัน ตัวทำละลายและเคมีภัณฑ์ที่ใช้แล้ว มาผ่านกรรมวิธีการผลิตทางอุตสาหกรรม เพื่อนำกลับมาใช้ประโยชน์ใหม่ และเป็นเชื้อเพลิงทดแทน,13,74000,บางน้ำจืด,เมืองสมุทรสาคร,สมุทรสาคร,2
 -,เลขที่ 51/6, -,25,3500000,2125,3-106-31/50สค,2125,ห้างหุ้นส่วนจำกัด รุ่งประเสริฐพร ออยล์,,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นใช้แล้ว และตัวทำละลายที่ใช้แล้ว,9,74110,ท่าเสา,กระทุ่มแบน,สมุทรสาคร,2
-,เลขที่ 77/8,นวลทอง,50.74,24000000,2126,3-106-34/52สค,2126,ห้างหุ้นส่วนจำกัด โอ.ที.วา. อินดัสทรีส์ดรัม,,ซ่อมและล้างภาชนะบรรจุ ผลิตเชื้อเพลิงทดแทน ,40,74110,สวนหลวง,กระทุ่มแบน,สมุทรสาคร,9
พระรามที่ 2,เลขที่ 88,-,560,0,2127,3-106-34/54สค,2127,บริษัท เออีซี แพ็ค (ไทยแลนด์) จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อยเศษพลาสติก,0,74000,บางโทรัด,เมืองสมุทรสาคร,สมุทรสาคร,10
ชลประทาน-เลียบคลองคันพนัง,เลขที่ 139/5, -,83,4400000,2128,3-106-35/48สค,2128,พรมงคล,,นำน้ำมันใช้แล้วและตัวทำละลายใช้แล้ว มาผ่านกรรมวิธีทางอุตสาหกรรม เพื่อนำกลับมาใช้เป็นเชื้อเพลิงทดแทน ซ่อมและล้างถังบรรจุสารเคมีที่ใช้แล้ว,10,74120,สวนส้ม,บ้านแพ้ว,สมุทรสาคร,5
เศรษฐกิจ 1,เลขที่ 555/7,วิรุณราษฎร์,83.3,36500000,2129,3-106-35/54สค,2129,บริษัท ไทย สิงห์ ทอง จำกัด,,หลอมหล่อเศษโลหะที่ไม่เป็นของเสียอันตราย เช่น สังกะสี อลูมิเนียม,15,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,2
-,เลขที่ 9/6,-,43.07,10000000,2130,3-106-36/57สค,2130,บริษัท พีพีที ไบโอเทรด จำกัด,,สกัดน้ำมันพืชใช้แล้วเพื่อทำไบโอดีเซล,7,74000,ชัยมงคล,เมืองสมุทรสาคร,สมุทรสาคร,1
-,เลขที่ 19/75,-,60,6430000,2131,3-106-38/60สค,2131,บริษัท เอกชัย เจริญทรัพย์ จำกัด,08 6551 5431,ผลิตผงอลูมินาไฮเดรต,4,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,9
-,เลขที่ 64/2,-,884.61,5000000,2132,3-106-4/46สค,2132,บริษัท ฮ้อบราเดอร์ส อินเตอร์เนชั่นแนล จำกัด,,ผลิตน้ำมันผสมสีทาบ้าน น้ำมันทาแบบ น้ำมันเลี้ยงโซ่ และน้ำมันหยอดทิ้งเอนกประสงค์จากน้ำมันใช้แล้ว ผลิตเชิ้อเพลิงทดแทน ล้างถังบรรจุภัณฑ์โดยใช้ตัวทำลาย คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย กลั่นน้ำมันหล่อลื่นใช้แล้ว เก็บรวบรวมแบตเตอรี่โดยไม่มีการแปรสภาพ,10,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,3
เลียบคลองสี่วาพาสวัสดิ์,เลขที่ 25/10,โรงงานทวีพร,15,7700000,2133,3-106-4/47สค,2133,ห้างหุ้นส่วนจำกัด เอส.ซี.ออยล์ กรุ๊ป แอนด์ เซอร์วิส,,ผลิตน้ำมันเชื้อเพลิงทดแทนจากน้ำมันใช้แล้ว,6,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,3
พระรามที่ 2,เลขที่ 138, -,16,1500000,2134,3-106-40/49สค,2134,บริษัท อังประภาสตีล จำกัด,,ผลิตน้ำมันผสมยาง (PUBBER OIL) และน้ำมันหยอดทิ้งจากน้ำมันหล่อลื่นที่ใช้แล้ว,5,74000,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,5
-,เลขที่ 340/2,-,143.5,30300000,2135,3-106-40/57สค,2135,บริษัท ฟูจิ รีไซเคิล ดรัม จำกัด,,ซ่อมและล้างบรรจุภัณฑ์ด้วยตัวทำละลาย ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นที่ใช้แล้ว และตัวทำละลายที่ใช้แล้ว,8,74110,ท่าไม้,กระทุ่มแบน,สมุทรสาคร,4
สายสมุทรสงคราม-สมุทรสาคร,เลขที่ โฉนดที่ดินเลขที่ 3590,-,74,3500000,2136,3-106-41/47สค,2136,นายประจวบ ทองเพ็ง,-,ปรับปรุงน้ำมันหล่อลื่นใช้แล้วเพื่อใช้ในงานอุตสาหกรรม,6,74000,กาหลง,เมืองสมุทรสาคร,สมุทรสาคร,2
-,เลขที่ 21/6,-,70,54000000,2137,3-106-41/60สค,2137,บริษัท ทริปเปิล พี เทอร์มินอล จำกัด,,ปรับปรุงคุณภาพผลิตภัณฑ์ปิโตรเลียมที่ปนเปื้อน น้ำมันเตาที่ปนเปื้อน น้ำมันหล่อลื่นที่ใช้แล้ว ตัวทำละลายอินทรีย์ที่ใช้แล้ว และกากตะกอนน้ำมันจากเรือเดินสมุทร รวมทั้งของเสียจากการสำรวจปิโตรเลียม และของเสียที่เกิดจากการทำความสะอาดแทงค์ฟาร์ม ทั้งทางบก และทางทะเล เพื่อมาผลิตเป็นเชื้อเพลิงผสม,8,74000,ท่าจีน,เมืองสมุทรสาคร,สมุทรสาคร,7
-,เลขที่ 59/8,-,554.59,2000000,2138,3-106-42/52สค,2138,บริษัท ลี่ ต้า ยางพารา (ไทยแลนด์) จำกัด,034 839450,รีไซเคิลยางพาราและเศษยางพาราทุกชนิด,26,74000,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,8
-,เลขที่ 48/67,-,20,5700000,2139,3-106-43/51สค,2139,บริษัท ทาร์ม กรุ๊ป จำกัด,-,นำน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้วมาผลิตเป็นเชื้อเพลิงทดแทน นำกากตะกอนน้ำมัน เศษผ้าปนเปื้อน กากสี กาวและเรซิ่น ที่ใช้แล้วมาผลิตเป็นเชื้อเพลิงผสม (Blending),7,74000,คอกกระบือ,เมืองสมุทรสาคร,สมุทรสาคร,1
-,เลขที่ 99/101,-,345,14350000,2140,3-106-43/53สค,2140,บริษัท เอ็นไวรอนเมนทอล โซลูชั่นส์ (สยาม) จำกัด,034 871594,นำกากตะกอนจากอุตสาหกรรมชุบโลหะและอุตสาหกรรมอิเล็กทรอนิกส์ที่มีโลหะมีค่า และสารเร่งปฏิกิริยาที่ใช้แล้วที่มีโลหะมีค่ามาผ่านกระบวนการอบแห้งเพื่อส่งออก,9,74000,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,2
พระรามที่ 2,เลขที่ 84/2,-,925.75,30000000,2141,3-106-43/58สค,2141,บริษัท อีออส ไซเอนทิฟิค จำกัด,0 3483 9467,กลั่นตัวทำละลายที่ใช้แล้วเพื่อนำกลับมาใช้ประโยชน์ใหม่,22,10330,บางโทรัด,เมืองสมุทรสาคร,สมุทรสาคร,4
-,เลขที่ 9/9,-,50,18000000,2142,3-106-44/53สค,2142,บริษัท เจ แอล เชมโทนิค จำกัด,,ผลิตเฟอร์ริคคลอไรด์ (Ferric Chloride) ผลิตเฟอร์รัสซัลเฟต (Ferrous) ผลิตสารส้ม (Aluminium Sulphate) และผลิต Poly Aluminium Chloride,10,74000,ชัยมงคล,เมืองสมุทรสาคร,สมุทรสาคร,1
-,เลขที่ 56/12,-,170,16500000,2143,3-106-45/51สค,2143,บริษัท วี แอนด์ บี มาร์เก็ตติ้งกรุ๊ป จำกัด,,นำน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรม เพื่อใช้เป็นน้ำมันทาแบบ น้ำมันหยอดทิ้ง และเชื้อเพลิงทดแทน ล้างบรรจุภัณฑ์ด้วยตัวทำละลาย,12,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,6
เอกชัย,เลขที่ 132,กองพนันพล,1456.11,200000000,2144,3-106-45/57สค,2144,บริษัท เจ แอนด์ บี เมททอล จำกัด,,หลอมหล่ออลูมิเนียมแท่ง อลูมิเนียมเม็ด จากเศษอลูมิเนียมและตะกรันอลูมิเนียม (Scrap and Dross),46,74000,บางน้ำจืด,เมืองสมุทรสาคร,สมุทรสาคร,2
-,เลขที่ 11/6,-,6,2400000,2145,3-106-46/47สค,2145,เพชรฤดีออยล์,-,นำน้ำมันหล่อลื่นใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรม เพื่อผลิตน้ำมันทาแบบไม้ น้ำมันหยอดทิ้ง น้ำมันเลี้ยงโซ่ และเชื้อเพลิงทดแทน,6,74110,สวนหลวง,กระทุ่มแบน,สมุทรสาคร,5
เลียบคลองสี่วา,เลขที่ 25/4,-,1284,0,2146,3-106-5/46สค,2146,บริษัท มหาชัยเอกศิริออลย์ จำกัด,034-854704,ทำเชื้อเพลิงผสมจากวัสดุปนเปื้อนต่าง ๆ เศษผ้าปนเปื้อน น้ำมันหล่อเย็น กากตะกอนน้ำมัน ดินปนเปื้อนน้ำมัน นำน้ำมันใช้แล้วและตัวทำละลายใช้แล้วมาผ่านกรรมวิธีการทางอุตสาหกรรม เพื่อนำกลับมาใช้ประโยชน์ใหม่เก็บรวบรวมวัสดุที่ไม่ใช้แล้ว เช่น แบตเตอรี่และหม้อแปลงไฟฟ้า,22,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,3
เศรษฐกิจ 1,เลขที่ 56/126,วัดศรีเมือง,94.25,0,2147,3-106-5/53สค,2147,บริษัท อาร์ เอ ที จำกัด,034 468701,รีไซเคิลกรดกำมะถันที่ใช้แล้ว,10,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,3
-,เลขที่ 111/1,-,862.22,6000000,2148,3-106-5/59สค,2148,บริษัท ซิน ไท่ หลง อินดัสตรี จำกัด,,ทำผลิตภัณฑ์จากยางรถยนต์ที่ใช้แล้ว เช่น ล้อรถเข็น ชิ้นส่วนอุปกรณ์เครื่องจักร เครื่องยนต์,44,74000,ท่าจีน,เมืองสมุทรสาคร,สมุทรสาคร,2
-,เลขที่ โฉนดที่ดินเลขที่ 143552,-,411,88000000,2149,3-106-51/60สค,2149,นางสาวพรทิพา พรล้ำฟ้า,,นำตัวทำละลาย (Solvent) กาว เศษกระดาษ เศษพลาสติก ห่อพลาสติก น้ำมันไฮโดรลิก และเศษผ้าปนเปื้อนที่เป็นวัสดุที่ไม่ใช้แล้ว มาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อผลิตเชื้อเพลิงทดแทนและเชื้อเพลิงผสม,50,74000,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,3
เลียบคลองหมื่นปรารมย์,เลขที่ 119,-,1274.7,8500000,2150,3-106-52/60สค,2150,บริษัท เอ.ซี.ซี เม็ททอล จำกัด,0 3487 6055-6,หลอมตะกรันและอลูมิเนียมดรอส (Aluminium Dross),10,74000,บางน้ำจืด,เมืองสมุทรสาคร,สมุทรสาคร,6
พระรามที่ 2,เลขที่ -,,176.8,9100000,2151,3-106-6/46สค,2151,ส.เจริญไทยกรุ๊ป,,ทำน้ำมันผสมสีทาบ้าน,10,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,1
-,เลขที่ 40/8,-,400.01,28000000,2152,3-106-6/54สค,2152,นางสาวสมใจ ครองสกุลสุข,,ผลิตเม็ดพลาสติกเกรดบี ผลิตภัณฑ์พลาสติกอื่นๆ จากพลาสติกใช้แล้ว,11,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,9
พระรามที่ 2,เลขที่ 111/8,-,360.88,12400000,2153,3-106-65/60สค,2153,บริษัท ออลไรส์กรุ๊ป จำกัด,08 1828 6440,ผลิตน้ำมันไบโอดีเซลจากน้ำมันปาล์ม น้ำมันที่ได้จากสัตว์ และน้ำมันพืชใช้แล้ว,10,74000,ท่าจีน,เมืองสมุทรสาคร,สมุทรสาคร,2
-,เลขที่ 93/3,-,196,7000000,2154,3-106-66/53สค,2154,บริษัท เจทีเอส เมทัล สแครป เทรดดิ้ง จำกัด,,หลอมเศษและตะกรันโลหะที่ไม่เป็นของเสียอันตราย คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย ผลิตภัณฑ์เกี่ยวกับโลหะ เช่น บานประตู หน้าต่างและชิ้นส่วนโคมไฟ,10,74000,บางน้ำจืด,เมืองสมุทรสาคร,สมุทรสาคร,2
เศรษฐกิจ 1,เลขที่ 109/14,คลองมะเดื่อ 13,476,90000000,2155,3-106-69/60สค,2155,บริษัท ธนโชค ออยล์ ไลท์ จำกัด,03484 9470-3,นำน้ำมันพืชทุกชนิดและน้ำมันพืชที่ใช้แล้วมาผ่านกระบวนการกรองและกลั่นให้สะอาดเพื่อนำไปเป็นวัตถุดิบในการผลิตอาหารสัตว์และไบโอดีเซล,16,74110,คลองมะเดื่อ,กระทุ่มแบน,สมุทรสาคร,5
เศรษฐกิจ1,เลขที่ 109/5,วปอ.11,510.74,32000000,2156,3-106-7/46สค,2156,บริษัท อันซิ่ง อินดัสทรี จำกัด,,"นำสารเคมีเสื่อมคุณภาพ สารเคมีจำพวกกรดหรือด่างที่ไม่ใช้แล้วมาผ่านกรรมวิธีการผลิตทางอุตสาหกรรม เพื่อนำกลับมาใช้ประโยชน์ใหม่ ล้างบรรจุภัณฑ์ที่ผ่านการบรรจุเคมีภัณฑ์แล้ว คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย สกัดโลหะมีค่า จากแผงวงจรอิเล็กทรอนิกส์ อบกากตะกอนที่มีองค์ประกอบของโลหะมีค่าจากอุตสาหกรรมชุบโลหะและอุตสาหกรรมอิเล็กทรอนิกส์
",35,74110,สวนหลวง,กระทุ่มแบน,สมุทรสาคร,9
เอกชัย,เลขที่ 48/174,-,27.28,5700000,2157,3-106-7/53สค,2157,บริษัท ดินเทคซ์ เอ.จี. จำกัด,,กลั่นตัวทำละลายใช้งานแล้วกลับมาใช้ใหม่,7,74000,คอกกระบือ,เมืองสมุทรสาคร,สมุทรสาคร,1
บางปลา,เลขที่ 79/1,ร่มเย็นพัฒนา,3650,22000000,2158,3-106-7/58สค,2158,บริษัท ทีเค กรีนโนลูชั่น จำกัด,034-827170,นำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผ่านกรรมวิธีการผลิตทางอุตสาหกรรมเพื่อผลิตเป็นผลสารสีเซรามิก (Ceramic pigment) สีต่าง ๆ เพื่อจำหน่าย,25,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,3
เอกชัย,เลขที่ 24/6,-,720,31000000,2159,3-106-72/53สค,2159,บริษัท บางกอก โตโย อินดัสเตรียล จำกัด,,ผลิตเม็ดพลาสติกเกรดบี ผลิตภัณฑ์พลาสติกอื่นๆ จากพลาสติกที่ใช้แล้ว,15,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,9
เศรษฐกิจ 1,เลขที่ 18/11,-,12,2500000,2160,3-106-8/47สค,2160,บริษัท เอ็นเอ็นอาร์ คอร์ปอเรชั่น จำกัด,,ปรับปรุงคุณภาพน้ำมันปิโตรเลียมและสารละลายเพื่อเป็นพลังงานทดแทนและน้ำมันทาแบบ,5,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,5
,"เลขที่ โฉนดที่ดินเลขที่ 96155,96156,96146",,3372.32,61000000,2161,3-106-8/57สค,2161,บริษัท ซีโนไทย มารีน โปรดักส์ จำกัด,,บดย่อยชิ้นส่วนอิเล็กทรอนิกส์ที่ใช้แล้วและเครื่องใช้ไฟฟ้าเก่า,40,74000,บางหญ้าแพรก,เมืองสมุทรสาคร,สมุทรสาคร,4
,เลขที่ 119,,429.38,45000000,2162,3-106-86/60สค,2162,บริษัท สยามรอแยล สตีล จำกัด,,ผลิตสังกะสีออกไซด์จากวัสดุที่ไม่ใช้แล้ว ที่มีสังกะสีเป็นองค์ประกอบ,21,74110,คลองมะเดื่อ,กระทุ่มแบน,สมุทรสาคร,7
,เลขที่ 168/1,,45,16000000,2163,3-106-89/60สค,2163,ห้างหุ้นส่วนจำกัด ธนะไพศาลโลหะ,,บดหรือย่อยตะกรันทองเหลือง ตะกรันซิงค์ ตะกรันอลูมิเนียม และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,30,74110,แคราย,กระทุ่มแบน,สมุทรสาคร,4
พระราม 2,เลขที่ 99/8, -,153.6,12500000,2164,3-106-9/51สค,2164,เอกชัยค้าถังพลาสติก,02 4513402,ซ่อมและล้างถังเหล็กด้วยตัวทำละลาย,11,74000,นาโคก,เมืองสมุทรสาคร,สมุทรสาคร,2
เพชรเกษม,เลขที่ 107,,61.5,7780000,2165,3-106-91/60สค,2165,บริษัท บีสไพพ์ฟิตติ้งอินดัสตรี จำกัด,0 2431 0006,ผลิตอิฐประสานจากทรายหล่อแบบที่ไม่เป็นของเสียอันตราย,3,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,4
