ไปรษณีย์,ประกอบกิจการ,TSIC,ลำดับ,เงินทุนรวม,เลขที่,อำเภอ,คนงานรวม,FID,หมู่,โทรศัพท์,คนงานชาย,ซอย,แรงม้า,GPS_lat,ถนน,ตำบล,คนงานหญิง,GPS_lng,ชื่อโรงงาน,สิ้นอายุ,factype,อนุญาต,_id,เลขทะเบียนเดิม,จังหวัด
,ไส-ซอยไม้,126000000000,1533,,เลขที่ 88,บางกรวย,1000000,-00120300125354-,5,,4800000,,13,04/01/1452,ตลิ่งชัน-บางบัวทอง,บางคูเวียง,650000,14/01/1449,บริษัท เล้ง ทรัพย์สมบูรณ์พาณิชย์ 1994 จำกัด,3,,4804,1533,ศ3-34(1)-1/35นบ,นนทบุรี
,เลื่อยไม้,3101198805,1534,,เลขที่ 99,ไทรน้อย,1000000,-00120000125381-,3,,30000000,,13,18/10/1452,บางกรวย-ไทรน้อยบ,ไทรน้อย,2000000,07/03/1453,บริษัท หาญตระกูล จำกัด,1,,20400,1534,ศ3-34(1)-1/38นบ,นนทบุรี
,แปรรูปไม้ทำวงกบประตูหน้าต่างไมคิ้วไม้บัวกลึงไม้เสาบันไดแกะสลักฉละลายไม้พื้นรางลิ้นรอบตัวและอบไม้,126000000000,1535,,เลขที่ 59/14,ไทรน้อย,4000000,-00120000125399-,1,,10000000,,14,09/02/1453,ปทุมธานี-บางเลน,ขุนศรี,1000000,25/03/1453,บริษัท ไทยนำแสงพนาภัณฑ์ จำกัด,1,,15000,1535,ศ3-34(1)-1/39นบ,นนทบุรี
,ไสและซอยไม้แปรรูป,104000000000,1536,,เลขที่ 255,เมืองนนทบุรี,200000,-00120000225330-,,,260000,ติวานนท์ 45,4,19/03/1450,ติวานนท์,ท่าทราย,200000,12/03/1447,ห้างหุ้นส่วนจำกัด ชัยพฤกษ์รุ่งเรือง,1,,3125,1536,ศ3-34(1)-2/33นบ,นนทบุรี
,เลื่อยไม้ โดยใช้เคร่ืองจักรแปรรูปไม้ 175 แรงม้า และอุปกรณ์เครื่องทุ่นแรง 44 แรงม้า,106000000000,1537,,เลขที่ 77,บางบัวทอง,5000000,-00120000225355-,5,,9000000,,11,18/01/1452,บางบัวทอง-สุพรรณบุรี,ละหาร,3500000,23/01/1449,บริษัท บัวทองศิริทรัพย์ จำกัด,1,,24000,1537,ศ3-34(1)-2/35นบ,นนทบุรี
11150,ทำวงกบประตู-หน้าต่างเครื่องเรือนเครื่องใช้ในบ้านเรือน ไม้คิ้ว ไม้บัว และกรอบรูปโดยใช้ไม้แปรรูป,16220,1538,26000000,เลขที่ 23/1,ไทรน้อย,202,-00120200125348-,11,5831740,12,,803.8,100.3112333,ไทรน้อย-ลาดบัวหลวง,ไทรใหญ่,190,,,14.07235,3,18/03/1451,1538,ศ3-34(2)-1/34นบ,นนทบุรี
11000,ทำพื้นไม้ปาร์เกต์ ไม้โมเสก ไม้ประสาน ไม้บัว เซาะร่องรางลิ้นรอบตัว,16220,1539,8600000,เลขที่ 72,เมืองนนทบุรี,40,-00120000225348-,,5895219,24,,371,100.5309333,,บางเขน,16,,บริษัท ลายวิจิตร จำกัด,13.8581,3,16/12/1450,1539,ศ3-34(2)-2/34นบ,นนทบุรี
,ทำวงกบ บานประตู หน้าต่าง ไม้คิ้ว ไม้บัว ไม้พื้น ปาร์เก้ ลูกกรง ราวบันได,,1540,,เลขที่ 78/13,บางบัวทอง,5000000,-00120000225363-,11,,0,,90,02/12/1450,บางกรวย-ไทรน้อย,บางบัวทอง,15000000,15/06/1451,ห้างหุ้นส่วนจำกัด พิบูลผลิตภัณฑ์ไม้,1,,10272,1540,ศ3-34(2)-2/36นบ,นนทบุรี
,ทำวงกบบานประตู-หน้าต่างและเครื่องเรือนจากไม้,126000000000,1541,,เลขที่ 69/1,บางบัวทอง,200000,-00120000325338-,5,,500000,,7,09/04/1450,บางกรวย-ไทรน้อย,บางบัวทอง,300000,01/06/1447,บริษัท มิลเลี่ยน วู้ด จำกัด,1,,4788,1541,ศ3-34(2)-3/33นบ,นนทบุรี
,ทำวงกบ ประตู-หน้าต่างไม้,3120000000000,1542,,เลขที่ 427,เมืองนนทบุรี,300000,-00120000625356-,,,10000000,,12,08/03/1450,รัตนาธิเบศร์,บางกระสอ,500000,17/02/1450,,1,,800,1542,ศ3-34(2)-6/35นบ,นนทบุรี
11140,แปรรูปไม้ ผลิตแผ่นไม้บาง ไม้อัด ทำเครื่องเรือนเครื่องใช้ในบ้านเรือน ไม้อัดหล่อแบบ ประตูไม้อัด ลังไม้อัด ไม้รองสินค้า,16210,1543,33000000,เลขที่ 83,บางใหญ่,40,-00120100125372-,6,,10,,8306.56,100.3253333,วัดต้นเชือก-จงกลถนอม,บางใหญ่,30,,บริษัท เฉลิมพรพลายวู้ด จำกัด,13.83273333,3,12/01/1451,1543,ศ3-34(3)-1/37นบ,นนทบุรี
,แปรรูปไม้ทำไม้ปาเก้โมเสคประตูหน้าต่างไม้คิ้วประตูไม้อัดไม้บาง(วีเนียร์)และไม้อัด,126000000000,1544,,เลขที่ 39/4,ไทรน้อย,10000000,-00120100125380-,4,,13500000,,18,02/06/1452,ฤชุพันธ์,ไทรใหญ่,20000000,27/09/1452,บริษัท โรงเลื่อยจักร เอช.ที.แอล จำกัด,1,,46240,1544,ศ3-34(3)-1/38นบ,นนทบุรี
,ผลิตไม้อัดพาติเคิลบอร์ด เครื่องเรือน และเครื่องใช้ในบ้านเรือนจากไม้,126000000000,1545,,เลขที่ 15/6,บางบัวทอง,20000000,-00120100225347-,8,,30000000,,43,16/12/1450,กรุงเทพ-สุพรรณบุรี,ละหาร,230000000,04/07/1448,บริษัท สหะชัยพาติเคิลบอร์ด จำกัด,3,,79736,1545,ศ3-34(3)-2/34นบ,นนทบุรี
11150,ทำไม้วีเนียร์ ไม้อัด ประตูไม้อัดและเครื่องเรือนจากไม้,16210,1546,89000000,เลขที่ 39/3,ไทรน้อย,430,-00120000225389-,4,,130,-,1251,100.3082667,ฤชุพันธ์,ไทรใหญ่,300,,บริษัท เมโทร พาเนล จำกัด,14.1127,3,25/09/1452,1546,ศ3-34(3)-2/38นบ,นนทบุรี
11110,ทำการแปรรูปไม้ผลิตแผ่นไม้บาง(วีเนียร์)แผ่นไม้อัดจำหน่าย ทำเครื่องเรือนเครื่องใช้ในบ้านเรือนวงกบประตูหน้าต่าง ปาร์เก้โมเสค,16210,1547,21800000,เลขที่ 40/6,บางบัวทอง,90,-00120000325387-,9,02 9255678-83,30,,5001,100.4076,ตลิ่งชัน-สุพรรณบุรี,ละหาร,60,,บริษัท สินเจริญ วีเนียร์ แอนด์ พลายวู้ด จำกัด,13.95405,3,12/10/1452,1547,ศ3-34(3)-3/38นบ,นนทบุรี
11150,ทำเครื่องใช้กรอบรูปและเครื่องเรือนจากไม้,16230,1548,37000000,เลขที่ 54,ไทรน้อย,195,-00120400125353-,1,0-2921-9715,75,,578.3,100.31205,ไทรน้อย-ลาดบัวหลวง,ราษฎร์นิยม,120,,บริษัท เวิลด์คราฟท์ จำกัด,14.04316667,3,10/01/1452,1548,ศ3-36(1)-1/35นบ,นนทบุรี
,ผลิตวงกบ ประตู หน้าต่าง ปาร์เกต์ กรอบรูป และเครื่องเรือนจากไม้,126000000000,1549,,เลขที่ 89,ไทรน้อย,2000000,-00120500125352-,2,,0,วัดราษฎร์นิยม,60,29/12/1451,บางบัวทอง-สุพรรณบุรี,ราษฎร์นิยม,4000000,13/01/1449,บริษัท เจนนิวท์ โปรดักท์ จำกัด,1,,28800,1549,ศ3-36(4)-1/35นบ,นนทบุรี
,ทำเฟอร์นิเจอร์เครื่องใช้สอยและวัสดุก่อสร้างจากไม้,106000000000,1550,,เลขที่ 9/1,ไทรน้อย,2000000,-00120200125371-,2,,12000000,,8,27/04/1451,ลาดหลุมแก้ว-บางเลน,ขุนศรี,8000000,25/02/1450,บริษัท ซื้อฮะฮวดอุตสาหกรรม จำกัด,1,,14700,1550,ศ3-37-1/37นบ,นนทบุรี
,ทำเฟอร์นิเจอร์จากไม้ปาร์ติเกิลบอร์ด,126000000000,1551,,เลขที่ 40/2,ไทรน้อย,4000000,-00120200125389-,5,,7000000,,25,22/03/1452,บางกรวย-ไทรน้อย,ไทรน้อย,8000000,05/05/1452,บริษัท เอส.เอส.เฟอร์นิเทค จำกัด,1,,15252,1551,ศ3-37-1/38นบ,นนทบุรี
,ทำเครื่องเรือนและเครื่องตบแต่งภายในอาคารจากปาติเกิลบอร์ด ไม้อัดและโฟเมก้า,106000000000,1552,,เลขที่ 23,เมืองนนทบุรี,2500000,-00120200225346-,,,0,,25,15/11/1450,เรวดี,ตลาดขวัญ,800000,03/05/1448,บริษัท ดูโรฟอร์ม จำกัด,1,,2944,1552,ศ3-37-2/34นบ,นนทบุรี
,ทำเครื่องเรือนจากไม้,,1553,,เลขที่ 50/2,เมืองนนทบุรี,1000000,-00120200225353-,7,,6000000,ประชาอุทิศ,44,23/01/1452,นนทบุรี 1,บางกระสอ,1000000,23/03/1449,,1,,2885,1553,ศ3-37-2/35นบ,นนทบุรี
,ปะเคลือบผิววัสดุด้วยแผ่นไม้บางกระดาษพลาสติกแผ่นตะกั่วหรือวัสดุอื่นที่ใช้แทนได้เพื่อทำเครื่องเรือนหรือเครื่องตบแต่งภายในอาคาร,106000000000,1554,,เลขที่ 9/3,ไทรน้อย,0,-00120100225388-,1,,0,,0,18/09/1452,ไทรน้อย-ลาดบัวหลวง,ราษฎร์นิยม,0,20/05/1453,บริษัท ธนพล ลามิเนต จำกัด,1,,86000,1554,ศ3-37-2/38นบ,นนทบุรี
11140,ผลิตตู้นาฬิกาตั้งพื้นและเครื่องเรือนจากไม้,31001,1555,9300000,เลขที่ 41/3,บางใหญ่,144,-00120000425336-,3,5717859,88,บางคูลัด,450.15,100.3700833,บางบัวทอง,บางใหญ่,56,,บริษัท คงคาแมนูแฟคเจอร์เรอร์ จำกัด,13.84148333,3,30/03/1450,1555,ศ3-37-4/33นบ,นนทบุรี
,ทำเครื่องเรือนจากไม้,106000000000,1556,,เลขที่ 71,ไทรน้อย,1000000,-00120000725339-,4,,3900000,,30,19/03/1450,บางกรวย-ไทรน้อย,ไทรน้อย,1000000,06/09/1447,กีรติเฟอร์นิเจอร์,1,,2400,1556,ศ3-37-7/33นบ,นนทบุรี
11110,ทำเครื่องเรือนจากไม้และเหล็ก,31001,1557,21000000,เลขที่ 52/3,บางบัวทอง,210,-00120000825352-,8,9255777,106,,738,100.3852,บางบัวทอง - สุพรรณบุรี,ละหาร,104,,บริษัท บางกอก เดค-คอน จำกัด,13.97556667,3,22/06/1450,1557,ศ3-37-8/35นบ,นนทบุรี
,ทำเครื่องเรือนจากไม้อัดประสานและปาร์ติเกิลบอร์ด,126000000000,1558,,เลขที่ 15/8,บางบัวทอง,760000000,-00120000925350-,8,,5000000,,1200,11/05/1450,ตลิ่งชัน-สุพรรณบุรี,ละหาร,70630423,20/11/1449,บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,1,,31903,1558,ศ3-37-9/35นบ,นนทบุรี
11110,ผลิตอาหารสำเร็จรูปเช่นซุปไก่สกัดรังนกบรรจุขวดและผลิตลูกอม,10139,1559,285000000,เลขที่ 52/8,บางบัวทอง,75,-00120000125357-,8,02-9255050,12,,12518.2,100.3892833,บางบัวทอง-สุพรรณบุรี,ละหาร,63,,บริษัท สก๊อต อินดัสเตรียล (ประเทศไทย) จำกัด,13.97675,3,24/04/1452,1559,ศ3-4(3)-1/35นบ,นนทบุรี
,ผลิตยาเขียวยากวาดและยาระบายเด็กอ่อน,124000000000,1560,,เลขที่ 11/1,บางบัวทอง,3000000,-00120100125398-,8,,6000000,วัดลาดปลาดุก,8,18/10/1453,รพช.บางไผ่-หนองเพรางาย,บางรักพัฒนา,3000000,16/12/1453,ห้างหุ้นส่วนจำกัด ยาตราใบโพธิ์,1,,9600,1560,ศ3-46(2)-1/39นบ,นนทบุรี
,ผลิตเครื่องสำอาง,106000000000,1561,,เลขที่ 114/7,บางกรวย,1000000,-00120600125351-,2,,2000000,,19,12/10/1450,กรุงนนท์-จงถนอม,มหาสวัสดิ์,1500000,15/12/1450,บริษัท เอส.เอส.แมนูแฟคเจอริ่ง จำกัด,1,,5000,1561,ศ3-47(3)-1/35นบ,นนทบุรี
,ผลิตเครื่องสำอาง,126000000000,1562,,เลขที่ 2,เมืองนนทบุรี,220500000,-00120300125370-,-,,22000000,นนทบุรี 20 แยก 1,164,20/01/1451,นนทบุรี 1,บางกระสอ,221778012,20/10/1450,บริษัท รีเอ็กซ์ โปรดักส์ จำกัด,1,,12800,1562,ศ3-47(3)-1/37นบ,นนทบุรี
,ทำผนังกั้นห้องผนังตึกกระดาษเขียนหนังสือด้วยโลหะเครื่องตกแ,106000000000,1563,,เลขที่ 47/4,เมืองนนทบุรี,2500000,-00120000125332-,1,,0,,36,23/03/1450,ติวานนท์,ตลาดขวัญ,3500000,08/06/1447,บริษัท ลิฟเบทเทอร์อินดัสตรีส์ จำกัด,1,,11200,1563,ศ3-63(2)-1/33นบ,นนทบุรี
11130,บรรจุผัก ผลไม้ และห้องเย็น,52293,1564,43000000,เลขที่ 13/11,บางกรวย,16,-00120700125350-,2,02-9851725-7,5,,123.94,100.4119667,บางบัวทอง-ตลิ่งชัน,บางคูเวียง,11,,บริษัท พิสิทธิชัยอินเตอร์เนชั่นแนล จำกัด,13.81168333,3,07/12/1451,1564,ศ3-91(1)-1/35นบ,นนทบุรี
,ห้องเย็นเก็บพริกแห้ง มะขามเปียกและผลไม้,106000000000,1565,,เลขที่ 11/1,เมืองนนทบุรี,500000,-00120100125323-,9,,11000000,,11,24/01/1452,,บางกร่าง,2500000,29/11/1446,บริษัท วรกิจเจริญสินค้าไทย จำกัด,1,,8800,1565,ศ3-92-1/32นบ,นนทบุรี
,ทำห้องเย็นแช่ผลิตผลทางการเกษตร,3100000000000,1566,,เลขที่ 159/10(โฉนดเลขที่ 27245),บางกรวย,2000000,-00120100125331-,1,,1200000,,0,23/03/1450,บางกรวย-ไทรน้อย,ปลายบาง,2000000,30/04/1447,,1,,2860,1566,ศ3-92-1/33นบ,นนทบุรี
,ผลิตหรือประกอบผลิตภัณฑ์อิเลคทรอนิคส์(IntergratedCircuit),106000000000,1567,,เลขที่ 229,ปากเกร็ด,1987000000,-00120200125330-,4,,0,,276,12/05/1450,แจ้งวัฒนะ,ปากเกร็ด,0,27/03/1447,บริษัท อินฟินีออน เทคโนโลยีส์ (ประเทศไทย) จำกัด,1,,20000,1567,ส3-69-1/33นบ,นนทบุรี
,ผลิตเลนส์แว่นตาพลาสติก,108000000000,1568,,เลขที่ 15/5,บางบัวทอง,469572200,-00120800125359-,6,,84494252,-,230,06/12/1451,บางบัวทอง-สุพรรณบุรี,ละหาร,104888217,12/03/1449,บริษัท ไทยออพติคอล กรุ๊ป จำกัด (มหาชน),1,,22956,1568,ส3-82-1/35นบ,นนทบุรี
,กาแฟผสม,126000000000,1569,,เลขที่ 23/3,บางบัวทอง,1000000,-60120044525676-,4,,5000000,แสงทอง 1,22,05/02/1481,บางกรวย - ไทรน้อย,บางบัวทอง,1200000,20/02/1481,บริษัท นครหลวงกาแฟ จำกัด,1,,2994,1569,อ2-12(2)-5/67นบ,นนทบุรี
11110,ทำอาหารผสมสำหรับสัตว์เลี้ยง,10801,1570,22800000,เลขที่ 38/10,บางบัวทอง,22,-60120020825645-,5,02-9268171,20,,58,13.948697,บางกรวย-ไทรน้อย,บางบัวทอง,2,100.375394,บริษัท แอตลัส โปรดักส์ จำกัด,,2,12/01/1478,1570,อ2-15(1)-1/64นบ,นนทบุรี
11110,เครื่องดื่มที่ไม่มีแอลกอฮอล์,11049,1571,18080000,เลขที่ 48/135,บางบัวทอง,13,-60120277425644-,6,827828325,3,,67.15,13.88737287,บางกรวย-ไทรน้อย,บางรักใหญ่,10,100.4414724,บริษัท เอชไอซี รีพับบลิค จำกัด,,2,21/04/1478,1571,อ2-20(2)-6/64นบ,นนทบุรี
11150,กรอด้ายและปั่นด้าย,13131,1572,1300000,เลขที่ 30/1,ไทรน้อย,6,-60120215725642-,8,,4,วัดคลองตายคล้าย,62.81,13.99595862,บางกรวย-ไทรน้อย,ไทรน้อย,2,100.3458612,บริษัท ทีเอฟเอส แฟนซี สเปินนิ่ง,,2,17/03/1478,1572,อ2-22(1)-3/64นบ,นนทบุรี
11120,ตัดเย็บเสื้อผ้าสำเร็จรูป,14111,1573,9000000,เลขที่ 34/23,ปากเกร็ด,53,-60120036625641-,1,0 2980 9500,4,,58.29,13.89792197,แจ้งวัฒนะ,คลองเกลือ,49,100.550845,บริษัท แฟคทอรี่ เกิร์ลส์ จำกัด,,2,13/01/1478,1573,อ2-28(1)-101/64นบ,นนทบุรี
11000,ตัดเย็บเสื้อผ้าสำเร็จรูป,14111,1574,35000000,เลขที่ 206,เมืองนนทบุรี,70,-60120215525646-,,589-0123,32,งามวงศ์วาน 23,17.38,13.86714891,,บางกระสอ,38,100.5359885,บริษัท ไนซ์ แอพพาเรล จำกัด,,2,17/03/1478,1574,อ2-28(1)-102/64นบ,นนทบุรี
11000,ตัดเย็บเสื้อผ้าสำเร็จรูปตัดเย็บมุ้งทำเครื่องสนามและเต้นท์,14111,1575,7800000,เลขที่ 54/1/1,เมืองนนทบุรี,55,-60120230925649-,8,5802553,5,,71,13.8731168,สนามบินน้ำ,บางกระสอ,50,100.5024704,บริษัท ภูรินทร์ อินเตอร์เนชั่นแนล จำกัด,,2,23/03/1478,1575,อ2-28(1)-103/64นบ,นนทบุรี
11140,ตัดเย็บเสื้อผ้าสำเร็จรูป,14111,1576,1500000,เลขที่ 33/5,บางใหญ่,52,-60120177825646-,10,,24,,42.35,13.900221,,บางแม่นาง,28,100.379768,บริษัท โนเอ็นทรานซ์ จำกัด,,2,22/02/1478,1576,อ2-28(1)-104/64นบ,นนทบุรี
11110,ผลิตรองเท้านิรภัย,15202,1577,2610000,เลขที่ 38/2,บางบัวทอง,60,-60120279325644-,5,,10,-,21.31,13.918527,บางไผ่-หนองเพรางาย,บางคูรัด,50,100.344827,บริษัท มาสเตอร์ แมค อินดัสทรี จำกัด,,2,22/04/1478,1577,อ2-33-7/64นบ,นนทบุรี
11140,ทำกล่องกระดาษลูกฟูก,17020,1578,5800000,เลขที่ 2/20,บางใหญ่,6,-60120177225649-,4,0-2922-1125,4,ประชาร่วมใจ,68.5,13.86967,บางโค-กำนันจิตร์,บางแม่นาง,2,100.384565,มิตรภาพบรรจุภัณฑ์,,2,22/02/1478,1578,อ2-39-55/64นบ,นนทบุรี
11140,ผลิตภาชนะบรรจุจากกระดาษ,17020,1579,10110000,เลขที่ 10/9,บางใหญ่,18,-60120178825645-,5,0-1617-2983,13,แก้วอินทร์,59,13.87089414,ตลิ่งชัน-สุพรรณบุรี,เสาธงหิน,5,100.400582,บริษัท ฐาปนา บรรจุภัณฑ์ จำกัด,,2,22/02/1478,1579,อ2-39-57/64นบ,นนทบุรี
11110,พิมพ์สติกเกอร์และสิ่งพิมพ์ต่างๆ,17092,1580,9800000,เลขที่ 187/18,บางบัวทอง,18,-60120029625640-,3,9207200-3,12,ร่มโพธิ์ทอง,51.5,13.886742,บางกรวย-ไทรน้อย,บางรักพัฒนา,6,100.431015,บริษัท โมเดอร์น พริ้น เทค แอนด์ เลเบิ้ล จำกัด,,2,12/01/1478,1580,อ2-41(1)-21/64นบ,นนทบุรี
11140,พิมพ์สิ่งพิมพ์ต่างๆ,17092,1581,7000000,เลขที่ 36/11,บางใหญ่,0,-60120022325644-,14,02-8331927,0,,70.5,13.853322,บางโค-กำนันจิตร์,บางแม่นาง,0,100.404121,บริษัท ธนภัทร (2006) พริ้นติ้ง จำกัด,,2,12/01/1478,1581,อ2-41(1)-76/64นบ,นนทบุรี
11000,พิมพ์สิ่งพิมพ์ต่าง ๆ,17092,1582,15000000,เลขที่ 198/1,เมืองนนทบุรี,8,-60120030225646-,9,,5,เทพพนม 15,60,13.86224205,ติวานนท์ 24,บางกระสอ,3,100.5240559,บริษัท โรงพิมพ์ คลังวิชา จำกัด,,2,12/01/1478,1582,อ2-41(1)-90/64นบ,นนทบุรี
11140,ประกอบเรือยาง,22199,1583,3300000,เลขที่ 28/8,บางใหญ่,12,-60120178025642-,5,,10,ไวฉลาด,59.69,13.85207478,เทศบาล 6,บางแม่นาง,2,100.3894484,บริษัท ศรีประชาอุตสาหกรรม จำกัด,,2,22/02/1478,1583,อ2-52(4)-13/64นบ,นนทบุรี
11110,ผลิต ผลิตภัณฑ์พลาสติก ทำเครื่องใช้ หรือเครื่องประดับ และรวมถึงชิ้นส่วนของผลิตภัณฑ์ดังกล่าว,22210,1584,22600000,เลขที่ 23/4,บางบัวทอง,37,-60120158925647-,4,,24,,54.4,13.923644,บ้านกล้วย-ไทรน้อย,พิมลราช,13,100.393127,บริษัท เอส.พี.เอ็น.แอร์โร่พาร์ท จำกัด,,2,17/02/1478,1584,อ2-53(1)-61/64นบ,นนทบุรี
11110,ผลิต ผลิตภัณฑ์พลาสติก ทำเครื่องใช้ หรือเครื่องประดับ และรวมถึงชิ้นส่วนของผลิตภัณฑ์ดังกล่าว,22210,1585,5000000,เลขที่ 23/6,บางบัวทอง,30,-60120159025645-,4,0-2191-6947-8,15,,52.15,13.923512,บ้านกล้วย-ไทรน้อย,พิมลราช,15,100.392896,บริษัท วี.วี.พี.โปรดักส์ จำกัด,,2,17/02/1478,1585,อ2-53(1)-62/64นบ,นนทบุรี
11000,ผลิตภาชนะบรรจุเช่นถุงพลาสติก,22220,1586,1300000,เลขที่ 213,เมืองนนทบุรี,9,-60120028325648-,,02-5894023,6,,73.8,13.867897,ประชาชื่น,บางเขน,3,100.546996,-,,2,12/01/1478,1586,อ2-53(4)-43/64นบ,นนทบุรี
11110,ผลิตคอนกรีตผสมเสร็จ,23953,1587,2320000,เลขที่ 99/1,บางบัวทอง,60,-60120137525666-,6,894572767,48,,45.86,,,บางรักพัฒนา,12,,บริษัท นิวส์ พรีคาสท์ จำกัด,,2,04/09/1480,1587,อ2-58(1)-16/66นบ,นนทบุรี
11130,ผลิตแผ่นพื้นคอนกรีตและเสาเข็มคอนกรีต,23953,1588,7500000,เลขที่ 44/14,บางกรวย,12,-60120026925647-,4,,9,-,60.5,13.81919626,พิชัยเขต,ศาลากลาง,3,100.3470183,บริษัท เข็มทองรุ่งเรืองคอนกรีต จำกัด,,2,12/01/1478,1588,อ2-58(1)-176/64นบ,นนทบุรี
11110,ผลิตผลิตภัณฑ์คอนกรีต เช่น แผ่นพื้นสำเร็จ เสาเข็มคอนกรีต,23953,1589,275000,เลขที่ 57/3,บางบัวทอง,7,-60120231325641-,13,02-5717747,7,,58,13.93030518,บางบัวทอง-สุพรรณบุรี,บางบัวทอง,0,100.4153532,ห้างหุ้นส่วนจำกัด บี.ที.ซี.ไวร์เมช,,2,23/03/1478,1589,อ2-58(1)-221/64นบ,นนทบุรี
11130,ผลิตคอนกรีตผสมเสร็จ,23953,1590,4700000,เลขที่ 48/15,บางกรวย,5,-60120231225643-,1,01-9161009,5,วัดพระเงิน,52,13.82408029,กาญจนาภิเษก,ศาลากลาง,0,100.384062,กรรัชฎ์ คอนกรีต,,2,23/03/1478,1590,อ2-58(1)-222/64นบ,นนทบุรี
11110,โรงงานผลิต ตบแต่ง ดัดแปลง หรือซ่อมแซมเครื่องมือเครื่องใช้ที่ทำด้วยเหล็ก หรือเหล็กกล้า และรวมถึงสาวนประกอบหรืออุปกรณ์ของเครื่องมือเครื่องใช้ดังกล่าว,24109,1591,4780000,เลขที่ 14/5,บางบัวทอง,41,-60120142325664-,1,063-208-6621,29,ปู่เทพ-ปู่จันทร์,75,13.932424,บางกวย-ไทรน้อย,บางบัวทอง,12,100.407592,บริษัท บางบัวทอง สแตนเลส จำกัด,,2,11/09/1480,1591,อ2-61-1/66นบ,นนทบุรี
11110,ผลิตเหล็กตะแกรงไวร์เมช  และแผ่นเมทัลชีท,24109,1592,15000000,เลขที่ 57/3,บางบัวทอง,46,-60120074525679-,13,,35,,50,13.929942,บางบัวทอง - สุพรรณบุรี,บางบัวทอง,11,100.416066,ห้างหุ้นส่วนจำกัด บี.ที.ซี.ไวร์เมช,,2,04/03/1481,1592,อ2-61-5/67นบ,นนทบุรี
11000,ทำโครงสร้างเฟอร์นิเจอร์และชิ้นส่วนอื่น ๆ จากโลหะ,31002,1593,5500000,เลขที่ 93/34,เมืองนนทบุรี,8,-60120039825644-,8,02-9655066,6,รัตนาธิเบศร์ 17(เขมทัต 1),66.5,13.862139,รัตนาธิเบศร์,บางกระสอ,2,100.497135,วิเชียรเฟอร์นิเจอร์,,2,14/01/1478,1593,อ2-62-21/64นบ,นนทบุรี
11110,ทำผลิตภัณฑ์จากโลหะ,25949,1594,7480000,เลขที่ 71/25 - 26,บางบัวทอง,6,-60120040325642-,5,9636637-9,6,,48.5,13.948004,บางกรวย-ไทรน้อย,บางบัวทอง,0,100.376509,บริษัท พี.อาร์.ไอ.ผลิตภัณฑ์ จำกัด,,2,14/01/1478,1594,อ2-64(1)-6/64นบ,นนทบุรี
11140,ทำราวเหล็กลูกฟูกกันอันตราย (การ์ดเรล),25910,1595,57000000,เลขที่ 30/9,บางใหญ่,14,-60120002825662-,4,806356653,9,เทศบาล 9,75,,-,บางใหญ่,5,,บริษัท เบญจภูมิ ทราฟฟิค จำกัด,,2,23/09/1479,1595,อ2-64(12)-2/66นบ,นนทบุรี
11000,ตัด พับ ม้วนโลหะ และทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร เช่น ที่รองรับระดับเส้นลวด,25910,1596,35132500,เลขที่ 5,เมืองนนทบุรี,24,-60120122725651-,,081-6142656,14,พิบูลสงคราม20,73.5,13.831711,พิบูลสงคราม,สวนใหญ่,10,100.501696,บริษัท ที.เอส.คอนแทรกท์ นนทบุรี จำกัด,,2,20/07/1479,1596,อ2-64(12)-7/65นบ,นนทบุรี
11140,รับจ้างตัด พับ ม้วน เจาะ เจียน หรือเชื่อมโลหะทั่วไป เช่น รางน้ำฝน ลูกหมุนระบายอากาศ เป็นต้น,25910,1597,10000000,เลขที่ 3/9-11,บางใหญ่,13,-60120215325641-,6,0-2801-3107,8,-,55,13.874911,ตลิ่งชัน-สุพรรณบุรี,เสาธงหิน,5,100.409325,เลิศลอย บางใหญ่,,2,17/03/1478,1597,อ2-64(12)-78/64นบ,นนทบุรี
11000,รับจ้างกลึงและเชื่อมโลหะ,25922,1598,2300000,เลขที่ 19/93-94,เมืองนนทบุรี,7,-60120027125643-,2,9691286,7,เรวดี,56,13.858071,ติวานนท์,ตลาดขวัญ,0,100.494758,ห้างหุ้นส่วนจำกัด พี.เอส.เอ. แมชชีนเนอรี่,,2,12/01/1478,1598,อ2-64(13)-239/64นบ,นนทบุรี
11000,กลึงโลหะ,25922,1599,2200000,เลขที่ 38/85-86,เมืองนนทบุรี,10,-60120028025644-,3,,10,เรวดี,72.5,13.85856,ติวานนท์,ตลาดขวัญ,0,100.485814,ห้างหุ้นส่วนจำกัด พี.เอส.เอ.แมชชีนเนอรี่,,2,12/01/1478,1599,อ2-64(13)-240/64นบ,นนทบุรี
11000,รับจ้างกลึง-เชื่อมโลหะ,25922,1600,13800000,"เลขที่ 14,16,18",เมืองนนทบุรี,26,-60120021725646-,8,9503313-5,13,,68.5,13.861139,,บางกระสอ,13,100.512618,บริษัท อัพอิ้งก์ จำกัด,,2,12/01/1478,1600,อ2-64(13)-241/64นบ,นนทบุรี
