ถนน,เลขที่,ซอย,FID,แรงม้า,เงินทุนรวม,_id,เลขทะเบียนเดิม,ลำดับ,ชื่อโรงงาน,โทรศัพท์,ประกอบกิจการ,คนงาน,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
,เลขที่ ,,10250500000000,6405.6,1294200000,1685,3-106-1/45ปจ,1685,บริษัท เทคโนโลยี่ เอ็นไวรอนเมนทอล เมเนจเม้นต์ จำกัด,,"กำจัดและบำบัดขยะและของเสียจากชุมชน,นำขยะและของเสียจากชุมชนกลับมาใช้ประโยชน์",270,25110,เขาไม้แก้ว,กบินทร์บุรี,ปราจีนบุรี,"1,1"
-,เลขที่ 165,-,10250600000000,247.4,11300000,1686,3-106-1/46ปจ,1686,บริษัท อีสท์ ทูเก็ทเธอ อินดัสเทรียล จำกัด,01-2985119,การปรับสภาพสารตัวทำละลายและน้ำมันที่ใช้แล้ว เช่น น้ำมันเคลือบเส้นด้าย น้ำมันไฮดรอลิค ฯลฯ,18,25140,ท่าตูม,ศรีมหาโพธิ,ปราจีนบุรี,3
ทางหลวงหมายเลข 304,เลขที่ 141,-,10250100000000,87,9000000,1687,3-106-1/51ปจ,1687,บริษัท พงษ์เทพ กรุ๊ป รีไซเคิล จำกัด,,นำน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้วมาผลิตเป็นเชื้อเพลิงทดแทน นำน้ำมันพืชที่ใช้แล้วมาผลิตไบโอดีเซล ซ่อมและล้างถังบรรจุภัณฑ์ และผลิตเชื้อเพลิงเหลวจากยาง,25,25140,กรอกสมบูรณ์,ศรีมหาโพธิ,ปราจีนบุรี,3
-,เลขที่ 252,-,10250000000000,1489.48,15020000,1688,3-106-12/47ปจ,1688,บริษัท อาร์.ดี.แหล่ง กรีน เคมี จำกัด,0 2635 3155,นำตัวทำละลายและน้ำมันใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรม เพื่อนำกลับมาใช้ประโยชน์ใหม่ ซ่อมและล้างบรรจุภัณฑ์ปนเปื้อนสารเคมีและน้ำมัน,34,25140,ท่าตูม,ศรีมหาโพธิ,ปราจีนบุรี,7
,เลขที่ โฉนดที่ดินเลขที่ 22256,,10250000000000,68,1000000,1689,3-106-13/57ปจ,1689,บริษัท สยาม กรีน เวสท์ จำกัด,,นำน้ำมันหล่อลื่นและตัวทำละลายใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรม โดยกระบวนการกรองเพื่อนำกลับมาใช้ประโยชน์ใหม่ นำเปลือกและเมล็ดกาแฟที่ไม่เหมาะสมสำหรับการบริโภคหรือแปรรูปมาผ่านกรรมวิธีการผลิตทางอุตสาหกรรมโดยกระบวนการบดย่อยเพื่อนำไปใช้ประโยชน์ทำปุ๋ยหมักหรือสารปรับปรุงดิน,9,25140,หัวหว้า,ศรีมหาโพธิ,ปราจีนบุรี,
ร.พ.ช.บ้านระเบอะไผ่,"เลขที่ โฉนดที่ 14177, น.ส.3ก. เลขที่ 2129",-,10250000000000,3132.5,95000000,1690,3-106-14/59ปจ,1690,บริษัท ซิน ซิน เมทัลส์ จำกัด,,บดย่อยแผงวงจรอิเล็กทรอนิกส์ หลอมหล่อตะกรันทองแดง ,60,10220,ศรีมหาโพธิ,ศรีมหาโพธิ,ปราจีนบุรี,
-,เลขที่ โฉนดที่ดินเลขที่ 2172,-,10250100000000,445,50000000,1691,3-106-16/60ปจ,1691,บริษัท จ้งเชิง (อินเตอร์เนชั่นแนล) จำกัด,,นำของเสียจากอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์มาผ่านกรรมวิธีบดย่อย เพื่อหลอมโลหะกลับมาใช้ประโยชน์ใหม่,31,10130,หัวหว้า,ศรีมหาโพธิ,ปราจีนบุรี,6
,"เลขที่ โฉนดที่ดินเลขที่ 14002,69840,70189",,10250100000000,4184.57,115000000,1692,3-106-16/62ปจ,1692,บริษัท อี.เทค แมเนจเมนท์ (ประเทศไทย) จำกัด,,ถอดแยกอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ และบดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์บดย่อยแผงวงจรอิเล็กทรอนิกส์ เศษสายไฟ และหลอมโลหะมีค่ากลับมาใช้ใหม่,150,10230,ลาดตะเคียน,กบินทร์บุรี,ปราจีนบุรี,8
,เลขที่ 18/3,,10250100000000,666,10000000,1693,3-106-20/62ปจ,1693,บริษัท พงษ์เทพ กรุ๊ป รีไซเคิ้ล จำกัด,,ผลิตเชื้อเพลิงผสมจากสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,20,25140,ศรีมหาโพธิ,ศรีมหาโพธิ,ปราจีนบุรี,9
-,เลขที่ 334,-,10250000000000,178.15,164901000,1694,3-106-23/51ปจ,1694,บริษัท ซีเอ็มเค คอร์ปอเรชั่น (ประเทศไทย) จำกัด,037 207500,แยกโลหะทองแดงจากน้ำเสียจากกระบวนการกัดลายวงจร เพื่อนำกลับมาใช้ใหม่,16,25140,ท่าตูม,ศรีมหาโพธิ,ปราจีนบุรี,7
-,เลขที่ 205,-,10250000000000,500,45407500,1695,3-106-24/56ปจ,1695,บริษัท จีเอ็มไบโอเทค (กบินทร์บุรี) จำกัด,,ทำสารปรับปรุงดินจากสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตรายจากอุตสาหกรรมอาหาร ทำวัสดุภัณฑ์ในการก่อสร้าง เช่น เสาปูน ท่อน้ำ อิฐบล็อก จากสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น ทรายหล่อแบบ ไส้ทราย,27,25110,กบินทร์,กบินทร์บุรี,ปราจีนบุรี,10
-,เลขที่ 230,-,10250100000000,192.59,15000000,1696,3-106-26/59ปจ,1696,บริษัท อีบีพี เมทอล 2014 จำกัด,,ทำเชื้อเพลิงทดแทนจากน้ำมันที่ใช้แล้ว ตัวทำละลายที่ใช้แล้วและน้ำมันปนเปื้อนน้ำสกัดโลหะมีค่าจากน้ำยาชุบโลหะ อบกากตะกอนที่มีโลหะมีค่าจากอุตสาหกรรมชุบโลหะและอุตสาหกรรมอิเล็กทรอนิกส์ บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์,7,25110,ลาดตะเคียน,กบินทร์บุรี,ปราจีนบุรี,1
,เลขที่ โฉนดที่ดินเลขที่ 64678,,10250000000000,194,7500000,1697,3-106-3/61ปจ,1697,บริษัท ล้อทองคำ เวสต์ จำกัด,,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้ว ทำเชื้อเพลิงผสมชนิดแข็ง (Solid Blending) ซ่อมและล้างบรรจุภัณฑ์ด้วยตัวทำละลาย ทำสีกันสนิมเกรดบี ทำปุ๋ยจากตะกอนชีวภาพ ทำวัสดุภัณฑ์ในการก่อสร้างจากของเสียที่ไม่เป็นอันตราย ทำน้ำยาล้างพื้น ล้างรถ,20,25000,วังตะเคียน,กบินทร์บุรี,ปราจีนบุรี,4
ทางหลวงหมายเลข 304,เลขที่ 18,-,10250000000000,181.16,8000000,1698,3-106-32/50ปจ,1698,วงษ์พาณิชย์ปราจีนบุรี,037 414455,ทำเม็ดพลาสติกเกรดบี นำน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้วมาผลิตเป็นเชื้อเพลิงทดแทน ซ่อมและล้างถังบรรจุภัณฑ์ เก็บรวบรวมแบตเตอรี่โดยไม่มีการแปรสภาพ รีไซเคิลหลอดฟูออเรสเซนต์ที่ไม่ใช้แล้วมาผ่านกรรวิธีทางอุตสาหกรรมเพื่อนำกลับมาใช้ใหม่,10,25140,กรอกสมบูรณ์,ศรีมหาโพธิ,ปราจีนบุรี,3
,เลขที่ 125,,10250000000000,190,90000000,1699,3-106-32/57ปจ,1699,บริษัท เนชั่นแนล เพาเวอร์ แพลนท์ 5 จำกัด,0 3720 8841,นำขี้เถ้าขาวที่ไม่ต้องการใช้แล้วแปรรูปเป็นโซเดียมซัลเฟต ,3,25140,ท่าตูม,ศรีมหาโพธิ,ปราจีนบุรี,2
-,เลขที่ 217,-,10250000000000,190,90000000,1700,3-106-33/57ปจ,1700,บริษัท เนชั่นแนล เพาเวอร์ แพลนท์ 5 จำกัด,0 3720 8841-8,นำขี้เถ้าขาวที่ไม่ต้องการใช้แล้วแปรรูปเป็นโซเดียมซัลเฟต ,3,25140,ท่าตูม,ศรีมหาโพธิ,ปราจีนบุรี,2
-,เลขที่ 96/1,-,10250000000000,20,3000000,1701,3-106-34/47ปจ,1701,นายอดิศร มงคล,,นำเครื่องใช้ไฟฟ้าและอุปกรณ์อิเล็กทรอนิกส์ที่ผ่านการใช้งานแล้วมาผ่านกระบวนการทางอุตสาหกรรม โดยการซ่อมแซม ปรับปรุง เปลี่ยนแปลง หรือแปรสภาพ เพื่อนำกลับมาใช้ประโยชน์ใหม่,5,25140,ดงกระทงยาม,ศรีมหาโพธิ,ปราจีนบุรี,1
-,เลขที่ น.ส.3ก.เลขที่ 997,-,10250000000000,274.5,11800000,1702,3-106-34/59ปจ,1702,บริษัท เอเซีย กรีน รีสแครป จำกัด,,บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์,10,25110,นาแขม,กบินทร์บุรี,ปราจีนบุรี,6
,เลขที่ 62,,10250000000000,876.59,83000000,1703,3-106-35/61ปจ,1703,บริษัท ที แอนด์ ที เวสท์ แมเนจเม้นท์ 2017 จำกัด,,ทำเชื้อเพลิงทดแทน สกัดโลหะมีค่าจากน้ำยาชุบโลหะ อบกากตะกอนที่มีโลหะมีค่า บดย่อยชิ้นส่วนอุปกรณ์เครื่องใช้ไฟฟ้าและอิเล็กทรอนิกส์ นำกรดและด่างที่ใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อนำกลับมาใช้ประโยชน์ใหม่ ทำเชื้อเพลิงผสม ซ่อมและล้างบรรจุภัณฑ์ หลอมหล่อทองแดงจากกากตะกอนของเสียที่มีทองแดงเป็นส่วนประกอบ คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,30,25140,ศรีมหาโพธิ,ศรีมหาโพธิ,ปราจีนบุรี,10
ทางหลวงสาย 304,เลขที่ 305,-,10250000000000,163,16250000,1704,3-106-36/50ปจ,1704,บริษัท สุวรรณภูมิ เวสต์ รีคัฟเวอรี่ จำกัด,0 2240 4067 8,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นใช้แล้ว ตัวทำละลายใช้แล้ว ทำเชื้อเพลิงผสมจากกากตะกอนปนเปื้อนน้ำมันและเศษผ้าปนเปื้อนน้ำมัน บดเศษและตะกรันโลหะ,7,25140,หนองโพรง,ศรีมหาโพธิ,ปราจีนบุรี,8
-,เลขที่ 789,-,10250000000000,22.5,3000000,1705,3-106-37/60ปจ,1705,บริษัท วิบูลย์พูลทรัพย์สตีล จำกัด,08 2466 1888,ทำเชื้อเพลิงผสม เชื้อเพลิงทดแทนจากตัวทำละลายเคมีภัณฑ์และน้ำมันหล่อลื่นใช้แล้วโดยผ่านกรรมวิธีการผลิตทางอุตสาหกรรม,7,25140,กรอกสมบูรณ์,ศรีมหาโพธิ,ปราจีนบุรี,4
3079,เลขที่ 1,-,10250000000000,226.2,35000000,1706,3-106-4/56ปจ,1706,บริษัท ดั๊บเบิ้ล เอ (1991) จำกัด (มหาชน),037208800ต่อ6226,ปรับปรุงคุณภาพน้ำมันที่ไช้แล้วเพื่อใช้เป็นเชื้อเพลิงทดแทน,12,25140,ท่าตูม,ศรีมหาโพธิ,ปราจีนบุรี,2
-,เลขที่ 78,-,10250100000000,333.09,17315892,1707,3-106-4/59ปจ,1707,บริษัท อี 85 จำกัด,,นำกากตะกอนจากระบบบำบัดน้ำเสียมาผลิตเป็นสารปรับปรุงดิน,9,25140,ท่าตูม,ศรีมหาโพธิ,ปราจีนบุรี,4
,เลขที่ โฉนดที่ดินเลขที่ 65411,,10250000000000,951.28,12400000,1708,3-106-4/62ปจ,1708,บริษัท หัวไท้เหรียญว่าซั้ว จำกัด,,ทำผลิตภัณฑ์ซิลิโคนจากซิลิโคนใช้แล้วหรือเสื่อมสภาพ,30,25110,ลาดตะเคียน,กบินทร์บุรี,ปราจีนบุรี,3
ทางหลวงหมายเลข 3079,เลขที่ 18/3, -,10250000000000,300,5000000,1709,3-106-40/48ปจ,1709,บริษัท สามเอ็น คอร์ป (ประเทศไทย) จำกัด,,นำน้ำมันหล่อลื่น ตัวทำละลายที่ใช้แล้วมาผลิตเป็นเชื้อเพลิงทดแทน เคมีภัณฑ์ที่ใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อนำกลับมาใช้ประโยชน์ใหม่ ซ่อมและล้างถังด้วยตัวทำละลาย นำสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว จากโรงงานอุตสาหกรรมมาผลิตเป็นอิฐบล็อก อิฐปูพื้น ซ่อมแซม ดัดแปลง ปรับปรุงเครื่องใช้ไฟฟ้าและอุปกรณ์อิเล็กทรอนิกส์ นำเศษผ้าปนเปื้อนกากตะกอนน้ำมัน และดินปนเปื้อนน้ำมันมาทำเชื้อเพลิงผสม (BLENDING),18,25140,ศรีมหาโพธิ,ศรีมหาโพธิ,ปราจีนบุรี,9
,เลขที่ 39,,10250200000000,943,10000000,1710,3-106-43/62ปจ,1710,บริษัท กบินทร์ผาติการเกษตร จำกัด,,ผลิตเชื้อเพลิงผสมจากสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,20,25110,บ่อทอง,กบินทร์บุรี,ปราจีนบุรี,3
-,เลขที่ โฉนดที่ดินเลขที่ 18778,-,10250000000000,461,39000000,1711,3-106-46/60ปจ,1711,บริษัท เวสต์ 2 เอ็นเนอร์ยี่ จำกัด,,นำน้ำมันหล่อลื่นที่ใช้แล้ว หรือสารทำละลายมาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อผลิตเป็นเชื้อเพลิงทดแทน และทำเชื้อเพลิงผสม ทำน้ำมันทาแบบ สีกันสนิม ซ่อมและล้างบรรจุภัณฑ์ บดย่อยชิ้นส่วนอิเล็กทรอนิกส์ ทำอิฐบล็อก อิฐตัวหนอน จากสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,12,25110,ลาดตะเคียน,กบินทร์บุรี,ปราจีนบุรี,7
-,เลขที่ โฉนดที่ดินเลขที่ 14516,-,10250000000000,50,82000000,1712,3-106-47/59ปจ,1712,บริษัท อังประภาสตีล จำกัด,,ผลิตเชื้อเพลิงทดแทน,5,74000,กรอกสมบูรณ์,ศรีมหาโพธิ,ปราจีนบุรี,1
,เลขที่ น.ส.3 ก. เลขที่ 237,,10250000000000,445,270000000,1713,3-106-49/61ปจ,1713,บริษัท เทพรุ่งโรจน์ รีไซเคิลเทคโนโลยี จำกัด,,นำอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ และชิ้นส่วนอิเล็กทรอนิกส์มาผ่านกรรมวิธีถอดแยก บดย่อย และหลอมหล่อ เพื่อนำโลหะกลับมาใช้ประโยชน์ใหม่,31,25140,กรอกสมบูรณ์,ศรีมหาโพธิ,ปราจีนบุรี,7
-,เลขที่ 106,,10250000000000,598,18450000,1714,3-106-6/60ปจ,1714,บริษัท เอนเนอร์จี รีพับบลิค จำกัด,,การผลิตเชื้อเพลิงทดแทนจากสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,15,10310,โนนห้อม,เมืองปราจีนบุรี,ปราจีนบุรี,10
-,เลขที่ 458,-,10250000000000,312,6000000,1715,3-106-64/61ปจ,1715,บริษัท สหนคร304 จำกัด,08 6783 0835,นำวัสดุที่ไม่ใช้แล้ว ได้แก่ เถ้าลอยที่ไม่เป็นของเสียอันตรายมาผลิตเป็นอิฐมวลเบา อิฐบล็อก ผนังมวลเบา และใช้เป็นวัสดุแทนซีเมนต์ในงานคอนกรีต,16,25110,ลาดตะเคียน,กบินทร์บุรี,ปราจีนบุรี,1
-,เลขที่ 154,-,10250000000000,15,1500000,1716,3-106-68/53ปจ,1716,ชัยอุดมรุ่งแรือง,19290039,รีไซเคิลสีฝุ่น และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,9,25140,หัวหว้า,ศรีมหาโพธิ,ปราจีนบุรี,2
,"เลขที่ โฉนดที่ดินเลขที่14740, 9106, 6653",,10250000000000,280,200000000,1717,3-106-68/61ปจ,1717,ไอพี 19 ออร์แกนิค พลัส,,ผลิตปุ๋ยอินทรีย์จากวัสดุเหลือใช้ ,16,25140,ท่าตูม,ศรีมหาโพธิ,ปราจีนบุรี,4
-,เลขที่ 57/2,-,10250100000000,982.22,30000000,1718,3-106-7/54ปจ,1718,บริษัท ซันฟลาวเวอร์ อลูมิเนียม จำกัด,,หลอมหล่อเศษและตะกรันโลหะ คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,25,25140,กรอกสมบูรณ์,ศรีมหาโพธิ,ปราจีนบุรี,3
-,เลขที่ 228,-,10250000000000,56.5,1565000,1719,3-106-70/53ปจ,1719,บริษัท เอส.ที.พี.บราเดอร์ส กรุ๊ป จำกัด,814670531,นำน้ำมันหล่อลื่นที่ใช้แล้วมาผลิตเป็นเชื้อเพลิงทดแทน น้ำมันทาแบบ,10,25110,หาดนางแก้ว,กบินทร์บุรี,ปราจีนบุรี,5
,เลขที่ โฉนดที่ดินเลขที่ 48297,,10250000000000,1227,10070000,1720,3-106-71/60ปจ,1720,บริษัท หมื่นแสนวัฒนา จำกัด,,ผลิตเม็ดเชื้อเพลิงอัดก้อน,20,25140,หัวหว้า,ศรีมหาโพธิ,ปราจีนบุรี,6
-,เลขที่ 151,-,10250000000000,116.4,1150000,1721,3-106-8/53ปจ,1721,บริษัท จีเอ็ม ไบโอเทค จำกัด,,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่น และตัวทำละลายที่ใช้แล้ว ซ่อมและล้างบรรจุภัณฑ์ ทำสารปรับปรุงดินจากกากอาหาร มูลสัตว์ และกากตะกอนระบบบำบัดน้ำเสียที่ไม่เป็นของเสียอันตราย ทำน้ำมันไบโอดีเซลจากน้ำมันพืชและน้ำมันสัตว์ที่ใช้แล้ว,10,25110,หาดนางแก้ว,กบินทร์บุรี,ปราจีนบุรี,7
-,เลขที่ โฉนดที่ดินเลขที่ 31498,-,10250100000000,214.6,7000000,1722,3-106-8/55ปจ,1722,บริษัท บีจีเอ็ม เม็ททัล จำกัด,"02-7489584,9524",หลอมหล่อเศษและตะกรันโลหะ ได้แก่ ทองเหลือง ทองแดง ดีบุก,6,25110,หนองกี่,กบินทร์บุรี,ปราจีนบุรี,9
-,เลขที่ 24,-,10250000000000,2585.5,11000000,1723,3-106-8/59ปจ,1723,บริษัท เฮาซัน จำกัด,,รีไซเคิลน้ำมันใช้แล้วเพื่อนำกลับมาใช้ใหม่,6,10220,หัวหว้า,ศรีมหาโพธิ,ปราจีนบุรี,13
,เลขที่ 444(เขตอุตสาหกรรมกบินทร์บุรี),,91120000000000,400,224000000,1724,ข3-101-3/37ปจ,1724,บริษัท เขตอุตสาหกรรมกบินทร์บุรี จำกัด,,"ปรับคุณภาพน้ำเสียรวม ได้ 21,000 ลบ.ม.ต่อวัน",14,25110,หนองกี่,กบินทร์บุรี,ปราจีนบุรี,9
,เลขที่ 517/2,17,91120000000000,246.02,23000000,1725,ข3-105-9/57ปจ,1725,บริษัท แมททีเรียล พลาสท์ จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย ย่อย และ หลอมทำเม็ดพลาสติก,6,25110,หนองกี่,กบินทร์บุรี,ปราจีนบุรี,9
,เลขที่ 25/2,,20250000000000,93,3700000,1726,จ3-105-111/52ปจ,1726,บริษัท วริศรารวมวัสดุเป็นทรัพย์ รีไซเคิล จำกัด,,"คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย ตามประกาศกระทรวงอุตสาหกรรม เช่น กระดาษ, พลาสติก, ไม้, ผ้า, โลหะทุกชนิด, แก้ว",25,25230,ไม้เค็ด,เมืองปราจีนบุรี,ปราจีนบุรี,8
สุวินทวงศ์,เลขที่ 101-103,,20250000000000,387.61,7500000,1727,จ3-105-117/50ปจ,1727,บริษัท วสันต์ศิภาพร เทรดดิ้ง จำกัด,037-402069,"คัดแยกสิ่งปฏิกูลและวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตรายตามประกาศกระทรวงอุตสาหกรรม เช่น เศษกระดาษ,เศษพลาสติก,เศษโลหะ,เศษไม้,เศษผ้าบด ย่อยและทำเม็ดพลาสติกจากเศษพลาสติกที่ใช้แล้ว",25,25230,ไม้เค็ด,เมืองปราจีนบุรี,ปราจีนบุรี,11
-,เลขที่ 498,-,20250000000000,365,8500000,1728,จ3-105-125/52ปจ,1728,บริษัท กรีนเอ็นไวรอนเม้นท์ ซิสเต็ม จำกัด,081-7235283,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย ตามประกาศกระทรวงอุตสาหกรรมและบดย่อยเศษยาง เศษพลาสติก เศษฟองน้ำ เศษผ้า และเศษพรมเพื่อใช้เป็นเชื้อเพลิงทดแทน,10,25140,หนองโพรง,ศรีมหาโพธิ,ปราจีนบุรี,8
,เลขที่ 181,,20250000000000,180,3700000,1729,จ3-105-145/51ปจ,1729,เซนเตอร์เวสท์,,คัดแยกสิ่งปฏิกูลและวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตรายตามประกาศกระทรวงอุตสาหกรรม,11,25110,กบินทร์,กบินทร์บุรี,ปราจีนบุรี,7
ทางหลวงหมายเลข 304,เลขที่ 208,,20250000000000,110,5400000,1730,จ3-105-146/50ปจ,1730,ห้างหุ้นส่วนจำกัด วิริยะรุ่งเรืองรีไซเคิล,,"คัดแยกสิ่งปฏิกูลและวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตรายตามประกาศกระทรวงอุตสาหกรรม เช่น กระดาษ,พลาสติก,โลหะ,ไม้,ผ้าฯลฯ และบดย่อยพลาสติก",7,25240,เมืองเก่า,กบินทร์บุรี,ปราจีนบุรี,4
ทางหลวงหมายเลข 304,เลขที่ 94/1,,20250000000000,146.58,1840000,1731,จ3-105-218/51ปจ,1731,เวลท์ เดฟท์,081-8654760,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น กระดาษ พลาสติก โลหะ ไม้ ยาง ผ้า แก้ว อัดโลหะ อัดกระดาษ บดย่อยหลาสติก และผลิตเม็ดพลาสติก,9,25110,ลาดตะเคียน,กบินทร์บุรี,ปราจีนบุรี,3
สุวรรณศร,เลขที่ 68/1,,20250100000000,50,10000000,1732,จ3-105-6/50ปจ,1732,บริษัท โชคชุมพร รีไซด์เคิล จำกัด,,"คัดแยกสิ่งปฏิกูลและวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตรายตามประกาศกระทรวงอุตสาหกรรม เช่น กระดาษ,พลาสติก,โลหะ,ไม้,ผ้า,น้ำมันพืชและสัตว์ที่ใช้แล้วและภาชนะบรรจุภัณฑ์ต่างๆ",15,25110,นนทรี,กบินทร์บุรี,ปราจีนบุรี,15
สุวรรณศร,เลขที่ 49,,20250000000000,150,1150000,1733,จ3-105-62/51ปจ,1733,บริษัท ร่ำรวย โลจิสติกส์ จำกัด,,"คัดแยกสิ่งปฏิกูลและวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย ตามประกาศกระทรวงอุตสาหกรรม เช่น กระดาษ,พลาสติก,โลหะ,ไม้,ผ้า ฯลฯ เป็นต้น",10,25110,กบินทร์,กบินทร์บุรี,ปราจีนบุรี,20
-,เลขที่ โฉนดที่ดินเลขที่ 215,-,10260000000000,120,3000000,1734,3-105-26/54นย,1734,บริษัท วายเอ็มที เทรดดิ้ง จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,4,26130,เกาะหวาย,ปากพลี,นครนายก,2
-,เลขที่ 34,-,10260000000000,25,2100000,1735,3-105-62/53นย,1735,ห้างหุ้นส่วนจำกัด ถีระวงษ์ รีไซเคิล,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,3,26130,เกาะหวาย,ปากพลี,นครนายก,2
บ้านนา-แก่งคอย,เลขที่ 255/1,,10260000000000,289.5,9000000,1736,3-105-73/60นย,1736,บริษัท ชิตชัยยะ จำกัด,037-381195,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,3,26110,ป่าขะ,บ้านนา,นครนายก,4
สุวรรณศร,เลขที่ 85,-,20260000000000,40.8,2800000,1737,จ3-105-40/52นย,1737,นายสมศักดิ์ ลิมปิทีป,-,คัดแยกวัสดุไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เศษพลาสติก เศษกระดาษ เศษชิ้นส่วนไม้,9,26110,ป่าขะ,บ้านนา,นครนายก,2
,เลขที่ 15/1,,20260000000000,75,4500000,1738,จ3-105-82/51นย,1738,ช.องครักษ์ รีไซเคิล,089-9244582,คัดแยกวัสดุไม่ใช่แล้วที่ไม่เป็นอันตราย เช่น เศษกระดาษ เศษชิ้นส่วนไม้ เศษพลาสติก เศษโลหะ เศษแก้วและเศษยาง,17,26120,องครักษ์,องครักษ์,นครนายก,5
,เลขที่ 234,,10270100000000,3879.75,270000000,1739,3-101-1/45สก,1739,บริษัท โปรเฟสชั่นแนล เวสต์เทคโนโลยี (1999) จำกัด (มหาชน),02-2743467,ปรับคุณภาพของเสียรวม คัดแยก และฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,54,27160,โนนหมากเค็ง,วัฒนานคร,สระแก้ว,4
,เลขที่ โฉนดที่ดินเลขที่ 20038,,10270000000000,794,47000000,1740,3-105-111/59สก,1740,บริษัท เวิลด์เทค เมเน็จเม้นท์ จำกัด,,คัดแยกและฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,20,12150,คลองทับจันทร์,อรัญประเทศ,สระแก้ว,8
,เลขที่ นส.3ก เลขที่ 1853,,10270000000000,294,1650000,1741,3-105-121/60สก,1741,นางสาวกมลลักษณ์ ยินดียม,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย และบดย่อยพลาสติก,15,27180,ตาพระยา,ตาพระยา,สระแก้ว,1
,"เลขที่ โฉนดที่ดินเลขที่ 20552,20553",,10270000000000,64,300000,1742,3-105-90/60สก,1742,บริษัท ทิพย์ โมเดิร์น จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,5,27000,หนองบอน,เมืองสระแก้ว,สระแก้ว,9
