ชั่วโมงการทำงาน,ADM0_PCODE,ADM0_EN,_id,REGION4,ปี,ผู้มีงานทำ,เพศ,ไตรมาส,ADM0_TH,ADM1_TH
 1 - 9 ชั่วโมง,TH,Thailand,2897,ภาคตะวันออกเฉียงเหนือ,2568,214.47,       ชาย                         ,2,ประเทศไทย,กาฬสินธุ์
 1 - 9 ชั่วโมง,TH,Thailand,2898,ภาคตะวันออกเฉียงเหนือ,2568,0,       ชาย                         ,2,ประเทศไทย,สกลนคร
 1 - 9 ชั่วโมง,TH,Thailand,2899,ภาคตะวันออกเฉียงเหนือ,2568,0,       ชาย                         ,2,ประเทศไทย,นครพนม
 1 - 9 ชั่วโมง,TH,Thailand,2900,ภาคตะวันออกเฉียงเหนือ,2568,0,       ชาย                         ,2,ประเทศไทย,มุกดาหาร
 1 - 9 ชั่วโมง,TH,Thailand,2901,ภาคตะวันออกเฉียงเหนือ,2568,1622.38,       หญิง                        ,2,ประเทศไทย,นครราชสีมา
 1 - 9 ชั่วโมง,TH,Thailand,2902,ภาคตะวันออกเฉียงเหนือ,2568,2884.42,       หญิง                        ,2,ประเทศไทย,บุรีรัมย์
 1 - 9 ชั่วโมง,TH,Thailand,2903,ภาคตะวันออกเฉียงเหนือ,2568,674.99,       หญิง                        ,2,ประเทศไทย,สุรินทร์
 1 - 9 ชั่วโมง,TH,Thailand,2904,ภาคตะวันออกเฉียงเหนือ,2568,70.75,       หญิง                        ,2,ประเทศไทย,ศรีสะเกษ
 1 - 9 ชั่วโมง,TH,Thailand,2905,ภาคตะวันออกเฉียงเหนือ,2568,0,       หญิง                        ,2,ประเทศไทย,อุบลราชธานี
 1 - 9 ชั่วโมง,TH,Thailand,2906,ภาคตะวันออกเฉียงเหนือ,2568,335.18,       หญิง                        ,2,ประเทศไทย,ยโสธร
 1 - 9 ชั่วโมง,TH,Thailand,2907,ภาคตะวันออกเฉียงเหนือ,2568,0,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ
 1 - 9 ชั่วโมง,TH,Thailand,2908,ภาคตะวันออกเฉียงเหนือ,2568,0,       หญิง                        ,2,ประเทศไทย,อำนาจเจริญ
 1 - 9 ชั่วโมง,TH,Thailand,2909,ภาคตะวันออกเฉียงเหนือ,2568,0,       หญิง                        ,2,ประเทศไทย,บึงกาฬ
 1 - 9 ชั่วโมง,TH,Thailand,2910,ภาคตะวันออกเฉียงเหนือ,2568,0,       หญิง                        ,2,ประเทศไทย,หนองบัวลำภู
 1 - 9 ชั่วโมง,TH,Thailand,2911,ภาคตะวันออกเฉียงเหนือ,2568,223.83,       หญิง                        ,2,ประเทศไทย,ขอนแก่น
 1 - 9 ชั่วโมง,TH,Thailand,2912,ภาคตะวันออกเฉียงเหนือ,2568,0,       หญิง                        ,2,ประเทศไทย,อุดรธานี
 1 - 9 ชั่วโมง,TH,Thailand,2913,ภาคตะวันออกเฉียงเหนือ,2568,0,       หญิง                        ,2,ประเทศไทย,เลย
 1 - 9 ชั่วโมง,TH,Thailand,2914,ภาคตะวันออกเฉียงเหนือ,2568,0,       หญิง                        ,2,ประเทศไทย,หนองคาย
 1 - 9 ชั่วโมง,TH,Thailand,2915,ภาคตะวันออกเฉียงเหนือ,2568,336.09,       หญิง                        ,2,ประเทศไทย,มหาสารคาม
 1 - 9 ชั่วโมง,TH,Thailand,2916,ภาคตะวันออกเฉียงเหนือ,2568,0,       หญิง                        ,2,ประเทศไทย,ร้อยเอ็ด
 1 - 9 ชั่วโมง,TH,Thailand,2917,ภาคตะวันออกเฉียงเหนือ,2568,309.18,       หญิง                        ,2,ประเทศไทย,กาฬสินธุ์
 1 - 9 ชั่วโมง,TH,Thailand,2918,ภาคตะวันออกเฉียงเหนือ,2568,0,       หญิง                        ,2,ประเทศไทย,สกลนคร
 1 - 9 ชั่วโมง,TH,Thailand,2919,ภาคตะวันออกเฉียงเหนือ,2568,0,       หญิง                        ,2,ประเทศไทย,นครพนม
 1 - 9 ชั่วโมง,TH,Thailand,2920,ภาคตะวันออกเฉียงเหนือ,2568,0,       หญิง                        ,2,ประเทศไทย,มุกดาหาร
 10 - 19 ชั่วโมง,TH,Thailand,2921,ภาคตะวันออกเฉียงเหนือ,2568,9624.55,       ชาย                         ,2,ประเทศไทย,นครราชสีมา
 10 - 19 ชั่วโมง,TH,Thailand,2922,ภาคตะวันออกเฉียงเหนือ,2568,4763.61,       ชาย                         ,2,ประเทศไทย,บุรีรัมย์
 10 - 19 ชั่วโมง,TH,Thailand,2923,ภาคตะวันออกเฉียงเหนือ,2568,11364.68,       ชาย                         ,2,ประเทศไทย,สุรินทร์
 10 - 19 ชั่วโมง,TH,Thailand,2924,ภาคตะวันออกเฉียงเหนือ,2568,5193.56,       ชาย                         ,2,ประเทศไทย,ศรีสะเกษ
 10 - 19 ชั่วโมง,TH,Thailand,2925,ภาคตะวันออกเฉียงเหนือ,2568,0,       ชาย                         ,2,ประเทศไทย,อุบลราชธานี
 10 - 19 ชั่วโมง,TH,Thailand,2926,ภาคตะวันออกเฉียงเหนือ,2568,1767.61,       ชาย                         ,2,ประเทศไทย,ยโสธร
 10 - 19 ชั่วโมง,TH,Thailand,2927,ภาคตะวันออกเฉียงเหนือ,2568,0,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ
 10 - 19 ชั่วโมง,TH,Thailand,2928,ภาคตะวันออกเฉียงเหนือ,2568,3683.41,       ชาย                         ,2,ประเทศไทย,อำนาจเจริญ
 10 - 19 ชั่วโมง,TH,Thailand,2929,ภาคตะวันออกเฉียงเหนือ,2568,1216.01,       ชาย                         ,2,ประเทศไทย,บึงกาฬ
 10 - 19 ชั่วโมง,TH,Thailand,2930,ภาคตะวันออกเฉียงเหนือ,2568,0,       ชาย                         ,2,ประเทศไทย,หนองบัวลำภู
 10 - 19 ชั่วโมง,TH,Thailand,2931,ภาคตะวันออกเฉียงเหนือ,2568,1730.82,       ชาย                         ,2,ประเทศไทย,ขอนแก่น
 10 - 19 ชั่วโมง,TH,Thailand,2932,ภาคตะวันออกเฉียงเหนือ,2568,2476.13,       ชาย                         ,2,ประเทศไทย,อุดรธานี
 10 - 19 ชั่วโมง,TH,Thailand,2933,ภาคตะวันออกเฉียงเหนือ,2568,56.26,       ชาย                         ,2,ประเทศไทย,เลย
 10 - 19 ชั่วโมง,TH,Thailand,2934,ภาคตะวันออกเฉียงเหนือ,2568,0,       ชาย                         ,2,ประเทศไทย,หนองคาย
 10 - 19 ชั่วโมง,TH,Thailand,2935,ภาคตะวันออกเฉียงเหนือ,2568,2212.86,       ชาย                         ,2,ประเทศไทย,มหาสารคาม
 10 - 19 ชั่วโมง,TH,Thailand,2936,ภาคตะวันออกเฉียงเหนือ,2568,4135.33,       ชาย                         ,2,ประเทศไทย,ร้อยเอ็ด
 10 - 19 ชั่วโมง,TH,Thailand,2937,ภาคตะวันออกเฉียงเหนือ,2568,8113.11,       ชาย                         ,2,ประเทศไทย,กาฬสินธุ์
 10 - 19 ชั่วโมง,TH,Thailand,2938,ภาคตะวันออกเฉียงเหนือ,2568,0,       ชาย                         ,2,ประเทศไทย,สกลนคร
 10 - 19 ชั่วโมง,TH,Thailand,2939,ภาคตะวันออกเฉียงเหนือ,2568,8806.01,       ชาย                         ,2,ประเทศไทย,นครพนม
 10 - 19 ชั่วโมง,TH,Thailand,2940,ภาคตะวันออกเฉียงเหนือ,2568,4590.75,       ชาย                         ,2,ประเทศไทย,มุกดาหาร
 10 - 19 ชั่วโมง,TH,Thailand,2941,ภาคตะวันออกเฉียงเหนือ,2568,4741.7,       หญิง                        ,2,ประเทศไทย,นครราชสีมา
 10 - 19 ชั่วโมง,TH,Thailand,2942,ภาคตะวันออกเฉียงเหนือ,2568,6622.76,       หญิง                        ,2,ประเทศไทย,บุรีรัมย์
 10 - 19 ชั่วโมง,TH,Thailand,2943,ภาคตะวันออกเฉียงเหนือ,2568,14546.44,       หญิง                        ,2,ประเทศไทย,สุรินทร์
 10 - 19 ชั่วโมง,TH,Thailand,2944,ภาคตะวันออกเฉียงเหนือ,2568,2593.38,       หญิง                        ,2,ประเทศไทย,ศรีสะเกษ
 10 - 19 ชั่วโมง,TH,Thailand,2945,ภาคตะวันออกเฉียงเหนือ,2568,247.52,       หญิง                        ,2,ประเทศไทย,อุบลราชธานี
 10 - 19 ชั่วโมง,TH,Thailand,2946,ภาคตะวันออกเฉียงเหนือ,2568,7531,       หญิง                        ,2,ประเทศไทย,ยโสธร
 10 - 19 ชั่วโมง,TH,Thailand,2947,ภาคตะวันออกเฉียงเหนือ,2568,0,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ
 10 - 19 ชั่วโมง,TH,Thailand,2948,ภาคตะวันออกเฉียงเหนือ,2568,2017.41,       หญิง                        ,2,ประเทศไทย,อำนาจเจริญ
 10 - 19 ชั่วโมง,TH,Thailand,2949,ภาคตะวันออกเฉียงเหนือ,2568,1132.55,       หญิง                        ,2,ประเทศไทย,บึงกาฬ
 10 - 19 ชั่วโมง,TH,Thailand,2950,ภาคตะวันออกเฉียงเหนือ,2568,0,       หญิง                        ,2,ประเทศไทย,หนองบัวลำภู
 10 - 19 ชั่วโมง,TH,Thailand,2951,ภาคตะวันออกเฉียงเหนือ,2568,1043.68,       หญิง                        ,2,ประเทศไทย,ขอนแก่น
 10 - 19 ชั่วโมง,TH,Thailand,2952,ภาคตะวันออกเฉียงเหนือ,2568,2613.02,       หญิง                        ,2,ประเทศไทย,อุดรธานี
 10 - 19 ชั่วโมง,TH,Thailand,2953,ภาคตะวันออกเฉียงเหนือ,2568,0,       หญิง                        ,2,ประเทศไทย,เลย
 10 - 19 ชั่วโมง,TH,Thailand,2954,ภาคตะวันออกเฉียงเหนือ,2568,0,       หญิง                        ,2,ประเทศไทย,หนองคาย
 10 - 19 ชั่วโมง,TH,Thailand,2955,ภาคตะวันออกเฉียงเหนือ,2568,2110.92,       หญิง                        ,2,ประเทศไทย,มหาสารคาม
 10 - 19 ชั่วโมง,TH,Thailand,2956,ภาคตะวันออกเฉียงเหนือ,2568,3429,       หญิง                        ,2,ประเทศไทย,ร้อยเอ็ด
 10 - 19 ชั่วโมง,TH,Thailand,2957,ภาคตะวันออกเฉียงเหนือ,2568,3442.65,       หญิง                        ,2,ประเทศไทย,กาฬสินธุ์
 10 - 19 ชั่วโมง,TH,Thailand,2958,ภาคตะวันออกเฉียงเหนือ,2568,0,       หญิง                        ,2,ประเทศไทย,สกลนคร
 10 - 19 ชั่วโมง,TH,Thailand,2959,ภาคตะวันออกเฉียงเหนือ,2568,6786.88,       หญิง                        ,2,ประเทศไทย,นครพนม
 10 - 19 ชั่วโมง,TH,Thailand,2960,ภาคตะวันออกเฉียงเหนือ,2568,2282.92,       หญิง                        ,2,ประเทศไทย,มุกดาหาร
 20 - 29 ชั่วโมง,TH,Thailand,2961,ภาคตะวันออกเฉียงเหนือ,2568,81026.68,       ชาย                         ,2,ประเทศไทย,นครราชสีมา
 20 - 29 ชั่วโมง,TH,Thailand,2962,ภาคตะวันออกเฉียงเหนือ,2568,52565.39,       ชาย                         ,2,ประเทศไทย,บุรีรัมย์
 20 - 29 ชั่วโมง,TH,Thailand,2963,ภาคตะวันออกเฉียงเหนือ,2568,37490.6,       ชาย                         ,2,ประเทศไทย,สุรินทร์
 20 - 29 ชั่วโมง,TH,Thailand,2964,ภาคตะวันออกเฉียงเหนือ,2568,49090.75,       ชาย                         ,2,ประเทศไทย,ศรีสะเกษ
 20 - 29 ชั่วโมง,TH,Thailand,2965,ภาคตะวันออกเฉียงเหนือ,2568,18514.19,       ชาย                         ,2,ประเทศไทย,อุบลราชธานี
 20 - 29 ชั่วโมง,TH,Thailand,2966,ภาคตะวันออกเฉียงเหนือ,2568,13852.81,       ชาย                         ,2,ประเทศไทย,ยโสธร
 20 - 29 ชั่วโมง,TH,Thailand,2967,ภาคตะวันออกเฉียงเหนือ,2568,0,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ
 20 - 29 ชั่วโมง,TH,Thailand,2968,ภาคตะวันออกเฉียงเหนือ,2568,12813.81,       ชาย                         ,2,ประเทศไทย,อำนาจเจริญ
 20 - 29 ชั่วโมง,TH,Thailand,2969,ภาคตะวันออกเฉียงเหนือ,2568,10414.57,       ชาย                         ,2,ประเทศไทย,บึงกาฬ
 20 - 29 ชั่วโมง,TH,Thailand,2970,ภาคตะวันออกเฉียงเหนือ,2568,3770.35,       ชาย                         ,2,ประเทศไทย,หนองบัวลำภู
 20 - 29 ชั่วโมง,TH,Thailand,2971,ภาคตะวันออกเฉียงเหนือ,2568,7418.99,       ชาย                         ,2,ประเทศไทย,ขอนแก่น
 20 - 29 ชั่วโมง,TH,Thailand,2972,ภาคตะวันออกเฉียงเหนือ,2568,7642.04,       ชาย                         ,2,ประเทศไทย,อุดรธานี
 20 - 29 ชั่วโมง,TH,Thailand,2973,ภาคตะวันออกเฉียงเหนือ,2568,4876.63,       ชาย                         ,2,ประเทศไทย,เลย
 20 - 29 ชั่วโมง,TH,Thailand,2974,ภาคตะวันออกเฉียงเหนือ,2568,2746.48,       ชาย                         ,2,ประเทศไทย,หนองคาย
 20 - 29 ชั่วโมง,TH,Thailand,2975,ภาคตะวันออกเฉียงเหนือ,2568,31078.73,       ชาย                         ,2,ประเทศไทย,มหาสารคาม
 20 - 29 ชั่วโมง,TH,Thailand,2976,ภาคตะวันออกเฉียงเหนือ,2568,61198.4,       ชาย                         ,2,ประเทศไทย,ร้อยเอ็ด
 20 - 29 ชั่วโมง,TH,Thailand,2977,ภาคตะวันออกเฉียงเหนือ,2568,35540.43,       ชาย                         ,2,ประเทศไทย,กาฬสินธุ์
 20 - 29 ชั่วโมง,TH,Thailand,2978,ภาคตะวันออกเฉียงเหนือ,2568,293.61,       ชาย                         ,2,ประเทศไทย,สกลนคร
 20 - 29 ชั่วโมง,TH,Thailand,2979,ภาคตะวันออกเฉียงเหนือ,2568,25932.49,       ชาย                         ,2,ประเทศไทย,นครพนม
 20 - 29 ชั่วโมง,TH,Thailand,2980,ภาคตะวันออกเฉียงเหนือ,2568,21934.71,       ชาย                         ,2,ประเทศไทย,มุกดาหาร
 20 - 29 ชั่วโมง,TH,Thailand,2981,ภาคตะวันออกเฉียงเหนือ,2568,31423.33,       หญิง                        ,2,ประเทศไทย,นครราชสีมา
 20 - 29 ชั่วโมง,TH,Thailand,2982,ภาคตะวันออกเฉียงเหนือ,2568,50024.95,       หญิง                        ,2,ประเทศไทย,บุรีรัมย์
 20 - 29 ชั่วโมง,TH,Thailand,2983,ภาคตะวันออกเฉียงเหนือ,2568,37095.11,       หญิง                        ,2,ประเทศไทย,สุรินทร์
 20 - 29 ชั่วโมง,TH,Thailand,2984,ภาคตะวันออกเฉียงเหนือ,2568,41723.49,       หญิง                        ,2,ประเทศไทย,ศรีสะเกษ
 20 - 29 ชั่วโมง,TH,Thailand,2985,ภาคตะวันออกเฉียงเหนือ,2568,17580.96,       หญิง                        ,2,ประเทศไทย,อุบลราชธานี
 20 - 29 ชั่วโมง,TH,Thailand,2986,ภาคตะวันออกเฉียงเหนือ,2568,22226.73,       หญิง                        ,2,ประเทศไทย,ยโสธร
 20 - 29 ชั่วโมง,TH,Thailand,2987,ภาคตะวันออกเฉียงเหนือ,2568,0,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ
 20 - 29 ชั่วโมง,TH,Thailand,2988,ภาคตะวันออกเฉียงเหนือ,2568,12547.39,       หญิง                        ,2,ประเทศไทย,อำนาจเจริญ
 20 - 29 ชั่วโมง,TH,Thailand,2989,ภาคตะวันออกเฉียงเหนือ,2568,10150.32,       หญิง                        ,2,ประเทศไทย,บึงกาฬ
 20 - 29 ชั่วโมง,TH,Thailand,2990,ภาคตะวันออกเฉียงเหนือ,2568,5354.75,       หญิง                        ,2,ประเทศไทย,หนองบัวลำภู
 20 - 29 ชั่วโมง,TH,Thailand,2991,ภาคตะวันออกเฉียงเหนือ,2568,27366.45,       หญิง                        ,2,ประเทศไทย,ขอนแก่น
 20 - 29 ชั่วโมง,TH,Thailand,2992,ภาคตะวันออกเฉียงเหนือ,2568,8971.86,       หญิง                        ,2,ประเทศไทย,อุดรธานี
 20 - 29 ชั่วโมง,TH,Thailand,2993,ภาคตะวันออกเฉียงเหนือ,2568,6129.23,       หญิง                        ,2,ประเทศไทย,เลย
 20 - 29 ชั่วโมง,TH,Thailand,2994,ภาคตะวันออกเฉียงเหนือ,2568,4599.49,       หญิง                        ,2,ประเทศไทย,หนองคาย
 20 - 29 ชั่วโมง,TH,Thailand,2995,ภาคตะวันออกเฉียงเหนือ,2568,32460.28,       หญิง                        ,2,ประเทศไทย,มหาสารคาม
 20 - 29 ชั่วโมง,TH,Thailand,2996,ภาคตะวันออกเฉียงเหนือ,2568,53308.75,       หญิง                        ,2,ประเทศไทย,ร้อยเอ็ด
 20 - 29 ชั่วโมง,TH,Thailand,2997,ภาคตะวันออกเฉียงเหนือ,2568,14606.2,       หญิง                        ,2,ประเทศไทย,กาฬสินธุ์
 20 - 29 ชั่วโมง,TH,Thailand,2998,ภาคตะวันออกเฉียงเหนือ,2568,4763.46,       หญิง                        ,2,ประเทศไทย,สกลนคร
 20 - 29 ชั่วโมง,TH,Thailand,2999,ภาคตะวันออกเฉียงเหนือ,2568,20644.06,       หญิง                        ,2,ประเทศไทย,นครพนม
 20 - 29 ชั่วโมง,TH,Thailand,3000,ภาคตะวันออกเฉียงเหนือ,2568,23240.84,       หญิง                        ,2,ประเทศไทย,มุกดาหาร
 30 - 34 ชั่วโมง,TH,Thailand,3001,ภาคตะวันออกเฉียงเหนือ,2568,44268.04,       ชาย                         ,2,ประเทศไทย,นครราชสีมา
 30 - 34 ชั่วโมง,TH,Thailand,3002,ภาคตะวันออกเฉียงเหนือ,2568,18530.16,       ชาย                         ,2,ประเทศไทย,บุรีรัมย์
 30 - 34 ชั่วโมง,TH,Thailand,3003,ภาคตะวันออกเฉียงเหนือ,2568,18171.19,       ชาย                         ,2,ประเทศไทย,สุรินทร์
 30 - 34 ชั่วโมง,TH,Thailand,3004,ภาคตะวันออกเฉียงเหนือ,2568,26668.28,       ชาย                         ,2,ประเทศไทย,ศรีสะเกษ
 30 - 34 ชั่วโมง,TH,Thailand,3005,ภาคตะวันออกเฉียงเหนือ,2568,3021.42,       ชาย                         ,2,ประเทศไทย,อุบลราชธานี
 30 - 34 ชั่วโมง,TH,Thailand,3006,ภาคตะวันออกเฉียงเหนือ,2568,4826.98,       ชาย                         ,2,ประเทศไทย,ยโสธร
 30 - 34 ชั่วโมง,TH,Thailand,3007,ภาคตะวันออกเฉียงเหนือ,2568,201.76,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ
 30 - 34 ชั่วโมง,TH,Thailand,3008,ภาคตะวันออกเฉียงเหนือ,2568,6202.8,       ชาย                         ,2,ประเทศไทย,อำนาจเจริญ
 30 - 34 ชั่วโมง,TH,Thailand,3009,ภาคตะวันออกเฉียงเหนือ,2568,20380.21,       ชาย                         ,2,ประเทศไทย,บึงกาฬ
 30 - 34 ชั่วโมง,TH,Thailand,3010,ภาคตะวันออกเฉียงเหนือ,2568,10650.43,       ชาย                         ,2,ประเทศไทย,หนองบัวลำภู
 30 - 34 ชั่วโมง,TH,Thailand,3011,ภาคตะวันออกเฉียงเหนือ,2568,34877.62,       ชาย                         ,2,ประเทศไทย,ขอนแก่น
 30 - 34 ชั่วโมง,TH,Thailand,3012,ภาคตะวันออกเฉียงเหนือ,2568,11431.59,       ชาย                         ,2,ประเทศไทย,อุดรธานี
 30 - 34 ชั่วโมง,TH,Thailand,3013,ภาคตะวันออกเฉียงเหนือ,2568,20199.59,       ชาย                         ,2,ประเทศไทย,เลย
 30 - 34 ชั่วโมง,TH,Thailand,3014,ภาคตะวันออกเฉียงเหนือ,2568,21264.31,       ชาย                         ,2,ประเทศไทย,หนองคาย
 30 - 34 ชั่วโมง,TH,Thailand,3015,ภาคตะวันออกเฉียงเหนือ,2568,8665.83,       ชาย                         ,2,ประเทศไทย,มหาสารคาม
 30 - 34 ชั่วโมง,TH,Thailand,3016,ภาคตะวันออกเฉียงเหนือ,2568,22953.81,       ชาย                         ,2,ประเทศไทย,ร้อยเอ็ด
 30 - 34 ชั่วโมง,TH,Thailand,3017,ภาคตะวันออกเฉียงเหนือ,2568,17282.44,       ชาย                         ,2,ประเทศไทย,กาฬสินธุ์
 30 - 34 ชั่วโมง,TH,Thailand,3018,ภาคตะวันออกเฉียงเหนือ,2568,19563.64,       ชาย                         ,2,ประเทศไทย,สกลนคร
 30 - 34 ชั่วโมง,TH,Thailand,3019,ภาคตะวันออกเฉียงเหนือ,2568,33537.32,       ชาย                         ,2,ประเทศไทย,นครพนม
 30 - 34 ชั่วโมง,TH,Thailand,3020,ภาคตะวันออกเฉียงเหนือ,2568,17489.81,       ชาย                         ,2,ประเทศไทย,มุกดาหาร
 30 - 34 ชั่วโมง,TH,Thailand,3021,ภาคตะวันออกเฉียงเหนือ,2568,24553.64,       หญิง                        ,2,ประเทศไทย,นครราชสีมา
 30 - 34 ชั่วโมง,TH,Thailand,3022,ภาคตะวันออกเฉียงเหนือ,2568,16426.55,       หญิง                        ,2,ประเทศไทย,บุรีรัมย์
 30 - 34 ชั่วโมง,TH,Thailand,3023,ภาคตะวันออกเฉียงเหนือ,2568,13065.51,       หญิง                        ,2,ประเทศไทย,สุรินทร์
 30 - 34 ชั่วโมง,TH,Thailand,3024,ภาคตะวันออกเฉียงเหนือ,2568,26708.24,       หญิง                        ,2,ประเทศไทย,ศรีสะเกษ
 30 - 34 ชั่วโมง,TH,Thailand,3025,ภาคตะวันออกเฉียงเหนือ,2568,9542.9,       หญิง                        ,2,ประเทศไทย,อุบลราชธานี
 30 - 34 ชั่วโมง,TH,Thailand,3026,ภาคตะวันออกเฉียงเหนือ,2568,5480.89,       หญิง                        ,2,ประเทศไทย,ยโสธร
 30 - 34 ชั่วโมง,TH,Thailand,3027,ภาคตะวันออกเฉียงเหนือ,2568,390.17,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ
 30 - 34 ชั่วโมง,TH,Thailand,3028,ภาคตะวันออกเฉียงเหนือ,2568,5536.56,       หญิง                        ,2,ประเทศไทย,อำนาจเจริญ
 30 - 34 ชั่วโมง,TH,Thailand,3029,ภาคตะวันออกเฉียงเหนือ,2568,21034.94,       หญิง                        ,2,ประเทศไทย,บึงกาฬ
 30 - 34 ชั่วโมง,TH,Thailand,3030,ภาคตะวันออกเฉียงเหนือ,2568,6553.2,       หญิง                        ,2,ประเทศไทย,หนองบัวลำภู
 30 - 34 ชั่วโมง,TH,Thailand,3031,ภาคตะวันออกเฉียงเหนือ,2568,26538.3,       หญิง                        ,2,ประเทศไทย,ขอนแก่น
 30 - 34 ชั่วโมง,TH,Thailand,3032,ภาคตะวันออกเฉียงเหนือ,2568,9956.37,       หญิง                        ,2,ประเทศไทย,อุดรธานี
 30 - 34 ชั่วโมง,TH,Thailand,3033,ภาคตะวันออกเฉียงเหนือ,2568,17259.88,       หญิง                        ,2,ประเทศไทย,เลย
 30 - 34 ชั่วโมง,TH,Thailand,3034,ภาคตะวันออกเฉียงเหนือ,2568,17114.98,       หญิง                        ,2,ประเทศไทย,หนองคาย
 30 - 34 ชั่วโมง,TH,Thailand,3035,ภาคตะวันออกเฉียงเหนือ,2568,5247.68,       หญิง                        ,2,ประเทศไทย,มหาสารคาม
 30 - 34 ชั่วโมง,TH,Thailand,3036,ภาคตะวันออกเฉียงเหนือ,2568,11480.38,       หญิง                        ,2,ประเทศไทย,ร้อยเอ็ด
 30 - 34 ชั่วโมง,TH,Thailand,3037,ภาคตะวันออกเฉียงเหนือ,2568,12761.27,       หญิง                        ,2,ประเทศไทย,กาฬสินธุ์
 30 - 34 ชั่วโมง,TH,Thailand,3038,ภาคตะวันออกเฉียงเหนือ,2568,12572.61,       หญิง                        ,2,ประเทศไทย,สกลนคร
 30 - 34 ชั่วโมง,TH,Thailand,3039,ภาคตะวันออกเฉียงเหนือ,2568,26244.95,       หญิง                        ,2,ประเทศไทย,นครพนม
 30 - 34 ชั่วโมง,TH,Thailand,3040,ภาคตะวันออกเฉียงเหนือ,2568,11833.92,       หญิง                        ,2,ประเทศไทย,มุกดาหาร
 40 - 49 ชั่วโมง,TH,Thailand,3041,ภาคตะวันออกเฉียงเหนือ,2568,305417.01,       ชาย                         ,2,ประเทศไทย,นครราชสีมา
 40 - 49 ชั่วโมง,TH,Thailand,3042,ภาคตะวันออกเฉียงเหนือ,2568,108115.56,       ชาย                         ,2,ประเทศไทย,บุรีรัมย์
 40 - 49 ชั่วโมง,TH,Thailand,3043,ภาคตะวันออกเฉียงเหนือ,2568,94285.35,       ชาย                         ,2,ประเทศไทย,สุรินทร์
 40 - 49 ชั่วโมง,TH,Thailand,3044,ภาคตะวันออกเฉียงเหนือ,2568,97918.97,       ชาย                         ,2,ประเทศไทย,ศรีสะเกษ
 40 - 49 ชั่วโมง,TH,Thailand,3045,ภาคตะวันออกเฉียงเหนือ,2568,274871.45,       ชาย                         ,2,ประเทศไทย,อุบลราชธานี
 40 - 49 ชั่วโมง,TH,Thailand,3046,ภาคตะวันออกเฉียงเหนือ,2568,66932.89,       ชาย                         ,2,ประเทศไทย,ยโสธร
 40 - 49 ชั่วโมง,TH,Thailand,3047,ภาคตะวันออกเฉียงเหนือ,2568,229243.24,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ
 40 - 49 ชั่วโมง,TH,Thailand,3048,ภาคตะวันออกเฉียงเหนือ,2568,30720.9,       ชาย                         ,2,ประเทศไทย,อำนาจเจริญ
 40 - 49 ชั่วโมง,TH,Thailand,3049,ภาคตะวันออกเฉียงเหนือ,2568,27263.9,       ชาย                         ,2,ประเทศไทย,บึงกาฬ
 40 - 49 ชั่วโมง,TH,Thailand,3050,ภาคตะวันออกเฉียงเหนือ,2568,50026.87,       ชาย                         ,2,ประเทศไทย,หนองบัวลำภู
 40 - 49 ชั่วโมง,TH,Thailand,3051,ภาคตะวันออกเฉียงเหนือ,2568,245619.67,       ชาย                         ,2,ประเทศไทย,ขอนแก่น
 40 - 49 ชั่วโมง,TH,Thailand,3052,ภาคตะวันออกเฉียงเหนือ,2568,232063.77,       ชาย                         ,2,ประเทศไทย,อุดรธานี
 40 - 49 ชั่วโมง,TH,Thailand,3053,ภาคตะวันออกเฉียงเหนือ,2568,83954.04,       ชาย                         ,2,ประเทศไทย,เลย
 40 - 49 ชั่วโมง,TH,Thailand,3054,ภาคตะวันออกเฉียงเหนือ,2568,66228.02,       ชาย                         ,2,ประเทศไทย,หนองคาย
 40 - 49 ชั่วโมง,TH,Thailand,3055,ภาคตะวันออกเฉียงเหนือ,2568,111456.46,       ชาย                         ,2,ประเทศไทย,มหาสารคาม
 40 - 49 ชั่วโมง,TH,Thailand,3056,ภาคตะวันออกเฉียงเหนือ,2568,97149.04,       ชาย                         ,2,ประเทศไทย,ร้อยเอ็ด
 40 - 49 ชั่วโมง,TH,Thailand,3057,ภาคตะวันออกเฉียงเหนือ,2568,71049.38,       ชาย                         ,2,ประเทศไทย,กาฬสินธุ์
 40 - 49 ชั่วโมง,TH,Thailand,3058,ภาคตะวันออกเฉียงเหนือ,2568,134141.33,       ชาย                         ,2,ประเทศไทย,สกลนคร
 40 - 49 ชั่วโมง,TH,Thailand,3059,ภาคตะวันออกเฉียงเหนือ,2568,27472.63,       ชาย                         ,2,ประเทศไทย,นครพนม
 40 - 49 ชั่วโมง,TH,Thailand,3060,ภาคตะวันออกเฉียงเหนือ,2568,49125.52,       ชาย                         ,2,ประเทศไทย,มุกดาหาร
 40 - 49 ชั่วโมง,TH,Thailand,3061,ภาคตะวันออกเฉียงเหนือ,2568,245046.8,       หญิง                        ,2,ประเทศไทย,นครราชสีมา
