เงินทุนรวม,ประกอบกิจการ,อำเภอ,TSIC,ถนน,GPS_lat,ซอย,FID,คนงานรวม,ลำดับ,ไปรษณีย์,จังหวัด,หมู่,เลขที่,แรงม้า,โทรศัพท์,อนุญาต,ตำบล,factype,คนงานชาย,_id,เลขทะเบียนเดิม,ชื่อโรงงาน,GPS_lng,สิ้นอายุ,คนงานหญิง
,กลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะ,ปากเกร็ด,104000000000,ศรีสมาน,06/02/1463,ศรีสมาน 8,-20120001925496-,800000,1137,,นนทบุรี,1,เลขที่ 69/192,14,,804,บ้านใหม่,,2500000,1137,จ3-64(13)-19/49นบ,ห้างหุ้นส่วนจำกัด พี.เจ.รวมช่าง,27/02/1463,1,800000
11184000,กลึง เจาะ ไส เจียน และเชื่อมโลหะ เพื่อผลิตเครื่องจักรต่าง ๆ และรับซ่อมอุปกรณ์เครื่องจักรทุกชนิด เช่น แป้นจับยึดอุปกรณ์ บูช สลักเกลียว น๊อต สกรู ผลิตชิ้นส่วนอะไหล่ ส่วนประกอบและอุปกรณ์ของเครื่องจักรทุกชนิด และเครื่องจักรชนิดต่าง ๆ,ไทรน้อย,25922,บางกรวย-ไทรน้อย,100.3527,คองตาคล้าย,-20121000225466-,7,1138,11150,นนทบุรี,2,เลขที่ 24/11,91.28,0 2292 39450,27/06/1460,ไทรน้อย,3,6,1138,จ3-64(13)-2/46นบ,บริษัท ซันเรียว เอ็นยิเนียริ่ง จำกัด,,13.97571667,1
,กลึง เจาะ คว้าน ไส เจียน หรือเชื่อมโลหะทั่วไป,บางใหญ่,126000000000,,14/01/1482,,-20120008125686-,5000000,1139,,นนทบุรี,4,เลขที่ 7/2,14,,3335,บ้านใหม่,,8000000,1139,จ3-64(13)-2/68นบ,บริษัท เค การ์เด้น แอนด์ เฟนซ์ จำกัด,20/03/1482,1,10000000
,กลึงโลหะและเชื่อมโลหะ,บางบัวทอง,3130000000000,,30/04/1477,,-20120088025632-,500000,1140,,นนทบุรี,6,เลขที่ 88,9,,1600,บางรักใหญ่,,1500000,1140,จ3-64(13)-20/63นบ,ส.วุฒิกร,14/08/1477,1,500000
20000000,ทำผลิตภัณฑ์โลหะด้วยการกลึง เจาะ เชื่อมและการปั๊ม เช่น ตู้ควบคุมระบบ MDB ตู้ควบคุมการสื่อสารโทรคมนาคม WIREWAY ฯลฯ,ไทรน้อย,25922,ปทุมธานี-บางเลน,100.3324046,,-20120002225573-,28,1141,11150,นนทบุรี,3,เลขที่ 63/1,197.96,0 2159 8466,23/06/1471,คลองขวาง,3,18,1141,จ3-64(13)-22/57นบ,บริษัท กรุงเทพ เทคนิค ลอจิก จำกัด,,14.01588065,10
,กลึง เจาะ กัด ไส เชื่อมโลหะ เช่น เสาติดตั้งแผงโซล่าเซล โครงแผงโซล่าเซล รางรับรองรับสายไฟฟ้า ฯลฯ ,ปากเกร็ด,106000000000,,22/04/1472,,-20120002325589-,20000000,1142,,นนทบุรี,10,"เลขที่ 12/39,12/50",30,,3360,คลองข่อย,,40000000,1142,จ3-64(13)-23/58นบ,บริษัท จีแอล เทค จำกัด,01/06/1472,1,10000000
,กลึง เจาะ คว้าน กัด ไส เจียน และเชื่อมโลหะทั่วไป,ไทรน้อย,114000000000,เลียบคลองประปามหาสวัสดิ์,11/04/1469,สมนึก,-20120102425552-,1000000,1143,,นนทบุรี,1,เลขที่ 54,24,,12000,หนองเพรางาย,,6000000,1143,จ3-64(13)-24/55นบ,-,23/07/1470,1,3000000
,กลึง กัด ไส และเชื่อมโลหะทั่วไป,ไทรน้อย,106000000000,บางบัวทอง-สุพรรณบุรี,26/06/1471,,-20120002425579-,475000,1144,,นนทบุรี,3,เลขที่ 89,12,,51540,ไทรใหญ่,,32000000,1144,จ3-64(13)-24/57นบ,บริษัท คุนหมิง ไลท์ อินดัสตรี แมชชินเนอรี่ (ประเทศไทย) จำกัด,05/02/1472,1,7780000
,เชื่อมโลหะ ทำเป้นโครงเหล็ก ป้ายโฆษณา,บางกรวย,106000000000,วัดสัก-โคนอน,30/04/1472,,-20120002425587-,10000000,1145,,นนทบุรี,2,เลขที่ 666,29,,14544,บางขนุน,,65000000,1145,จ3-64(13)-24/58นบ,บริษัท โรจน์แอดเวอร์ไทซิ่ง จำกัด,15/06/1472,1,10000000
,เชื่อม และประกอบชิ้นส่วนโลหะ,ไทรน้อย,104000000000,-,10/08/1479,-,-20120135525659-,2000000,1146,,นนทบุรี,4,เลขที่ 31/8,5,,800,ไทรน้อย,,0,1146,จ3-64(13)-29/65นบ,ห้างหุ้นส่วนจำกัด ฟันนี่ ดี,28/12/1479,1,800000
,กลึงและเชื่อมโลหะทั่วไป,บางบัวทอง,104000000000,บางรักพัฒนา,02/06/1451,,-20120100325374-,200000,1147,,นนทบุรี,6,เลขที่ 93/9,9,,1428,บางรักพัฒนา,,3000000,1147,จ3-64(13)-3/37นบ,ห้างหุ้นส่วนจำกัด ช่างกลนำชัย,29/10/1453,1,1000000
,รับจ้างกลึง ไส ตัด กัด เจียร เชื่อมของใช้จากโลหะ,ไทรน้อย,3100000000000,ไทรน้อย-ลาดบัวหลวง,29/04/1461,,-20120003025477-,1000000,1148,,นนทบุรี,1,เลขที่ 58,12,,1284,ราษฎร์นิยม,,1800000,1148,จ3-64(13)-30/47นบ,กิ่งไผ่เอ็นจิเนียริ่ง,19/06/1464,1,3000000
,กลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,ปากเกร็ด,126000000000,กาญจนาภิเษก,25/05/1475,เปาอินทร์ 5,-20120003125616-,3000000,1149,,นนทบุรี,10,เลขที่ 12/41,10,,1200,คลองข่อย,,6000000,1149,จ3-64(13)-31/61นบ,บริษัท ไทยเวลดิ้ง แอนด์ เอ็นจิเนียริ่ง จำกัด,28/09/1475,1,4000000
,กลึง เจาะ คว้าน ไส เจียนหรือเชื่อมโลหะทั่วไป,บางใหญ่,126000000000,,02/10/1480,,-20120162625661-,5000000,1150,,นนทบุรี,1,เลขที่ 3/5,7,,3720,บ้านใหม่,,12000000,1150,จ3-64(13)-33/66นบ,นายกวิน ตัณฑพฤกษ์ผล,08/03/1481,1,5000000
,กลึง เจาะ คว้าน กัด ไส เจียน และเชื่อมโลหะทั่วไป,ปากเกร็ด,126000000000,,19/09/1479,,-20120162525655-,5000000,1151,,นนทบุรี,9,เลขที่ 12/19,24,,2400,คลองข่อย,,11000000,1151,จ3-64(13)-38/65นบ,บริษัท ตั้งตระการวิศวกรรม จำกัด,07/11/1479,1,6000000
,กลึง-เชื่อมโลหะ,บางบัวทอง,,บางกรวย-ไทรน้อย,13/12/1450,,-20120100425364-,1000000,1152,,นนทบุรี,3,เลขที่ 333/32,8,,85,บางรักพัฒนา,,0,1152,จ3-64(13)-4/36นบ,บริษัท ภากร เทคนิคอล เซอร์วิส จำกัด,03/01/1451,1,1650000
,กลึง เจาะ คว้าน กัด ไส้ เจียรและเชื่อมโลหะทั่วไป,ไทรน้อย,124000000000,ปทุมธานี-บางเลน,09/12/1453,,-20120100425398-,1000000,1153,,นนทบุรี,2,เลขที่ 78/1,19,,,ขุนศรี,,0,1153,จ3-64(13)-4/39นบ,ปอม แอนด์ เอส,01/10/1460,1,2500000
,รับจ้างกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,บางใหญ่,3100000000000,ตลิ่งชัน*สุพรรณบุรี,12/11/1458,-,-20120200425447-,80000,1154,,นนทบุรี,6,เลขที่ 60/2,9,,880,บางแม่นาง,,1100000,1154,จ3-64(13)-4/44นบ,สมชายการช่าง,11/12/1458,1,500000
,กลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะ,ปากเกร็ด,126000000000,แจ้งวัฒนะ,18/09/1460,กระทรวงยุติธรรม,-20120100425463-,500000,1155,,นนทบุรี,4,เลขที่ 1/15,15,,2400,คลองเกลือ,,0,1155,จ3-64(13)-4/46นบ,บริษัท เอ็ม.เอ็น.แมชชินเนอรี่ จำกัด,16/09/1461,1,1000000
,รับจ้างกลึง เจาะ กัด ไส เจียร หรือเชื่อมโลหะทั่วไป,ปากเกร็ด,124000000000,เลียบคลองพระอุดม,16/01/1465,-,-20120100425513-,100000,1156,,นนทบุรี,10,เลขที่ 20/9,7,,1369,คลองข่อย,,1400000,1156,จ3-64(13)-4/51นบ,ห้างหุ้นส่วนจำกัด อาร์ ดี แมชชีนเนอรี่,25/02/1465,1,1640000
,กลึง เจาะ คว้าน กัด ไส เจียนหรือเชื่อมโลหะ,บางใหญ่,126000000000,,11/03/1471,,-20120100425570-,7000000,1157,,นนทบุรี,13,เลขที่ 39/4,35,,1680,บางม่วง,,60000,1157,จ3-64(13)-4/57นบ,บริษัท แดนดี เอ็นจิเนียริ่ง จำกัด,12/12/1471,1,20000000
,กลึง เจาะ คว้าน กัด ไส เจียน และเชื่อมโลหะทั่วไป,ไทรน้อย,126000000000,เคหะการเกษตร,23/08/1468,เคหะการเกษตร 10,-20120004425544-,4500000,1158,,นนทบุรี,3,เลขที่ 128,49,,3972,หนองเพรางาย,,2500000,1158,จ3-64(13)-44/54นบ,บริษัท โบชิ (ไทยแลนด์) จำกัด,12/10/1469,1,4800000
,ผลิต ผลิตภัณฑ์จากเหล็ก เหล็กกล้าหรือโลหะอื่นๆ เช่น โลหะแผ่น เสาโลหะ เป็นต้น,ปากเกร็ด,106000000000,,13/07/1475,,-20120004425619-,20000000,1159,,นนทบุรี,10,เลขที่ 20/34,28,,4568,คลองข่อย,,12000000,1159,จ3-64(13)-44/61นบ,บริษัท ซี-คอน ซิสเต็ม เทคโนโลยี จำกัด,26/09/1475,1,10000000
,การกลึง เจาะ กัด ไส เจียนหรือเชื่อมทโลหะทั่วไป,ปากเกร็ด,106000000000,,31/07/1475,,-20120004725612-,10000000,1160,,นนทบุรี,10,เลขที่ 29,21,,3566,คลองข่อย,,10000000,1160,จ3-64(13)-47/61นบ,บริษัท เวอร์ชวล คอร์ปอเรชั่น จำกัด,19/10/1475,1,8000000
,กลึง เจาะ คว้าน กัด ไส เจียน และเชื่อมโลหะเพื่อทำแม่พิมพ์,ปากเกร็ด,126000000000,กาญจนาภิเษก,04/08/1466,วัดศรีเขตนันทาราม,-20120004825529-,1000000,1161,,นนทบุรี,10,เลขที่ 33/6,19,,1774,คลองข่อย,,3000000,1161,จ3-64(13)-48/52นบ,บริษัท ไซกีโบโน่ แมนูแฟคเจอริ่ง (ไทยแลนด์) จำกัด,06/09/1467,1,1000000
,การกลึง เจาะ ไส เจียน เชื่อมโลหะทั่วไป,ไทรน้อย,126000000000,,07/08/1475,,-20120004925618-,5000000,1162,,นนทบุรี,1,เลขที่ โฉนดเลขที่ 25239,13,,20000,คลองขวาง,,6000000,1162,จ3-64(13)-49/61นบ,บริษัท เอ็นแมช จำกัด,28/10/1476,1,3000000
10500000,ซ่อมแซมชิ้นส่วนอุปกรณ์เครื่องจักร - เครื่องยนต์ การกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,บางบัวทอง,25922,บางกรวย-ไทรน้อย,100.4306833,,-20120200525378-,16,1163,11110,นนทบุรี,3,เลขที่ 333/52,79.75,5712683,07/11/1451,บางรักพัฒนา,3,14,1163,จ3-64(13)-5/37นบ,บริษัท เอช ที พี จำกัด,,13.88998333,2
,การกลึง เจาะ คว้าน กัด ไส เจียนหรือเชื่อมโลหะ,บางใหญ่,126000000000,ตลิ่งชัน-สุพรรณบุรี,23/09/1460,วัดเสาธงหิน,-20120300525468-,11000000,1164,,นนทบุรี,4,เลขที่ 46/189,35,,0,เสาธงหิน,,0,1164,จ3-64(13)-5/46นบ,บริษัท เอส.ไฟว์ เอนจิเนียริ่ง จำกัด,29/01/1464,1,0
,กลึง เจาะ คว้าน กัด ไส เจียน,ปากเกร็ด,126000000000,บางบัวทอง-ปทุมธานี,09/08/1475,,-20120005025616-,500000,1165,,นนทบุรี,1,เลขที่ 88/21,4,,255,บางตะไนย์,,171840,1165,จ3-64(13)-50/61นบ,บริษัท ชิโยดะ เอ็นจิเนียริ่ง แอนด์ พาร์ท จำกัด,02/10/1475,1,6420000
,กลึง ไส เจาะ เจียร เชื่อมโลหะ,ไทรน้อย,106000000000,,13/08/1477,,-20120155225636-,500000,1166,,นนทบุรี,10,เลขที่ โฉนดเลขที่ 30150,13,,6400,ไทรใหญ่,,8000000,1166,จ3-64(13)-51/63นบ,บริษัท ฟ้าแสง-ซีรีเน็๋กซ์ จำกัด,21/12/1477,1,3000000
14500000,กลึง เจาะ คว้าน กัด ไส เจียร หรือเชื่อมโลหะทั่วไป,บางใหญ่,25922,,100.4008933,กันตนา,-20120005425535-,5,1167,11140,นนทบุรี,4,เลขที่ 27/17,288.5,0-2101-1625-6,08/09/1467,บางม่วง,3,5,1167,จ3-64(13)-54/53นบ,บริษัท เมลทัลเซิร์ฟ จำกัด,,13.84643668,0
5020000,รับจ้างกลึง เจาะ คว้าน กัด ไส เจียน ตัด พับ ม้วน หรือเชื่อมโลหะทั่วไป,บางบัวทอง,25922,บางบัวทอง-สุพรรณบุรี,100.4126,-,-20120005525474-,50,1168,11110,นนทบุรี,5,เลขที่ 27/29,285.63,,21/05/1461,ละหาร,3,45,1168,จ3-64(13)-55/47นบ,บริษัท สยามคอมเพล็คซ์ เทคโนโลยี่ จำกัด,,13.95465,5
,กลึง เจาะ คว้าน กัด ไส เจียน และเชื่อมโลหะทั่วไป,บางกรวย,104000000000,ผดุงสวัสดิ์,05/09/1473,,-20120005525599-,1000000,1169,,นนทบุรี,2,เลขที่ 36/12,4,,1600,ศาลากลาง,,0,1169,จ3-64(13)-55/59นบ,ห้างหุ้นส่วนจำกัด เจ.สแควร์ เอ็นจิเนียริ่ง,09/02/1474,1,0
,กลึง เจียน กัด ไส และเชื่อมโลหะทั่วไป,บางใหญ่,124000000000,รัตนาธิเบศร์,13/09/1467,วัดมะเดื่อ,-20120105625539-,500000,1170,,นนทบุรี,1,เลขที่ 9/9,8,,916,เสาธงหิน,,1500000,1170,จ3-64(13)-56/53นบ,ห้างหุ้นส่วนจำกัด มีสมสิบการช่าง,30/07/1469,1,600000
95000000,ทำผลิตภัณฑ์โลหะด้วยกากลึง เจาะ เชื่อมโลหะและการปั๊ม เช่น ตู้ควบคุมระบบ MDB ตู้ควบคุมการสื่อสารโทรคมนาคม ฯลฯ,ไทรน้อย,25922,บางบัวทอง-ไทรน้อย,100.350658,ไทรน้อย-ลากฆ้อน,-20120005925575-,73,1171,11150,นนทบุรี,2,เลขที่ 24/15,488,0 2923 8306-7,24/12/1471,ไทรน้อย,3,45,1171,จ3-64(13)-59/57นบ,บริษัท กรุงเทพ เทคนิค ลอจิก 1 จำกัด,,13.977214,28
,กลึง -เชื่อมโลหะ,บางบัวทอง,106000000000,บางกรวย-ไทรน้อย,01/01/1452,จันทร์-ทองเอี่ยม,-20120000625386-,1000000,1172,,นนทบุรี,3,เลขที่ 65/2,8,,1240,บางรักพัฒนา,,1000000,1172,จ3-64(13)-6/38นบ,บริษัท คลังพหล วิศวกรรม จำกัด,24/10/1452,1,1000000
,กลึง เชื่อม ไส กัด ตัดและเจาะโลหะ,เมืองนนทบุรี,124000000000,เรวดี,09/10/1460,,-20120100625468-,200000,1173,,นนทบุรี,,เลขที่ 19/105,15,,264,ตลาดขวัญ,,0,1173,จ3-64(13)-6/46นบ,ห้างหุ้นส่วนจำกัด พี.เอส.เอ.แมชชีนเนอรี่,19/04/1461,1,2500000
,ทำชิ้นส่วนหรืออุปกรณ์สำหรับเครื่องมือ เครื่องใช้ เครื่องจักร และสื่อการเรียนการสอนจากโลหะและพลาสติก,ปากเกร็ด,106000000000,,09/02/1480,,-20120020225662-,53000000,1174,,นนทบุรี,1,เลขที่ 69/495,73,,7080,บ้านใหม่,,0,1174,จ3-64(13)-6/66นบ,บริษัท จีไอไอซี จำกัด,03/05/1480,1,77000000
,การกลึง เจาะ เจียนหรือเชื่อมโลหะทั่วไป,ปากเกร็ด,106000000000,,04/09/1474,,-20120106025606-,10000000,1175,,นนทบุรี,10,เลขที่ 33/2,13,,935,คลองข่อย,,2300000,1175,จ3-64(13)-60/60นบ,บริษัท สเปเชียลเทค จำกัด,29/09/1474,1,1000000
,กลึง ไส เจียร หรือเชื่อมโลหะทั่วไป,บางใหญ่,106000000000,วัดต้นเชือก-บ้านคลองโยง,17/06/1461,,-20120006425476-,400000,1176,,นนทบุรี,6,เลขที่ 3/4,5,,1396,บ้านใหม่,,1500000,1176,จ3-64(13)-64/47นบ,บริษัท ไฮ-เทค เวิลร์ด เอ็นจิเนียริ่ง จำกัด,09/01/1462,1,1000000
,กลึง-เชื่อมโลหะ ประกอบ ผลิต ซ่อมแซม ปรับปรุงเครื่องจักร เครื่องจักรกล เครื่องยนต์ ตลอดจนอุปกรณ์ของเครื่องจักร,เมืองนนทบุรี,,ท่าน้ำ-วัดโบสถ์,24/03/1452,วัดเฉลิมพระเกียรติซอย 10,-20120000725350-,1394000,1177,,นนทบุรี,3,เลขที่ 89/391,13,,400,บางศรีเมือง,,0,1177,จ3-64(13)-7/35นบ,บริษัท เวลแมน จำกัด,20/04/1449,1,1806000
,กลึง ปั๊ม ไส และเชื่อมโลหะทั่วไป,บางบัวทอง,3100000000000,ทางหลวงหมายเลข 345,,,-20120100725466-,11500000,1178,,นนทบุรี,2,เลขที่ 29/92,3,,0,ลำโพ,,0,1178,จ3-64(13)-7/46นบ,บริษัท ว.วิวัฒน์การช่าง จำกัด,02/02/1461,1,0
,กลึง ไส เชื่อมโลหะทั่วไป เช่น โครงโต๊ะ เก้าอี้,บางบัวทอง,126000000000,บางกรวย-ไทรน้อย,07/10/1467,ราษฎร์ทูลเกล้า,-20120007125539-,100000,1179,,นนทบุรี,5,เลขที่ 55,6,,960,บางบัวทอง,,0,1179,จ3-64(13)-71/53นบ,บริษัท เวิร์คสเคพ จำกัด,25/12/1467,1,300000
,การกลึง เจาะ กัด ตัด พับ เชื่อมโลหะทั่วไป,ไทรน้อย,126000000000,ทางหลวงชนบท นบ 3015,27/11/1475,,-20120007625611-,5000000,1180,,นนทบุรี,10,เลขที่ 64/4,7,,8000,ไทรใหญ่,,5000000,1180,จ3-64(13)-76/61นบ,บริษัท ไอไอที สตีล เวิร์ค จำกัด,21/02/1482,1,8000000
,กลึง เชื่อม ไส ตัด เจาะ และเจียรโลหะ,บางใหญ่,3100000000000,ประชาอุทิศ ,11/03/1461,,-20120000825473-,300000,1181,,นนทบุรี,6,เลขที่ 60/4,6,,0,บางแม่นาง,,845000,1181,จ3-64(13)-8/47นบ,ต.เจริญซัพพลาย,01/03/1461,1,800000
,กลึง กัด เจาะ เชื่อม ไส โลหะทั่วไป,ปากเกร็ด,,ติวานนท์,13/08/1461,พระแม่การุณย์,-20120208825473-,200000,1182,,นนทบุรี,1,เลขที่ 74,20,,828,บ้านใหม่,,2000000,1182,จ3-64(13)-88/47นบ,ห้างหุ้นส่วนจำกัด จุลพงษ์การช่าง,01/03/1462,1,1000000
,รับจ้างกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,ไทรน้อย,126000000000,บางกรวย-ไทรน้อย,13/08/1461,-,-20120008925473-,1000000,1183,,นนทบุรี,5,เลขที่ 26/8,17,,0,ไทรน้อย,,1000000,1183,จ3-64(13)-89/47นบ,บริษัท ยูนิฟาย เอ็นจิเนียริ่ง จำกัด,15/09/1461,1,3000000
,การกลึง เจาะ เจียน และเชื่อมโลหะทั่วไป,บางบัวทอง,106000000000,,10/11/1474,,-20120008925606-,2000000,1184,,นนทบุรี,7,เลขที่ 224,15,,6488,ลำโพ,,24330000,1184,จ3-64(13)-89/60นบ,บริษัท สหภัณฑ์วิศวกรรม จำกัด,29/06/1475,1,10000000
,กลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป เช่น อะไหล่แม่พิมพ์,ไทรน้อย,126000000000,บางกรวย-ไทรน้อย,09/02/1473,,-20120100925595-,500000,1185,,นนทบุรี,8,เลขที่ 45,14,,3200,คลองขวาง,,5000000,1185,จ3-64(13)-9/59นบ,บริษัท เอส.พี.ซัพพอร์ท จำกัด,01/08/1473,1,33959000
,กลึง เจาะ คว้าน กัด ไส เจียน และเชื่อมโลหะทั่วไป,ไทรน้อย,126000000000,เคหะการเกษตร,15/10/1464,เคหะการเกษตร 9,-20120009525504-,4500000,1186,,นนทบุรี,3,เลขที่ 103/5,16,,968,หนองเพรางาย,,847000,1186,จ3-64(13)-95/50นบ,บริษัท พี.พี.เจ.แมชชีนเนอรี่ จำกัด,31/10/1464,1,6600000
,ทำผลิตภัณฑ์เกี่ยวกับโลหะด้วยวิธีปั้มหรือกระแทกและผลิตภัณฑ์พลาสติกเช่นชิ้นส่วนโคมไฟฟ้าชิ้นส่วนเครื่องเรือน,ปากเกร็ด,3100000000000,ติวานนท์,02/03/1452,พระแม่มหาการุณย์,-20121200125383-,100000,1187,,นนทบุรี,1,เลขที่ 69/116-118,4,,78,บ้านใหม่,,780000,1187,จ3-64(2)-1/38นบ,,02/02/1455,1,500000
62000000,ทำผลิตภัณฑ์ด้วยวิธีปั๊มหรือกระแทก กลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,ปากเกร็ด,25910,กาญจนาภิเษก,100.4315623,เปาอินทร์ แยก 4,-20120001025602-,77,1188,10150,นนทบุรี,10,เลขที่ 16/29,495,,17/05/1474,คลองข่อย,3,39,1188,จ3-64(2)-10/60นบ,ห้างหุ้นส่วนจำกัด เจริญรุ่งเรืองโลหะภัณฑ์,,13.97242038,38
10000000,ทำผลิตภัณฑ์โลหะด้วยวิธีปั๊มหรือกระแทก กลึง เจาะ คว้าน กัด เจียน หรือเชื่อมโลหะ,ปากเกร็ด,25910,กาญจนาภิเษก-บางปะอิน,100.4311747,,-20120001425604-,5,1189,11120,นนทบุรี,10,เลขที่ 16/25,122.27,089 1233578,01/08/1474,คลองข่อย,3,5,1189,จ3-64(2)-14/60นบ,กิจการรุ่งเรือง,,13.97278787,0
10000000,งานปั๊ม กลึง เจาะ คว้าน กัด ไส หรือเชื่อมโลหะทั่วไป ผลิตอุปกรณ์สำหรับงานระบบไฟฟ้า สถานีไฟฟ้า ระบบสื่อสารโทรคมนาคม,บางบัวทอง,25910,กาญจนาภิเษก,100.4200087,,-20120101625590-,15,1190,11000,นนทบุรี,7,เลขที่ 48/3,129.49,,09/09/1473,ลำโพ,3,13,1190,จ3-64(2)-16/59นบ,บริษัท พีเอ อิเล็คทริค ไลท์ จำกัด,,13.95940385,2
2000000,ทำตลับใส่พระแสตนเลส และพิมพ์อักษรบนกล่องพลาสติกใส่พระเครื่อง,บางบัวทอง,25910,บ้านกล้วย-ศาลายา,100.2351,,-20120001625609-,30,1191,11110,นนทบุรี,3,เลขที่ 33/18,166.58,,23/08/1474,พิมลราช,3,30,1191,จ3-64(2)-16/60นบ,มิตรศิลป์,,13.5539,0
20000000,"ผลิตราวกันอันตราย(การ์ดเรล),ผลิตเสารไฟฟ้าแสงสว่าง,ผลิตเสาไฟสัญญาณจราจร และผลิตป้ายจราจร ,ผลิตภัณฑ์โลหะสำหรับงานจราจร",ไทรน้อย,25910,-,100.325976,-,-20120239525670-,12,1192,11150,นนทบุรี,3,เลขที่ 20/5,198.91,815595247,24/12/1481,คลองขวาง,3,10,1192,จ3-64(2)-17/67นบ,บริษัท เฮิร์บฮัท จำกัด,,14.025538,2
10500000,ทำโต๊ะ ตู้ เตียงและทำชั้นวางของทุกชนิดจากเหล็ก,เมืองนนทบุรี,25910,สนามบินน้ำ,100.5039833,,-20120300225366-,55,1193,11000,นนทบุรี,8,เลขที่ 54/1/1,132,,23/07/1450,บางกระสอ,3,50,1193,จ3-64(2)-2/36นบ,บริษัท ภูรินทร์ อินเตอร์เนชั่นแนล จำกัด,,13.87291667,5
,ผลิตฝาอลูมิเนียมฟรอยปิดปากขวดกลึงและซ่อมชิ้นส่วนของเครื่องจกรและอุปกรณ์,เมืองนนทบุรี,104000000000,บางกรวย-ไทรน้อย,28/10/1455,วัดเฉลิมพระเกียรติ19,-20120100225418-,300000,1194,,นนทบุรี,3,"เลขที่ 89/859,89/861",8,,648,บางศรีเมือง,,1600000,1194,จ3-64(2)-2/41นบ,ห้างหุ้นส่วนจำกัด เทรดดิ้ง,19/11/1455,1,600000
9500000,ทำผลิตภัณฑ์โลหะ เช่น บานพับ กลอนประตู กลอนหน้าต่าง และรับจ้างผลิตงานโลหะทั่วไปทุกชนิด,ปากเกร็ด,25910,ประตูน้ำ-วัดศรีเขต,100.4207833,-,-20120400225449-,25,1195,11120,นนทบุรี,10,เลขที่ 26/2,436.27,02-4160229,11/12/1458,คลองข่อย,3,10,1195,จ3-64(2)-2/44นบ,บริษัท สยาม อินโนเวชั่น อินดัสทรี จำกัด,,13.98338333,15
,ทำรถเข็น บันไดอลูมิเนียม เครื่องมือเครื่องใช้,เมืองนนทบุรี,,บางไผ่พัฒนา,16/12/1460,,-20120800225460-,26500000,1196,,นนทบุรี,5,เลขที่ 9/8,15,,0,บางไผ่,,0,1196,จ3-64(2)-2/46นบ,บริษัท พี.เค.อาร์.มาร์เก็ตติ้ง จำกัด,02/12/1461,1,0
,"ทำผลิตภัณฑ์ด้วยวิธีปั๊มหรือกระแทก เช่น ตะขอเสื้อชั้นใน,รางสายไฟ และอุปกรณ์ ฯลฯ",บางบัวทอง,106000000000,บ้านลำโพ,12/10/1466,-,-20120102225523-,2200000,1197,,นนทบุรี,7,เลขที่ 24/19,8,,1197,ลำโพ,,2400000,1197,จ3-64(2)-22/52นบ,บริษัท ดูราเทรย์ จำกัด,05/04/1467,1,2700000
707500000,ปั๊มตัดขึ้นรูปชิ้นงานโลหะต่างๆทำชิ้นส่วนอุปกรณ์สำหรับเครื่องใช้ไฟฟ้าเช่นแกนมอเตอร์แกนพัดลมโรเตอร์-สเตเตอร์ฯลฯ ประกอบมอเตอร์,เมืองนนทบุรี,25910,บางกรวย-ไทรน้อย,100.4616167,-,-20120200325381-,586,1198,11000,นนทบุรี,3,เลขที่ 29/7,5088.57,9035460-4,08/06/1452,บางกร่าง,3,304,1198,จ3-64(2)-3/38นบ,บริษัท ฟาสโก้ มอเตอร์ส (ประเทศไทย) จำกัด,,13.83798333,282
17900000,ปั๊ม ตัด พับโลหะทั่วไป,บางกรวย,25910,บางกรวย-ไทรน้อย,100.4777,-,-20120000525511-,7,1199,11130,นนทบุรี,2,เลขที่ 117/2,56.75,0 2883 9354-6,14/02/1465,บางสีทอง,3,5,1199,จ3-64(2)-5/51นบ,-,,13.81688,2
19500000,ทำผลิตภัณฑ์ด้วยวิธีปั๊มหรือกระแทก กลึง เจาะ กัด ไส เจียนโลหะทั่วไป,ปากเกร็ด,25910,ทางหลวงพิเศษหมายเลข 9 กม.51,100.4394,-,-20120000625493-,30,1200,11120,นนทบุรี,9,เลขที่ 15/1,489.18,0-1846-8547,22/02/1463,คลองข่อย,3,30,1200,จ3-64(2)-6/49นบ,บริษัท ไทยสตีลพาร์ท จำกัด,,13.97228333,0
32000000,ทำผลิตภัณฑ์ด้วยวิธีปั๊มหรือกระแทก กลึง เจาะ เจียน เชื่อมโลหะและพ่นสี,ไทรน้อย,25910,คลองขวาง-นาหมอน,100.3044333,-,-20120000625501-,65,1201,11150,นนทบุรี,9,เลขที่ 3/8,417.48,02-9224207,23/03/1464,คลองขวาง,3,40,1201,จ3-64(2)-6/50นบ,บริษัท วี.วี.เอ็น.เพาเดอร์ โค้ทติ้ง จำกัด,,13.99735,25
