แรงม้า,GPS_lng,ตำบล,ประกอบกิจการ,พื้นที่อาคาร,คนงานรวม,เลขทะเบียนเดิม,ถนน,เลขที่,คนงานชาย,จังหวัด,โทรศัพท์,อนุญาต,ลำดับ,หมู่,พื้นที่โรงงาน,ซอย,ชื่อโรงงาน,ไปรษณีย์,TSIC,คนงานหญิง,_id,เริ่มดำเนินการ,FID,อำเภอ,สิ้นอายุ,GPS_lat,เงินทุนรวม
178,100.3129659,คลองขวาง,"ผลิตภัณฑ์คอนกรีต เช่น เสาเข็มรูปตัวไอ , แผ่นพื้น",504,6,จ3-58(1)-24/63นบ,,เลขที่ 16/4,4,นนทบุรี,2925501,2020-04-03T00:00:00,976,4,6692,,บริษัท ตั้งถาวรผลิตภัณฑ์ซีเมนต์ จำกัด,11150,23953,2,976,,-20120042225633-,ไทรน้อย,,14.0564644,7438500
463.18,100.5258357,บางพูด,ผลิตคอนกรีตผสมเสร็จ,167,15,จ3-58(1)-241/64นบ,ติวานนท์,เลขที่ 118,15,นนทบุรี,25259744,2021-09-30T00:00:00,977,9,2156,,บริษัท เอ็ม คอนกรีต จำกัด,11120,23953,0,977,2022-02-15T00:00:00,-20120441825645-,ปากเกร็ด,,13.92472911,52000000
234.1,100.4476419,ลำโพ,ทำผลิตภัณฑ์คอนกรีตผสมเสร็จ,130,10,จ3-58(1)-25/59นบ,สาย 345,เลขที่ ,10,นนทบุรี,,2016-02-23T00:00:00,978,6,5016,,บริษัท ศิวะพลอย ซีเมนต์ จำกัด,11000,23953,0,978,2018-01-03T00:00:00,-20120002525592-,บางบัวทอง,2023-01-01T00:00:00,13.94935811,20500000
284.34,100.50553,ตลาดขวัญ,ผลิตและจำหน่ายคอนกรีตผสมเสร็จ,400,6,จ3-58(1)-262/58นบ,นครอินทร์,เลขที่ 14/54,6,นนทบุรี,,2015-04-12T00:00:00,979,9,4800,,บริษัท นครหลวงคอนกรีต จำกัด,10110,23953,0,979,2016-03-03T00:00:00,-20120026225583-,เมืองนนทบุรี,2021-01-01T00:00:00,13.838261,28000000
319.51,100.5086234,บางกระสอ,ผลิตคอนกรีตผสมเสร็จ,4800,7,จ3-58(1)-267/58นบ,,เลขที่ ,7,นนทบุรี,,2015-12-17T00:00:00,980,,4800,,บริษัท ทีพีไอ คอนกรีต จำกัด,10120,23953,0,980,2016-06-01T00:00:00,-20120026725582-,เมืองนนทบุรี,2021-01-01T00:00:00,13.85934812,20000000
175.41,100.328489,บ้านใหม่,ผลิตคอนกรีตผสมเสร็จ,0,11,จ3-58(1)-29/56นบ,ไทรน้อย-ต้นเชือก,เลขที่ ,11,นนทบุรี,,2013-11-02T00:00:00,981,8,15672,,บริษัท เจริญซีเมนต์ จำกัด,11140,23953,0,981,2013-05-20T00:00:00,-20120102925569-,บางใหญ่,2023-01-01T00:00:00,13.878297,35000000
144.3,100.43275,บางรักพัฒนา,ผลิตคอนกรีตผสมเสร็จ,366,5,จ3-58(1)-3/35นบ,บางกรวย-ไทรน้อย,เลขที่ 200,5,นนทบุรี,9208395,1995-03-08T00:00:00,982,3,3720,,บริษัท วี แอนด์ พี โกลบอล จำกัด,11110,23953,0,982,1995-07-31T00:00:00,-20120100325358-,บางบัวทอง,2020-01-01T00:00:00,13.88623333,10000000
119,100.4411333,ลำโพ,ผลิตภัณฑ์คอนกรีตผสมเสร็จ,1600,13,จ3-58(1)-3/36นบ,บางบัวทอง-ปทุมธานี,เลขที่ 6/2,13,นนทบุรี,9127581,1993-08-31T00:00:00,983,6,6980,,บริษัท กาญจนาคอนกรีต จำกัด,11110,23953,0,983,1994-04-02T00:00:00,-20120000325367-,บางบัวทอง,2024-01-01T00:00:00,13.94943333,26000000
426,100.296943,ไทรใหญ่,ผลิตคอนกรีตผสมเสร็จ,1182,20,จ3-58(1)-3/67นบ,,"เลขที่ โฉนดที่ดินเลขที่ 36020, 5973",20,นนทบุรี,22601321,2024-05-01T00:00:00,984,4,16705,,บริษัท ซิโน-ไทย เอ็นจีเนียริ่ง แอนด์ คอนสตรัคชั่น จำกัด (มหาชน),11150,23953,0,984,2024-01-02T00:00:00,-20120001725672-,ไทรน้อย,2029-01-01T00:00:00,14.119533,33100000
145,100.369131,ศาลากลาง,การทำผลิตภัณฑ์คอนกรีต เช่น แผ่นพื้น ฯลฯ,3172,15,จ3-58(1)-31/59นบ,กรุงนนท์-จงถนอม,เลขที่ ,10,นนทบุรี,,2016-02-03T00:00:00,985,3,14400,,บริษัท พีทีเอ็น คอนกรีต จำกัด,10100,23953,5,985,2016-08-25T00:00:00,-20120103125599-,บางกรวย,2021-01-01T00:00:00,13.80788,8000000
320,100.524515,ศาลากลาง,คอนกรีตผสมเสร็จ,436,7,จ3-58(1)-35/62นบ,ฉลองนนท์ 456 ปี,เลขที่ 78,7,นนทบุรี,,2019-03-14T00:00:00,986,4,8444,,บริษัท น่ำเฮงคอนกรีต (1992) จำกัด,11130,23953,0,986,2019-07-19T00:00:00,-20120069925628-,บางกรวย,2024-01-01T00:00:00,13.6838478,10100000
284.27,100.3582266,ศาลากลาง,ผลิตคอนกรีตผสมเสร็จ,1200,3,จ3-58(1)-38/57นบ,ทางหลวงชนบท 1011,เลขที่ ,3,นนทบุรี,,2014-10-02T00:00:00,987,,14312,,โรงงานคอนกรีตผสมเสร็จศาลากลาง,11130,23953,0,987,2014-06-30T00:00:00,-20120003825579-,บางกรวย,2024-01-01T00:00:00,13.80782708,15000000
387.14,100.4489167,บางขุนกอง,ผลิตคอนกรีตผสมเสร็จ,1200,3,จ3-58(1)-39/48นบ,ราชพฤกษ์,เลขที่ 136/3,3,นนทบุรี,02-2725555,2005-03-18T00:00:00,988,1,6400,-,บริษัท นครหลวงคอนกรีต จำกัด,11130,23953,0,988,2005-07-25T00:00:00,-20120003925486-,บางกรวย,2020-01-01T00:00:00,13.81938333,45600000
109.5,100.3234667,ราษฎร์นิยม,ทำผลิตภัณฑ์คอนกรีต เช่น แผ่นพื้น คาน ฝาผนัง เสาเข็ม เสารั้ว ถังส้วม ท่อระบายน้ำฯ,0,29,จ3-58(1)-4/39นบ,ร.พ.ช.สายบ้านราษฎรนิยม,เลขที่ 15/5,19,นนทบุรี,0-2210-0981-2,1996-08-07T00:00:00,989,2,12800,,บริษัท ซี.เค.เค คอนกรีต จำกัด,11150,23953,10,989,1997-09-01T00:00:00,-20120000425399-,ไทรน้อย,2022-01-01T00:00:00,14.07578333,14000000
159,100.3639176,บางคูรัด,ผลิตเสาเข็มคอนกรีตอัดแรง,300,65,จ3-58(1)-42/60นบ,,เลขที่ 12/9,60,นนทบุรี,,2017-01-03T00:00:00,990,4,1610,,บริษัท ณรงค์ ไมโครสปัน จำกัด,11110,23953,5,990,2017-03-31T00:00:00,-20120004225605-,บางบัวทอง,2022-01-01T00:00:00,13.9134889,41000000
238,100.51738,บางพูด,ผลิตคอนกรีตผสมเสร็จ,0,4,จ3-58(1)-44/53นบ,ติวานนท์,เลขที่ 43/13,4,นนทบุรี,02-9646118,2010-03-25T00:00:00,991,9,9644,,บริษัท โอ อาร์ ซี พรีเมียร์ จำกัด,11120,23953,0,991,2010-11-06T00:00:00,-20120004425536-,ปากเกร็ด,2020-01-01T00:00:00,13.92881,89500000
141,100.4288292,คลองข่อย,ผลิตเสาเข็มไมโครไพล์,450,15,จ3-58(1)-46/62นบ,กาญจนาภิเษก,เลขที่ 16/34,11,นนทบุรี,819179056,2019-01-04T00:00:00,992,10,2510,เปาอินทร์ ซอย 4,พีเคเสาเข็มเจาะ,11120,23953,4,992,2019-10-21T00:00:00,-20120084425620-,ปากเกร็ด,,13.97309101,24000000
145.5,100.5450833,บ้านใหม่,ผลิตเสาคอนกรีตอัดแรง,0,19,จ3-58(1)-5/39นบ,ติวานนท์,เลขที่ 10/2,13,นนทบุรี,5841400,1996-08-28T00:00:00,993,2,1594,,บริษัท รังษีคอนกรีต จำกัด,11120,23953,6,993,1997-01-28T00:00:00,-20120000525396-,ปากเกร็ด,2022-01-01T00:00:00,13.94598333,32775000
227,100.4436667,บางกร่าง,ผลิตคอนกรีตผสมเสร็จ,765,16,จ3-58(1)-5/47นบ,ราชพฤกษ์,เลขที่ 6/6,16,นนทบุรี,,2004-12-03T00:00:00,994,2,5698,ฉิมน้อย,บริษัท กาญจนา คอนกรีต จำกัด,11000,23953,0,994,2004-11-15T00:00:00,-20120300525476-,เมืองนนทบุรี,2024-01-01T00:00:00,13.85345,18500000
168.23,100.3778,บางบัวทอง,ทำผลิตภัณฑ์คอนกรีตผสมเสร็จ,531,2,จ3-58(1)-51/50นบ,บางกรวย-ไทรน้อย,เลขที่ 85,2,นนทบุรี,36288900,2007-05-24T00:00:00,995,11,4400,-,บริษัท ผลิตภัณฑ์และวัตถุก่อสร้าง จำกัด,11110,23953,0,995,2008-01-14T00:00:00,-20120005125507-,บางบัวทอง,2023-01-01T00:00:00,13.946234,30100000
158.61,100.44996,ลำโพ,ผลิตคอนกรีตผสมเสร็จ,4000,18,จ3-58(1)-52/51นบ,ทางหลวงหมายเลข 345,เลขที่ 24/1,18,นนทบุรี,,2008-02-05T00:00:00,996,6,3335,,บริษัท นครหลวงคอนกรีต จำกัด,11110,23953,0,996,2008-02-06T00:00:00,-20120005225513-,บางบัวทอง,2023-01-01T00:00:00,13.94903,14698000
162.7,100.5252668,ท่าทราย,ผลิตคอนกรีตผสมเสร็จ,0,4,จ3-58(1)-52/54นบ,สามัคคี,เลขที่ 62/4,4,นนทบุรี,0-2583-4422,2011-04-25T00:00:00,997,2,6400,,บริษัท สามัคคีผลิตภัณฑ์คอนกรีต จำกัด,11000,23953,0,997,2012-10-15T00:00:00,-20120005225547-,เมืองนนทบุรี,2022-01-01T00:00:00,13.88549152,12560000
174.4,100.3645833,บางบัวทอง,ผลิตคอนกรีตผสมเสร็จ,960,12,จ3-58(1)-6/40นบ,บางกรวย-ไทรน้อย,เลขที่ 55/4,12,นนทบุรี,02-272-5555,1997-09-09T00:00:00,998,11,3785,,บริษัท นครหลวง คอนกรีต จำกัด,11110,23953,0,998,1999-04-19T00:00:00,-20120200625400-,บางบัวทอง,2024-01-01T00:00:00,13.9559,14500000
308.74,100.44625,บางขุนกอง,ผลิต และจำหน่ายคอนกรีตผสมเสร็จ,4800,6,จ3-58(1)-60/47นบ,นครอินทร์,เลขที่ ,6,นนทบุรี,6785350,2004-06-30T00:00:00,999,3,5288,,บริษัท ทีพีไอ คอนกรีต จำกัด,11130,23953,0,999,2005-07-28T00:00:00,-20120006025474-,บางกรวย,2020-01-01T00:00:00,13.82403333,11000000
374.47,100.4486667,บางขุนกอง,คอนกรีตผสมเสร็จ,0,3,จ3-58(1)-62/47นบ,ราชพฤกษ์,เลขที่ 88/6,3,นนทบุรี,36288900,2004-07-07T00:00:00,1000,3,5270,,โรงงานคอนกรีตผสมเสร็จ พระราม 5 (มหาสวัสดิ์),11130,23953,0,1000,2004-04-10T00:00:00,-20120006225470-,บางกรวย,2024-01-01T00:00:00,13.82226667,3000000
286.82,100.4533,บางกร่าง,คอนกรีตผสมเสร็จ,0,2,จ3-58(1)-66/47นบ,วัดโบสถ์-ท่าน้ำนนทบุรี,เลขที่ 61/2,2,นนทบุรี,0-2641-5600,2004-12-07T00:00:00,1001,8,4800,,บริษัท ชลประทานคอนกรีต จำกัด สาขา พระราม 5,11000,23953,0,1001,2005-04-20T00:00:00,-20120006625471-,เมืองนนทบุรี,2020-01-01T00:00:00,13.84501667,11000000
391.67,100.4513,บางรักน้อย,ผลิตคอนกรีตผสมเสร็จ,400,3,จ3-58(1)-70/55นบ,ราชพฤกษ์,เลขที่ 28/11,3,นนทบุรี,0-2797-7555,2012-05-23T00:00:00,1002,4,3480,,บริษัท นครหลวงคอนกรีต จำกัด,11000,23953,0,1002,2012-01-08T00:00:00,-20120007025556-,เมืองนนทบุรี,2022-01-01T00:00:00,13.88063,22000000
197,100.3013502,ไทรใหญ่,ผลิต ผลิตภัณฑ์คอนกรีต เช่น เสาเข็มคอนกรีต,3265,43,จ3-58(1)-72/62นบ,,เลขที่ 9/2,33,นนทบุรี,,2019-05-27T00:00:00,1003,1,25600,,บริษัท ส.อรุณ อินดัสเทรียล แซนด์ จำกัด,11150,23953,10,1003,2019-06-21T00:00:00,-20120134225624-,ไทรน้อย,2024-01-01T00:00:00,14.04524451,61000000
472,100.5034911,บางพูด,ผลิตบล็อกมวลเบา,4125,17,จ3-58(1)-76/63นบ,สุขาประชาสรรค์ 2,เลขที่ โฉนดเลขที่ 87165,17,นนทบุรี,,2020-12-06T00:00:00,1004,,16288,,บริษัท วีที อินโนเวทีฟ อะไลแอนซ์ จำกัด,11120,23953,0,1004,2020-06-07T00:00:00,-20120116225634-,ปากเกร็ด,,13.92985454,370000000
231.35,100.3145696,ราษฎร์นิยม,ผลิตและจำหน่ายคอนกรีตผสมเสร็จและผลิตภัณฑ์คอนกรีต เช่น แผ่นพื้นคอนกรีต,1329,8,จ3-58(1)-77/57นบ,,เลขที่ ,8,นนทบุรี,,2014-03-31T00:00:00,1005,1,5564,,บริษัท เกรท ซีพีเอ็ม จำกัด,11150,23953,0,1005,,-20120007725577-,ไทรน้อย,,14.07490287,13000000
435.46,100.4648184,บางกร่าง,คอนกรีตผสมเสร็จ,312,4,จ3-58(1)-78/60นบ,บางกรวย-ไทรน้อย,เลขที่ 150/2,4,นนทบุรี,02-5555000,2017-12-04T00:00:00,1006,9,6280,,โรงงานคอนกรีตผสมเสร็จ บางศรีเมือง,10800,23953,0,1006,2017-05-15T00:00:00,-20120007825609-,เมืองนนทบุรี,2022-01-01T00:00:00,13.84653023,6000000
238.5,100.3155746,บ้านใหม่,ผลิตคอนกรีตผสมเสร็จ,110,16,จ3-58(1)-78/62นบ,,เลขที่ 28/6,13,นนทบุรี,,2019-07-06T00:00:00,1007,6,6550,,บริษัท ที.คิว.ซี.คอนกรีต จำกัด,11140,23953,3,1007,2019-08-19T00:00:00,-20120145625622-,บางใหญ่,2024-01-01T00:00:00,13.83740964,8360000
215,,บ้านใหม่,ผลิตชิ้นงานคอนกรีตสำเร็จรูป,2606,40,จ3-58(1)-79/67นบ,ต้นเชือก-สี่แยกคลองโยง,เลขที่ 36/9,35,นนทบุรี,02-8686654,2024-05-14T00:00:00,1008,4,8000,,บริษัท ดีแอนด์จี คอร์ปอเรชั่น จำกัด,11140,23953,5,1008,,-20120078525674-,บางใหญ่,,,100000000
109.92,,ราษฎร์นิยม,ผลิตเสาเข็มคอนกรีต,2275,9,จ3-58(1)-80/67นบ,,เลขที่ 8,9,นนทบุรี,064-9922822,2024-05-15T00:00:00,1009,3,22717,,บริษัท ณรงค์ ไมโครสปัน จำกัด,11150,23953,0,1009,2024-01-10T00:00:00,-20120079525673-,ไทรน้อย,2029-01-01T00:00:00,,75000000
359.55,,ศาลากลาง,ผลิตคอนกรีตผสมเสร็จ,428,23,จ3-58(1)-81/66นบ,,เลขที่ 169,18,นนทบุรี,818058142,2023-05-23T00:00:00,1010,4,5600,,บริษัท ฉัตรธงชัย คอนกรีต มิกซ์ จำกัด,11130,23953,5,1010,2023-10-20T00:00:00,-20120081525661-,บางกรวย,2028-01-01T00:00:00,,50000000
419.75,100.1925,คลองขวาง,ผลิตภัณฑ์คอนกรีตผสมเสร็จ ผลิตภัณฑ์คอนกรีต เช่น พื้นคอนกรีต เสาเข็ม แผ่นคอนกรีต บล๊อคคอนกรีต,1500,20,จ3-58(1)-86/59นบ,บางเลน-ปทุมธานี,เลขที่ 8,15,นนทบุรี,,2016-05-13T00:00:00,1011,3,13044,,ห้างหุ้นส่วนจำกัด สกลวัฒนา,11150,23953,5,1011,2016-11-07T00:00:00,-20120008625594-,ไทรน้อย,2021-01-01T00:00:00,14.0137,85000000
276,100.2907167,ขุนศรี,ผลิตคานสะพานคอนกรีตอัดแรง เสาเข็มคอนกรีตอัดแรง เสาเข็มเขื่อน เสาเข็มสะพาน พื้นสำเร็จรูปแบบต่างๆ พื้นสะพานแบบต่างๆท่อระบายน้ำ กระเบื้องมุงหลังคา รับทำงานโยธาทุกประเภท,9750,90,จ3-58(1)-88/47นบ,ปทุมธานี-บางเลน,เลขที่ 32/2,50,นนทบุรี,,2004-11-08T00:00:00,1012,3,243000,วัดขุนศรี,บริษัท พงษ์ภัทร เอนเตอร์ไพรส์ จำกัด,11150,23953,40,1012,2004-09-11T00:00:00,-20120108825474-,ไทรน้อย,2024-01-01T00:00:00,14.02316667,57000000
198.36,100.50765,ปากเกร็ด,ผลิตคอนกรีตผสมเสร็จ,1200,3,จ3-58(1)-9/39นบ,ติวานนท์,เลขที่ 99/180,3,นนทบุรี,36288900,1996-04-11T00:00:00,1013,5,4000,,โรงงานคอนกรีตผสมเสร็จ ปากเกร็ด,11120,23953,0,1013,1997-08-04T00:00:00,-20120000925398-,ปากเกร็ด,2022-01-01T00:00:00,13.9093,3000000
128.4,,ศาลากลาง,ผลิตคอนกรีตผสมเสร็จ,810,10,จ3-58(1)-96/65นบ,พิชัยเขต,เลขที่ โฉนดที่ดินเลขที่ื 79455 และ 81123,10,นนทบุรี,,2022-01-06T00:00:00,1014,4,10400,,บริษัท กาญจนา คอนกรีต จำกัด,11130,23953,0,1014,2024-09-01T00:00:00,-20120094425651-,บางกรวย,2028-01-01T00:00:00,,61500000
158,100.4122,บางคูเวียง,ทำผลิตภัณฑ์จากหินแกรนิต,360,18,จ3-58(3)-10/48นบ,กาญจนาภิเษก,เลขที่ 66,18,นนทบุรี,,2005-03-30T00:00:00,1015,2,4860,,,11130,23961,0,1015,2005-02-12T00:00:00,-20120001025487-,บางกรวย,2020-01-01T00:00:00,13.8151,3700000
160,100.4121667,บางคูรัด,ทำผลิตภัณฑ์จากหินแกรนิต,2286,32,จ3-58(3)-5/48นบ,-,เลขที่ 49/3,32,นนทบุรี,,2005-02-14T00:00:00,1016,4,7500,-,บริษัท ศิลามุมเอก แกรนิต แอนด์ มาร์เบิ้ล จำกัด,11110,23961,0,1016,2005-08-03T00:00:00,-20120000525487-,บางบัวทอง,2020-01-01T00:00:00,13.92245,7800000
57.83,100.475872,บางเลน,ทำกราไฟต์โมลด์,240,8,จ3-58(6)-3/51นบ,บางกรวย-ไทรน้อย,เลขที่ 26/2,6,นนทบุรี,02-9200133,2008-09-25T00:00:00,1017,10,312,วัดบางเลนเจริญ,บริษัท คัมเวล คอร์ปอเรชั่น จำกัด (มหาชน),11140,23999,2,1017,2009-04-17T00:00:00,-20120000325516-,บางใหญ่,2023-01-01T00:00:00,13.814264,15000000
415.6,,ไทรใหญ่,หลอมหล่อโลหะ,720,7,จ3-59-2/66นบ,ปทุมธานี-บางเลน,เลขที่ 55,7,นนทบุรี,853945858,2023-06-20T00:00:00,1018,9,2400,วัดสโมสร,บริษัท ส.รุ่งเรือง เจริญการหล่อ จำกัด,11150,24101,0,1018,2023-03-08T00:00:00,-20120098625660-,ไทรน้อย,2028-01-01T00:00:00,,21700000
83,100.404563,บางม่วง,ตัด ขัดลาย พับ รีดเรียบ และขึ้นรูปโลหะแผ่น,5070,8,จ3-59-4/56นบ,บางม่วง-บางคูลัด(วัดพระเงิน),เลขที่ 99/9,7,นนทบุรี,0 2443 6565,2013-03-06T00:00:00,1019,8,5070,,บริษัท ทรัพย์เอก เทรดดิ้ง (ไทยแลนด์) จำกัด,11140,24101,1,1019,2015-02-12T00:00:00,-20120000425563-,บางใหญ่,2020-01-01T00:00:00,13.831471,63000000
135,,คลองข่อย,ถนอมสัตว์โดยทำให้เยือกแข็ง ทำเครื่องแกง และเครื่องดื่มจากพืช,1250,30,จ3-6(2)-1/66นบ,,เลขที่ 16/35,8,นนทบุรี,22854988,2023-02-03T00:00:00,1020,10,6151,,บริษัท  นีโอ สุกี้ไทยเรสเทอรองส์ จำกัด,11120,10291,22,1020,2024-05-02T00:00:00,-20120036125666-,ปากเกร็ด,2029-01-01T00:00:00,,43000000
1304,100.33092,ราษฎร์นิยม,หล่อ หลอมและรีดโลหะ ซึ่งมิใช่เหล็ก เช่น ทองแดง ทองเหลือง อลูมิเนียม ฯลฯ,2280,26,จ3-60-1/52นบ,สายไทรน้อย-ลาดบัวหลวง,เลขที่ 59/9,14,นนทบุรี,-,2009-02-13T00:00:00,1021,1,21191,,-,11150,24101,12,1021,2017-10-07T00:00:00,-20120400125524-,ไทรน้อย,2022-01-01T00:00:00,14.11138,10000000
286.19,,คลองขวาง,หลอมหล่อโลหะ เช่น อลูมิเนียม ทองเหลือง ทองแดง ดีบุก นิกเกิล และซ่อมแซมเครื่องจักร,776,15,จ3-60-14/65นบ,,เลขที่ โฉนดที่ดินเลขที่ 59198,9,นนทบุรี,-,2022-05-10T00:00:00,1022,10,2190,,บริษัท เค.เอ 2018 เทรดดิ้ง,11150,24101,6,1022,2023-09-09T00:00:00,-20120174225658-,ไทรน้อย,2028-01-01T00:00:00,,12000000
157.05,100.3059,คลองขวาง,หลอมหล่อ อัดเศษโลหะ เช่น อลูมิเนียม ทองแดง ทองเหลือง ฯลฯ,525,15,จ3-60-20/58นบ,,เลขที่ -,15,นนทบุรี,,2015-11-23T00:00:00,1023,8,9780,,บริษัท ไทย เวสท์ แมเนจเม้นท์ จำกัด,11130,24101,0,1023,2023-04-28T00:00:00,-20120002025585-,ไทรน้อย,2028-01-01T00:00:00,14.0096,17000000
328.63,100.3236749,คลองขวาง,หลอม หล่อโลหะที่ไม่ใช่เหล็ก หรือเหล็กกล้า เช่น ทองแดง ทองเหลือง ทอง ดีบุก นิเกิล และเงิน เป็นต้น,250,7,จ3-60-6/62นบ,,เลขที่ 30/6,5,นนทบุรี,,2019-07-23T00:00:00,1024,2,1600,,บริษัท ทีจีแอลแอล โปร เมทัล จำกัด,11150,24101,2,1024,2019-04-09T00:00:00,-20120184625624-,ไทรน้อย,2024-01-01T00:00:00,14.00629232,9200000
110.5,100.301,ไทรใหญ่,หล่อหลอมทองเหลือง,800,6,จ3-60-8/50นบ,บางบัวทอง-สุพรรณบุรี,เลขที่ -,6,นนทบุรี,,2007-05-16T00:00:00,1025,3,4908,-,บ้านหล่อพิจิตรพุทธปฏิมา,11150,24101,0,1025,2012-02-07T00:00:00,-20120100825506-,ไทรน้อย,2022-01-01T00:00:00,14.10801,3750000
316.52,100.3245064,คลองขวาง,หลอม หล่อโลหะ ที่ไม่ใช่เหล็ก หรือ เหล็กกล้า เช่น ทองแดง ทองเหลือง ทอง ดีบุก นิเกิล และเงิน เป็นต้น,200,0,จ3-60-9/64นบ,,เลขที่ โฉนดเลขที่ 55900,0,นนทบุรี,087 2500991,2021-09-30T00:00:00,1026,2,1600,,ถังศิริ พรีเซียส เมทัล (Thungsiri precious metal),11150,24101,0,1026,,-20120443025640-,ไทรน้อย,,14.00581367,9200000
460.95,100.3326,ราษฎร์นิยม,ชิ้นส่วนอุปกรณ์เครื่องจักร อุปกรณ์งานโยธา ส่วนประกอบ หรืออุปกรณ์เครื่องจักรที่ใช้ในการเกษตรกรรม การกลึง เจาะ คว้าน กัด ไส เจียนหรือเชื่อมโลหะทั่วไป,1440,41,จ3-61-1/40นบ,ไทรน้อย-ลาดบัวหลวง,เลขที่ 104/2,40,นนทบุรี,0-2985-7880,1997-04-17T00:00:00,1027,2,7600,,ห้างหุ้นส่วนจำกัด พี.อี.เอส แมชชินเนอรี่,11150,24109,1,1027,1998-04-12T00:00:00,-20121200125409-,ไทรน้อย,2023-01-01T00:00:00,14.06876667,19000000
92.75,100.3419333,ราษฎร์นิยม,ลับคมใบมีด และซ่อมสร้างเครื่องมือทุกชนิด รวมทั้งรับจ้างทำท่อระบบปรับอากาศ,540,9,จ3-61-1/43นบ,ปทุม-บางเลน,เลขที่ 43/3,9,นนทบุรี,9776853,2000-08-17T00:00:00,1028,5,540,เลียบคลองลากฆ้อน,ห้างหุ้นส่วนจำกัด แสงทองคาร์ไบด์,11150,24109,0,1028,2000-09-29T00:00:00,-20120700125430-,ไทรน้อย,2020-01-01T00:00:00,14.02636667,3725000
463.77,100.3187,ราษฎร์นิยม,ผลิต ตบแต่ง ดัดแปลง หรือซ่อมแซมเครื่องมือกล หรือชิ้นส่วนอุปกรณ์เครื่องจักร อุปกรณ์งานโยธา ส่วนประกอบหรืออุปกรณ์เครื่องจักรกลที่ใช้ในการเกษตรกรรม กลึง เจาะ คว้าน กัด ไส เจียนหรือเชื่อมโลหะทั่วไป,1152,20,จ3-61-1/48นบ,ไทรน้อย-ลาดบัวหลวง,เลขที่ 2,20,นนทบุรี,,2005-09-02T00:00:00,1029,6,8544,-,ห้างหุ้นส่วนจำกัด พี.อี.เอส แมชชีนเนอรี่,11150,24109,0,1029,2005-09-03T00:00:00,-20120400125482-,ไทรน้อย,2020-01-01T00:00:00,14.06743333,36000000
195.11,100.414079,ละหาร,ผลิต ตกแต่ง ดัดแปลง หรือซ่อมแซมเครื่องมือหรือเครื่องใช้ที่ทำด้วยเหล็ก เช่น เครื่องล้างระบบอุลตร้าโซนิค,1800,65,จ3-61-12/59นบ,,เลขที่ 99/32,55,นนทบุรี,02 1906001-3,2016-11-16T00:00:00,1030,5,2932,,บริษัท เอซีอี อัลติเมท จำกัด,11110,24109,10,1030,2018-10-08T00:00:00,-20120001225590-,บางบัวทอง,2023-01-01T00:00:00,13.95368,54000000
92,100.4551675,บางขุนกอง,ผลิตเครื่องกรองน้ำ และอุปกรณ์เครื่องกรองน้ำ,420,30,จ3-61-2/44นบ,วัดนครอินทร์,เลขที่ 2/1,30,นนทบุรี,02-5880273,2001-12-11T00:00:00,1031,2,1200,,บริษัท ทรีท เคมิคอล จำกัด,11130,24109,0,1031,2007-05-02T00:00:00,-20120200225441-,บางกรวย,2022-01-01T00:00:00,13.82405459,7300000
75,100.4310754,ศาลากลาง,ผลิตเครื่องใช้ภายในครัวเรือน จากเหล็กกล้าไร้สนิม เช่น อุปกรณ์ปรุงก๋วยเตี๋ยว,250,7,จ3-61-2/54นบ,บางกรวย-จงถนอม,เลขที่ 67/1,7,นนทบุรี,,2011-03-02T00:00:00,1032,4,282,,บริษัท เอ เอ็ม ซี ไอ อิมพอร์ต แอนด์ เอ็กซ์พอร์ต จำกัด,11130,24109,0,1032,2011-01-03T00:00:00,-20120300225549-,บางกรวย,2021-01-01T00:00:00,13.82206387,1410000
148.29,100.432577,ลำโพ,ผลิตแผงกั้นการจราจร ประกอบโคมไฟฉุกเฉินและแผ่นป้ายทุกชนิด,1808,22,จ3-61-2/60นบ,บางบัวทอง-ปทุมธานี,เลขที่ 555,15,นนทบุรี,0 2525 8747,2017-10-03T00:00:00,1033,2,2076,,บริษัท นีโอ คอร์ปอเรชั่น กรุ๊ป จำกัด,11110,24109,7,1033,2017-08-28T00:00:00,-20120300225606-,บางบัวทอง,2022-01-01T00:00:00,13.954504,31000000
160,100.3098333,บ้านใหม่,"ผลิต,ประกอบโครงเหล็กเสาอากาศ โทรคมนาคม ทุกประเภท",336,14,จ3-61-3/45นบ,เลียบคลองทวีวัฒนา,เลขที่ 31,12,นนทบุรี,0-2449-7544,2002-11-29T00:00:00,1034,6,6400,    -,ซีทีเอ็กซ์ ทาวเวอร์,11140,24109,2,1034,2003-01-28T00:00:00,-20120100325457-,บางใหญ่,2023-01-01T00:00:00,13.8428,8172000
118,100.4093658,ลำโพ,ทำอุปกรณ์ หรือส่วนประกอบเครื่องจักรและส่วนประกอบอาคารจากโลหะ,1080,25,จ3-61-3/54นบ,กาญจนาภิเษก,เลขที่ 20/9,25,นนทบุรี,0-2158-4400-3,2011-02-25T00:00:00,1035,8,3200,ลำโพทอง,บริษัท ฟู้ดส์เทค เอ็นจิเนียริ่ง จำกัด,11110,24109,0,1035,2012-10-09T00:00:00,-20120300325547-,บางบัวทอง,2023-01-01T00:00:00,13.98036013,16000000
