ถนน,เลขที่,ซอย,FID,แรงม้า,เงินทุนรวม,_id,เลขทะเบียนเดิม,ลำดับ,ชื่อโรงงาน,โทรศัพท์,ประกอบกิจการ,คนงาน,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
,ซ่อมและพ่นสีรถยนต์,,10100103125304,24.71,40000,7066,3-95(1)-31/30,7066,9501303130.0,4665205.0,อู่ อิสรภาพคาร์แคร์,6,กรุงเทพมหานคร,อิสรภาพ,วัดอรุณ,บางกอกใหญ่,240.0
ลาดพร้าว 64,ทำเครื่องเรือนจากไม้,11.0,100001425360,7.11,100000,7067,ศ3-37-14/36,7067,ศ03700301436,5384235.0,นายทวี เตชะบูรณ์,2,กรุงเทพมหานคร,ลาดพร้าว,วังทองหลาง,วังทองหลาง,66.0
จรัญสนิทวงศ์ 57,ซ่อมและพ่นสีรถยนต์,,10100007525427,33.62,350000,7068,3-95(1)-75/42,7068,9501307542.0,4354060.0,อู่ตั้งไพศาล,4,กรุงเทพมหานคร,จรัญสนิทวงค์,บางบำหรุ,บางพลัด,1805/135
ศักดิ์มงคลชัย,ทำเครื่องใช้จากพลาสติก เช่น ฝักบัว,1.0,10100006425314,209.68,4000000,7069,3-53(1)-64/31,7069,5301306431.0,4154008.0,แสงสยามพลาสติก,13,กรุงเทพมหานคร,สะแกงาม,แสมดำ,บางขุนเทียน,39/260
ประชาอุทิศ 26,บริการอบชุบโลหะด้วยความร้อน,9.0,10102100225426,214.86,0,7070,3-100(6)-2/42,7070,10006300242.0,,บริษัท พี.อินเตอร์ ฮีธทรีทเมนท์ แอนด์ เอ็นจิเนียริ่ง จำกัด,8,กรุงเทพมหานคร,ประชาอุทิศ,ราษฎร์บูรณะ,ราษฎร์บูรณะ,120/4
พุทธบูชา,ทำของใช้จากโลหะ เช่น เครื่องกรองน้ำ,1.0,10100800425346,30.5,1000000,7071,3-64(9)-4/34,7071,6409300434.0,,ชนพงษ์โลหะกิจ,4,กรุงเทพมหานคร,พระรามที่ 2,บางมด,ทุ่งครุ,30/66
ไสวสุวรรณ,กลึงไม้ ไสไม้ ทำเครื่องใช้และเครื่องเรือนจากไม้,,100000225373,89,1500000,7072,ศ3-34(1)-2/37,7072,ศ03401300237,,พรโชคชัย,10,กรุงเทพมหานคร,ประชาราษฎร์สาย 1,บางซื่อ,บางซื่อ,548/1-2
สุขุมวิท 66/1 (พูนสิน),ทำแผ่นป้ายติดมอเตอร์และหน้าปัดพัดลม,,10100005925314,57.58,1000000,7073,3-64(9)-59/31,7073,6409305931.0,,บริษัท เค.เอส.สเปเชียลพรินติ้ง จำกัด,8,กรุงเทพมหานคร,สุขุมวิท,บางจาก,พระโขนง,1038.0
เพชรเกษม 31,บริการซ่อมรถยนต์,5.0,10100005825423,39.5,20000000,7074,3-95(1)-58/42,7074,9501305842.0,,ห้างหุ้นส่วนจำกัด ทูนมอเตอร์ส,5,กรุงเทพมหานคร,เพชรเกษม,บางหว้า,ภาษีเจริญ,9.0
วัดโพธิ์แมน,พิมพ์รูปลอกลงบนแผ่นพลาสติก ผ้าริบบิ้นและปั้มแผ่นพลาสติก พีวีซี,,10100009125226,94.98,5500000,7075,3-41(1)-91/22,7075,4101309122.0,2842487.0,มงคลประสิทธิ์,9,กรุงเทพมหานคร,สาธุประดิษฐ์,ช่องนนทรี,ยานนาวา,279/30
จรัญสนิทวงศ์ 35,ปักลวดลายผ้า,12.0,10100100425343,16,3300000,7076,3-23(4)-4/34,7076,2304300434.0,4184837.0,เจริญดีไทยเอ็มบรอยเดอรี่,55,กรุงเทพมหานคร,จรัญสนิทวงศ์,บางพรม,ตลิ่งชัน,"9/5-6,9/8"
,สีน้ำพลาสติกและสีน้ำมัน,4.0,82030000125425,1162.67,84000000,7077,น.45(1)-1/2542-นนล.,7077,น04501300142,0 2739 4350,บริษัท สีเดลต้า จำกัด,60,กรุงเทพมหานคร,ฉลองกรุง,ลำปลาทิว,ลาดกระบัง,262.0
,ผลิตเครื่องวัด เทปวัดและอุปกรณ์ของสินค้าดังกล่าว,7.0,10100800225316,19.5,2500000,7078,3-81(1)-2/31,7078,8101300231.0,4151741.0,บริษัท ไทยนิวเวลล์ จำกัด,7,กรุงเทพมหานคร,ท่าข้าม,แสมดำ,บางขุนเทียน,56/5
,ทำลังไม้จากไม้ยางพารา,3.0,10100900125424,96,750000,7079,3-36(1)-1/42,7079,3601300142.0,4154785.0,นายประเสริฐ รัตนพลประเสริฐ,10,กรุงเทพมหานคร,เอกชัย,บางบอน,บางบอน,25/6
ตลาดเพ็ชรรัตน์,ทำผลิตภัณฑ์โลหะต่าง ๆ เช่น สลัก แป้นเกลียว วงแหวน,,10100003125164,52,70000,7080,3-64(6)-31/16,7080,6406303116.0,-,เล้งการช่าง,4,กรุงเทพมหานคร,สุขุมวิท,บางนา,บางนา,33333335.0
,ผลิตภัณฑ์ย้อมผม,4.0,72030000425454,552.2,1972000000,7081,น.47(1)-4/2545-ญนล.,7081,น04701300445,0 2326 08609,บริษัท ยูนิลีเวอร์ ไทย โฮลดิ้งส์ จำกัด,34,กรุงเทพมหานคร,ฉลองกรุง,ลำปลาทิว,ลาดกระบัง,63.0
,"ผลิตภัณฑ์ผงโลหะ (SINTERED METAL PRODUCTS),มอเตอร์ไฟฟ้า รวมถึงชิ้นส่วนอะไหล่ และอุปกรณ์ของมอเตอร์ไฟฟ้า",14.0,72010000125437,1469.34,35000000,7082,น.64(14)-1/2543-ญนช.,7082,น06414300143,0 2906 0567,บริษัท ฮิกาชิฟูจิ ไทย จำกัด,23,กรุงเทพมหานคร,เสรีไทย,มีนบุรี,มีนบุรี,43679.0
,ประกอบเครื่องปรับอากาศ,,10100400925315,488.48,19000000,7083,3-71-9/31,7083,7100300931.0,,บริษัท สยาม เอ.อาร์.ไอ จำกัด,84,กรุงเทพมหานคร,สุขาภิบาล 1,ดอกไม้,ประเวศ,43771.0
ฉลองกรุง 31,ผลิตดอกไม้ใบไม้ ต้นไม้ประดิษฐ์และผลิตภัณฑ์สิ่งประดิษฐ์สำหรับตกแต่งที่ประดิษฐ์ด้วยผ้า,,72030100125277,0,0,7084,น.69-1/2527-ญนล.,7084,น06900300127,,บริษัท สยามอาร์ต ฟลาวเวอร์ จำกัด,0,กรุงเทพมหานคร,ฉลองกรุง,ลำปลาทิว,ลาดกระบัง,75.0
,อะไหล่รถจักรยานและรถจักรยานยนต์,14.0,72010000125163,1434.9,12850000,7085,น.78(2)-1/2516-ญนช.,7085,น07802300116,0 2517 1044,บริษัท โรงงานไทยเชน จำกัด,155,กรุงเทพมหานคร,เสรีไทย,มีนบุรี,มีนบุรี,36192.0
,"เต้นท์ ชิ้นส่วน/อุปกรณ์ของเต้นท์ ถุง เป้ ย่าม ถุงนอน อุปกรณ์ปิคนิค/แคมปิ้งและกระเป๋าทำจากหนัง,ผ้า,พลาสติก,โลหะ การบรรจุและแบ่งบรรจุเต้นท์ ชิ้นส่วนและอุปกรณ์ของเต้นท์ ถุง เป้ ย่าม ถุงนอน อุปกรณ์ปิคนิค แค้มปิ้ง รวมถึงการซื้อมาขายไปผลิตภัณฑ์ดังกล่าว",,72030000125369,23.2,29500000,7086,น.23(1)-1/2536-ญนล.,7086,น02301300136,0 2326 0525-6,บริษัท ซิ่น มาร์คส เอ็นเตอร์ไพรส์ (ประเทศไทย) จำกัด,2,กรุงเทพมหานคร,ฉลองกรุง,ลำปลาทิว,ลาดกระบัง,369.0
ฉลองกรุง 31,ผลิตคันเบ็ดตกปลา รอกตกปลา ส่วนประกอบเบ็ดตกปลาและรอกตกปลา ซื้อมา-ขายไปถุงผ้า และกล่องพลาสติกเพื่อบรรจุคันเบ็ดตกปลาและรอกตกปลา ซื้อมาขายไป นำเข้าส่งออก กาว ผ้าสักกะหลาด แผ่นพลาสติก เม็ดพลาสติก อุปกรณ์กีฬา เช่น กีฬาตกปลา เหยื่อตกปลา เอ็นสำหรับใช้ตกปลา,,72030100125418,2252.47,227786000,7087,น.86-1/2541-ญนล.,7087,น08600300141,0 2739 4200-1,บริษัท ไดว่า เซโกะ (ไทยแลนด์) จำกัด,397,กรุงเทพมหานคร,ฉลองกรุง,ลำปลาทิว,ลาดกระบัง,217-218
,เครื่องประดับอัญมณี,4.0,72160000625439,69.93,19268000,7088,น.84(1)-6/2543-ญอธ.,7088,น08401300643,0 2727 0041-3,บริษัท ซัมรา อินเตอร์เนชั่นแนล ไดมอนด์ จิวเวลรี่ แมนูแฟคเจอริ่ง จำกัด,117,กรุงเทพมหานคร,สุขาภิบาล11,ดอกไม้,ประเวศ,48/6
-,ทำของใช้จากพลาสติก เช่น หัวฝักบัว ตลับเมตร กล่องใส่ของ,6.0,10100400225476,207.7,7000000,7089,3-53(1)-2/47,7089,5301300247.0,,นายประสริฐ รวมภักดีกุล,15,กรุงเทพมหานคร,เอกชัย,บางบอน*,บางขุนเทียน,72/94-97
เพชรเกษม 3,ฉีด ส้นรองเท้าจากพลาสติก,,10100800225340,83.65,2700000,7090,3-53(7)-2/34,7090,5307300234.0,4664086.0,นายสุทัศน์ วีระวัฒนากร,8,กรุงเทพมหานคร,เพชรเกษม,วัดท่าพระ,บางกอกใหญ่,47/68
,"บรรจุก๊าซคาร์บอนไดออกไซด์ ประมาณปีละ 1,500,000 ก.ก. และก๊าซออกซิเจน ประมาณปีละ 400,000 ลบ.ม.",11.0,10101400225359,58.67,20000000,7091,3-91(2)-2/35,7091,9102300235.0,3310175.0,บริษัท เอซีเค ไฮโดรฟาร์ม จำกัด,35,กรุงเทพมหานคร,สุขุมวิท 77,สวนหลวง,สวนหลวง,43713.0
ปริยานนท์,ทำของใช้พลาสติก เช่น จุกขวด,,10100100925318,79.72,300000,7092,3-53(1)-9/31,7092,5301300931.0,,บริษัท วี แอนด์ ดับบลิว โปรดักท์ จำกัด,1,กรุงเทพมหานคร,สาธุประดิษฐ์,บางโพงพาง,ยานนาวา,1275/56
,ทำของใช้ด้วยพลาสติก,,10100003625239,143.5,100000,7093,3-53(4)-36/23,7093,5304303623.0,,บริษัท สินสยาม โครเมี่ยม จำกัด,5,กรุงเทพมหานคร,สว่าง,มหาพฤฒาราม,บางรัก,217-221
สุขุมวิท 62,ซ่อมและพ่นสีรถยนต์,,10100016925428,19.75,3000000,7094,3-95(1)-169/42,7094,9501316942.0,3320046-50,บริษัท ซีคอนสแควร์ เซลส์ แอนด์ เซอร์วิส จำกัด,18,กรุงเทพมหานคร,สุขุมวิท,บางจาก,พระโขนง,23.0
-,สถานบริการซ่อมสี เปลี่ยนถ่ายน้ำมันเครื่อง,,10100006925438,17,190000,7095,3-95(1)-69/43,7095,9501306943.0,01-8130939,ห้างหุ้นส่วนจำกัด พี แอนด์ เอ็ม ออโตแคร์ 1998,5,กรุงเทพมหานคร,กรุงเทพกรีฑา,หัวหมาก,บางกะปิ,529/8
เพชรเกษม 15,ผลิตถุงพลาสติกชนิดหูหิ้ว,,10100001925292,169.59,6300000,7096,3-53(4)-19/29,7096,5304301929.0,,บริษัท สี่เพชรไฮแบ็ก จำกัด,17,กรุงเทพมหานคร,เพชรเกษม,วัดท่าพระ,บางกอกใหญ่,351/51-54
วัดคู้บอน (แยกซอยศิริมงคล),ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 90 เครื่อง),,10100003025356,24,7620000,7097,3-28(1)-30/35,7097,2801303035.0,5107559.0,บริษัท สแล็คส์ แอนด์ สปอร์ต อินเตอร์เนชั่นแนล จำกัด,95,กรุงเทพมหานคร,รามอินทรา,คันนายาว,คันนายาว,83/31-32
,ต่อและซ่อมเรือหางยาว ทำระหัดวิดน้ำและทำเครื่องเรือนจากไม้,13.0,10101000125140,57.5,100000,7098,3-75(1)-1/14,7098,7501300114.0,,ลิ้มซิมเฮง,13,กรุงเทพมหานคร,รามอินทรา,มีนบุรี,มีนบุรี,7.0
,ผลิตลูกชิ้นเนื้อหมูและเนื้อวัว,9.0,91020001825486,140.8,600000,7099,ข3-4(3)-18/48,7099,ข00403301848,02-5435350-1,บริษัท เสกสรรค์ ฟู๊ดส์ จำกัด,11,กรุงเทพมหานคร,สุวินทวงศ์,ลำผักชี,หนองจอก,3/355
วงแหวนชัชวาล,ชุบโลหะ,7.0,91100001925484,46.5,0,7100,ข3-100(5)-19/48,7100,ข10005301948,,จ.ส.อ.วิบูลย์ ผลพุฒ,6,กรุงเทพมหานคร,บางขุนเทียน-ชายทะเล,ท่าข้าม,บางขุนเทียน,16/579
วงแหวนชัชวาล,ทำผลิตภัณฑ์จากพลาสติก เช่น ถุงพลาสติก หลอดกาแฟ เชือกฟาง,7.0,91100103525497,151.03,0,7101,ข3-53(4)-35/49,7101,ข05304303549,,นายสมชาติ สุธีรพรชัย,10,กรุงเทพมหานคร,บางขุนเทียน-ชายทะเล,ท่าข้าม,บางขุนเทียน,16/376-380
วงแหวนชัชวาล,ผลิตสายไฟฟ้าและสายโทรศัพท์ ประกอบเครื่องเล่น DVD และ VCD,7.0,91100100925492,191.9,0,7102,ข3-74(2)-9/49,7102,ข07402300949,,ห้างหุ้นส่วนจำกัด เจ.เอส.ซี.อิเลคทริคไวร์แอนด์เคเบิ้ล,38,กรุงเทพมหานคร,บางขุนเทียน-ชายทะเล,ท่าข้าม,บางขุนเทียน,16/23
-,รับฝากตู้คอนเทนเนอร์ และซ่อมตู้คอนเทนเนอร์,8.0,10100900125499,82,1308592,7103,3-97-1/49,7103,9700300149.0,02-746-9829,บริษัท บางนา ซี.ดี. จำกัด,46,กรุงเทพมหานคร,บางนา-ตราด กม.4,บางนา,บางนา,43788.0
วงแหวนชัชวาล,รับจ้างปั๊มโลหะ,7.0,91100300225495,48.92,0,7104,ข3-64(3)-2/49,7104,ข06403300249,,นางสมใจ หมอยา,8,กรุงเทพมหานคร,บางขุนเทียน-ชายทะเล,ท่าข้าม,บางขุนเทียน,17/172
วงแหวนชัชวาล,ทำผลิตภัณฑ์จากโลหะ,7.0,91100003825492,190.58,0,7105,ข3-64(2)-38/49,7105,ข06402303849,,ห้างหุ้นส่วนจำกัด เจริญรุ่งเรืองโลหะภัณฑ์,15,กรุงเทพมหานคร,บางขุนเทียน-ชายทะเล,ท่าข้าม,บางขุนเทียน,16/21
-,พ่นสีกันสนิม,,10103200225381,48.45,14500000,7106,3-95(3)-2/38,7106,9503300238.0,,บริษัท สยามคาร์โค้ท แอนด์ แอร์ เซอร์วิส จำกัด,38,กรุงเทพมหานคร,อ่อนนุช,สวนหลวง,สวนหลวง,755.0
สุขุมวิท 105,ซ่อมพ่นสีรถยนต์,7.0,10100005525445,18.5,7350000,7107,3-95(1)-55/44,7107,9501305544.0,3931311.0,นางวาสนา อินมอญ,14,กรุงเทพมหานคร,สุขุมวิท,บางนา,บางนา,24/678
-,ทำผลิตภัณฑ์จากยางและอื่น ๆ เช่น พื้นรองเท้ายาง,0.0,10100101125496,172.5,3000000,7108,3-52(4)-11/49,7108,5204301149.0,02-2493205,ไทยภัณฑ์,15,กรุงเทพมหานคร,พระรามที่ 4,คลองตัน,คลองเตย,2706.0
จันทร์เศรษฐ 2(รวมพลัง),ทำของใช้พลาสติก เช่น ขวด ตลับ,,10100003925308,74.33,700000,7109,3-53(1)-39/30,7109,5301303930.0,,นายศุภชัย กิจหาญเจริญพันธ์,4,กรุงเทพมหานคร,พระรามที่ 2,บางมด,ทุ่งครุ,16132.0
,ผลิตดินสอและอุปกรณ์เครื่องเขียน,4.0,72010000225195,128.87,60000000,7110,น.58(6)-2/2519-ญนช.,7110,น05806300219,,บริษัท อรุณา จำกัด,115,กรุงเทพมหานคร,เสรีไทย,คันนายาว,คันนายาว,9/4 นิคมอุตสาหกรรมบางชัน
โยธินพัฒนา,ทำลูกกรง ขาโต๊ะ ตู้ และเครื่องเรือนจากไม้,7.0,10100100325303,39.35,360000,7111,3-37-3/30,7111,3700300330.0,5383198.0,นิพนธ์การช่าง,6,กรุงเทพมหานคร,ลาดพร้าว,คลองจั่น,บางกะปิ,374.0
วงแหวนชัชวาล,ผลิตกุญแจ,7.0,91100101125498,164.5,0,7112,ข3-64(9)-11/49,7112,ข06409301149,,บริษัท เรดาร์ อินดัสทรี (2000) จำกัด,36,กรุงเทพมหานคร,บางขุนเทียน-ชายทะเล,ท่าข้าม,บางขุนเทียน,17/642-643
,สิ่งพิมพ์ทุกชนิด จำหน่ายเครื่องจักรอุปกรณ์ทางการพิมพ์ และเครื่องจักรอุตสาหกรรมทั่วไป อุปกรณ์อิเลคโทรนิค,8.0,10100002825491,63,38000000,7113,3-41(1)-28/49,7113,4101302849.0,02-8099851,เกษมอนันต์ พริ้นติ้ง,75,กรุงเทพมหานคร,เพชรเกษม,หนองค้างพลู,หนองแขม,28/33
,ทำเครื่องเรือนจากไม้ เช่น ตู้ โต๊ะ เก้าอี้และเตียง,,10100002725253,9.33,300000,7114,3-37-27/25,7114,3700302725.0,,กิจสยามเฟอร์นิเจอร์,2,กรุงเทพมหานคร,ลาดพร้าว,สามเสนนอก,ห้วยขวาง,780-782
,ทำเครื่องเรือนและเครื่องใช้จากไม้,3.0,100100925336,11.98,243000,7115,ศ3-36(1)-9/33,7115,ศ03601300933,,นายปลั่ง ครุฑนา,7,กรุงเทพมหานคร,สุวินทวงศ์,มีนบุรี,มีนบุรี,91/8
จรัญสนิทวงศ์ 85,ทำผลิตภัณฑ์โลหะด้วยวิธีป๊มกระแทก เช่น เหรียญพระ,,10100003625510,37.5,200000,7116,3-64(2)-36/51,7116,6402303651.0,02-8853844,นายสนั่น ถวิลกิจ,4,กรุงเทพมหานคร,จรัญสนิทวงศ์,บางอ้อ,บางพลัด,"291/70, 320/61"
,"ทำประตู หน้าต่างเหล็กดัด ได้ประมาณปีละ 3,720 บาน",,10100009525227,54,1088000,7117,3-63(2)-95/22,7117,6302309522.0,2775785.0,นายประพัฒน์ เหล่าเกียรติกุล,4,กรุงเทพมหานคร,สุทธิสารวินิจฉัย,ดินแดง,ดินแดง,573/1-2
วงแหวนชัชวาล,ทำยางลบ,7.0,91100200125498,133.2,0,7118,ข3-87(2)-1/49,7118,ข08702300149,,นายเกรียงศักดิ์ เตียงพิทยากร,8,กรุงเทพมหานคร,บางขุนเทียน-ชายทะเล,ท่าข้าม,บางขุนเทียน,16/97
สุขุมวิท 36 (ซอยนภาศัพท์แยก1),พิมพ์สิ่งพิมพ์ต่าง ๆ,,10100200425334,114,48000000,7119,3-41(1)-4/33,7119,4101300433.0,2593040.0,บริษัท โรงพิมพ์ประชาช่าง จำกัด,30,กรุงเทพมหานคร,สุขุมวิท,คลองตัน,คลองเตย,30/2
เพชรเกษม 28 (ประชัน),ทำเครื่องผสมคอนกรีต เครื่องสูบน้ำและซ่อมแซมเครื่องจักรอุตสาห,,10100004725152,216.5,0,7120,3-68-47/15,7120,6800304715.0,,บริษัท รุ่งเรืองอุตสาหกรรมจักรกล จำกัด,21,กรุงเทพมหานคร,เพชรเกษม,ปากคลองภาษีเจริญ,ภาษีเจริญ,103/2
วงแหวนชัชวาล,กลึงโลหะทั่วไป เช่น น๊อต สกรู,7.0,91100002125464,61.25,0,7121,ข3-64(13)-21/46,7121,ข06413302146,,นางสุวรรณี ผู้บรรเจิดศักดิ์,0,กรุงเทพมหานคร,บางขุนเทียน-ชายทะเล,ท่าข้าม,บางขุนเทียน,-
,ทำเสาเข็มคอนกรีต คานคอนกรีตสำเร็จรูป,10.0,10101400125286,49.5,150000,7122,3-58(1)-1/28,7122,5801300128.0,,บริษัท เอเซียค้าไม้เสาเข็ม จำกัด,5,กรุงเทพมหานคร,พระรามที่ 2,บางมด,ทุ่งครุ,59/10
อ่อนนุช 20,ทำหัวเข็มขัดเหล็กและทองเหลือง,,10100009725223,47,600000,7123,3-64(9)-97/22,7123,6409309722.0,3111424.0,สมชัยการช่าง,5,กรุงเทพมหานคร,,สวนหลวง,สวนหลวง,24.0
,ผลิตเครื่องใช้พลาสติก เช่น ทุ่นตกปลา ถ้วยพลาสติก และผลิตชิ้นส่วนอุปกรณ์กีฬาและเครื่องกีฬา,7.0,10100103825333,259.95,22200000,7124,3-53(1)-38/33,7124,5301303833.0,,บริษัท ดีไซน์ แมนูแฟคเชอริ่ง แอนด์ เซอร์วิส จำกัด,35,กรุงเทพมหานคร,เชื่อมสัมพันธ์,โคกแฝด,หนองจอก,99.0
ประชาอุทิศ 91/3,ทำวงกบประตู หน้าต่าง และบานประตู บานหน้าต่าง จากไม้,2.0,10101000125462,19,2350000,7125,3-34(2)-1/46,7125,3402300146.0,,นายเรืองชัย เอื้อสิยาพันธ์,4,กรุงเทพมหานคร,ประชาอุทิศ,ทุ่งครุ,ทุ่งครุ,197/19-20
สุขุมวิท 31,ซ่อมเครื่องรถยนต์,,10100005225426,26.5,500000,7126,3-95(1)-52/42,7126,9501305242.0,,บริษัท สุรวงศ์คาร์แคร์เซอร์วิส จำกัด,5,กรุงเทพมหานคร,สุขุมวิท,คลองเตยเหนือ,วัฒนา,275.0
รามคำแหง 88,ซ่อมรถยนต์ และส่วนประกอบรถยนต์ เช่น ล้อแม็กซ์รถยนต์,,10100008325462,19,800000,7127,3-95(1)-83/46,7127,9501308346.0,,ทนงศักดิ์แม็กเซอร์วิส,10,กรุงเทพมหานคร,,สะพานสูง,สะพานสูง,10.0
อินทามระ 33,พิมพ์สิ่งพิมพ์ต่าง ๆ,,10100102125529,90.5,11800000,7128,3-41(1)-21/52,7128,4101302152.0,02-6918822,บริษัท เชอรี่กราฟฟิค 1991 จำกัด,8,กรุงเทพมหานคร,สุทธิสาร,ดินแดง,ดินแดง,"531, 533, 535, 537"
สาธุประดิษฐ์ 28 (อร่ามดวง),ทำผลิตภัณฑ์พลาสติก เช่น กระป๋องพลาสติก กระติกพลาสติก ตลับสายไฟ,,10100002825376,265.16,11000000,7129,3-53(1)-28/37,7129,5301302837.0,,วัฒนาอุตสาหกรรม,5,กรุงเทพมหานคร,สาธุประดิษฐ์,บางโพงพาง,ยานนาวา,2.0
,"รับติดตั้งมู่ลี่, กันสาด, ฉากกั้นห้อง และประตูหน้าต่างเหล็กดด",7.0,10100400525388,255.14,5000000,7130,3-62-5/38,7130,6200300538.0,,นางสาวอมรรัตน์ ฮันชิน,14,กรุงเทพมหานคร,วงแหวน,บางแค,บางแค,99/199-200
สมเด็จพระเจ้าตากสิน 22,ทำเครื่องประดับจากเงิน,,10100400625485,63.94,1500000,7131,3-84(1)-6/48,7131,8401300648.0,02-4762985,บริษัท แม็กเนท เจมส์ จำกัด,23,กรุงเทพมหานคร,สมเด็จพระเจ้าตากสิน,บุคคโล,ธนบุรี,188-190
เกิดชูชื่น,ทำเครื่องเรือนและวงกบประตูหน้าต่างไม้,1.0,10100600125203,7,1820000,7132,3-37-1/20,7132,3700300120.0,4272360.0,ห้างหุ้นส่วนจำกัด บุญดี,9,กรุงเทพมหานคร,พระรามที่ 2,บางมด,จอมทอง,17-17/1
0.0,ผลิดเฟอร์นิเจอร์ เช่น โต๊ะ ตู้ เตียง เก้าอี้,9.0,10100023325489,197,6000000,7133,3-37-233/48,7133,3700323348.0,,บริษัท เคนคูนเอกซ์ จำกัด,90,กรุงเทพมหานคร,หลวงแพ่ง,ทับยาว,ลาดกระบัง,217.0
,ซ่อมรถยนต์,,10100016625481,19,75000000,7134,3-95(1)-166/48,7134,9501316648.0,0-1839-7559,บริษัท เอส.เอส.คาร์ คลินิก จำกัด,16,กรุงเทพมหานคร,ลาดพร้าว,คลองจั่น,บางกะปิ,3021/1
รามคำแหง 203,ทำเครื่องเรือนจากไม้ วงกบ บานประตู-หน้าต่างไม้ ไม้บัวและไม้คิ้ว,,100002625356,31.78,950000,7135,ศ3-37-26/35,7135,ศ03700302635,,บริษัท ปัญญาเฟอร์นิเจอร์ จำกัด,10,กรุงเทพมหานคร,รามคำแหง,มีนบุรี,มีนบุรี,10.0
วงแหวนชัชวาล,ชุบโลหะ,7.0,91100200125407,45.5,0,7136,ข3-100(5)-1/40,7136,ข10005300140,02-8973085,ชำนาญ,4,กรุงเทพมหานคร,บางขุนเทียน-ชายทะเล,ท่าข้าม,บางขุนเทียน,16/748
รามคำแหง 39 (เทพลีลา 1),ซ่อม เคาะ พ่นสีรถยนต์,,10100007125434,17.75,4750000,7137,3-95(1)-71/43,7137,9501307143.0,-,บริษัท อู่สถิตพร ออโต เซอร์วิส จำกัด,15,กรุงเทพมหานคร,ประชาอุทิศ,วังทองหลาง,วังทองหลาง,598.0
,ทำเครื่องดินเผา และหินเจียร,4.0,10100700325323,789.92,15740000,7138,3-55-3/32,7138,5500300332.0,4150222.0,บริษัท เมโทรรันดัม จำกัด,37,กรุงเทพมหานคร,บางกระดี่,แสมดำ,บางขุนเทียน,79/25
,ทำชิ้นส่วนหรืออุปกรณ์สำหรับรถยนต์ เช่น ทำสีชิ้นส่วนกันชน และอุปกรณ์ต่างๆ,6.0,10100300225543,52.5,1300000,7139,3-100(1)-2/54,7139,10001300254.0,,บริษัท ไมนอริตี้ คลับ จำกัด,29,กรุงเทพมหานคร,เอกชัย-บางบอน,บางบอน,บางบอน,60/14
นิคมอุตสาหกรรมบึงโคล่,ผลิตเฟอร์นิเจอร์ไม้,9.0,91020027925484,254.56,47500000,7140,ข3-37-279/48,7140,ข03700327948,02-9887600-1,บริษัท โมดูลา เฟอร์นิเจอร์ จำกัด,25,กรุงเทพมหานคร,สุวินทวงศ์,ลำผักชี,หนองจอก,3/266-267
เอกชัย 49,ผลิตและประกอบเครื่องชั่ง,6.0,10100400325490,248,2800000,7141,3-69-3/49,7141,6900300349.0,02-4155676,ห้างหุ้นส่วนจำกัด สงวนไทย ชั่ง ตวง วัด,6,กรุงเทพมหานคร,เอกชัย,บางบอน,บางบอน,101/32-33
เทียนทะเล 26 แยก 6-1,ชุบโลหะ และพิมพ์ลวดลายบนแผ่นโลหะ,,91100302425499,177,0,7142,ข3-100(5)-24/49,7142,ข10005302449,,ลีวัฒนาอินดัสเตรียล,25,กรุงเทพมหานคร,บางขุนเทียน-ชายทะเล,ท่าข้าม,บางขุนเทียน,1066.0
เฉลิมพระเกียรติ 1,ซ่อมและบริการรากยกรถยนต์,5.0,10100027525480,17.4,3100000,7143,3-95(1)-275/48,7143,9501327548.0,   -,บริษัท ที.จี.ออโต้บอดี้ จำกัด,10,กรุงเทพมหานคร,เฉลิมพระเกียรติ,หนองบอน,ประเวศ,23.0
นวมินทร์,ผลิตแม่พิมพ์และกลึงโลหะทั่วไป,11.0,10100001425509,142,7100000,7144,3-64(9)-14/50,7144,6409301450.0,02-5195279,ห้างหุ้นส่วนจำกัด เอส.โอ.เค.เทรดดิ้ง,8,กรุงเทพมหานคร,นวมินทร์,คันนายาว,คันนายาว,99/27
วงแหวนชัชวาล,ทำเครื่องเรือนและเครื่องใช้จากไม้และโลหะ,7.0,91100013525496,62.87,0,7145,ข3-37-135/49,7145,ข03700313549,,บริษัท บุญปิติเฟอร์นิเจอร์ จำกัด,24,กรุงเทพมหานคร,บางขุนเทียน-ชายทะเล,ท่าข้าม,บางขุนเทียน,16/607-609
,ตรวจสภาพและซ่อมรถยนต์ได้ประมาณปีละ 60 คัน,8.0,10100500525395,48,10000000,7146,3-95(1)-5/39,7146,9501300539.0,3319950-4,บริษัท เบนซ์ สวนหลวง จำกัด,22,กรุงเทพมหานคร,อ่อนนุช,สวนหลวง,สวนหลวง,1096.0
เพชรเกษม 102/3,ทำของใช้เล็ก ๆ จากพลาสติก เช่น ภาชนะบรรจุพลาสติก,4.0,10100201725435,193.14,300000,7147,3-53(1)-17/43,7147,5301301743.0,02-8092467,วาสนาพลาสติก,7,กรุงเทพมหานคร,เพชรเกษม,หลักสอง,บางแค,489-490
