ชั่วโมงทำงาน,จำนวน,_id,ปี,แหล่งที่มา,เพศ,หน่วยงาน,จังหวัด,ช่วงเวลา,หน่วย
50 ชั่วโมงขึ้นไป,21590,423,2566,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
รวมยอด,124727,424,2566,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
น้อยกว่า 1 ชั่วโมง,149,425,2566,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
1 - 9 ชั่วโมง,262,426,2566,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
10 - 19 ชั่วโมง,1697,427,2566,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
20 - 29 ชั่วโมง,18687,428,2566,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
30 - 34 ชั่วโมง,8926,429,2566,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
35 - 39 ชั่วโมง,37623,430,2566,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
40 - 49 ชั่วโมง,42644,431,2566,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
50 ชั่วโมงขึ้นไป,14740,432,2566,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
รวมยอด,121017,433,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
น้อยกว่า 1 ชั่วโมง,4394,434,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
1 - 9 ชั่วโมง,0,435,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
10 - 19 ชั่วโมง,1028,436,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
20 - 29 ชั่วโมง,7489,437,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
30 - 34 ชั่วโมง,4188,438,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
35 - 39 ชั่วโมง,27200,439,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
40 - 49 ชั่วโมง,50211,440,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
50 ชั่วโมงขึ้นไป,26506,441,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
รวมยอด,102502,442,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
น้อยกว่า 1 ชั่วโมง,1999,443,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
1 - 9 ชั่วโมง,0,444,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
10 - 19 ชั่วโมง,712,445,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
20 - 29 ชั่วโมง,5369,446,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
30 - 34 ชั่วโมง,5120,447,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
35 - 39 ชั่วโมง,25293,448,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
40 - 49 ชั่วโมง,45386,449,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
50 ชั่วโมงขึ้นไป,18623,450,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
รวมยอด,117927,451,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
น้อยกว่า 1 ชั่วโมง,3685,452,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
1 - 9 ชั่วโมง,0,453,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
10 - 19 ชั่วโมง,423,454,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
20 - 29 ชั่วโมง,9063,455,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
30 - 34 ชั่วโมง,6232,456,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
35 - 39 ชั่วโมง,26844,457,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
40 - 49 ชั่วโมง,47048,458,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
50 ชั่วโมงขึ้นไป,24632,459,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
รวมยอด,90402,460,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
น้อยกว่า 1 ชั่วโมง,1401,461,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
1 - 9 ชั่วโมง,0,462,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
10 - 19 ชั่วโมง,557,463,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
20 - 29 ชั่วโมง,6554,464,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
30 - 34 ชั่วโมง,5743,465,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
35 - 39 ชั่วโมง,19327,466,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
40 - 49 ชั่วโมง,35606,467,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
50 ชั่วโมงขึ้นไป,21215,468,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
รวมยอด,120466,469,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
น้อยกว่า 1 ชั่วโมง,586,470,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
1 - 9 ชั่วโมง,0,471,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
10 - 19 ชั่วโมง,113,472,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
20 - 29 ชั่วโมง,8441,473,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
30 - 34 ชั่วโมง,8424,474,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
35 - 39 ชั่วโมง,29471,475,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
40 - 49 ชั่วโมง,39112,476,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
50 ชั่วโมงขึ้นไป,34319,477,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
รวมยอด,90708,478,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
น้อยกว่า 1 ชั่วโมง,598,479,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
1 - 9 ชั่วโมง,0,480,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
10 - 19 ชั่วโมง,0,481,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
20 - 29 ชั่วโมง,9043,482,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
30 - 34 ชั่วโมง,4187,483,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
35 - 39 ชั่วโมง,22190,484,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
40 - 49 ชั่วโมง,33190,485,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
50 ชั่วโมงขึ้นไป,21499,486,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 3,คน
รวมยอด,127000,487,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
น้อยกว่า 1 ชั่วโมง,1652,488,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
1 - 9 ชั่วโมง,0,489,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
10 - 19 ชั่วโมง,129,490,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
20 - 29 ชั่วโมง,7183,491,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
30 - 34 ชั่วโมง,11588,492,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
35 - 39 ชั่วโมง,27618,493,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
40 - 49 ชั่วโมง,49752,494,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
50 ชั่วโมงขึ้นไป,29077,495,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
รวมยอด,101417,496,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
น้อยกว่า 1 ชั่วโมง,454,497,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
1 - 9 ชั่วโมง,0,498,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
10 - 19 ชั่วโมง,1059,499,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
20 - 29 ชั่วโมง,7827,500,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
30 - 34 ชั่วโมง,10808,501,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
35 - 39 ชั่วโมง,27548,502,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
40 - 49 ชั่วโมง,35898,503,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
50 ชั่วโมงขึ้นไป,17822,504,2567,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 4,คน
รวมยอด,124431,505,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
น้อยกว่า 1 ชั่วโมง,10020,506,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
1 - 9 ชั่วโมง,0,507,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
10 - 19 ชั่วโมง,0,508,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
20 - 29 ชั่วโมง,1174,509,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
30 - 34 ชั่วโมง,3328,510,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
35 - 39 ชั่วโมง,23916,511,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
40 - 49 ชั่วโมง,64723,512,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
50 ชั่วโมงขึ้นไป,21270,513,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
รวมยอด,90137,514,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
น้อยกว่า 1 ชั่วโมง,2986,515,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
1 - 9 ชั่วโมง,0,516,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
10 - 19 ชั่วโมง,198,517,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
20 - 29 ชั่วโมง,1523,518,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
30 - 34 ชั่วโมง,5234,519,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
35 - 39 ชั่วโมง,23363,520,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
40 - 49 ชั่วโมง,40996,521,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
50 ชั่วโมงขึ้นไป,15836,522,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 1,คน
รวมยอด,115843,523,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
น้อยกว่า 1 ชั่วโมง,7017,524,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
1 - 9 ชั่วโมง,65.56,525,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
10 - 19 ชั่วโมง,0,526,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
20 - 29 ชั่วโมง,3770,527,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
30 - 34 ชั่วโมง,10650,528,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
35 - 39 ชั่วโมง,30231,529,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
40 - 49 ชั่วโมง,50027,530,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
50 ชั่วโมงขึ้นไป,14082,531,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,ชาย,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
รวมยอด,85235,532,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
น้อยกว่า 1 ชั่วโมง,1346,533,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
1 - 9 ชั่วโมง,0,534,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
10 - 19 ชั่วโมง,0,535,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
20 - 29 ชั่วโมง,5355,536,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
30 - 34 ชั่วโมง,6553,537,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
35 - 39 ชั่วโมง,23983,538,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
40 - 49 ชั่วโมง,35342,539,2568,การสำรวจภาวะการทำงานของประชากร จังหวัดหนองบัวลำภู,หญิง,สำนักงานสถิติจังหวัดหนองบัวลำภู,หนองบัวลำภู,ไตรมาสที่ 2,คน
