ถนน,เลขที่,ซอย,แรงม้า,เงินทุนรวม,_id,คนงาน,เลขทะเบียนโรงงาน,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,โทรศัพท์,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
เอกชัย,863/4,,333.15,5000000,390,10,3-41(1)-10/58,390,ห้างหุ้นส่วนจำกัด วรรณชาติเพรส,พิมพ์สิ่งพิมพ์ต่างๆ ,02-4164462,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
บางบอน 3,11-ก.พ.,บางบอน 3 แยก 3,365.16,8300000,391,6,3-53(1)-26/55,391,นายนรภัทร พฤกษชาติถาวร,ทำผลิตภัณฑ์พลาสติก,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,10
ลาดพร้าว,"280,282,284,286",ศูนย์การค้าแฮปปี้แลนด์ 2 ,79.97,34402000,392,32,3-41(1)-15/57,392,บริษัท พาณิชพระนคร (2535) จำกัด,พิมพ์สิ่งพิมพ์ต่างๆ,27342035,10240,คลองจั่น,บางกะปิ,กรุงเทพมหานคร,
สุขุมวิท,โฉนดเลขที่ 246183,สุขุมวิท 64/2,89,4500000,393,15,3-95(1)-114/56,393,นายเฉลิมศักดิ์ สรรพทรัพย์สิริ,ซ่อมและพ่นสีรถยนต์,,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
นวมินทร์,24/66,,147.42,68500000,394,15,3-46(1)-1/56,394,บริษัท ปราสาททองโอสถ จำกัด,ผลิตยาแผนโบราณ,02-9447008,10240,นวลจันทร์,บึงกุ่ม,กรุงเทพมหานคร,
กรุงเทพ-นนทบุรี,2844,,29.25,8700000,395,19,3-95(1)-129/57,395,ค๊อกพิทไทยเจริญ,"ศูนย์บริการซ่อมเปลี่ยนยางและตั้งศูนย์รถยนต์, ซ่อมรถยนต์และเครื่องยนต์",,10800,วงศ์สว่าง,บางซื่อ,กรุงเทพมหานคร,
วิภาวดีรังสิต 43,442,,99.39,3070000,396,12,3-95(1)-55/56,396,บริษัท อินฟินิตี้ บอดี้เซอร์วิส จำกัด,ซ่อมและพ่นสีรถยนต์,,10210,สนามบิน,ดอนเมือง,กรุงเทพมหานคร,
รามอินทรา,69,เจริญพัฒนา 11,19.5,3920000,397,18,3-34(2)-211/55,397,หจก.ทู อินเทีย อาคิเทค,ทำวงกบ ประตู หน้าต่าง เครื่องเรือน เครื่องใช้ ที่ทำด้วยไม้,081-4941002,10510,บางชัน,คลองสามวา,กรุงเทพมหานคร,
ประชาชื่น,400,,137.76,28860000,398,9,3-20(1)-1/56,398,โรงงานผลิตน้ำดื่มบรรจุขวดปาป้า การประปานครหลวง,ผลิตและจำหน่ายน้ำดื่ม,02-5039361,10210,ทุ่งสองห้อง,หลักสี่,กรุงเทพมหานคร,
สุวินทวงศ์,89/3,,22,20000000,399,15,3-95(1)-266/58,399,บริษัท นารา กรุงเทพ จำกัด,ศูนย์บริการซ่อมรถยนต์,,10530,โคกแฝด,หนองจอก,กรุงเทพมหานคร,8
สุวิทวงศ์,89/1,,25,20000000,400,15,3-95(1)-263/58,400,บริษัท มิตซูมหานคร ออโตโมบิล จำกัด,ศูนย์บริการซ่อมรถยนต์,,10530,โคกแฝด,หนองจอก,กรุงเทพมหานคร,8
สุวินทวงศ์,3/355,,140.8,800000,401,8,ข3-4(3)-15/58,401,บริษัท ลูกชิ้นกวางตุ้ง จำกัด,ผลิตลูกชิ้นเนื้อหมู และเนื้อวัว,,10530,ลำผักชี,หนองจอก,กรุงเทพมหานคร,9
,3/294-3/297,,725,73000000,402,25,ข3-14-31/55,402,บริษัท ไอซ์ เลิฟ 2555 จำกัด,การทำน้ำแข็ง ตัด ซอย บด และย่อยน้ำแข็ง,02-5435350-1,10530,ลำผักชี,หนองจอก,กรุงเทพมหานคร,9
รามอินทรา,209/26,รามอินทรา5,417.5,24500000,403,37,3-64(13)-354/55,403,บริษัท โกลบอล บรัช แอนด์ ทูลส์ จำกัด,กลึง เจาะ คว้าน กัด ไส เจียร หรือเชื่อมโลหะทั่วไป,,10220,ท่าแร้ง,บางเขน,กรุงเทพมหานคร,1
รองเมือง,68/1,3,33.75,8000000,404,2,3-95(1)-277/58,404,ห้างหุ้นส่วนจำกัด ง่วนหลีการช่าง,ซ่อม-พ่นสีรถยนต์,,10330,รองเมือง,ปทุมวัน,กรุงเทพมหานคร,
เสรีไทย,,เสรีไทย87,0,0,405,0,น.10(1)-1/2557-ญนช.,405,บริษัท เพรซิเดนท์เบเกอรี่ จำกัด (มหาชน),"ผลิตภัณฑ์เบเกอรี่เช่นขนมปังชนิดแผ่น,ขนมปังสอดไส้,แฮมเบอร์เกอร์บันเป็นตัน",02-5481200,10510,มีนบุรี,มีนบุรี,กรุงเทพมหานคร,
ฉลองกรุง,53-54,ฉลองกรุง31,0,599999,406,16,น.77(1)-3/2555-นนล.,406,บริษัท เอเชีย ออโต้ เทรดดิ้ง จำกัด,ซื้อมาขายไปนำเข้ารถยนต์เรือรถจักรยานยนต์รถจักรยานรถยกหรือยานพาหนะทุกประเภท(ใหม่)เข้ามาในราชอาณาจักรเพื่อส่งออกและนำเข้ารถยนต์เรือรถจักรยานยนต์รถจักรยานรถยกหรือยานพาหนะทุกประเภทที่ใช้แล้วเข้ามาในราชอาณาจักรเพื่อปรับปรุงดัดแปลงปรับสภาพตกแต่งให้รถยนต์เรือรถจ,27396696,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,-
ฉลองกรุง,122/1,ฉลองกรุง31,19,1300000000,407,15,น.77(2)-1/2557-นนล.,407,บริษัท ซีโร่ พาวเวอร์ เทรน จำกัด,ผลิตประกอบชิ้นส่วนยานพาหนะ,23260333,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,
ฉลองกรุง,231,ฉลองกรุง31,0,33000000,408,19,น.81(3)-1/2557-นนล.,408,บริษัท เด็นเต้ลิ้งค์ไทยฮาลลิม จำกัด,ผลิตชุดเก้าอี้ทำฟันเครื่องเอ็กซเรย์กะโหลกศีรษะชิ้นส่วนอิเล็กทรอนิกส์รวมทั้งเครื่องมือและอุปกรณ์ด้านทันตกรรมและทางการแพทย์,27263536,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,
,173,,520.3,165050899,409,11,น.90-1/2556-นนล.,409,บริษัท เจม เอ็นไวรันเมนทัล แมเนจเม้นท์ จำกัด,โรงผลิตน้ำเพื่อการอุตสาหกรรม,02-3260217,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,
สาธุประดิษฐ์,99/9,พระแม่สงเคราะห์,476,120000000,410,12,3-66-7/57,410,บริษัท สกนธ์ไกรโรจน์ จำกัด,ทำอุปกรณ์เครื่องจักรการเกษตร ตัดโลหะใช้ในการก่อสร้าง เช่น ชิ่้นส่วนโครงสร้างหลังคาและชิ้นส่วนยานรถไถ ฯลฯ,,10120,ช่องนนทรี,ยานนาวา,กรุงเทพมหานคร,
เพชรเกษม,2,เลียบฝั่งเหนือ 1/3 (เพชรเกษม 69),358.5,52000000,411,40,3-10(1)-2/55,411,บริษัท ขนมปังตรากิเลน จำกัด,ทำขนมปังชนิดต่างๆ,,10160,หนองแขม,หนองแขม,กรุงเทพมหานคร,
เลียบคลองภาษีเจริญ,14-มิ.ย.,จินดาเวช,361.65,6000000,412,30,3-60-6/55,412,ห้างหุ้นส่วนจำกัด พี.กิจศิริ กรุ๊ป,"ทำของใช้จากอลูมิเนียมและรีดอลูมิเนียม,ผลิตภัณฑ์โลหะโดยการปั๊มหรือกระแทก",,10160,หนองแขม,หนองแขม,กรุงเทพมหานคร,5
,23-ม.ค.,เลียบฯฝั่งเหนือ 12,55.5,0,413,14,3-68-11/55,413,บริษัท หงษ์เชียง จำกัด,ผลิตและซ่อมแซมลูกกลึงเครื่องทำลูกฟูกกล่องกระดาษ,,10160,หนองแขม,หนองแขม,กรุงเทพมหานคร,
เพรชเกษม104,โฉนดที่ดินเลขที่15526,,1574,719762160,414,71,3-88-71/56,414,บริษัท ซีแอนด์จี เอ็นไวรอนเมนทอล โปรเท็คชั่น(ประเทศไทย)จำกัด,ผลิตพลังงานไฟฟ้า,,10160,หนองแขม,หนองแขม,กรุงเทพมหานคร,
,11,ประชาอุทิศ 22 แยก 1,64.08,1450000,415,9,3-64(9)-3/57,415,บริษัท เด่นชัย บุญเจริญ จำกัด,กลึงโลหะ ทำชิ้นส่วนอุปกรณ์เครื่องจักร เช่น เพลา บู๊ช แหวน,,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,
,19,สุขสวัสดิ์ 33,27.5,540000,416,4,3-95(1)-162/57,416,บริษัท เฮงรุ่งเรือง จำกัด,ซ่อมและเคาะพ่นนสีรถยนต์,,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,
สุขสวัสดิ์,13,สุขสวัสดิ์ 26 แยก8,652,14000000,417,14,3-64(12)-6/58,417,นายวิชัย ชื่นจำลอง,ม้วนแผ่นโลหะสำหรับทำท่อ,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
ราษฎร์บูรณะ ,675,ราษฎร์บูรณะ4(สินเหลือ),149,1000000,418,11,3-68-6/55,418,ห้างหุ้นส่วนจำกัด โรงกลึงแสงประดิษฐ์,ทำและซ่อมเครื่องจักรที่ใช้ในการอุตสาหกรรม เช่น เครื่องหีบอ้อย,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
นวมินทร์,108/4,นวมินทร์ 59,50.6,1550000,419,10,3-37-73/58,419,ห้างหุ้นส่วนสามัญนิติบุคคล สี่พระยาเคหภัณฑ์และก่อสร้าง,ทำเครื่องเรือนจากไม้,23776583,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,
นวมินทร์,15-ส.ค.,,152.18,23500000,420,20,3-95(1)-127/57,420,บริษัท นวมินทร์ฮอนด้า ออโตโมบิล จำกัด,ศูนย์บริการและซ่อมสีรถยนต์,,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,
ประชาราษฎร์ 1 ,637,,182.5,0,421,21,3-34(1)-23/57,421,ห้างหุ้นส่วนจำกัด โรงเลื่อยจักรไท้เชียง,เลื่อยไม้,02-5850469,10800,บางซื่อ,บางซื่อ,กรุงเทพมหานคร,
,3769/37-40,อยู่ดี,110.35,15000000,422,10,3-53(1)-47/57,422,สมบูรณ์พลาสติก,ทำของเล่นเด็ก,,10120,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,
เอกชัย,112/11,วิสุทธิจิตร,143.25,925000,423,6,3-65-8/57,423,พูนสิน,ทำอะไหล่เครื่องจักรต่างๆ,24151787,10150,บางขุนเทียน,จอมทอง,กรุงเทพมหานคร,11
ดาวคนอง-จอมทอง,42/24,ภานุมาภรณ์,271.9,33000000,424,30,3-14-13/58,424,บริษัท โรงนํ้าแข็งทรัพย์สมุทร จำกัด,ผลิตนํ้าแข็งหลอดเล็ก ได้วันละ 45.000 กิโลกรัม,02-875-7808,10150,จอมทอง,จอมทอง,กรุงเทพมหานคร,2
จอมทอง,62/6,จอมทอง 13,16,0,425,2,3-40(1)-3/57,425,เอาเอี๊ยงเม๊งฮวด,ทำผลิตภัณฑ์กระดาษที่ใช้ในพิธีทางศาสนา,02-4683417,10150,จอมทอง,จอมทอง,กรุงเทพมหานคร,1
รัตนกวี,37/20,จอมทอง 19,482.17,55000000,426,41,3-68-1/56,426,บริษัท เอส โอ ฟูล พริ้นติ้ง เซอร์วิส จำกัด,ผลิตชิ้นส่วนประกอบหรืออุปกรณ์ของเครื่องจักรสำหรับอุตสาหกรรมกระดาษ และพิมพ์สิ่งพิมพ์ต่างๆ,,10150,จอมทอง,จอมทอง,กรุงเทพมหานคร,6
,โฉนดที่ดินเลขที่ 12931,,51,17500000,427,11,3-95(1)-215/56,427,บี-ควิก สาขาพหลโยธิน กม.27,ศูนย์บริการซ่อมแซมรถยนต์,,10210,สีกัน,ดอนเมือง,กรุงเทพมหานคร,
พระรามที่ 9,"107,109,111,113,115,000,000",,74.24,6500000,428,17,3-95(1)-137/58,428,บริษัท ท็อปโมสต์ ออโต้ อิมพอร์ต จำกัด,ศูนย์บริการซ่อมรถยนต์,,10310,ห้วยขวาง,ห้วยขวาง,กรุงเทพมหานคร,
ท่าดินแดง,3,,212.54,0,429,12,3-22(3)-1/55,429,บริษัท เอี่ยมศิริกรุงเทพ จำกัด,ย้อมผ้าใบ,02-4379191,10600,คลองสาน,คลองสาน,กรุงเทพมหานคร,-
บางขุนเทียน-ชายทะเล,130/7,เทียนทะเล 24,217,30730000,430,73,3-37-62/58,430,บริษัท ธนกูล เวิร์คกรุ๊ป จำกัด,ทำเครื่องเรือน เครื่องใช้จากไม้ และโลหะ,02-4080200,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,
บางขุนเทียน-ชายทะเล,"56,58,60",เทียนทะเล 26 แยก 5,165.5,0,431,29,ข3-61-8/57,431,บริษัท เอ็น.เค.เฟอร์นิคลาส จำกัด,"เฟอร์นิเจอร์จากเหล็ก เช่น โต๊ะรีดผ้า,ราวตากผ้า,ชั้นวางรองเท้า และอื่นๆ",,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,
บางกระดี่,"76,76/1",,390.59,6700000,432,20,3-53(4)-65/57,432,บริษัท แสงตะวันพลาสติก จำกัด,ผลิตถุงพลาสติก,,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
พระรามที่2,35/10,เพชรวิฑูรย์,178,4850000,433,8,3-67(5)-1/56,433,บริษัท เจ แอนด์ บี สตีล จำกัด,ดัดแปลง ซ่อมเครื่องดึง รีด โละหะ ดัดและตัดโลหะ,,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,4
,39,พระรามที่ 2ซอย83,174,7600000,434,28,3-66-11/56,434,นายธนวัฒน์ มโนรุ่งเรืองรัตน์,โรงงานผลิต ซ่อมแซมเครื่องจักร เครื่องมือ อุปกรณ์สำหรับใช้ในการกสิกรรมเกษตรกรรมโดยรับจ้างกลึง ไส ปั๊ม กัด เจาะ ตัด เชื่อมและแปรรูปผลิตภัณฑ์จากโลหะแผ่นทุกชนิด,,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
บางขุนเทียน-ชายทะเล,,เทียนทะเล 20,450,2300000,435,17,3-53(4)-40/55,435,บริษัท เอส.เค.โพลีเมอร์ จำกัด,ทำผลิตภัณฑ์ภาชนะพลาสติกและพลาสติกชิ้นส่วนสำเร็จรูป เช่น ELECTRICAL,,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
พระราม3,793/1,,298.86,24330000,436,10,3-95(1)-272/58,436,บริษัท คาร์ คอนวินี่ จำกัด,ซ่อมแซมเครื่องยนต์และเคาะพ่นสีรถยนต์,,10120,บางโพงพาง,ยานนาวา,กรุงเทพมหานคร,
ประดู่ 1,717/1-2,ราษฏร์อุทิศ 1,46.23,23000000,437,15,3-47(1)-5/58,437,บริษัท ไทยเทคนิค อินดัสตรี จำกัด,ทำเครื่องสำอางค์ เช่น ยาย้อมผม สบู่ น้ำมันใส่ผม,,10120,บางโพงพาง,ยานนาวา,กรุงเทพมหานคร,
เอกชัย,31,เอกชัย 57 ,56,2000000,438,7,3-53(4)-68/57,438,ห้างหุ้นส่วนจำกัด ศรีวัฒนาพลาสติก,ทำภาชนะบรรจุ เช่น ถุง หรือกระสอบ,02-415-7977,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
,18,เอกชัย 76/1,480,145000000,439,57,3-84(1)-7/57,439,บริษัท บิ๊กซิลเวอร์ แมนูแฟคเจอร์ริ่ง จำกัด,ทำเครื่องประดับต่างๆ ด้วยเงิน/ทอง/ทองเหลือง,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
,8,เอกชัย 76/1,460,80000000,440,32,3-84(1)-6/57,440,บริษัท โนเบิล มายด์ จำกัด,ทำเครื่องประดับต่างๆ ด้วยเงิน/ทอง/ทองเหลือง/ทองแดง,02-8980030,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
เอกชัย 80,66/126-127,เอกชัย 80,215.2,500000,441,7,3-53(4)-38/56,441,บริษัท ลีโอ พลาส จำกัด,ทำผลิตภัณฑ์พลาสติก เช่น ถุง ไม้แขวนเสื้อ,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,6
เอกชัย ,99/15,เอกชัย 110,130.8,200000,442,12,3-53(4)-37/56,442,กิตติพลาสติก,ทำถุงพลาสติก,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,4
,45/1928,,60,8000000,443,10,3-41(1)-8/56,443,บริษัท เอมเบรส พริ้นติ้ง แอนด์ แพ็คเกจจิ้ง จำกัด,พิมพ์สิ่งพิมพ์ต่างๆ,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,7
สมเด็จพระเจ้าตากสิน,"291,293,1",สมเด็จพระเจ้าตากสิน 13,16,9200000,444,5,3-64(2)-20/58,444,ยอดเมือง,ผลิตเหรียญโลหะ,,10600,สำเหร่,ธนบุรี,กรุงเทพมหานคร,
บริพัตร,"15-17-19,50",หิรัญ,18,150000,445,13,3-64(2)-11/58,445,ห้างหุ้นส่วนจำกัด บริพัตรอุตสาหกรรม,"ทำกระบี่,ภู่กระบี่,หัวเข็มขัด,เครื่องหมายยศของทางราชการ,ทหารและตำรวจ",,10100,บ้านบาตร,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,
สุขุมวิท,2601,,92.43,4500000,446,5,3-41(1)-6/58,446,บริษัท ยูเนียมโปรดักชั่น จำกัด,พิมพ์สิ่งพิมพ์ต่างๆ ,02-3115057,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
สุขุมวิท,299/1,วชิรธรรมสาธิต57,38.25,0,447,12,3-100(1)-14/57,447,บริษัท สยามคแลคซัน จำกัด,พ่นสีผลิตภัณฑ์,,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
สุขุมวิท 101,44,ปุณณวิถี 29,42.04,7000000,448,28,3-28(1)-5/57,448,บริษัท นพรัตน์ จำกัด,ตัดเย็บสื้อผ้าสำเร็จรูป,23111385,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
บางนา - ตราด,57,บางนา-ตราด 18,41.52,4800000,449,13,3-71-14/58,449,บริษัท ไอ.อี.พี จำกัด,ผลิตและประกอบตู้เหล็ก,,10260,บางนา,บางนา,กรุงเทพมหานคร,
บางนา-ตราด,53,ซอยบางนา-ตราด 24,95.5,0,450,6,3-64(13)-51/58,450,บริษัท นิปปอน คิไค เอนจิเนียริ่ง จำกัด,รับจ้างกลึง เจาะ และประกอบชิ้นส่วนโลหะทั่วไป,02-7467196-7,10260,บางนา,บางนา,กรุงเทพมหานคร,
คลองลำเจียก,5,,24.22,11000000,451,7,3-95(1)-214/58,451,บริษัท บริดจสโตน เอ.ซี.ที (ประเทศไทย) จำกัด,ซ่อมรถยนต์,,10240,นวลจันทร์,บึงกุ่ม,กรุงเทพมหานคร,
รัชดาภิเษก,32,,40.01,20600000,452,10,3-95(1)-205/58,452,บริษัท ดี ซี มอเตอร์ จำกัด,ซ่อมบำรุงรักษารถยนต์,,10800,วงศ์สว่าง,บางซื่อ,กรุงเทพมหานคร,
วิภาวดีรังสิต,292,,47,152206190,453,18,3-95(1)-172/57,453,บริษัท เอ็น.เอ็น.เทรดดิ้ง แอนด์ เซอร์วิส จำกัด,ศูนย์บริการซ่อมรถยนต์,,10210,สนามบิน,ดอนเมือง,กรุงเทพมหานคร,
สุขาภิบาล1,38/70,,249.6,4000000,454,9,3-52(4)-8/55,454,โรงงานยางสี่ชวน,ผลิตภัณฑ์รองเท้าแตะฟองน้ำ,,10160,บางแค,บางแค,กรุงเทพมหานคร,1
สุขุมวิท,10-เม.ย.,,15.95,215000,455,8,3-95(1)-36/58,455,บริษัท เม้งหยูล้ง จำกัด,ตั้งศูนย์ล้อ ถ่วงล้อ ยางรถยนต์,,10110,คลองตันเหนือ,วัฒนา,กรุงเทพมหานคร,
,33/11,สามวา 14,93.8,9300000,456,10,3-70-10/57,456,บริษัท นวมินทร์ เอ็นจิเนียริ่ง ซัพพลาย จำกัด,ผลิตอะไหล่ เครื่องมือ เครื่องจักรกล อุปกรณ์เครื่องจักร เครื่องกำเนิดไฟฟ้า เครื่องสูบน้ำ,,10510,บางชัน,คลองสามวา,กรุงเทพมหานคร,
สามวา,499-499/1,,132.12,145000000,457,50,3-41(1)-7/56,457,บริษัท เอเซียเปเปอร์แบค จำกัด,"รับจ้างพิมพ์สิ่งพิพ์ต่างๆ เช่นพิมพ์ถุงกระดาษ และซ่อมแซมเครื่องจักร ผลิตถุงกระดาษ ถุงพลาสติก เพื่อการส่งออกต่างประเทศ

",,10510,บางชัน,คลองสามวา,กรุงเทพมหานคร,
สายไหม,111,,44.48,72000000,458,12,3-95(1)-72/58,458,บริษัท เมโทร ฮอนด้าออโตโมบิล จำกัด,ซ่อมรถยนต์,,10220,สายไหม,สายไหม ,กรุงเทพมหานคร,
สุขาภิบาล5,88,,96,128542500,459,9,3-95(1)-134/56,459,บริษัท พระนคร ยนตรการ จำกัด,ซ่อมรถยนต์ ตรวจเช็คเครื่องยนต์ ซ่อมและพ่นสีรถยนต์,,10220,สายไหม,สายไหม ,กรุงเทพมหานคร,
สุขาภิบาล 5,2-ม.ค.,,109.11,155000000,460,25,3-95(1)-195/56,460,บริษัท วอง ฮอนด้า คาร์ส์ จำกัด,ซ่อมและเคาะพ่นสีรถยนต์,,10220,ออเงิน,สายไหม ,กรุงเทพมหานคร,
กาญจนาภิเษก,39/2,,101.14,5800000,461,15,3-95(1)-74/56,461,บริษัท บิซ ออโต ซาลอน จำกัด,บริการซ่อมและพ่นสีรถยนต์,,10160,หลักสอง,บางแค,กรุงเทพมหานคร,
,91,อ่อนนุช 18,14.14,850000,462,30,3-37-194/57,462,บริษัท ไทยคอนติเนนตัล แมทเทรส จำกัด,ทำที่นอนฟองน้ำ ที่นอนสปริง และหมอนฟองน้ำ,23310935,10250,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,
อ่อนนุช,1563,,128.61,4850000,463,20,3-78(2)-1/58,463,ห้างหุ้นส่วนจำกัด เค เอ็ช ซี เทรดดิ้ง,ประกอบชิ้นส่วนเบรคจักรยานสองล้อ,02-742-1337,10250,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,
สุวินทวงศ์,35/9,สุวินทวงศ์ 49,5.31,1033000,464,8,3-4(1)-21/55,464,โรงฆ่าสุกร ป๋าใหญ่,ฆ่าสุกร และแปรรูปเนื้อสุกร,086-9711157,10530,กระทุ่มราย,หนองจอก,กรุงเทพมหานคร,17
สุวิทนวงศ์,3/286-289,,315.99,15000000,465,43,ข3-46(2)-9/58,465,บริษัท ซี เนเชอรัล ฟาร์มาซูติคอล จำกัด,ผลิตยาแผนโบราณ,,10530,ลำผักชี,หนองจอก,กรุงเทพมหานคร,9
รามอินทรา,16-ส.ค.,รามอินทรา 51,455.86,4000000,466,11,3-53(1)-34/55,466,บริษัท รุ่งเรืองอนันต์ซัพพลายแอนด์เอ็นจิเนียริ่ง จำกัด,รับจ้างฉีดพลาสติกและทำแม่พิมพ์ฉีดพลาสติก,,10220,ท่าแร้ง,บางเขน,กรุงเทพมหานคร,8
สมโภชน์รัตนโกสินทร์,60,,24.5,8000000,467,3,3-95(1)-25/55,467,อู่กูบแดงเซอร์วิส,ซ่อมและบำรุงรักษารถยนต์,,10220,ท่าแร้ง,บางเขน,กรุงเทพมหานคร,6
รามคำแหง,882-882/2,รามคำแหง 170,192.55,40900000,468,22,3-41(1)-16/56,468,บริษัท ก.พล (1996) จำกัด,พิมพ์สื่อสิ่งพิมพ์ต่างๆ ,,10510,มีนบุรี,มีนบุรี,กรุงเทพมหานคร,
รามคำแหง,16/42,,177.18,2700000,469,15,3-95(1)-159/56,469,บริษัท เยาวโชติ จำกัด,ซ่อมและพ่นสีรถยนต์,,10510,มีนบุรี,มีนบุรี,กรุงเทพมหานคร,
,59/1,รามคำแหง 191/1,18,9500000,470,5,3-95(1)-71/57,470,นายศักดิ์ประเสริฐ เดชขจร,ซ่อมรถยนต์,,10510,มีนบุรี,มีนบุรี,กรุงเทพมหานคร,
ฉลองกรุง,253,ฉลองกรุง 31,372.66,20400000,471,198,น.84(1)-1/2556-นนล.,471,บริษัท จิวเวลเอเจนท์ดอทคอม จำกัด,ผลิตและประกอบเครื่องประดับ,27396712,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,
ฉลองกรุง,666/7,,96.4,5500000,472,11,3-95(1)-86/57,472,นายบุญชัย ซุนสิริพานิชกุล,บริการซ่อมเคาะพ่นสีรถยนต์,,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,
เพชรเกษม,70/14,,229.65,1000000,473,7,3-53(4)-46/56,473,บริษัท ประเสริฐพลาสติก จำกัด,ทำของใช้จากพลาสติก เช่น ถังน้ำ ตะกร้า และทำของเด็กเล่นจากพลาสติก เช่น ตุ๊กตา รถ ปืน,,10160,บางด้วน,ภาษีเจริญ,กรุงเทพมหานคร,13
เพชรเกษม,85,เพชรเกษม 58,12.43,6800000,474,6,3-46(2)-3/56,474,สหวัฒนะกิจเภสัช,ผลิตยาแผนโบราณ,,10160,บางด้วน,ภาษีเจริญ,กรุงเทพมหานคร,
บางยบอน 3,39,9,503.48,50000000,475,109,3-53(4)-30/58,475,บริษัท โอเวอร์ซีส์ ซัวเถา อุตสาหกรรม จำกัด,ผลิตถุงพลาสติก และสินค้าที่ทำจากพลาสติก เช่น แฟ้มต่างๆ ที่คั่นหนังสือ,,10160,หนองแขม,หนองแขม,กรุงเทพมหานคร,
สวัสดิการ 1,206,,336.35,6000000,476,15,3-52(4)-9/57,476,ประกอบพารา,ทำผลิตภัณฑ์จากยาง เช่น พื้นรองเท้า ส้นรองเท้า,24212117,10160,หนองแขม,หนองแขม,กรุงเทพมหานคร,
สุขสวัสดิ์,1029,ศูนย์การค้าบางปะกอก,80.11,300000,477,15,3-52(4)-4/58,477,ไทยรุ่งการยาง,ทำผลิตภัณฑ์จากยาง เช่น ยางรองขาโต๊ะ ยางวงแหวน,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
-,26,ประชาอุทิศ 75 แยก 10,460,8000000,478,50,3-77(2)-10/58,478,บริษัท เมททอล เทคโนโลยี จำกัด,ทำอะไหล่รถยนต์,28734167,10140,ทุ่งครุ,ทุ่งครุ,กรุงเทพมหานคร,
ประชาอุทิศ,292/4,ประชาอุทิศ33,102.63,8000000,479,20,3-68-6/56,479,บริษัท ศรอนันต์กิจ จำกัด,ทำอุปรกรณ์เครื่องจักรที่ใช้ในการทอผ้า และของใช้จากโลหะ เช่นอุปกรณ์สำหรับตัด เจาะเครื่องหนัง แบบพิมพ์ตั้งดอกไม้ผ้า,,10140,ทุ่งครุ,ทุ่งครุ,กรุงเทพมหานคร,4
จรัญสนิทวงศ์,709,จรัญสนิทวงศ์ 95/2,35.22,38000000,480,13,3-95(1)-282/58,480,บริษัท มิตซู วิภาวดี จำกัด,ซ่อมรถยนต์,24330231,10700,บางอ้อ,บางพลัด,กรุงเทพมหานคร,
จรัญสนิทวงศ์,2,จรัญสนิทวงศ์ 86/1,139.5,215944188,481,20,3-41(1)-14/58,481,บริษัท วงศ์สว่างพับลิชซิ่ง แอนด์ พริ้นติ้ง จำกัด,พิมพ์สิ่งพิมพ์และหนังสือต่างๆ,02-8801876,10700,บางอ้อ,บางพลัด,กรุงเทพมหานคร,
