_id,คนงานหญิง,แรงม้า,ไปรษณีย์,เจ้าของข้อมูล,ตำบล,ประกอบกิจการ,อำเภอ,คนงานรวม,ชื่อชุดข้อมูล,แรงม้าตรวจพบ,ผู้ประกอบการ,คนงานชาย,จังหวัด,เงินทุนรวม,โทรศัพท์,ชื่อโรงงาน
537,1,138,10510,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ้านโข้ง,หลอมหล่อโลหะซึ่งมิใช่เหล็กหรือเหล็กกล้า,อู่ทอง,4,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,138,บริษัท อนันตทรัพย์ไพศาล จำกัด,3,สุพรรณบุรี,3300000,081-9169585,บริษัท อนันตทรัพย์ไพศาล จำกัด
538,4,117,73120,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ทะเลบก,หลอมหล่อโหละซึ่งมิใช่เหล็กหรือเหล็กกล้า,ดอนเจดีย์,9,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,117,บริษัท ที.ที.เอ็น. เมทัลเวิร์ค จำกัด,5,สุพรรณบุรี,4000000,098-2752996,บริษัท ที.ที.เอ็น. เมทัลเวิร์ค จำกัด
539,20,271.1,72210,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ศาลาขาว,ผลิตเครื่องเรือนจากเหล็ก,เมืองสุพรรณบุรี,46,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,271.1,บริษัท แปซิฟิกเฟอร์นิเจอร์อินดัสทรี จำกัด,26,สุพรรณบุรี,9100000,599429.0,บริษัท แปซิฟิกเฟอร์นิเจอร์อินดัสทรี จำกัด
540,0,273,72130,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สามชุก,ทำตะแกรงเหล็ก และเหล็กรูปพรรณ,สามชุก,20,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,273,บริษัท อรัญไวร์เมช แอนด์ สตีล,20,สุพรรณบุรี,11500000,,บริษัท อรัญไวร์เมช แอนด์ สตีล จำกัด
541,2,576,72110,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางตาเถร,ผลิตสังกะสีมุงหลังคา,สองพี่น้อง,12,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,576,บริษัท ซี.เค.บี.เพลท สตีล จำกัด,10,สุพรรณบุรี,4500000,01-8583703,บริษัท ซี.เค.บี.เพลท สตีล จำกัด
542,2,258.2,72230,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ตลิ่งชัน,ทำส่วนประกอบสำหรับใช้ก่อสร้างอาคาร,เมืองสุพรรณบุรี,3,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,258.2,บริษัท ธีร์รวมช่าง เอ็นจิเนียริ่ง จำกัด,1,สุพรรณบุรี,20500000,,บริษัท ธีร์รวมช่าง เอ็นจิเนียริ่ง จำกัด
543,5,336.55,11000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สระยายโสม,ทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร และพ่นสีฝุ่น,อู่ทอง,20,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,336.55,บริษัท เวลกลาส ซัพพลาย จำกัด,15,สุพรรณบุรี,92700000,02-591-8827,บริษัท เวลกลาส ซัพพลาย จำกัด
544,0,83.77,72000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,โคกโคเฒ่า,ทำโครงหลังคาเหล็ก,เมืองสุพรรณบุรี,6,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,83.77,นายพลวัต เฉตวงษ์,6,สุพรรณบุรี,1480000,,
545,0,89,72000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,รั้วใหญ่,ราวบันไดจากสเตนเลส,เมืองสุพรรณบุรี,10,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,89,บริษัท ซูเปอร์สแตร์ จำกัด,10,สุพรรณบุรี,11390000,,บริษัท ซูเปอร์สแตร์ จำกัด
546,0,75.5,72220,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สระพังลาน,หลังคาเหล็กรีดลอน,อู่ทอง,2,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,75.5,นายธนกร ถาวร,2,สุพรรณบุรี,8000000,081-9426407,-
547,0,71,72230,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สนามคลี,ทำส่วนประกอบสำหรับอาคาร เช่น แผ่นโลหะสำหรับมุงหลังคา,เมืองสุพรรณบุรี,10,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,92,บริษัท ธีร์เซ่งเฮง เมทัล โปรดักส์ จำกัด,10,สุพรรณบุรี,42000000,,บริษัท ธีร์เซ่งเฮง เมทัล โปรดักส์ จำกัด
548,0,97.05,72130,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,วังลึก,ผลิตถังเหล็กเก็บน้ำและเชื่อมโลหะทั่วไป,สามชุก,4,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,97.05,ห้างหุ้นส่วนจำกัด ทรัพย์สุนทร เอ็นจิเนียริ่ง,4,สุพรรณบุรี,1150000,,ห้างหุ้นส่วนจำกัด ทรัพย์สุนทร เอ็นจิเนียริ่ง
549,0,326,72150,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,โคกคราม,ผลิตถังบำบัดน้ำเสีย ถังกรองน้ำ ถังเก็บน้ำ ท่อสูบน้ำและท่อสูบน้ำชนิดเครื่องยนต์,บางปลาม้า,10,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,326,ห้างหุ้นส่วนจำกัด สหัสชัย 2511,10,สุพรรณบุรี,4280000,,หจก.สหัสชัย 2511
550,1,133.1,72000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ท่าระหัด,ผลิตภาชนะบรรจุจากโลหะ การกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,เมืองสุพรรณบุรี,4,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,133.1,บริษัท เอสซีพี ฟู้ด เทค จำกัด,3,สุพรรณบุรี,21200000,081-4983858,บริษัท เอสซีพี ฟู้ด เทค จำกัด
551,0,101.27,72130,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ย่านยาว,ทำภาชนะบรรจุด้วยโลหะ เช่น ถังน้ำ และทำชิ้นส่วนหรืออุปกรณ์ของผลิตภัณฑ์โลหะ,สามชุก,25,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,0,บริษัท ศรีเมฆ คอร์ปอเรชั่น จำกัด,25,สุพรรณบุรี,76500000,086-1615833,บริษัท ศรีเมฆ คอร์ปอเรชั่น จำกัด
552,5,355,72000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,รั้วใหญ่,อัดเศษโลหะ และอัดเศษกระดาษ,เมืองสุพรรณบุรี,15,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,355,นายนรินทร์ คำอุ่ม,10,สุพรรณบุรี,2200000,0-35545511,ร้านมุกเพชร
553,4,390,72000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนกำยาน,อัดเศษโลหะและเศษกระดาษให้เป็นก้อน,เมืองสุพรรณบุรี,10,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,390,นายธนู ประดับมุก,6,สุพรรณบุรี,2295000,035-555554,มุกเพชร
554,4,165,72170,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนเจดีย์,อัดเศษโลหะ และเศษกระดาษเป็นก้อน,ดอนเจดีย์,8,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,165,นายณรงค์ คำอุ่ม,4,สุพรรณบุรี,4500000,085-8813784,-
555,2,93.34,72180,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ด่านช้าง,ผลิตหลังคาโลหะ,ด่านช้าง,8,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,93.34,นายธนชัย สิรการัณย์,6,สุพรรณบุรี,18000000,,พี.พี.เม็ททอลชีท (สาขาด่านช้าง)
556,0,545.46,72000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,โคกคราม,ผลิตราวเหล็กลูกฟูกกันรถ (Guard Rail) และผลิตเสาไฟฟ้าแสงสว่าง,บางปลาม้า,43,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,63.62,บริษัท เอิร์ท ซี จำกัด,43,สุพรรณบุรี,24100000,081-0124282,บริษัท เอิร์ท ซี จำกัด
557,2,484,72210,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางกุ้ง,ตัด พับ ม้วน เชื่อมโลหะ และขึ้นรูปผลิตภัณฑ์โลหะทั่วไป,เมืองสุพรรณบุรี,10,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,484,บริษัท ภูวินสตีล จำกัด,8,สุพรรณบุรี,28000000,099-1425451,บริษัท ภูวินสตีล จำกัด
558,1,243,72160,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,อู่ทอง,ผลิตราวกันอันตราย (การ์ดเรล) เครื่องหมายจราจร และชิ้นส่วนอื่นที่ทำจากโลหะ ,อู่ทอง,9,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,243,ห้างหุ้นส่วนจำกัด จ. แสนสุข ทราฟฟิค ,8,สุพรรณบุรี,3600000,098-7917363,ห้างหุ้นส่วนจำกัด จ.แสนสุข ทราฟฟิค
559,4,475,72150,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ตะค่า,ผลิตเสาไฟฟ้า,บางปลาม้า,11,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,475,บริษัท ทริปเปิลเอส โซลาร์เซลล์ จำกัด,7,สุพรรณบุรี,60000000,,บริษัท ทริปเปิลเอส โซลาร์เซลล์ จำกัด
560,2,93.34,72150,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,โคกคราม,ผลิตหลังคาโลหะ,บางปลาม้า,8,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,93.34,นายธนชัย สิรการัณย์,6,สุพรรณบุรี,24000000,,พี.พี.เม็ททอลชีท (สาขาบางปลาม้า)
561,1,127.65,11000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สระกระโจม,ผลิตเครื่องผลิตปุ๋ยหมักและไบโอก๊าซ ถังหมักก๊าซชีวภาพและอุปกรณ์เกี่ยวกับไบโอก๊าซ,ดอนเจดีย์,11,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,127.65,บริษัท คาวเทค กรีน เอเนอร์จี จำกัด,10,สุพรรณบุรี,7000000,02-5897388,บริษัท คาวเทค กรีน เอเนอร์จี จำกัด
562,0,195.15,,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ตะค่า,ทำแบบพิมพ์โลหะและปั้มชิ้นส่วนรถยนต์,บางปลาม้า,16,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,195.15,นายนำชัย บูรณะจุฑานนท์,16,สุพรรณบุรี,10000000,2762257.0,บริษัท โชคนำชัย ออโต้เพรสซิ่ง จำกัด
563,0,77.5,72000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,รั้วใหญ่,กลึง-เชื่อมโลหะทั่วไป,เมืองสุพรรณบุรี,4,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,77.5,นายมาโนช สุหัชชาทร,4,สุพรรณบุรี,800000,545152.0,มาโนชโลหะกิจ
564,0,91.5,72140,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ศรีประจันต์,กลึง-เชื่อมโลหะ,ศรีประจันต์,2,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,91.5,นายธนาชัย วัฒนเชิดชัย,2,สุพรรณบุรี,1910000,0-3558-1065,วัฒนเชิดชัย
565,2,92,72120,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองกระทุ่ม,กลึง เชื่อมโลหะทั่วไป และตัด พับ ม้วนโลหะ,เดิมบางนางบวช,10,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,,บริษัท เอ็น ที ซี กรุ๊ป 2006 จำกัด,8,สุพรรณบุรี,8100000,089-4968498,บริษัท เอ็น ที ซี กรุ๊ป 2006 จำกัด
566,7,300,72230,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สระแก้ว,ขึ้นรูปโลหะ ตัด พับ ม้วน กลึง เจาะ เชื่อมโลหะทั่วไป,เมืองสุพรรณบุรี,25,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,300,นายจักรพงษ์ วงษ์เพ็ง,18,สุพรรณบุรี,21300000,035-597034,นิตย์อินเจียเนียริ่ง 2555
567,0,89.54,72120,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,เขาพระ,กลึง-เชื่อมโลหะ,เดิมบางนางบวช,6,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,89.54,นายธวัชชัย เข็มเพ็ชร,6,สุพรรณบุรี,1351800,,โรงกลึงธวัชชัย
568,1,169.42,72170,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนเจดีย์,กลึง เจาะ คว้าน กัด ไส เจียน เชื่อมโลหะทั่วไป,ดอนเจดีย์,13,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,169.42,บริษัท โปรเกรส เอ็นจิเนียริ่ง แอนด์ โปรดัคส์ จำกัด,12,สุพรรณบุรี,9000000,,บริษัท โปรเกรส เอ็นจิเนียริ่ง แอนด์ โปรดัคส์ จำกัด
569,0,91.13,72180,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองมะค่าโมง,กลึง เจาะ และเชื่อมโลหะทั่วไป,ด่านช้าง,4,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,91.13,นายสมัย กาฬภักดี,4,สุพรรณบุรี,1280000,0-9898-4866,เปี่ยมทองการช่าง
570,12,220,72150,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สาลี,ทำชิ้นส่วนหรืออุปกรณ์ของผลิตภัณฑ์โลหะ,บางปลาม้า,35,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,220,บริษัท พีบี เมทัลเวิร์ค จำกัด,23,สุพรรณบุรี,9000000,0-3567-1041,บริษัท พีบี เมทัลเวิร์ค จำกัด
571,0,255.6,72230,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สระแก้ว,ขึ้นรูปโลหะ ตัดพับ ม้วน กลึง เจาะ คว้าน กัดไส เจียนและเชื่อมโลหะทั่วไป,เมืองสุพรรณบุรี,40,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,255.6,นายเจตน์ธพรรธน์ วงษ์เพ็ง,40,สุพรรณบุรี,20000000,035-557034,นิตย์การช่าง
572,3,194,72170,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนเจดีย์,ทำผลิตภัณฑ์จากโลหะ เช่น ปิ่นโต ขัน,ดอนเจดีย์,10,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,194,นางฉัตรทอง พุ่มเปรม,7,สุพรรณบุรี,4900000,,-
573,0,129,72140,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,วังหว้า,ผลิตชิ้นส่วนเหล็ก งานปั้มโลหะ และงานเชื่อมโลหะ,ศรีประจันต์,4,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,129,บริษํท เอ็ม ที เอ็นจิเนียริ่ง แอนด์ ซัพพลาย จำกัด,4,สุพรรณบุรี,1000000,,บริษัท เอ็ม ที เอ็นจิเนียริ่ง แอนด์ ซัพพลาย จำกัด
574,0,121.5,72210,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางกุ้ง,ตัดพับ ม้วน เชื่อมโลหะเพื่อใช้เป็นส่วนประกอบเครื่องจักรที่ใช้ในการกสิกรรม,เมืองสุพรรณบุรี,5,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,121.5,นายวิรัฐ ประสมทอง,5,สุพรรณบุรี,2400000,08-5297-6582,-
575,1,96.5,72000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,โคกโคเฒ่า,กลึง-เชื่อมโลหะ,เมืองสุพรรณบุรี,3,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,96.5,นายศุภวิทย์ ชาตวนิช,2,สุพรรณบุรี,2050000,035-550599,-
576,44,68,72110,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ่อสุพรรณ,ผลิตสกรู,สองพี่น้อง,113,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,85,บริษัท กั๋วฮุย เอ็นเตอร์ไพรซ์ ดิเวลลอปเม้นท์ จำกัด,69,สุพรรณบุรี,6900000,,บริษัท กั๋วฮุย เอ็นเตอร์ไพรซ์ ดิเวลลอปเม้นท์ จำกัด
577,10,236.7,72160,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,อู่ทอง,ผลิตเครื่องใช้เล็กๆ และเครื่องครัวจากโลหะ เช่น กระทะ ฯลฯ,อู่ทอง,40,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,236.7,ห้างหุ้นส่วนจำกัด ตั้งเซ่งเฮง คิทเช่นแวร์,30,สุพรรณบุรี,500000,-,ห้างหุ้นส่วนจำกัด ตั้งเซ่งเฮง คิทเช่นแวร์
578,12,174.25,72210,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สวนแตง,"ผลิตอะไหล่และอุปกรณ์เครื่องสูบน้ำ, ท่อน้ำ",เมืองสุพรรณบุรี,25,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,174.25,นายบุญรอด เกษมสุข,13,สุพรรณบุรี,6800000,540172.0,บุญรอดการช่าง
579,1,157.91,72210,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางกุ้ง,ผลิตท่อสูบน้ำ,เมืองสุพรรณบุรี,8,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,157.91,นายกอบชัย สิทธิเกรียงไกร,7,สุพรรณบุรี,5900000,599178.0,เกรียงไกรการกลสวนแตง
580,0,170,72210,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางกุ้ง,ผลิตท่อสูบน้ำ และเครื่องมือการเกษตร,เมืองสุพรรณบุรี,12,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,170,ห้างหุ้นส่วนจำกัด เปาพัฒนาเพิ่มทรัพย์,12,สุพรรณบุรี,11000000,,เปาพัฒนา
581,2,205,72210,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สวนแตง,โรงงานผลิตท่อสูบน้ำ,เมืองสุพรรณบุรี,10,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,205,นายบุญเสริม สาคร,8,สุพรรณบุรี,5000000,081-9440055,บุญเสริม สาคร
582,4,414.64,72160,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,จรเข้สามพัน,ผลิต ประกอบอุปกรณ์เครื่องจักรใช้ในการเกษตรกรรม,อู่ทอง,12,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,414.64,นายมนตรี เจียรพงศวัฒน์,8,สุพรรณบุรี,23000000,081-7017367,
583,0,98.5,73120,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สามชุก,ผลิตและซ่อมรถเกี่ยวข้าว,สามชุก,8,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,98.5,นางสาวรัชนีวรรณ อิ้วสวัสดิ์,8,สุพรรณบุรี,3300000,089-9995999,สามชุกการช่าง
584,3,93.5,72000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนโพธิ์ทอง,ผลิตอุปกรณ์ของเครื่องจักรใช้ในการกสิกรรม,เมืองสุพรรณบุรี,10,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,93.5,นายกิมเฮง สุทธิภัทรพงษ์,7,สุพรรณบุรี,1695000,097-2975485,ธิติพงศ์การกล
585,0,153.25,72210,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางกุ้ง,ทำท่อสูบน้ำ,เมืองสุพรรณบุรี,14,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,153.25,นายวิชัย ชาตวนิช,14,สุพรรณบุรี,7300000,599-255,วิชัยการกล
586,6,268,72210,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางกุ้ง,ผลิตท่อสูบน้ำและอุปกรณ์การเกษตร,เมืองสุพรรณบุรี,16,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,268,นางสาวสมจิตร อึ้งเจริญทรัพย์,10,สุพรรณบุรี,2800000,599151.0,พัฒนาจักรกล
587,2,389.5,72210,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางกุ้ง,ผลิตท่อสูบน้ำ,เมืองสุพรรณบุรี,8,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,389.5,นายสมจริง ละออทรัพย์,6,สุพรรณบุรี,11500000,081/8585140,จ.เจริญจักรกล
588,3,204.09,72210,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางกุ้ง,ผลิตอุปกรณ์ของเครื่องจักรที่ใช้ในการกสิกรรม,เมืองสุพรรณบุรี,8,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,204.09,นายสุธรรม สิทธิเกรียงไกร,5,สุพรรณบุรี,4750000,0-3541-3399,สุธรรมการช่าง
589,0,334.5,72000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,โพธิ์พระยา,ผลิต ประกอบ ดัดแปลงหรือซ่อมแซมรถเกี่ยวข้าวและพรวนดิน,เมืองสุพรรณบุรี,22,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,334.5,นายมาโนชญ์ ประกอบเสียง,22,สุพรรณบุรี,21750000,,มาโนชญ์การช่าง 1999
590,5,194.5,72210,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สวนแตง,ผลิตท่อสูบน้ำ,เมืองสุพรรณบุรี,19,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,194.5,นางสาวดวงฤดี ทรัพย์อำนวยกิจ,14,สุพรรณบุรี,10500000,,กิจไกรการกล
591,0,94,72130,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ้านสระ,ผลิตอุปกรณ์โรงสีข้าว และกลึง เชื่อมโลหะทั่วไป,สามชุก,10,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,,นายอภิชาติ แย้มวงษ์,10,สุพรรณบุรี,9450000,084-8028379,อภิชาติการช่าง
592,5,178,72210,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางกุ้ง,ทำท่อสูบน้ำ,เมืองสุพรรณบุรี,15,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,178,นายสมพงษ์ สุทธิภัทรพงศ์,10,สุพรรณบุรี,5800000,,สมพงษ์ โลหะแมชชีน
593,4,112,72150,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,โคกคราม,ประกอบรถปั้นจั่นตอกเสาเข็ม,บางปลาม้า,19,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,112,บริษัท ตรีปั้นจั่น โมบาย จำกัด,15,สุพรรณบุรี,3450000,035-452272,บริษัท ตรีปั้นจั่น โมบาย จำกัด
594,1,136.88,72150,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ้านแหลม,ซ่อมและสร้างเครื่องทุนแรงทุกชนิด,บางปลาม้า,15,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,0,บริษัท จารุวิภา เซอร์วิส จำกัด,14,สุพรรณบุรี,2000000,,บริษัท จารุวิภา เซอร์วิส จำกัด
595,0,80,72160,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,กระจัน,ซ่อมประกอบรถยนต์,อู่ทอง,4,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,80,นายพสิษฐ์ ศันสนะพิทยากร,4,สุพรรณบุรี,16300000,035-552216,อู่เส็งการช่าง
596,10,265.67,72000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สนามชัย,ผลิตบัลลาสต์ หม้อแปลง อุปกรณ์ไฟฟ้า อุปกรณ์อิเล็คทรอนิกส์,เมืองสุพรรณบุรี,19,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,265.67,บริษัท ไทยเอ็นเนอร์ยี่คอนเซอร์เวชั่น จำกัด,9,สุพรรณบุรี,10000000,511280.0,บริษัท ไทยเอ็นเนอร์ยี่คอนเซอร์เวชั่น จำกัด
597,10,159.01,72110,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ทุ่งคอก,ทำลวด หรือสายเคเบิลหุ้มฉนวน,สองพี่น้อง,21,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,159.01,บริษัท พีเอสไอ คอร์ปอเรชั่น จำกัด,11,สุพรรณบุรี,25000000,086-3363035,บริษัท พีเอสไอ คอร์ปอเรชั่น จำกัด
598,4,665,72210,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สวนแตง,ต่อตัวถังรถยนต์บรรทุก,เมืองสุพรรณบุรี,25,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,665,บริษัท สหมิตรเทรลเลอร์ จำกัด,21,สุพรรณบุรี,7600000,540215-6,สหมิตรเทรลเลอร์
599,0,224.83,72110,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนมะนาว,ต่อตัวถังรถบรรทุก,สองพี่น้อง,18,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,224.83,บริษัท พี เจ วัน จำกัด,18,สุพรรณบุรี,17000000,,บริษัท พี เจ วัน จำกัด
600,1,200.8,72150,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,โคกคราม,ประกอบรถยนต์นั่ง รถบรรทุก และประกอบรถปั้นจั่นตอกเสาเข็ม,บางปลาม้า,20,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,200.8,บริษัท ตรีปั้นจั่น โมบาย จำกัด,19,สุพรรณบุรี,10100000,,บริษัท ตรีปั้นจั่น โมบาย จำกัด
