ถนน,เลขที่,ซอย,แรงม้า,เงินทุนรวม,_id,คนงาน,เลขทะเบียนโรงงาน,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,โทรศัพท์,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
สุพรรณบุรี-บางแม่หม้าย,เลขที่ 60/1,,29,600000,1657,10,3-105-78/48สพ,1657,ห้างหุ้นส่วนจำกัด รักดีรีไซเคิล,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษกระดาษ  อัดเศษโลหะและบดย่อยพลาสติก,0 3541 2175,72150,บ้านแหลม,บางปลาม้า,สุพรรณบุรี,5
 -,เลขที่ 144, -,846,4100002,1658,19,3-105-93/49สพ,1658,บริษัท เอส. เอ. สยามรีคัฟเวอรี่ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย  สกัดโลหะมีค่าจากแผงวงจรอิเล็กทรอนิกส์และตะกอนน้ำเสียของโรงงานอิเล็กทรอนิกส์  สกัดคอปเปอร์ซัลเฟตจากน้ำยาล้างแผงวงจรอิเล็กทรอนิกส์,08 6304 2952,72140,บ้านกร่าง,ศรีประจันต์,สุพรรณบุรี,3
-,เลขที่ 241/1,-,303,8000000,1659,30,3-106-30/54สพ,1659,บริษัท ไอรอน กรุ๊ป จำกัด,เก็บรวบรวมแบตเตอรี่โดยไม่มีการแปรสภาพ ทำเม็ดพลาสติกเกรด บี คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,034-546050,72000,สนามชัย,เมืองสุพรรณบุรี,สุพรรณบุรี,5
-,เลขที่ 266,-,68.4,6300000,1660,6,3-106-54/53สพ,1660,ห้างหุ้นส่วนจำกัด เอส อาร์ ไอ เมททัล โปรดักส์,หลอมหล่อเศษและตะกรันอลูมิเนียม,,72220,สระพังลาน,อู่ทอง,สุพรรณบุรี,6
-,เลขที่ 209/1,-,25,1400000,1661,7,จ3-105-104/52สพ,1661,สมบูรณ์การค้า,คัดแยกวัสดุที่ไม่ใช้แล้ว,-,72000,โคกโคเฒ่า,เมืองสุพรรณบุรี,สุพรรณบุรี,1
-,เลขที่ 489,-,0,4000000,1662,10,จ3-105-116/52สพ,1662,สุนทรี,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,-,72220,สระยายโสม,อู่ทอง,สุพรรณบุรี,
,เลขที่ 385/2,,17.5,5600000,1663,7,จ3-105-127/52สพ,1663,บริษัท จิระนันต์ อินเตอร์ เซอร์วิส จำกัด,"คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย , บดย่อยพลาสติก , อัดเศษโลหะ",,72140,ศรีประจันต์,ศรีประจันต์,สุพรรณบุรี,3
-,เลขที่ 199,-,110.5,8900000,1664,15,จ3-105-131/50สพ,1664,บริษัท ตั้งเรียวติงซ์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,0-3554-0524-5,72210,สวนแตง,เมืองสุพรรณบุรี,สุพรรณบุรี,4
สุพรรณบุรี-ชัยนาท,เลขที่ 20,-,270,20500000,1665,9,จ3-105-20/51สพ,1665,วงษ์พานิชย์,คัดแยกสิ่งปฎิกูลหรือวัสดุที่ไม่ใช้แล้วจากโรงงานอุตสาหกรรมที่ไม่เป็นของเสียอันตรายและอัดเศษโลหะ  เศษกระดาษ,081-9864236,72130,ย่านยาว,สามชุก,สุพรรณบุรี,9
-,เลขที่ 316,-,29,2700000,1666,3,จ3-105-225/51สพ,1666,ห้างหุ้นส่วนจำกัด เอส อาร์ ไอ เมททัล โปรดักส์,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) บดพลาสติก อัดเศษกระดาษและเศษโลหะ,,72220,สระพังลาน,อู่ทอง,สุพรรณบุรี,6
พุทธมณฑลสายที่ 5,เลขที่ 87,,22,21110000,1667,6,3-101-1/36นฐ,1667,บริษัท แหลมทองผลิตภัณฑ์อาหาร จำกัด,ปรับคุณภาพของเสียรวม,0-2420-4717,73210,ไร่ขิง,สามพราน,นครปฐม,9
เพชรเกษม,เลขที่ 12,วัดเทียนดัด,211.5,500000,1668,2,3-101-1/37นฐ,1668,บริษัท บางกอกอินเตอร์ฟูด จำกัด,ระบบบำบัดน้ำเสียรวม,"42,903,394,290,647",73110,บ้านใหม่,สามพราน,นครปฐม,
 -,เลขที่ 81/7, -,190.27,16050000,1669,3,3-101-1/50นฐ,1669,บริษัท น้ำมันพืชไทย จำกัด (มหาชน),ระบบบำบัดน้ำเสียรวม,0 2477 9020,73120,ไทยาวาส,นครชัยศรี,นครปฐม,1
เพชรเกษม,เลขที่ 67,วัดเทียนดัด,30,5000000,1670,4,3-101-2/41นฐ,1670,บริษัท นครหลวงกลูโคส จำกัด,บำบัดน้ำเสียรวม,4290020,73110,บ้านใหม่,สามพราน,นครปฐม,1
สุขาภิบาล,เลขที่ 33/3,-,176.29,0,1671,17,3-101-7/51นฐ,1671,บริษัท ไทยโทเรเท็กซ์ไทล์มิลลส์ จำกัด (มหาชน),"บำบัดน้ำเสียรวม ปริมาณบำบัดสูงสุด 4,800 ลูกบาศก์เมตรต่อวัน",034 331788-90,73120,นครชัยศรี,นครชัยศรี,นครปฐม,3
 -,เลขที่ 63/3, -,72,5500000,1672,21,3-105-138/48นฐ,1672,บริษัท ธนพิพัฒน์ยนต์ตระการ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) คัดแยกวัสดุที่ไม่ใช้แล้วตามประกาศกระทรวงอุตสาหกรรม ฉบับที่ 6 (พ.ศ.2540) เฉพาะแบตเตอรี่เท่านั้น และผลิตน้ำมันเชื้อเพลิงทดแทน,,73120,พะเนียด,นครชัยศรี,นครปฐม,2
 -,เลขที่ 22/14, -,30,1400000,1673,5,3-105-141/48นฐ,1673,นายวันชัย อินทชยาคม,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),,73120,แหลมบัว,นครชัยศรี,นครปฐม,2
มาลัยแมน,เลขที่ 69, -,264.95,12000000,1674,20,3-105-154/48นฐ,1674,บริษัท อาร์ที โกลเบิล กรุ๊ป จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) บดย่อยพลาสติก  ซ่อมแซม  ดัดแปลง  คอมพิวเตอร์  อุปกรณ์อิเล็กทรอนิกส์และเครื่องใช้ไฟฟ้าทุกชนิดที่ผ่านการใช้งานแล้ว,,73140,สระสี่มุม,กำแพงแสน,นครปฐม,21
-,เลขที่ 40/1,-,150,48000000,1675,17,3-105-16/54นฐ,1675,บริษัท ยู เฟง (ไทย) อินเตอร์เนชั่นแนล จำกัด,คัดแยกสายไฟฟ้า,,73160,อ้อมใหญ่,สามพราน,นครปฐม,6
 -,เลขที่ 12/200, -,0,5000000,1676,16,3-105-166/48นฐ,1676,วรัญญา,เกี่ยวกับคัดแยกเศษผ้า,,73220,กระทุ่มล้ม,สามพราน,นครปฐม,6
-,เลขที่ 108/4,-,45,4000000,1677,10,3-105-2/47นฐ,1677,บริษัท เอสพีเค รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) และอัดโลหะ,0 2912 3916,73150,ลำลูกบัว,ดอนตูม,นครปฐม,4
 -,เลขที่ 36/2, -,95,4000000,1678,5,3-105-2/50นฐ,1678,ห้างหุ้นส่วนจำกัด พี แอนด์ แอล รีไซเคิล,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย  และล้าง  บดหรือย่อยพลาสติก  ผลิตเม็ดพลาสติก,0 3434 8155,73000,ตาก้อง,เมืองนครปฐม,นครปฐม,6
,เลขที่ 117,,22,9000000,1679,7,3-105-22/57นฐ,1679,บริษัท เพชรพูล อินเตอร์เทรด จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,73110,คลองใหม่,สามพราน,นครปฐม,3
ยิงเป้าใต้,เลขที่ 143/19,,850.12,22220000,1680,36,3-105-26/57นฐ,1680,บริษัท อภิสิทธิ์ เอ็นเตอร์ไพร์ส จำกัด,ทำพลาสติกเป็นเม็ด หรือรูปทรงต่างๆ,0 3421 8360,73000,สนามจันทร์,เมืองนครปฐม,นครปฐม,2
เพชรเกษม,เลขที่ 55,-,7129.5,190000000,1681,200,3-105-58/48นฐ,1681,บริษัท สยามยูไนเต็ดรับเบอร์ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรมฉบับที่ 1 (พ.ศ.2541) ผลิตยางปูพื้นรถยนต์  และอื่น ๆ จากยางธรรมชาติหรือยางสังเคราะห์  ผลิตภัณฑ์จากวัสดุที่ไม่ใช้แล้วหรือของเสียจากโรงงาน ผลิตยางปูพื้นรถยนต์และอื่นๆ,,73110,คลองใหม่,สามพราน,นครปฐม,6
 -,เลขที่ 99, -,97,6410000,1682,7,3-105-66/49นฐ,1682,ห้างหุ้นส่วนจำกัด เจริญสิน รีไซเคิล,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย  เช่น  เศษโลหะ,,73140,วังน้ำเขียว,กำแพงแสน,นครปฐม,11
-,เลขที่ 43/4,บางประแดง 2,10,2900000,1683,8,3-105-77/47นฐ,1683,นายปรีชา แซ่โล้ว,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1  บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) ทำน้ำมันเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นใช้แล้ว,-,73110,บ้านใหม่,สามพราน,นครปฐม,3
นครชัยศรี-ดอนตูม,"เลขที่ 62,63,64",-,12.85,6500000,1684,8,3-105-95/47นฐ,1684,บริษัท เอฟเวอร์คอม โปรเฟสชั่นแนล ซัพพลาย จำกัด,"คัดแยกโลหะ  พลาสติก  และดัดแปลง  ซ่อม  ประกอบเครื่องคอมพิวเตอร์,เครื่องใช้ไฟฟ้า,อิเลคทรอนิคส์ และชิ้นส่วนหรือส่วนประกอบที่ใช้กับคอมพิวเตอร์,อุปกรณ์อิเล็คทรอนิคส์ และเครื่องใช้ไฟฟ้า",,73130,ดอนตูม,บางเลน,นครปฐม,10
-,เลขที่ 75,-,968.84,4000000,1685,15,3-106-13/53นฐ,1685,บริษัท ปฐมชัยไฮเทค จำกัด,ผลิตน้ำมันเชื้อเพลิงจากยางรถยนต์ที่ไม่ใช้แล้ว,,73140,ทุ่งลูกนก,กำแพงแสน,นครปฐม,4
,เลขที่ 55,,321,2500000,1686,7,3-106-13/56นฐ,1686,บริษัท ยงถัง จำกัด,น้ำชิ้นส่วนอุปกรณ์ไฟฟ้าอิเล็กทรอนิกส์เข้าสู่กระบวนการทางอุตสาหกรรมเพื่อนำโลหะกลับมาใช้ประโยชน์ใหม่,,73130,ดอนตูม,บางเลน,นครปฐม,11
-,เลขที่ 50,-,438.5,10000000,1687,14,3-106-19/52นฐ,1687,บริษัท รีฟายน์พลัส จำกัด,กลั่นตัวทำละลายใช้งานแล้วกลับมาใช้ใหม่ (Solvents Recovery) ทำเชื้อเพลิงทดแทนจาก     น้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้ว,,73000,โพรงมะเดื่อ,เมืองนครปฐม,นครปฐม,12
เพชรเกษม,เลขที่ 18,-,294,14200000,1688,6,3-106-2/56นฐ,1688,เมก้า ไทร์,นำยางรถยนต์ใช้แล้วมาสับ บดย่อย เพื่อนำเศษลวดและยางกลับมาใช้ประโยชน์ใหม่เป็นวัตถุดิบ,,73120,ท่ากระชับ,นครชัยศรี,นครปฐม,2
-,เลขที่ 59/6,-,748.5,14000000,1689,20,3-106-20/57นฐ,1689,ปฐมแก้ววัฒนา,บดแก้ว และล้างขวด,0 3426 1768,73000,ทัพหลวง,เมืองนครปฐม,นครปฐม,6
 -,เลขที่ 10/4, -,7,7100000,1690,37,3-106-25/49นฐ,1690,ห้างหุ้นส่วนจำกัด พียู.วอเตอร์ แคนแคน,นำกรดไฮโดรคลอริกที่ใช้แล้วมาผ่านกรรมวิธีการอุตสาหกรรม  เพื่อใช้ผลิตเป็นเฟอร์ริกคลอไรด์,,73120,ดอนแฝก,นครชัยศรี,นครปฐม,4
-,เลขที่ -,-,25.75,2200000,1691,5,3-106-26/53นฐ,1691,น.ส.จีรภา เรืองฤทธิ์,ผลิตน้ำมันเชื้อเพลิงจากยางรถยนต์ที่ใช้แล้ว,,73000,บ้านยาง,เมืองนครปฐม,นครปฐม,1
เพชรเกษม,เลขที่ 24/1,-,147,6850000,1692,6,3-106-33/52นฐ,1692,นายคำรณ จงยิ่งยศ,นำยางรถยนต์เก่ามาสับ บดย่อย เพื่อนำกลับมาใช้ประโยชน์ใหม่เป็นวัตถุดิบ,,73000,หนองดินแดง,เมืองนครปฐม,นครปฐม,3
-,เลขที่ 52/8,-,130,3800000,1693,6,3-106-5/57นฐ,1693,บริษัท ไทย.อาร์.ซี.พรีเมียม จำกัด,ตัด กรีด บด อัดยางรถยนต์เก่าที่ไม่ใช้แล้วมาแปรรูป,,73000,หนองงูเหลือม,เมืองนครปฐม,นครปฐม,6
 -,เลขที่ 30/8, -,1268,10500000,1694,10,3-106-9/50นฐ,1694,บริษัท อรพล อลูมิเนียม จำกัด,นำเศษและตะกรันโลหะ (Scrap and Dross) เช่น อลูมิเนียม ทองเหลือง ทองแดง สังกะสี เป็นต้น มารีไซเคิลโดยการหลอมหล่อเพื่อนำกลับมาใช้ประโยชน์ใหม่,,73120,ศรีษะทอง,นครชัยศรี,นครปฐม,4
ทางเข้าอำเภอสามพราน,เลขที่ 26/1,,187.16,41100000,1695,0,จ3-101-1/38นฐ,1695,บริษัท มาลีสามพราน จำกัด (มหาชน),บำบัดน้ำเสียรวม,311891-2,73110,ยายชา,สามพราน,นครปฐม,5
พระประโทน-บ้านแพ้ว,เลขที่ 502,-,204.94,6744000,1696,2,จ3-101-1/44นฐ,1696,บริษัท ยูนิ-เพรสซิเดนท์(ประเทศไทย) จำกัด,บำบัดน้ำเสีย,,73000,ดอนยายหอม,เมืองนครปฐม,นครปฐม,3
เพชรเกษม,เลขที่ 13/8,วัดท่าข้าม,84,9500000,1697,2,จ3-101-2/40นฐ,1697,บริษัท ซันยางอุตสาหกรรมอาหาร จำกัด,ระบบบำบัดน้ำเสียรวม,034-721991-3,73110,ท่าข้าม,สามพราน,นครปฐม,4
เพชรเกษม,เลขที่ 42/2,สุขาภิบาลอ้อมใหญ่3,120.08,30000000,1698,6,จ3-101-4/40นฐ,1698,บริษัท แหลมทองอุตสาหกรรมอาหาร จำกัด,โรงงานปรับปรุงคุณภาพของเสียรวม,4205835-8,73160,อ้อมใหญ่,สามพราน,นครปฐม,2
,เลขที่ 174/9,,30,370000,1699,5,จ3-105-122/50นฐ,1699,นายสันติ ลิ้มบริบูรณ์,คัดแยกเศษยาง,,73120,ศรีมหาโพธิ์,นครชัยศรี,นครปฐม,5
,เลขที่ 123,,63,4650000,1700,10,จ3-105-147/50นฐ,1700,บริษัท เอ เอส เค เมทัล สแครป เทรดดิ้ง จำกัด,คัดแยกสิ่งปฎิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่ใช่ของเสียอันตราย,,73130,นราภิรมย์,บางเลน,นครปฐม,6
,เลขที่ 59/12,,18,1250000,1701,4,จ3-105-155/50นฐ,1701,นายกิตติพันธ์ เผดิมปราชญ์,คัดแยกเศษวัสดุที่ไม่ใช้แล้ว,,73000,ทัพหลวง,เมืองนครปฐม,นครปฐม,6
ทางเข้าอ.สามพราน,เลขที่ 24/30,,54,2850000,1702,3,จ3-105-158/51นฐ,1702,บริษัท เจดีย์ไทย สตีล จำกัด,คัดแยกขยะอุตสาหกรรมที่ไม่เป็นอันตราย เข่น พลาสติก เศษผ้า กระดาษ,,73110,ยายชา,สามพราน,นครปฐม,5
,เลขที่ 81/5,,285.6,20000000,1703,21,จ3-105-190/50นฐ,1703,นางสาวพรนที สมพงษ์ชัยกุล,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย และบดย่อยพลาสติก,,73170,มหาสวัสดิ์,พุทธมณฑล,นครปฐม,1
,เลขที่ โฉนดเลขที่  2842,,479,35000000,1704,25,จ3-105-23/52นฐ,1704,บริษัท เอส.เอ็น.เค.เมทัล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้หนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฎิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้าประกาศกระทรวงอุตสาหกรรม ฉบับ ที่ 1 (พ.ศ.2541) อัดเศษโลหะ ตัด พับ หรือม้วนโลหะ,,73120,ท่าพระยา,นครชัยศรี,นครปฐม,4
,เลขที่ 50,,141,10000000,1705,14,จ3-105-39/52นฐ,1705,บริษัท รีฟายน์พลัส จำกัด,คัดแยกสิ่งปฎิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,73000,โพรงมะเดื่อ,เมืองนครปฐม,นครปฐม,12
,เลขที่ 64/21,,91.45,3409000,1706,4,จ3-105-48/52นฐ,1706,ร้านลุงตี๋ของเก่า,คัดแยกสิ่งปฎิกูลและวัสดุที่ไม่ใช้แล้วจากโรงงานอุตสาหกรรมที่ไม่เป็นของเสียอันตราย,,73120,ขุนแก้ว,นครชัยศรี,นครปฐม,1
,เลขที่ 6/2,,465,25500000,1707,35,จ3-105-81/52นฐ,1707,บริษัท วสันต์ กรุ๊ป ซัพพลาย จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุไม่ใช่แล้วที่ไม่เป็นอันตราย เช่น แก้ว พลาสติก เหล็ก ไม้ กระดาษหรือวัสดุอื่นๆ,034-385470-2,73110,สามพราน,สามพราน,นครปฐม,2
พระประโทน-บ้านแพ้ว,เลขที่ -,,54,2400000,1708,4,จ3-105-95/51นฐ,1708,บริษัท 4 ป.คัดแยกขยะอุตสาหกรม จำกัด,คัดแยกขยะอุตสาหกรรมชนิดที่ไม่เป็นอันตราย,,73110,ตลาดจินดา,สามพราน,นครปฐม,
ธรรมคุณากร,เลขที่ 80,,516.48,11250000,1709,10,3-101-1/39สค,1709,บริษัท ซีรอเยล อาหารทะเล จำกัด,"ปรับคุณภาพน้ำเสียปริมาณ1,500ลูกบาศก์เมตร/วัน",423961-4,74000,บางหญ้าแพรก,เมืองสมุทรสาคร,สมุทรสาคร,1
เอกชัย,เลขที่ 57/6,,90,18150000,1710,2,3-101-1/41สค,1710,บริษัท รักชัยห้องเย็น จำกัด,โรงงานปรับคุณภาพน้ำเสียรวม,,74000,โคกขาม,เมืองสมุทรสาคร,สมุทรสาคร,4
วิเชียรโชฎก,เลขที่ 1259, -,991.97,42410120,1711,8,3-101-1/49สค,1711,บริษัท ยูเนี่ยนโฟรเซนโปรดักส์ จำกัด,บำบัดน้ำเสียรวม,0 3482 0627-9,74000,มหาชัย,เมืองสมุทรสาคร,สมุทรสาคร,
 -,เลขที่ 85, -,252.75,0,1712,0,3-101-2/50สค,1712,บริษัท โอกินอสฟู้ด จำกัด,บำบัดน้ำเสียรวม,,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,4
เพชรเกษม 91,เลขที่ 62/8,ศรทอง,115.5,27000000,1713,3,3-101-4/47สค,1713,บริษัท จี.เอ็ม. เท็กซ์ไทล์ พริ้นติ้ง แอนด์ ไดอิ้ง จำกัด,ระบบบำบัดน้ำเสียรวม,0 2420 3855,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,3
-,เลขที่ 12/32,-,366,5100000,1714,4,3-101-8/47สค,1714,บริษัท อันดามันซูริมิ อินดัสทรีส์ จำกัด,"บำบัดน้ำเสียรวม  ปริมาณการบำบัดน้ำเสียสูงสุด 1,850 ลูกบาศก์เมตรต่อวัน",0 3482 2958-9,74000,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,3
เศรษฐกิจ 1,เลขที่ 12/2,-,59,9100000,1715,8,3-105-1/54สค,1715,ห้างหุ้นส่วนจำกัด ช.ว.โลหะกิจ 2539,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เศษพลาสติก เศษยาง เศษกระดาษ เศษโฟม เศษเหล็ก เศษทองแดง เศษทองเหลือง เศษอลูมิเนียม,,74110,สวนหลวง,กระทุ่มแบน,สมุทรสาคร,9
-,เลขที่ 29/10,-,108,5000000,1716,4,3-105-1/59สค,1716,บริษัท โรส สตีล เซอร์วิส จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74000,คอกกระบือ,เมืองสมุทรสาคร,สมุทรสาคร,5
 -,เลขที่ 55/11, -,171.5,8000000,1717,25,3-105-102/48สค,1717,บริษัท ช. ทิพย์เกื้อกูล สตีล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว  ท้ายประกาศกระทรวงอุตสาหกรรม  ฉบับที่  1  (พ.ศ.2541) และอัด  ตัดเศษโลหะ,,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,3
ทางหลวงชนบท (สายแยกทางหลวงหมายเลข 35-บ้านลาดใหญ่),เลขที่ ,,238.86,73000000,1718,8,3-105-11/57สค,1718,บริษัท ลองลัค พลาสติก แอนด์ เมทัล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น เศษพลาสติก เศษกระดาษ และเศษโลหะ,,74000,กาหลง,เมืองสมุทรสาคร,สมุทรสาคร,2
-,เลขที่ 2/5,-,316.6,8000000,1719,11,3-105-120/47สค,1719,บริษัท พี ที เค พลาสติก จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) บด ย่อย และทำเม็ดพลาสติกเกรดบี,,74000,โคกขาม,เมืองสมุทรสาคร,สมุทรสาคร,5
เศรษฐกิจ,เลขที่ 344/13,-,190.72,1500000,1720,10,3-105-16/48สค,1720,เอส.เค.พลาสติก,คัดแยกวัสดุที่ไม่ใช้แล้ว ตามที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) และทำเม็ดพลาสติก,,74110,ท่าไม้,กระทุ่มแบน,สมุทรสาคร,4
,เลขที่ 53/1,,90,6000000,1721,25,3-105-16/57สค,1721,บริษัท บาย เซล บิซิเนส จำกัด,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น กระดาษ เหล็ก แก้ว ผ้า พลาสติก และผลิตเม็ดพลาสติก,,74000,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,1
-,เลขที่ โฉนดที่ดินเลขที่ 39728,-,15,7400000,1722,5,3-105-17/54สค,1722,บริษัท พลาสเทค รีไซเคิล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,034 480200,74120,หนองบัว,บ้านแพ้ว,สมุทรสาคร,2
-,เลขที่ โฉนดที่ดินเลขที่ 143549,-,0,3000000,1723,12,3-105-17/58สค,1723,บริษัท พีทีเอสเอ็น ซัพพลาย จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,10150,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,3
,เลขที่ 25/59,,85,4000000,1724,7,3-105-19/58สค,1724,บริษัท ก้องเพชร จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,3
,เลขที่ 76/8,-,0,2700000,1725,7,3-105-20/55สค,1725,บริษัท พัฒนปพน ปิโตรเคมีคอล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74110,ดอนไก่ดี,กระทุ่มแบน,สมุทรสาคร,3
เพชรเกษม,เลขที่ ,,80,15500000,1726,7,3-105-21/57สค,1726,บริษัท ส.เพิ่มพูลลาภ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น กระดาษ พลาสติก และโลหะ,,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,
-,เลขที่ 102,-,872.85,9000000,1727,13,3-105-26/59สค,1727,บริษัท เยส กรีน จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย และทำเม็ดพลาสติกจากเศษโฟม,,74110,ท่าเสา,กระทุ่มแบน,สมุทรสาคร,8
-,เลขที่ 132,-,482.34,16000000,1728,8,3-105-29/53สค,1728,บริษัท เค.เค.พี.โพลีเมอร์ จำกัด,คัดแยกวัสดุเหลือใช้ที่ไม่เป็นอันตรายจากโรงงาน และผลิตพลาสติกเม็ด ผลิตภัณฑ์อื่นๆ จากพลาสติกเหลือใช้,081 7551785,74000,โคกขาม,เมืองสมุทรสาคร,สมุทรสาคร,7
