คนงานหญิง,_id,แรงม้าตรวจพบ,แรงม้า,ประกอบกิจการ,จังหวัด,คนงานรวม,ผู้ประกอบการ,ชื่อโรงงาน,ชื่อชุดข้อมูล,เงินทุนรวม,เจ้าของข้อมูล,ตำบล,อำเภอ,โทรศัพท์,คนงานชาย,ไปรษณีย์
4,50,738,738,"โม่ บด ย่อยหิน กำลังการผลิต 330,000 ตัน/ปี",สุพรรณบุรี,10,บริษัท ศิลามาตรศรี จำกัด,บริษัท ศิลามาตรศรี จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,13500000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,พลับพลาไชย,อู่ทอง,,6,72160
0,51,2135,2135,โม่ บด ย่อยหิน กำลังการผลิต 31500 ตัน/ปี,สุพรรณบุรี,20,โรงโม่หินศิลามาตรศรี,โรงโม่หินศิลามาตรศรี,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,81000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,พลับพลาไชย,อู่ทอง,521977,20,72160
10,52,1989.5,1989.5,"โม่ บด ย่อยหิน กำลังการผลิต 400,000 ลูกบาศก์เมตร/ปี",สุพรรณบุรี,50,บริษัท ศิลาไทยรุ่งเรืองพุฒนา จำกัด,บริษัท ศิลาไทยรุ่งเรืองพัฒนา จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,58000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองโอ่ง,อู่ทอง,,40,72160
20,53,13288.14,13905.25,"โม่ บด ย่อยหิน ได้ปีละ 200,000 ลูกบาศก์เมตร",สุพรรณบุรี,50,บริษัท นครหลวงคอนกรีต จำกัด,บริษัท นครหลวงคอนกรีต จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,45000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,จรเข้สามพัน,อู่ทอง, ,30,72160
20,54,2769,4310,"โม่ บด ย่อยหิน กำลังการผลิต 200,000 ลูกบาศก์เมตร/ปี",สุพรรณบุรี,60,บริษัท ศิลาพัฒนาอุตสาหกรรม จำกัด,บริษัท ศิลาพัฒนาอุตสาหกรรม จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,63000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,จรเข้สามพัน,อู่ทอง,,40,72160
0,55,4875,4875,โม่ บด ย่อยหิน กำลังการผลิต 200000 ลูกบาศก์เมตร/ปี,สุพรรณบุรี,5,บริษัท พี เอส อุตสาหกรรมโม่หิน จำกัด,บริษัท พี เอส อุตสาหกรรมโม่หิน จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,30000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองโอ่ง,อู่ทอง,035-552827,5,72160
3,56,3972.5,3972.5,"โม่ บด ย่อยหิน กำลังการผลิต 100,000 ลูกบาศก์เมตร/ปี",สุพรรณบุรี,13,บริษัท โรงโม่หินศิลามิตรเจริญ (อู่ทอง) จำกัด,บริษัท โรงโม่หินศิลามิตรเจริญ (อู่ทอง) จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,21000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองโอ่ง,อู่ทอง, ,10,72160
2,57,1617,1617,"โม่ บด ย่อยหิน กำลังการผลิต 100,000 ลูกบาศก์เมตร/ปี",สุพรรณบุรี,12,บริษัท ศิลาเขาแก้ว จำกัด,บริษัท ศิลาเขาแก้ว จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,19500000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองโอ่ง,อู่ทอง, ,10,72160
2,58,1540,1540,ขุดดินและ ดูดทรายในที่ดินกรรมสิทธิ์,สุพรรณบุรี,17,บริษัท มิตรเจริญยิ่ง จำกัด,บ่อทราย มิตรเจริญยิ่ง,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,18000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนปรู,ศรีประจันต์,,15,72140
5,59,0,2430,ขุดดิน เเละดูดทรายในที่ดินกรรมสิทธิ์,สุพรรณบุรี,15,นายอรรถกร  บดีสิงหสกุล,-,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,45000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนตาล,เมืองสุพรรณบุรี,,10,72000
3,60,1.905,1.905,ขุดดักดินหรือทราย และดูดทรายในที่ดินกรรมสิทธิ์สำหรับใช้ในการก่อสร้าง,สุพรรณบุรี,22,บริษัท มิตรจิตติมา จำกัด,บริษัท มิตรจิตติมา จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,70000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางตาเถร,สองพี่น้อง,-,19,72110
3,61,435,1990,ขุดดินและดูดทรายในที่ดินกรรมสิทธิ์,สุพรรณบุรี,27,บริษัท มิตรผ่องใส จำกัด,บริษัท มิตรผ่องใส จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,26000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ไผ่กองดิน,บางปลาม้า,,24,72150
