ถนน,เลขที่,ซอย,FID,เงินทุน,แรงม้า,_id,เลขทะเบียนเดิม,ลำดับ,ชื่อโรงงาน,โทรศัพท์,ประกอบกิจการ,คนงาน,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
,255/1,บางนา-ตราด 3,10100000000000,15500000,2059.1,5924,3-5(5)-1/16,5924,บริษัท เคซีจี คอร์ปอเรชั่น จำกัด,02-7261800,ผลิตเนยสด เนยเทียม นมสด นมเปรี้ยว ๆ ไขมันม เนยเหลว เนยแข็งที่ทำจากนม ผลิตภัณฑ์ไส้ขนมจากนม เช่น E''''Clair Cream Filling 02,18,10260,บางนาเหนือ,บางนา,กรุงเทพมหานคร,
พระราม ที่ 3,487/1,,10100000000000,16000000,93.71,5925,3-95(1)-107/58,5925,บริษัท เบนซ์พระราม 3 จำกัด,22911212,ศูนย์บริการซ่อมรถยนต์,40,10120,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,
งามวงศ์วาน,44/55,,10100100000000,130000,20.75,5926,3-95(1)-55/35,5926,อู่ เอส เอ ซี เซอร์วิส,,เคาะ พ่นสีรถยนต์,8,10900,ลาดยาว,จตุจักร,กรุงเทพมหานคร,20
เพชรเกษม,192,เพชรเกษม 28,10100000000000,199500000,897.65,5927,3-23(4)-7/28,5927,บริษัท แกมม่า อินดัสตรี้ส์ จำกัด,02-8685686-95,เย็บปักลวดลายผ้า,684,10160,ปากคลองภาษีเจริญ,ภาษีเจริญ,กรุงเทพมหานคร,
บางขุนเทียน,"38,40",บางขุนเทียน9,10100500000000,15000000,353.5,5928,3-64(13)-6/44,5928,นายยรรยง เดชคูหะภูมิพิทักษ์,,รับจ้างกลึง ไส พับ ตัดม้วน เชื่อมโลหะ,15,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
กาญจนาภิเษก,42,,10100000000000,11448378,89.33,5929,3-41(1)-24/53,5929,บริษัท เปเปอร์ แอนด์ ฟอร์มส จำกัด,02-3288283-4,พิมพ์สิ่งพิมพ์ต่าง ๆ,44,10250,ประเวศ,ประเวศ,กรุงเทพมหานคร,
งามวงศ์วาน,128/10,      -,10100500000000,0,45.55,5930,3-95(1)-4/45,5930,บริษัท ธนบุรีพานิช จำกัด,954-0200,ซ่อมรถยนต์,51,10210,ทุ่งสองห้อง,หลักสี่,กรุงเทพมหานคร,
สุขสวัสดิ์,325,สุขสวัสดิ์ 32,10100000000000,0,32,5931,3-95(1)-61/53,5931,อู่วัฒนา-บางปะกอก,02-4272442,ซ่อมละพ่นสียนต์,7,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,9
,13-เม.ย.,พระยาสุเรนทร์ 41,10100000000000,9000000,1378.58,5932,3-53(1)-35/38,5932,ห้างหุ้นส่วนจำกัด สห.พี.วี.ซี. (1980),02-9144341-4,ทำเครื่องมือเครื่องใช้จากพลาสติกเช่นฝาขวดของชำร่วย,342,10510,สามวาตะวันตก,คลองสามวา,กรุงเทพมหานคร,
ลาดหญ้า,285/2,,10100600000000,5000000,120.28,5933,3-84(1)-4/42,5933,บริษัท ไทเกอร์ จิวเวลรี่ แมนูแฟคทอริ่ง(ประเทศไทย) จำกัด,02-8615191-4ต่อ 208,ทำเครื่องประดับจากเพชรพลอยทอง เงินนากและอัญญมณีต่างๆ,201,10600,สมเด็จเจ้าพระยา,คลองสาน,กรุงเทพมหานคร,
บางแวก,2,บางแวก 66,10100000000000,0,145,5934,3-64(9)-4/57,5934,บริษัท ซีเคซี เอ็นจิเนียริ่ง จำกัด,,กลึงโลหะ ทำน๊อต สกรู เพลา บู๊ช,23,10160,บางแวก,ภาษีเจริญ,กรุงเทพมหานคร,
ประชาอุทิศ,141/525,ประชาอุทิศ      29,10100400000000,5000000,174.37,5935,3-67(7)-2/50,5935,บริษัท พี.พี.เอส. ฮาร์เนส ซัพพลาย จำกัด,02-8727300,ทำหรือซ่อมแซมเครื่องจับ และอุปกรณ์เครื่องจักร ผลิตชิ้นส่วนหรืออุปกรณ์เครื่องใช้ไฟฟ้า ประกอบชุดสายไฟเครื่องไฟฟ้าทุกชนิด สายปลั๊กไฟ ขั้วหลอดไฟฟ้า อิเล็กทรานิค ยานยนต์และผลิตภัณฑ์พลาสติก,80,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,
นาคนิวาส,36,,10100300000000,900000,82.17,5936,3-87(5)-4/55,5936,บริษัท โพลี่พริ้นท์ แอนด์ ไซน์ จำกัด,,ทำป้านสัญญาณจราจรชนิดสะท้อนแสง และพิมพ์สติ๊กเกอร์,40,10230,ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร,
,9,เพชรเกษม 77 แยก 3-6,10100300000000,11000000,252.84,5937,3-64(9)-7/47,5937,บริษัท อุตสาหกรรม สงวนทอง จำกัด,0 2421 4771,ผลิตหัวซิป และรับจ้างฉีดชิ้นงานต่าง ๆ ,15,10160,หนองค้างพลู,หนองแขม,กรุงเทพมหานคร,
สุขุมวิท,873,สุขุมวิท 101/1,100102000000,1900000,159.5,5938,ศ3-34(2)-15/37,5938,บริษัท ดีโก้ เอ็นเตอร์ไพรส์ จำกัด,0-2743-2212-4,ทำวงกบ ประตู หน้าต่าง เครื่องเรือนจากไม้ และไส - ซอยไม้,12,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
,84,เลียบคลองภาษีเจริญฝั่งใต้ 5/4,10101500000000,0,230.5,5939,3-34(4)-1/43,5939,เอเชี่ยนเฮิร์บ แมนูแฟคเจอริ่ง,,บดเปลือกไม้และสมุนไพร,9,10160,หนองแขม,หนองแขม,กรุงเทพมหานคร,
สมเด็จพระเจ้าตากสิน,"821,823/1",,10100000000000,156000000,953.18,5940,3-28(1)-31/48,5940,บริษัท เอส.พี.บราเดอร์ จำกัด,0 2877 8600,ตัดเย็บเสื้อผ้าสำเร็จรูป,830,10600,บุคคโล,ธนบุรี,กรุงเทพมหานคร,0
รัชดาภิเษก,729/170,,10100000000000,1900000,62.5,5941,3-95(1)-179/60,5941,บริษัท สยามออโต้แบคส์ จำกัด,02-2950730-7,ซ่อมรถยนต์,8,10120,บางโพงพาง,ยานนาวา,กรุงเทพมหานคร,
สาธุประดิษฐ์,295/1,วัดโพธิ์แมน,10100000000000,6000000,178.5,5942,3-24-23/29,5942,บริษัท กิจชัย เท็กซ์ไทล์ จำกัด,,ถักผ้ายืด จำนวนเครื่องถักผ้ายืด 18 เครื่อง,10,10120,ช่องนนทรี,ยานนาวา,กรุงเทพมหานคร,
เอกชัย,58/56,แปะกง,10100800000000,800000,125.73,5943,3-52(4)-1/17,5943,ธนาพัฒน์,,ทำรองเท้าแตะฟองน้ำ,8,10150,บางขุนเทียน,จอมทอง,กรุงเทพมหานคร,2
,25,,10100200000000,892000,70.25,5944,3-60-13/22,5944,นางสุดา มีทับทิม,,หลอมหล่อทองเหลือง เช่น ขัน เชิงเทียน แจกัน และถาด ได้ปีละ 36 ตัน,14,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
,2,บางแวก 65,10100000000000,11800000,99.54,5945,3-28(1)-174/34,5945,บริษัท เอ็ม.ซี.ที.อินเตอร์เนชั่นแนล จำกัด,4101359,ตัดเย็บเสื้อผ้าสำเร็จรูป(จำนวนจักรเย็บผ้า120เครื่อง),130,10160,บางแวก,ภาษีเจริญ,กรุงเทพมหานคร,
เอกชัย,40/1052-1055,เอกชัย 76,10100100000000,11000000,396,5946,3-53(4)-55/54,5946,นายบุญช่วย พัฒนารุ่งพานิช,,"ทำผลิตภัณฑ์พลาสติก เช่น ขวดน้ำ,ตะเกียบ",7,10150,บางบอน,บางบอน,กรุงเทพมหานคร,9
ราชบพิธ,160,-,10100800000000,0,59.88,5947,3-84(5)-2/51,5947,บริษัท ชโลกุลพานิช จำกัด,02-2223388,ทำเหรียญโลหะรูปต่าง ๆ,8,10200,วัดราชบพิธ,พระนคร,กรุงเทพมหานคร,-
พัฒนาชนบท 4,8,,10100900000000,7000000,105.25,5948,3-74(1)-6/34,5948,บริษัท มิตรภูมิ จำกัด,02-673-3166,"ผลิตอุปกรณ์ และเครื่องใช้ไฟฟ้า เช่น โคมไฟฟ้าได้เดือนละ1,500ชุด",26,10520,คลองสองต้นนุ่น,ลาดกระบัง,กรุงเทพมหานคร,
บางนา-ตราด,958/24,-,10100400000000,43000000,117,5949,3-70-4/50,5949,สมศักดิ์แทรคเตอร์,,ซ่อมแซมส่วนประกอบรถแทรคเตอร์และรถยก,19,10260,บางนา,บางนา,กรุงเทพมหานคร,12
สุวินทวงศ์,47,,100800000000,0,1039.75,5950,ส3-86-1/32,5950,บริษัท กรุงเทพยูเนียน แมนูแฟคเจอริ่ง จำกัด,,ผลิตรอกเบ็ดตกปลาฯ,86,10530,ลำผักชี,หนองจอก,กรุงเทพมหานคร,2
อ่อนนุช,1431 - 1433,,10100100000000,6600000,57,5951,3-77(2)-36/34,5951,มงคลชัย, ,ทำโครงหลังครถบรรทุกเล็ก ได้ปีละ 250 คัน,8,10250,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,
เทอดไท,1204/3-5,,10100000000000,1150000,53,5952,3-64(9)-101/32,5952,บริษัท เมด.เฟรนด์ โปรดักซ์ จำกัด,4680438,ทำเครื่องใช้จากโลหะ เช่น ชั้นวางของ,12,10600,ตลาดพลู,ธนบุรี,กรุงเทพมหานคร,
รามอินทรา,2,รามอินทรา 42 แยก 2,10100500000000,1610000,387.02,5953,3-63(2)-4/18,5953,บริษัท กิจไพศาลการช่าง จำกัด,02-5109223,ทำบานพับด้วยเหล็ก,68,10230,คันนายาว,คันนายาว,กรุงเทพมหานคร,
รามอินทรา,91/7,รามอินทรา 41,10100000000000,2500000,399.5,5954,3-14-31/53,5954,บริษัท วอเตอร์ เวิลด์ อุตสาหกรรมน้ำแข็ง จำกัด,,ทำน้ำแข็งหลอด,5,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,12
สามเสน,999,,10100000000000,30000000,32314.39,5955,3-19(2)-1/19,5955,บริษัท บุญรอดบริวเวอรี่ จำกัด,2434731,ผลิตเบียร์ ,1223,10300,ถนนนครไชยศรี,ดุสิต,กรุงเทพมหานคร,
สุขุมวิท 71,1008/19-22,ปรีดีพนมยงค์ 44,10100000000000,6620000,81.7,5956,3-4(1)-12/45,5956,นางสาวฐิธีกาญจน์ ติยะรัตนาชัย,02-3921232,ฆ่าไก่,3,10110,คลองตันเหนือ,วัฒนา,กรุงเทพมหานคร,
ลาดพร้าว,60,,10100000000000,40000000,411.28,5957,3-10(1)-9/22,5957,บริษัท สยามมีทโปรดักส์อุตสาหกรรม จำกัด,02-5380111,"ทำขนมปัง, แฮมเบอร์เกอร์",27,10310,พลับพลา,วังทองหลาง,กรุงเทพมหานคร,
,"57,59",พระรามที่2 ซอย 92,10101100000000,1100000,24.1,5958,3-28(1)-1/43,5958,รามมาร่า,,ตัดเย็บเสื้อผ้าสำเร็จรูป,80,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
,"10,881,090",,91100000000000,0,81.68,5959,ข3-70-8/41,5959,บริษัท โอ.เอส.เจ จำกัด,,ประกอบเตารีดไฟฟ้า,8,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,
,184,เพชรเกษ ม 63,10100900000000,12000000,78.49,5960,3-67(2)-3/35,5960,บริษัท จูงศิริวัฒน์ จำกัด,,ผลิต และซ่อมแซมเครื่องตัด ลับคมใบมีด ใบเลื่อย,6,10160,หลักสอง,บางแค,กรุงเทพมหานคร,
สุขุมวิท,1054,สุขุมวิท 66/1 (พูนสิน),10100000000000,22000000,49.28,5961,3-28(1)-7/37,5961,บริษัท ยัสปาล จำกัด,3991095,ตัดเย็บเสื้อผ้าสำเร็จรูป จำนวนจักรเย็บผ้า 151 เครื่อง,188,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
บางขุนเทียน-ชายทะเล,53,เทียนทะเล 20,10100000000000,27400000,2594.7,5962,3-53(5)-8/25,5962,บริษัท อุตสาหกรรมมงคลไพศาลพลาสติก จำกัด,02-4158811,ทำเม็ดพลาสติกจากเศษพลาสติกเก่า และทำของใช้จากพลาสติก เช่น ตาข่ายพลาสติก,90,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
,2,สะแกงาม 14 แยก 3,10100400000000,3600000,81.2,5963,3-71-10/37,5963,ห้างหุ้นส่วนจำกัด ที เจ ซัพพลาย,4154193,ประกอบเตารีดไฟฟ้า,32,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
จรัญสนิทวงศ์,133,จรัญสนิทวงศ์ 12 ,10100100000000,2500000,501.84,5964,3-53(1)-51/34,5964,เค พี จี มนตรี,02-4121737,ทำผลิตภัณฑ์พลาสติก เช่น ชิ้นส่วนอุปกรณ์ไฟฟ้า,24,10600,วัดท่าพระ,บางกอกใหญ่,กรุงเทพมหานคร,
,111/1,แบริ่ง15,10100000000000,1289506,126.87,5965,3-64(9)-115/28,5965,บริษัท ไซแอมเทรดอิควิปเมนท์ จำกัด,02-2344690,ทำมาตรวัดน้ำและมิเตอร์ต่าง ๆ ซ่อมเครื่องสูบน้ำ และเครื่องกรองน้ำ,5,10260,บางนา,บางนา,กรุงเทพมหานคร,
บางขุนเทียน-ชายทะเล,1340/1,เทียนทะเล26แยก6-1,91100000000000,21000000,248.5,5966,ข3-64(13)-42/55,5966,บริษัท เอส เค เอ็น แมชชีนเนอรี่ จำกัด,02-874375,ผลิตและจำหน่ายชิ้นส่วนอุปกรณ์แม่พิมพ์ปั้มโลหะ แม่พิมพ์พลาสติก รับจ้าง กลึง ไส เจาะ อ๊อก เชื่อมโลหะ,16,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,
วิภาวดีรังสิต,8-ก.ค.,,10100900000000,1730000,27.08,5967,3-95(1)-1/13,5967,บริษัท โหน่งดำดีเซล (1978) จำกัด,02-5378719,ซ่อมและพ่นสีรถยนต์,4,10900,ลาดยาว,จตุจักร,กรุงเทพมหานคร,
เอกชัย,"53,55,57,59,61,63,65,67,69",เอกชัย 69/2,10100000000000,0,307.68,5968,3-28(1)-4/46,5968,บริษัท สุธานี จำกัด,02-8995365,ตัดเย็บเสื้อผ้าสำเร็จรูป,471,10150,คลองบางบอน,บางบอน,กรุงเทพมหานคร,
ลาดพร้าว,ก.ย.-61,ลาดพร้าว 26,10100000000000,31000000,50,5969,3-63(2)-43/29,5969,ห้างหุ้นส่วนจำกัด ดีเซม เซนเตอร์,5134145,ทำโครงฝ้าเพดาน และโครงผนังอาคารจากโลหะ,21,10900,ลาดยาว,จตุจักร,กรุงเทพมหานคร,9
วิภาวดี-รังสิต,171/1,,10100000000000,650000000,11054.51,5970,3-4(3)-3/32,5970,ครัวการบินไทย,,ผลิตอาหารสำเร็จรูปส่งจำหน่ายแก่สายการบินต่าง ๆ,1349,10210,สีกัน,ดอนเมือง,กรุงเทพมหานคร,
,"279,281,283,285,287,000",ประชาอุทิศ 41,10100000000000,27200000,51.84,5971,3-28(1)-45/51,5971,บริษัท ฟิวเจอร์ การ์เม้นท์ จำกัด,02-872-6842,ตัดเย็บเสื้อผ้าสำเร็จรูป,189,10140,บางมด,ทุ่งครุ,กรุงเทพมหานคร,
เพชรเกษม,111/1,มาเจริญ 1,10100900000000,9000000,328.86,5972,3-41(2)-1/40,5972,บริษัท บีเอฟอีที จำกัด,02-8121627,ผลิตแม่พิมพ์อลูมิเนียมแม่พิมพ์epoxy,47,10160,หนองค้างพลู,หนองแขม,กรุงเทพมหานคร,
รามอินทรา,16-ส.ค.,รามอินทรา 51,10100000000000,4000000,455.86,5973,3-53(1)-34/55,5973,บริษัท รุ่งเรืองอนันต์ซัพพลายแอนด์เอ็นจิเนียริ่ง จำกัด,,รับจ้างฉีดพลาสติกและทำแม่พิมพ์ฉีดพลาสติก,11,10220,ท่าแร้ง,บางเขน,กรุงเทพมหานคร,8
ร่มเกล้า,119,,10100100000000,40000000,145,5974,3-77(2)-28/53,5974,บริษัท เยอรมัน มอเตอร์ เวอร์ค จำกัด,02-915-1991,ทำอุปกรณ์อะไหล่รถยนต์ ประกอบ ดัดแปลง เลี่ยนแปลงสภาพรถยนต์,40,10520,คลองสามประเวศ,ลาดกระบัง,กรุงเทพมหานคร,4
มาเจริญ,1070,,10100200000000,1250000,143.55,5975,3-64(2)-9/40,5975,นายธรรมรัตน์ วิทยะเกริกไกร,,ปั้มโลหะ เช่น อะไหล่รถจักรยานยนต์,35,10160,หนองแขม,หนองแขม,กรุงเทพมหานคร,
พระรามที่ 4,1-พ.ค.,,10100100000000,2600000,75.18,5976,3-70-68/28,5976,บริษัท กรุงไทยแทรคเตอร์ จำกัด,2580245,ซ่อมรถแทรคเตอร์ ดัดแปลงรถแทรคเตอร์ ผลิต ประกอบ ดัดแปลง ซ่อมแซมและจำหน่อยอุปรกณ์สำหรับเครื่องจักร ยานพาหนะ ทางบก ทางน้ำ เรือ ,42,10110,พระโขนง,คลองเตย,กรุงเทพมหานคร,
,72/7,,100600000000,7800000,180,5977,ศ3-14-1/38,5977,ศรียูนิค,4555994,ทำน้ำแข็งก้อนเล็กได้วันละ25ตัน,9,10160,บางแค,บางแค,กรุงเทพมหานคร,8
,52,เจริญราษฎร์ 7,10100200000000,1800000,48.28,5978,3-45(1)-1/19,5978,บริษัท สานิตแอนด์ซันส์ จำกัด,02-2916465-6,ทำสีสำหรับใช้พ่น ผลิตสเปรย์น้ำหอมและปรับอากาศ,7,10120,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,
เอกชัย,10/2/2011,เอกชัย7(พูลทรัพย์),10100000000000,700000,161.02,5979,3-64(9)-29/14,5979,บริษัท สินชัยประเสริฐ จำกัด,"41,513,234,151,884",ทำแม่พิมพ์ แป้นเกลียว สลัก วงแหวนและน๊อต สกรู,17,10150,บางขุนเทียน,จอมทอง,กรุงเทพมหานคร,10
,209,,10100000000000,14700000,482.7,5980,3-53(4)-55/48,5980,บริษัท สินชัยพลาสติก จำกัด,,ทำผลิตภัณฑ์จากพลาสติก เช่น ขวด กล่อง ฯลฯ,32,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
วิภาวดีรังสิต,201/2,,100000000000,1000000,75.5,5981,ศ3-34(1)-4/39,5981,บริษัท เจริญวัฒน์ (เค.จิ้นฮวด 1977) จำกัด,5210090,ไสซอยไม้,5,10210,ตลาดบางเขน,หลักสี่,กรุงเทพมหานคร,4
งามวงศ์วาน,50,,10100000000000,65308000,678,5982,3-5(1)-5/53,5982,ศูนย์ผลิตภัณฑ์นม มหาวิยาลัยเกษตรศาสตร์,,ผลิตนมโคพาสเจอร์ไรส์,37,10900,ลาดยาว,จตุจักร,กรุงเทพมหานคร,
บางขุนเทียน-ชายทะเล,"60,62,64",เทียนทะเล 26 แยก 1-6,91100000000000,0,79.05,5983,ข3-53(1)-1/43,5983,เอกรุ่งเรืองพลาสติก,,ทำภาชนะบรรจุ เช่น ถุงพลาสติก,0,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,
บางขุนเทียน-ชายทะเล,17/863-873,วงแหวนชัชวาล,91100100000000,0,288,5984,ข3-64(9)-6/49,5984,บริษัท วรวรรณ ยูเท็นซิล จำกัด,,ทำของใช้ในครัวจากโลหะ,25,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,7
บางบอน 3,702,,10100900000000,3000000,171.26,5985,3-52(4)-1/45,5985,นางสาวอารยา เที่ยงวงษ์,01-8064012,ทำแผ่นยางรองพื้นสำหรับรถยนต์,20,10160,หลักสอง,บางแค,กรุงเทพมหานคร,
สุรวงศ์,"184 (ชั้นที่ 5,6,7 และ 8)",,10100000000000,8000000,181,5986,3-95(1)-26/42,5986,บริษัท พระราม 3 กรุ๊ป ฮอนด้า ออโตโมบิล จำกัด,2667777,g8ktrjolu ตรวจสภาพ และซ่อมรถยนต์,35,10500,สี่พระยา,บางรัก,กรุงเทพมหานคร,
,170,เพชรเกษม 69 แยก 5,10100000000000,3000000,74.86,5987,3-64(9)-51/32,5987,บริษัท มิตรเจริญ เอ็มเจ จำกัด,,ทำแบบพิมพ์จากโลหะ ทำทอฟฟี่ ลูกกวาดและผลไม้อัดเม็ด,15,10160,หลักสอง,บางแค,กรุงเทพมหานคร,
จรัญสนิทวงศ์,13-เม.ย.,จรัญสนิทวงศ์,10101400000000,600001,101,5988,3-48(3)-1/41,5988,นางสาวญาติกา เลิศอัครพล,,ผลิตกาวยางพารา,3,10600,วัดท่าพระ,บางกอกใหญ่,กรุงเทพมหานคร,
,"71,73,75,77",เอกชัย 65,10100000000000,0,162.38,5989,3-53(1)-44/30,5989,บริษัท เอส.เค. แฮร์ แฟชั่น แอนด์ กิ๊ฟท์ จำกัด,4152719,ทำเครื่องใช้ เครื่องประดับพลาสติก เช่น กำไล ที่คาดผม กระเป๋า ปั๊มโลหะทำแม่พิมพ์พลาสติก,0,10150,คลองบางบอน,บางบอน,กรุงเทพมหานคร,
บางขุนเทียน,10,,10100300000000,32000000,386,5990,3-68-21/53,5990,บริษัท เอ็น.พี.เอ็น.เมทัลเวิร์ค จำกัด,02-4157753,"ผลิต,ซ่อมแซมเครื่องจักรสำหรับอุตสาหกรรมกระดาษ อาหาร การปั่นทอ การพิมพ์ การก่อสร้าง และรับจ้างกลึง เชื่อม ตัด โลหะต่างๆ",15,10150,คลองบางบอน,บางบอน,กรุงเทพมหานคร,
พระราม4,4332 ชั้น 1 ,ฟาร์มวัฒนา,10100000000000,18000000,123,5991,3-95(1)-199/56,5991,บริษัท อาร์เอ็มเอ ซิตี้ มอเตอร์ส จำกัด,02-7136000,บริการซ่อมบำรุงรักษารถยนต์และพ่นสีรถยนต์,15,10110,พระโขนง,คลองเตย,กรุงเทพมหานคร,
จรัญสนิทวงศ์,714,-,10100400000000,840000,76.5,5992,3-70-4/22,5992,บริษัท ไทยเสรีสตีล กรุ๊ป (2000) จำกัด,02-8832040-43,ซ่อมตู้เย็น ตู้แช่แสตนเลส ตัด พับ ม้วนโลหะ,9,10700,บางยี่ขัน,บางพลัด,กรุงเทพมหานคร,
วรจักร,99,,10100000000000,11800000,413.28,5993,3-10(1)-17/15,5993,บริษัท ลิตเติลโฮม เบเกอรี่ (1966) จำกัด,02-2247800,ทำขนมปัง ขนมเค็ก ขนมปังกรอบ ขนมหวานต่าง ๆ ช็อกโกเลตและไส้กรอก,72,10100,วัดเทพศิรินทร์,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,
พัฒนาการ,2297,,10100000000000,9000000,214.93,5994,3-95(1)-52/38,5994,บริษัท ทีทีซี มอเตอร์ จำกัด,02-322-2222,บริการตรวจและซ่อมรถยนต์โดยไม่มีการเคาะพ่นสีรถยนต์,25,10250,พัฒนาการ,สวนหลวง,กรุงเทพมหานคร,
เจริญกรุง,431,ประดู่ 1,10100100000000,10943005,511.52,5995,3-10(1)-1/53,5995,บริษัท ซินโนวา จำกัด,,ทำขนมปัง ขนมเค้ก และทำไอศกรีม,33,10120,บางคอแหลม,บางคอแหลม,กรุงเทพมหานคร,-
เอกชัย,"43/69, 43/76,43/236",วิชัยวิทยา (เทียนทอง 7),10100200000000,3580000,54,5996,3-64(9)-17/33,5996,ไทยอวนรุ่งเรือง,4161229,กลึงวาล์วประตูน้ำ และลูกกลิ้งเครื่องบดยาง,14,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,7
ลาดพร้าว,174,-,10100300000000,69002357,2569.81,5997,3-22(3)-1/23,5997,บริษัท วีนัสเธร็ด จำกัด,5140511,"ทำเส้นด้ายไหมพรม (จำนวนแกนปั่นด้าย 5,152 แกน)",103,10310,สามเสนนอก,ห้วยขวาง,กรุงเทพมหานคร,
,3, ประชาอุทิศ 79 แยก 13,10100500000000,500000,241,5998,3-67(8)-5/32,5998,นายบุญชู เอื้อชัยวิวัฒน์,,ทำส่วนประกอบอุปกรณ์เครื่องจักร เช่น เพลา เฟือง ลูกกลิ้ง,6,10140,ทุ่งครุ,ทุ่งครุ,กรุงเทพมหานคร,
,260,บางกระดี่ 25,10100200000000,1000000,125.25,5999,3-64(1)-11/31,5999,บริษัท ซินซุ่นหลี จำกัด,,ทำภาชนะบรรจุจากโลหะ เช่น ถังตักน้ำ,20,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
เลียบคลองสอง,โฉนดที่ดินเลขที่ 6588,,10100000000000,17500000,174,6000,3-95(1)-72/60,6000,นายไพศาล ประสิทธิภาพพิบูล,,ซ่อม เคาะพ่นสีรถยนต์,10,10510,บางชัน,คลองสามวา,กรุงเทพมหานคร,
ราชบพิธ,9,-,10100100000000,10101287,118.17,6001,3-28(1)-24/32,6001,สำนักงานคณะกรรมการส่งเสริมสวัสดิการและสวัสดิภาพครูและบุคลากรทางการศึกษา,2210822,ผลิตเครื่องแบบนักเรียน นักศึกษา ปักทอเครื่องหมายต่าง ๆ และทำกระเป๋านักเรียน (จำนวนจักรเย็บผ้า 141 เครื่อง),120,10200,วัดราชบพิธ,พระนคร,กรุงเทพมหานคร,
บางบอน 3,84/21,ไชโย,10100300000000,2800000,156.86,6002,3-64(12)-19/53,6002,นางอนุรัตน์ กันทรบันดาลนิธิ,,ตัด พับ โลหะ ทำท่อลมเครื่องปรับอากาศ,20,10160,หนองแขม,หนองแขม,กรุงเทพมหานคร,14
สุขาภิบาล-วังหิน,21/9/2022,สนธิ 2,10100000000000,1100000,62.34,6003,3-64(13)-90/48,6003,ตั้งฮงฮวด,02-5302044,กลึง กัด ตัด พับโลหะ,4,10230,ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร,9
,5,บางกระดี่ 6,10100000000000,30000000,899,6004,3-64(13)-37/40,6004,บริษัท ไทยฮั้ว อินดัสตรี้ จำกัด,,ทำชิ้นส่วนอุปกรณ์เตาแก๊ส,24,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
พระรามที่ 2,210,พระรามที่2ซอย20,10100100000000,2600000,57.1,6005,3-95(1)-21/37,6005,บริษัท จิ.ซี.การาจ จำกัด,4767005,ซ่อมและพ่นสีรถยนต์,8,10150,บางมด,จอมทอง,กรุงเทพมหานคร,
ประชาอุทิศ,"555, 555/1",,10100000000000,25000000,487,6006,3-41(1)-4/39,6006,บริษัท วงตะวัน จำกัด,9811011,พิมพ์สิ่งพิมพ์ต่าง ๆ,80,10210,สีกัน,ดอนเมือง,กรุงเทพมหานคร,
รามอินทรา,"92,94,96",-,10100200000000,3000000,327,6007,3-64(13)-11/44,6007,บริษัท วิคตอรี่ อินสตอลเลชั่น แอนด์ ซัพพลาย จำกัด,9189679,กลึง เชื่อมโลหะ และทำผลิตภัณฑ์โลหะต่าง ๆ เช่น หน้าแปลน ข้อต่อ ท่อ วาล์ว ข้องอ และอุปกรณ์สเตนเลสทุกชนิด,15,10510,มีนบุรี,มีนบุรี,กรุงเทพมหานคร,
สุขุมวิท,165,สุขุมวิท 93,10100100000000,5400000,279.55,6008,3-35-4/22,6008,บริษัท เฟิสท์แบมบู จำกัด,2865335,ทำของใช้จากไม้ไผ่,14,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
,14,เพชรเกษม 51,10100800000000,1600000,720,6009,3-59-3/21,6009,บริษัท ยูเนี่ยน ดัคไทล์ จำกัด,02-8014191,หลอมหล่อเหล็กเช่นชิ้นส่วนเครื่องจักร,7,10160,หลักสอง,บางแค,กรุงเทพมหานคร,
เจริญกรุง,457/392-395,วัดจันทร์ใน,10101900000000,3100000,119.2,6010,3-74(3)-1/33,6010,ที อาร์ วี เวอร์ค,,ทำอุปกรณ์ไฟฟ้า เช่น ปลั๊ก สิวตซ์,26,10120,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,
