ประเภทกฎหมาย,ประเภทรถ,จังหวัด,ประเภทเชื้อเพลิง,จำนวนรถ
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,ยะลา,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,ร้อยเอ็ด,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,ระนอง,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,ระยอง,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,ราชบุรี,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,ลพบุรี,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,ลำปาง,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,ลำพูน,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,เลย,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,ศรีสะเกษ,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,สกลนคร,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,สงขลา,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,สตูล,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,สมุทรปราการ,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,สมุทรสงคราม,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,สมุทรสาคร,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,สระแก้ว,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,สระบุรี,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,สิงห์บุรี,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,สุโขทัย,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,สุพรรณบุรี,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,สุราษฎร์ธานี,ดีเซล,1
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,สุราษฎร์ธานี,เบนซิน-ไฟฟ้า,1
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,สุราษฎร์ธานี,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,สุรินทร์,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,หนองคาย,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,หนองบัวลำภู,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,อ่างทอง,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,อำนาจเจริญ,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,อุดรธานี,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,อุตรดิตถ์,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,อุทัยธานี,,
รถยนต์,รย. 11 รถยนต์บริการให้เช่า,อุบลราชธานี,,
รถยนต์,รย. 12 รถจักรยานยนต์,กระบี่,เบนซิน,160866
รถยนต์,รย. 12 รถจักรยานยนต์,กระบี่,เบนซิน-ไฟฟ้า,26
รถยนต์,รย. 12 รถจักรยานยนต์,กระบี่,ไฟฟ้า,134
รถยนต์,รย. 12 รถจักรยานยนต์,กรุงเทพมหานคร,แก๊ส LPG +เบนซิน,1
รถยนต์,รย. 12 รถจักรยานยนต์,กรุงเทพมหานคร,ดีเซล,23
รถยนต์,รย. 12 รถจักรยานยนต์,กรุงเทพมหานคร,เบนซิน,4434575
รถยนต์,รย. 12 รถจักรยานยนต์,กรุงเทพมหานคร,เบนซิน-ไฟฟ้า,2250
รถยนต์,รย. 12 รถจักรยานยนต์,กรุงเทพมหานคร,ไฟฟ้า,43351
รถยนต์,รย. 12 รถจักรยานยนต์,กาญจนบุรี,ดีเซล,1
รถยนต์,รย. 12 รถจักรยานยนต์,กาญจนบุรี,เบนซิน,237664
รถยนต์,รย. 12 รถจักรยานยนต์,กาญจนบุรี,เบนซิน-ไฟฟ้า,39
รถยนต์,รย. 12 รถจักรยานยนต์,กาญจนบุรี,ไฟฟ้า,539
รถยนต์,รย. 12 รถจักรยานยนต์,กาฬสินธุ์,เบนซิน,178129
รถยนต์,รย. 12 รถจักรยานยนต์,กาฬสินธุ์,เบนซิน-ไฟฟ้า,42
รถยนต์,รย. 12 รถจักรยานยนต์,กาฬสินธุ์,ไฟฟ้า,16
รถยนต์,รย. 12 รถจักรยานยนต์,กำแพงเพชร,ดีเซล,3
รถยนต์,รย. 12 รถจักรยานยนต์,กำแพงเพชร,เบนซิน,216000
รถยนต์,รย. 12 รถจักรยานยนต์,กำแพงเพชร,เบนซิน-ไฟฟ้า,968
รถยนต์,รย. 12 รถจักรยานยนต์,กำแพงเพชร,ไฟฟ้า,1136
รถยนต์,รย. 12 รถจักรยานยนต์,ขอนแก่น,เบนซิน,455975
รถยนต์,รย. 12 รถจักรยานยนต์,ขอนแก่น,เบนซิน-ไฟฟ้า,107
รถยนต์,รย. 12 รถจักรยานยนต์,ขอนแก่น,ไฟฟ้า,1488
รถยนต์,รย. 12 รถจักรยานยนต์,จันทบุรี,เบนซิน,231327
รถยนต์,รย. 12 รถจักรยานยนต์,จันทบุรี,เบนซิน-ไฟฟ้า,74
รถยนต์,รย. 12 รถจักรยานยนต์,จันทบุรี,ไฟฟ้า,851
รถยนต์,รย. 12 รถจักรยานยนต์,ฉะเชิงเทรา,แก๊ส LPG,1
รถยนต์,รย. 12 รถจักรยานยนต์,ฉะเชิงเทรา,เบนซิน,244991
รถยนต์,รย. 12 รถจักรยานยนต์,ฉะเชิงเทรา,เบนซิน-ไฟฟ้า,56
รถยนต์,รย. 12 รถจักรยานยนต์,ฉะเชิงเทรา,ไฟฟ้า,604
รถยนต์,รย. 12 รถจักรยานยนต์,ชลบุรี,ดีเซล,7
รถยนต์,รย. 12 รถจักรยานยนต์,ชลบุรี,เบนซิน,1151747
รถยนต์,รย. 12 รถจักรยานยนต์,ชลบุรี,เบนซิน-ไฟฟ้า,384
รถยนต์,รย. 12 รถจักรยานยนต์,ชลบุรี,ไฟฟ้า,3574
รถยนต์,รย. 12 รถจักรยานยนต์,ชัยนาท,เบนซิน,98633
รถยนต์,รย. 12 รถจักรยานยนต์,ชัยนาท,เบนซิน-ไฟฟ้า,9
รถยนต์,รย. 12 รถจักรยานยนต์,ชัยนาท,ไฟฟ้า,638
รถยนต์,รย. 12 รถจักรยานยนต์,ชัยภูมิ,ดีเซล,2
รถยนต์,รย. 12 รถจักรยานยนต์,ชัยภูมิ,เบนซิน,210941
รถยนต์,รย. 12 รถจักรยานยนต์,ชัยภูมิ,เบนซิน-ไฟฟ้า,35
รถยนต์,รย. 12 รถจักรยานยนต์,ชัยภูมิ,ไฟฟ้า,59
รถยนต์,รย. 12 รถจักรยานยนต์,ชุมพร,ดีเซล,2
รถยนต์,รย. 12 รถจักรยานยนต์,ชุมพร,เบนซิน,173728
รถยนต์,รย. 12 รถจักรยานยนต์,ชุมพร,เบนซิน-ไฟฟ้า,65
รถยนต์,รย. 12 รถจักรยานยนต์,ชุมพร,ไฟฟ้า,144
รถยนต์,รย. 12 รถจักรยานยนต์,เชียงราย,ดีเซล,3
รถยนต์,รย. 12 รถจักรยานยนต์,เชียงราย,เบนซิน,486440
รถยนต์,รย. 12 รถจักรยานยนต์,เชียงราย,เบนซิน-ไฟฟ้า,109
รถยนต์,รย. 12 รถจักรยานยนต์,เชียงราย,ไฟฟ้า,512
รถยนต์,รย. 12 รถจักรยานยนต์,เชียงใหม่,ดีเซล,3
รถยนต์,รย. 12 รถจักรยานยนต์,เชียงใหม่,เบนซิน,906770
รถยนต์,รย. 12 รถจักรยานยนต์,เชียงใหม่,เบนซิน-ไฟฟ้า,157
รถยนต์,รย. 12 รถจักรยานยนต์,เชียงใหม่,ไฟฟ้า,2510
รถยนต์,รย. 12 รถจักรยานยนต์,ตรัง,ดีเซล,2
รถยนต์,รย. 12 รถจักรยานยนต์,ตรัง,เบนซิน,230796
รถยนต์,รย. 12 รถจักรยานยนต์,ตรัง,เบนซิน-ไฟฟ้า,26
รถยนต์,รย. 12 รถจักรยานยนต์,ตรัง,ไฟฟ้า,664
รถยนต์,รย. 12 รถจักรยานยนต์,ตราด,เบนซิน,90840
รถยนต์,รย. 12 รถจักรยานยนต์,ตราด,เบนซิน-ไฟฟ้า,24
รถยนต์,รย. 12 รถจักรยานยนต์,ตราด,ไฟฟ้า,219
รถยนต์,รย. 12 รถจักรยานยนต์,ตาก,เบนซิน,168450
รถยนต์,รย. 12 รถจักรยานยนต์,ตาก,เบนซิน-ไฟฟ้า,45
รถยนต์,รย. 12 รถจักรยานยนต์,ตาก,ไฟฟ้า,316
รถยนต์,รย. 12 รถจักรยานยนต์,นครนายก,เบนซิน,84863
รถยนต์,รย. 12 รถจักรยานยนต์,นครนายก,เบนซิน-ไฟฟ้า,34
รถยนต์,รย. 12 รถจักรยานยนต์,นครนายก,ไฟฟ้า,26
รถยนต์,รย. 12 รถจักรยานยนต์,นครปฐม,ดีเซล,3
รถยนต์,รย. 12 รถจักรยานยนต์,นครปฐม,เบนซิน,293184
รถยนต์,รย. 12 รถจักรยานยนต์,นครปฐม,เบนซิน-ไฟฟ้า,60
รถยนต์,รย. 12 รถจักรยานยนต์,นครปฐม,ไฟฟ้า,1473
รถยนต์,รย. 12 รถจักรยานยนต์,นครพนม,ดีเซล,2
รถยนต์,รย. 12 รถจักรยานยนต์,นครพนม,เบนซิน,142976
รถยนต์,รย. 12 รถจักรยานยนต์,นครพนม,เบนซิน-ไฟฟ้า,25
รถยนต์,รย. 12 รถจักรยานยนต์,นครพนม,ไฟฟ้า,119
รถยนต์,รย. 12 รถจักรยานยนต์,นครราชสีมา,ดีเซล,13
รถยนต์,รย. 12 รถจักรยานยนต์,นครราชสีมา,เบนซิน,749439
รถยนต์,รย. 12 รถจักรยานยนต์,นครราชสีมา,เบนซิน-ไฟฟ้า,212
รถยนต์,รย. 12 รถจักรยานยนต์,นครราชสีมา,ไฟฟ้า,2380
รถยนต์,รย. 12 รถจักรยานยนต์,นครศรีธรรมราช,ดีเซล,1
รถยนต์,รย. 12 รถจักรยานยนต์,นครศรีธรรมราช,เบนซิน,398963
รถยนต์,รย. 12 รถจักรยานยนต์,นครศรีธรรมราช,เบนซิน-ไฟฟ้า,69
รถยนต์,รย. 12 รถจักรยานยนต์,นครศรีธรรมราช,ไฟฟ้า,975
รถยนต์,รย. 12 รถจักรยานยนต์,นครสวรรค์,เบนซิน,348951
รถยนต์,รย. 12 รถจักรยานยนต์,นครสวรรค์,เบนซิน-ไฟฟ้า,68
รถยนต์,รย. 12 รถจักรยานยนต์,นครสวรรค์,ไฟฟ้า,888
รถยนต์,รย. 12 รถจักรยานยนต์,นนทบุรี,แก๊ส LPG,1
รถยนต์,รย. 12 รถจักรยานยนต์,นนทบุรี,เบนซิน,56174
รถยนต์,รย. 12 รถจักรยานยนต์,นนทบุรี,เบนซิน-ไฟฟ้า,17
รถยนต์,รย. 12 รถจักรยานยนต์,นนทบุรี,ไฟฟ้า,320
รถยนต์,รย. 12 รถจักรยานยนต์,นราธิวาส,เบนซิน,232228
รถยนต์,รย. 12 รถจักรยานยนต์,นราธิวาส,เบนซิน-ไฟฟ้า,48
รถยนต์,รย. 12 รถจักรยานยนต์,นราธิวาส,ไฟฟ้า,314
รถยนต์,รย. 12 รถจักรยานยนต์,น่าน,เบนซิน,157312
รถยนต์,รย. 12 รถจักรยานยนต์,น่าน,เบนซิน-ไฟฟ้า,36
รถยนต์,รย. 12 รถจักรยานยนต์,น่าน,ไฟฟ้า,80
รถยนต์,รย. 12 รถจักรยานยนต์,บึงกาฬ,เบนซิน,83321
รถยนต์,รย. 12 รถจักรยานยนต์,บึงกาฬ,เบนซิน-ไฟฟ้า,22
รถยนต์,รย. 12 รถจักรยานยนต์,บึงกาฬ,ไฟฟ้า,25
รถยนต์,รย. 12 รถจักรยานยนต์,บุรีรัมย์,เบนซิน,365281
รถยนต์,รย. 12 รถจักรยานยนต์,บุรีรัมย์,เบนซิน-ไฟฟ้า,73
รถยนต์,รย. 12 รถจักรยานยนต์,บุรีรัมย์,ไฟฟ้า,397
รถยนต์,รย. 12 รถจักรยานยนต์,ปทุมธานี,ดีเซล,1
รถยนต์,รย. 12 รถจักรยานยนต์,ปทุมธานี,เบนซิน,82336
รถยนต์,รย. 12 รถจักรยานยนต์,ปทุมธานี,เบนซิน-ไฟฟ้า,20
รถยนต์,รย. 12 รถจักรยานยนต์,ปทุมธานี,ไฟฟ้า,188
รถยนต์,รย. 12 รถจักรยานยนต์,ประจวบคีรีขันธ์,ดีเซล,1
รถยนต์,รย. 12 รถจักรยานยนต์,ประจวบคีรีขันธ์,เบนซิน,218369
รถยนต์,รย. 12 รถจักรยานยนต์,ประจวบคีรีขันธ์,เบนซิน-ไฟฟ้า,91
รถยนต์,รย. 12 รถจักรยานยนต์,ประจวบคีรีขันธ์,ไฟฟ้า,424
รถยนต์,รย. 12 รถจักรยานยนต์,ปราจีนบุรี,เบนซิน,170661
รถยนต์,รย. 12 รถจักรยานยนต์,ปราจีนบุรี,เบนซิน-ไฟฟ้า,40
รถยนต์,รย. 12 รถจักรยานยนต์,ปราจีนบุรี,ไฟฟ้า,531
รถยนต์,รย. 12 รถจักรยานยนต์,ปัตตานี,เบนซิน,210596
รถยนต์,รย. 12 รถจักรยานยนต์,ปัตตานี,เบนซิน-ไฟฟ้า,65
รถยนต์,รย. 12 รถจักรยานยนต์,ปัตตานี,ไฟฟ้า,742
รถยนต์,รย. 12 รถจักรยานยนต์,พระนครศรีอยุธยา,ดีเซล,5
รถยนต์,รย. 12 รถจักรยานยนต์,พระนครศรีอยุธยา,เบนซิน,294126
รถยนต์,รย. 12 รถจักรยานยนต์,พระนครศรีอยุธยา,เบนซิน-ไฟฟ้า,156
รถยนต์,รย. 12 รถจักรยานยนต์,พระนครศรีอยุธยา,ไฟฟ้า,937
รถยนต์,รย. 12 รถจักรยานยนต์,พะเยา,เบนซิน,164627
รถยนต์,รย. 12 รถจักรยานยนต์,พะเยา,เบนซิน-ไฟฟ้า,2682
รถยนต์,รย. 12 รถจักรยานยนต์,พะเยา,ไฟฟ้า,122
รถยนต์,รย. 12 รถจักรยานยนต์,พังงา,เบนซิน,89872
รถยนต์,รย. 12 รถจักรยานยนต์,พังงา,เบนซิน-ไฟฟ้า,8
รถยนต์,รย. 12 รถจักรยานยนต์,พังงา,ไฟฟ้า,260
รถยนต์,รย. 12 รถจักรยานยนต์,พัทลุง,เบนซิน,169393
รถยนต์,รย. 12 รถจักรยานยนต์,พัทลุง,เบนซิน-ไฟฟ้า,6
รถยนต์,รย. 12 รถจักรยานยนต์,พัทลุง,ไฟฟ้า,166
รถยนต์,รย. 12 รถจักรยานยนต์,พิจิตร,เบนซิน,191117
รถยนต์,รย. 12 รถจักรยานยนต์,พิจิตร,เบนซิน-ไฟฟ้า,52
รถยนต์,รย. 12 รถจักรยานยนต์,พิจิตร,ไฟฟ้า,116
รถยนต์,รย. 12 รถจักรยานยนต์,พิษณุโลก,ดีเซล,4
รถยนต์,รย. 12 รถจักรยานยนต์,พิษณุโลก,เบนซิน,313284
รถยนต์,รย. 12 รถจักรยานยนต์,พิษณุโลก,เบนซิน-ไฟฟ้า,66
รถยนต์,รย. 12 รถจักรยานยนต์,พิษณุโลก,ไฟฟ้า,573
รถยนต์,รย. 12 รถจักรยานยนต์,เพชรบุรี,เบนซิน,213688
รถยนต์,รย. 12 รถจักรยานยนต์,เพชรบุรี,เบนซิน-ไฟฟ้า,79
รถยนต์,รย. 12 รถจักรยานยนต์,เพชรบุรี,ไฟฟ้า,1169
รถยนต์,รย. 12 รถจักรยานยนต์,เพชรบูรณ์,ดีเซล,4
รถยนต์,รย. 12 รถจักรยานยนต์,เพชรบูรณ์,เบนซิน,283067
รถยนต์,รย. 12 รถจักรยานยนต์,เพชรบูรณ์,เบนซิน-ไฟฟ้า,69
รถยนต์,รย. 12 รถจักรยานยนต์,เพชรบูรณ์,ไฟฟ้า,158
รถยนต์,รย. 12 รถจักรยานยนต์,แพร่,ดีเซล,1
รถยนต์,รย. 12 รถจักรยานยนต์,แพร่,เบนซิน,165354
รถยนต์,รย. 12 รถจักรยานยนต์,แพร่,เบนซิน-ไฟฟ้า,10
รถยนต์,รย. 12 รถจักรยานยนต์,แพร่,ไฟฟ้า,119
รถยนต์,รย. 12 รถจักรยานยนต์,ภูเก็ต,ดีเซล,2
รถยนต์,รย. 12 รถจักรยานยนต์,ภูเก็ต,เบนซิน,358242
รถยนต์,รย. 12 รถจักรยานยนต์,ภูเก็ต,เบนซิน-ไฟฟ้า,163
รถยนต์,รย. 12 รถจักรยานยนต์,ภูเก็ต,ไฟฟ้า,581
รถยนต์,รย. 12 รถจักรยานยนต์,มหาสารคาม,เบนซิน,245250
รถยนต์,รย. 12 รถจักรยานยนต์,มหาสารคาม,เบนซิน-ไฟฟ้า,29
รถยนต์,รย. 12 รถจักรยานยนต์,มหาสารคาม,ไฟฟ้า,208
รถยนต์,รย. 12 รถจักรยานยนต์,มุกดาหาร,เบนซิน,118845
รถยนต์,รย. 12 รถจักรยานยนต์,มุกดาหาร,เบนซิน-ไฟฟ้า,24
รถยนต์,รย. 12 รถจักรยานยนต์,มุกดาหาร,ไฟฟ้า,220
รถยนต์,รย. 12 รถจักรยานยนต์,แม่ฮ่องสอน,ดีเซล,2
รถยนต์,รย. 12 รถจักรยานยนต์,แม่ฮ่องสอน,เบนซิน,69106
รถยนต์,รย. 12 รถจักรยานยนต์,แม่ฮ่องสอน,เบนซิน-ไฟฟ้า,2
รถยนต์,รย. 12 รถจักรยานยนต์,แม่ฮ่องสอน,ไฟฟ้า,8
รถยนต์,รย. 12 รถจักรยานยนต์,ยโสธร,ดีเซล,1
รถยนต์,รย. 12 รถจักรยานยนต์,ยโสธร,เบนซิน,123416
รถยนต์,รย. 12 รถจักรยานยนต์,ยโสธร,เบนซิน-ไฟฟ้า,14
รถยนต์,รย. 12 รถจักรยานยนต์,ยโสธร,ไฟฟ้า,48
รถยนต์,รย. 12 รถจักรยานยนต์,ยะลา,เบนซิน,243397
รถยนต์,รย. 12 รถจักรยานยนต์,ยะลา,เบนซิน-ไฟฟ้า,58
รถยนต์,รย. 12 รถจักรยานยนต์,ยะลา,ไฟฟ้า,530
รถยนต์,รย. 12 รถจักรยานยนต์,ร้อยเอ็ด,ดีเซล,5
รถยนต์,รย. 12 รถจักรยานยนต์,ร้อยเอ็ด,เบนซิน,262285
รถยนต์,รย. 12 รถจักรยานยนต์,ร้อยเอ็ด,เบนซิน-ไฟฟ้า,54
รถยนต์,รย. 12 รถจักรยานยนต์,ร้อยเอ็ด,ไฟฟ้า,45
รถยนต์,รย. 12 รถจักรยานยนต์,ระนอง,เบนซิน,71715
รถยนต์,รย. 12 รถจักรยานยนต์,ระนอง,เบนซิน-ไฟฟ้า,16
รถยนต์,รย. 12 รถจักรยานยนต์,ระนอง,ไฟฟ้า,37
รถยนต์,รย. 12 รถจักรยานยนต์,ระยอง,ดีเซล,2
รถยนต์,รย. 12 รถจักรยานยนต์,ระยอง,เบนซิน,509732
รถยนต์,รย. 12 รถจักรยานยนต์,ระยอง,เบนซิน-ไฟฟ้า,118
รถยนต์,รย. 12 รถจักรยานยนต์,ระยอง,ไฟฟ้า,631
รถยนต์,รย. 12 รถจักรยานยนต์,ราชบุรี,ดีเซล,2
รถยนต์,รย. 12 รถจักรยานยนต์,ราชบุรี,เบนซิน,343902
รถยนต์,รย. 12 รถจักรยานยนต์,ราชบุรี,เบนซิน-ไฟฟ้า,91
รถยนต์,รย. 12 รถจักรยานยนต์,ราชบุรี,ไฟฟ้า,2147
รถยนต์,รย. 12 รถจักรยานยนต์,ลพบุรี,ดีเซล,1
รถยนต์,รย. 12 รถจักรยานยนต์,ลพบุรี,เบนซิน,232225
รถยนต์,รย. 12 รถจักรยานยนต์,ลพบุรี,เบนซิน-ไฟฟ้า,25
รถยนต์,รย. 12 รถจักรยานยนต์,ลพบุรี,ไฟฟ้า,3666
รถยนต์,รย. 12 รถจักรยานยนต์,ลำปาง,ดีเซล,1
รถยนต์,รย. 12 รถจักรยานยนต์,ลำปาง,เบนซิน,261677
รถยนต์,รย. 12 รถจักรยานยนต์,ลำปาง,เบนซิน-ไฟฟ้า,21
รถยนต์,รย. 12 รถจักรยานยนต์,ลำปาง,ไฟฟ้า,189
รถยนต์,รย. 12 รถจักรยานยนต์,ลำพูน,ดีเซล,2
รถยนต์,รย. 12 รถจักรยานยนต์,ลำพูน,เบนซิน,176254
รถยนต์,รย. 12 รถจักรยานยนต์,ลำพูน,เบนซิน-ไฟฟ้า,28
รถยนต์,รย. 12 รถจักรยานยนต์,ลำพูน,ไฟฟ้า,87
รถยนต์,รย. 12 รถจักรยานยนต์,เลย,ดีเซล,2
รถยนต์,รย. 12 รถจักรยานยนต์,เลย,เบนซิน,163157
รถยนต์,รย. 12 รถจักรยานยนต์,เลย,เบนซิน-ไฟฟ้า,47
รถยนต์,รย. 12 รถจักรยานยนต์,เลย,ไฟฟ้า,170
รถยนต์,รย. 12 รถจักรยานยนต์,ศรีสะเกษ,ดีเซล,1
รถยนต์,รย. 12 รถจักรยานยนต์,ศรีสะเกษ,เบนซิน,264082
รถยนต์,รย. 12 รถจักรยานยนต์,ศรีสะเกษ,เบนซิน-ไฟฟ้า,62
รถยนต์,รย. 12 รถจักรยานยนต์,ศรีสะเกษ,ไฟฟ้า,163
รถยนต์,รย. 12 รถจักรยานยนต์,สกลนคร,ดีเซล,1
รถยนต์,รย. 12 รถจักรยานยนต์,สกลนคร,เบนซิน,362530
รถยนต์,รย. 12 รถจักรยานยนต์,สกลนคร,เบนซิน-ไฟฟ้า,45
รถยนต์,รย. 12 รถจักรยานยนต์,สกลนคร,ไฟฟ้า,366
รถยนต์,รย. 12 รถจักรยานยนต์,สงขลา,ดีเซล,1
รถยนต์,รย. 12 รถจักรยานยนต์,สงขลา,เบนซิน,500480
รถยนต์,รย. 12 รถจักรยานยนต์,สงขลา,เบนซิน-ไฟฟ้า,69
รถยนต์,รย. 12 รถจักรยานยนต์,สงขลา,ไฟฟ้า,3090
รถยนต์,รย. 12 รถจักรยานยนต์,สตูล,เบนซิน,100821
รถยนต์,รย. 12 รถจักรยานยนต์,สตูล,เบนซิน-ไฟฟ้า,9
รถยนต์,รย. 12 รถจักรยานยนต์,สตูล,ไฟฟ้า,77
รถยนต์,รย. 12 รถจักรยานยนต์,สมุทรปราการ,ดีเซล,1
รถยนต์,รย. 12 รถจักรยานยนต์,สมุทรปราการ,เบนซิน,77413
รถยนต์,รย. 12 รถจักรยานยนต์,สมุทรปราการ,เบนซิน-ไฟฟ้า,20
รถยนต์,รย. 12 รถจักรยานยนต์,สมุทรปราการ,ไฟฟ้า,280
รถยนต์,รย. 12 รถจักรยานยนต์,สมุทรสงคราม,เบนซิน,53813
รถยนต์,รย. 12 รถจักรยานยนต์,สมุทรสงคราม,เบนซิน-ไฟฟ้า,11
รถยนต์,รย. 12 รถจักรยานยนต์,สมุทรสงคราม,ไฟฟ้า,52
รถยนต์,รย. 12 รถจักรยานยนต์,สมุทรสาคร,เบนซิน,244554
รถยนต์,รย. 12 รถจักรยานยนต์,สมุทรสาคร,เบนซิน-ไฟฟ้า,88
รถยนต์,รย. 12 รถจักรยานยนต์,สมุทรสาคร,ไฟฟ้า,498
รถยนต์,รย. 12 รถจักรยานยนต์,สระแก้ว,ดีเซล,2
รถยนต์,รย. 12 รถจักรยานยนต์,สระแก้ว,เบนซิน,163685
รถยนต์,รย. 12 รถจักรยานยนต์,สระแก้ว,เบนซิน-ไฟฟ้า,54
รถยนต์,รย. 12 รถจักรยานยนต์,สระแก้ว,ไฟฟ้า,72
รถยนต์,รย. 12 รถจักรยานยนต์,สระบุรี,ดีเซล,1
รถยนต์,รย. 12 รถจักรยานยนต์,สระบุรี,เบนซิน,246270
รถยนต์,รย. 12 รถจักรยานยนต์,สระบุรี,เบนซิน-ไฟฟ้า,55
รถยนต์,รย. 12 รถจักรยานยนต์,สระบุรี,ไฟฟ้า,1533
รถยนต์,รย. 12 รถจักรยานยนต์,สิงห์บุรี,เบนซิน,83620
รถยนต์,รย. 12 รถจักรยานยนต์,สิงห์บุรี,เบนซิน-ไฟฟ้า,13
รถยนต์,รย. 12 รถจักรยานยนต์,สิงห์บุรี,ไฟฟ้า,136
รถยนต์,รย. 12 รถจักรยานยนต์,สุโขทัย,ดีเซล,3
รถยนต์,รย. 12 รถจักรยานยนต์,สุโขทัย,เบนซิน,207678
รถยนต์,รย. 12 รถจักรยานยนต์,สุโขทัย,เบนซิน-ไฟฟ้า,30
รถยนต์,รย. 12 รถจักรยานยนต์,สุโขทัย,ไฟฟ้า,174
รถยนต์,รย. 12 รถจักรยานยนต์,สุพรรณบุรี,ดีเซล,1
รถยนต์,รย. 12 รถจักรยานยนต์,สุพรรณบุรี,เบนซิน,283806
รถยนต์,รย. 12 รถจักรยานยนต์,สุพรรณบุรี,เบนซิน-ไฟฟ้า,58
รถยนต์,รย. 12 รถจักรยานยนต์,สุพรรณบุรี,ไฟฟ้า,326
รถยนต์,รย. 12 รถจักรยานยนต์,สุราษฎร์ธานี,ดีเซล,2
รถยนต์,รย. 12 รถจักรยานยนต์,สุราษฎร์ธานี,เบนซิน,388046
รถยนต์,รย. 12 รถจักรยานยนต์,สุราษฎร์ธานี,เบนซิน-ไฟฟ้า,96
รถยนต์,รย. 12 รถจักรยานยนต์,สุราษฎร์ธานี,ไฟฟ้า,1902
รถยนต์,รย. 12 รถจักรยานยนต์,สุรินทร์,ดีเซล,1
รถยนต์,รย. 12 รถจักรยานยนต์,สุรินทร์,เบนซิน,324531
รถยนต์,รย. 12 รถจักรยานยนต์,สุรินทร์,เบนซิน-ไฟฟ้า,64
รถยนต์,รย. 12 รถจักรยานยนต์,สุรินทร์,ไฟฟ้า,285
รถยนต์,รย. 12 รถจักรยานยนต์,หนองคาย,ดีเซล,2
รถยนต์,รย. 12 รถจักรยานยนต์,หนองคาย,เบนซิน,128266
รถยนต์,รย. 12 รถจักรยานยนต์,หนองคาย,เบนซิน-ไฟฟ้า,51
รถยนต์,รย. 12 รถจักรยานยนต์,หนองคาย,ไฟฟ้า,143
รถยนต์,รย. 12 รถจักรยานยนต์,หนองบัวลำภู,เบนซิน,88566
รถยนต์,รย. 12 รถจักรยานยนต์,หนองบัวลำภู,เบนซิน-ไฟฟ้า,10
รถยนต์,รย. 12 รถจักรยานยนต์,หนองบัวลำภู,ไฟฟ้า,34
รถยนต์,รย. 12 รถจักรยานยนต์,อ่างทอง,ดีเซล,2
รถยนต์,รย. 12 รถจักรยานยนต์,อ่างทอง,เบนซิน,87787
รถยนต์,รย. 12 รถจักรยานยนต์,อ่างทอง,เบนซิน-ไฟฟ้า,16
รถยนต์,รย. 12 รถจักรยานยนต์,อ่างทอง,ไฟฟ้า,372
รถยนต์,รย. 12 รถจักรยานยนต์,อำนาจเจริญ,เบนซิน,77170
รถยนต์,รย. 12 รถจักรยานยนต์,อำนาจเจริญ,เบนซิน-ไฟฟ้า,2
รถยนต์,รย. 12 รถจักรยานยนต์,อำนาจเจริญ,ไฟฟ้า,132
รถยนต์,รย. 12 รถจักรยานยนต์,อุดรธานี,แก๊ส LPG,1
รถยนต์,รย. 12 รถจักรยานยนต์,อุดรธานี,ดีเซล,2
รถยนต์,รย. 12 รถจักรยานยนต์,อุดรธานี,เบนซิน,422703
รถยนต์,รย. 12 รถจักรยานยนต์,อุดรธานี,เบนซิน-ไฟฟ้า,97
รถยนต์,รย. 12 รถจักรยานยนต์,อุดรธานี,ไฟฟ้า,620
รถยนต์,รย. 12 รถจักรยานยนต์,อุตรดิตถ์,ดีเซล,10
รถยนต์,รย. 12 รถจักรยานยนต์,อุตรดิตถ์,เบนซิน,157397
